audit_type,experiment,ticker,quarter,event_count,event_types,sample_rcept_no
same_ticker_same_quarter,R003,009440,2020Q1,4,dividend,20200226800915 | 20200227800428 | 20200227800853 | 20200312801633
same_ticker_same_quarter,R003,009540,2025Q3,4,dividend,20250730800534 | 20250731800230 | 20250813800930 | 20250813800946
same_ticker_same_quarter,R003,012320,2022Q1,4,dividend,20220218800923 | 20220225800911 | 20220228801132 | 20220228801143
same_ticker_same_quarter,R003,012320,2023Q1,4,dividend,20230217800732 | 20230228800574 | 20230228801182 | 20230306800693
same_ticker_same_quarter,R003,012320,2024Q1,4,dividend,20240216800358 | 20240222800516 | 20240228800708 | 20240228800713
same_ticker_same_quarter,R003,013570,2022Q1,4,dividend,20220208800572 | 20220208800607 | 20220208800616 | 20220208800635
same_ticker_same_quarter,R003,017810,2025Q1,4,dividend,20250211801124 | 20250211801132 | 20250311801764 | 20250314801759
same_ticker_same_quarter,R003,017810,2026Q1,4,dividend,20260210800703 | 20260210800708 | 20260311801616 | 20260311801693
same_ticker_same_quarter,R003,024720,2026Q1,4,dividend,20260225800554 | 20260225800566 | 20260310801993 | 20260310801995
same_ticker_same_quarter,R003,034730,2018Q4,4,dividend,20181113800121 | 20181113800137 | 20181119800056 | 20181119800062
same_ticker_same_quarter,R003,034730,2020Q3,4,dividend,20200721800384 | 20200722800004 | 20200909800193 | 20200909800194
same_ticker_same_quarter,R003,034730,2025Q3,4,dividend,20250725800003 | 20250725800009 | 20250730800430 | 20250730800434
same_ticker_same_quarter,R003,036530,2024Q1,4,dividend,20240206800043 | 20240206800049 | 20240206800051 | 20240206800054
same_ticker_same_quarter,R003,036530,2024Q2,4,dividend,20240614800058 | 20240614800060 | 20240614800063 | 20240614800065
same_ticker_same_quarter,R003,036530,2024Q3,4,dividend,20240808800196 | 20240808800198 | 20240808800200 | 20240808800203
same_ticker_same_quarter,R003,055550,2023Q1,4,dividend,20230208800322 | 20230208800325 | 20230208800326 | 20230208800329
same_ticker_same_quarter,R003,058650,2024Q1,4,dividend,20240206800338 | 20240206800339 | 20240206800340 | 20240206800455
same_ticker_same_quarter,R003,072710,2025Q1,4,dividend,20250203800869 | 20250207801174 | 20250210801070 | 20250210801099
same_ticker_same_quarter,R003,081660,2025Q1,4,dividend,20250212800811 | 20250212800813 | 20250313802237 | 20250313802242
same_ticker_same_quarter,R003,081660,2026Q1,4,dividend,20260210800922 | 20260211801027 | 20260211801045 | 20260312801739
same_ticker_same_quarter,R003,084690,2025Q1,4,dividend,20250305800898 | 20250305800909 | 20250311801114 | 20250311801128
same_ticker_same_quarter,R003,084690,2026Q1,4,dividend,20260225801546 | 20260225801560 | 20260310800718 | 20260310800723
same_ticker_same_quarter,R003,086790,2025Q1,4,dividend,20250204800516 | 20250204800524 | 20250204800528 | 20250204800529
same_ticker_same_quarter,R003,086790,2026Q1,4,dividend,20260130800518 | 20260130800535 | 20260130800538 | 20260130800542
same_ticker_same_quarter,R003,096770,2018Q4,4,dividend,20181113800120 | 20181113800136 | 20181119800055 | 20181119800061
same_ticker_same_quarter,R003,096770,2019Q1,4,dividend,20190131800315 | 20190131800379 | 20190201800827 | 20190227800200
same_ticker_same_quarter,R003,105560,2022Q1,4,dividend,20220208800629 | 20220208800641 | 20220208800645 | 20220316801214
same_ticker_same_quarter,R003,105560,2022Q3,4,dividend,20220721800275 | 20220914800316 | 20220926800443 | 20220926800444
same_ticker_same_quarter,R003,105560,2024Q1,4,dividend,20240207800781 | 20240207800786 | 20240207800789 | 20240207800795
same_ticker_same_quarter,R003,105560,2025Q1,4,dividend,20250205800590 | 20250205800594 | 20250205800605 | 20250205800608
same_ticker_same_quarter,R003,139130,2020Q4,4,dividend,20201103800325 | 20201111800409 | 20201221800409 | 20201222800414
same_ticker_same_quarter,R003,139130,2021Q4,4,dividend,20211109800597 | 20211119800315 | 20211220800303 | 20211221800542
same_ticker_same_quarter,R003,139130,2022Q4,4,dividend,20221114800514 | 20221118800462 | 20221220800114 | 20221222800252
same_ticker_same_quarter,R003,139130,2023Q4,4,dividend,20231110800709 | 20231114800344 | 20231218800456 | 20231221800368
same_ticker_same_quarter,R003,139130,2025Q4,4,dividend,20251107800613 | 20251113800747 | 20251212800448 | 20251212801235
same_ticker_same_quarter,R003,161890,2025Q1,4,dividend,20250225800267 | 20250225800269 | 20250311800780 | 20250311800794
same_ticker_same_quarter,R003,161890,2026Q1,4,dividend,20260225800553 | 20260225800565 | 20260310800906 | 20260310800952
same_ticker_same_quarter,R003,175330,2018Q4,4,dividend,20181226800416 | 20181226800425 | 20181226800430 | 20181226800434
same_ticker_same_quarter,R003,175330,2021Q1,4,dividend,20210205801034 | 20210205801041 | 20210208800545 | 20210208800633
same_ticker_same_quarter,R003,175330,2022Q1,4,dividend,20220210801277 | 20220210801283 | 20220210801291 | 20220211800851
same_ticker_same_quarter,R003,175330,2024Q1,4,dividend,20240206800229 | 20240206800234 | 20240206800276 | 20240206800281
same_ticker_same_quarter,R003,175330,2026Q1,4,dividend,20260205800769 | 20260205800785 | 20260205800793 | 20260205800801
same_ticker_same_quarter,R003,180640,2026Q1,4,dividend,20260204800799 | 20260204800811 | 20260225801391 | 20260225801409
same_ticker_same_quarter,R003,267250,2023Q4,4,dividend,20231026800335 | 20231207800310 | 20231208800266 | 20231208800309
same_ticker_same_quarter,R003,267250,2025Q3,4,dividend,20250731800244 | 20250731800360 | 20250813800937 | 20250813800959
same_ticker_same_quarter,R003,402340,2026Q2,4,dividend,20260422800749 | 20260422800790 | 20260430801461 | 20260430801532
same_ticker_same_quarter,R003,000070,2018Q1,3,dividend,20180207801071 | 20180208800775 | 20180212800879
same_ticker_same_quarter,R003,000150,2018Q1,3,dividend,20180208801166 | 20180208801211 | 20180316801005
same_ticker_same_quarter,R003,000150,2019Q1,3,dividend,20190213800819 | 20190213800935 | 20190311800308
same_ticker_same_quarter,R003,000150,2024Q1,3,dividend,20240207801181 | 20240207801198 | 20240208801001
same_ticker_same_quarter,R003,000150,2025Q1,3,dividend,20250211801006 | 20250214801426 | 20250214801434
same_ticker_same_quarter,R003,000210,2023Q1,3,dividend,20230222800818 | 20230223801002 | 20230223801035
same_ticker_same_quarter,R003,000320,2024Q1,3,dividend,20240306800502 | 20240311800511 | 20240314801289
same_ticker_same_quarter,R003,000320,2025Q1,3,dividend,20250304800559 | 20250305800523 | 20250306800940
same_ticker_same_quarter,R003,000640,2018Q1,3,dividend,20180222800344 | 20180228800874 | 20180228800907
same_ticker_same_quarter,R003,000640,2019Q1,3,dividend,20190222800971 | 20190228801048 | 20190305800360
same_ticker_same_quarter,R003,001040,2019Q1,3,dividend,20190211800997 | 20190214800661 | 20190214800734
same_ticker_same_quarter,R003,001040,2020Q1,3,dividend,20200212800561 | 20200213800708 | 20200214800649
same_ticker_same_quarter,R003,001040,2021Q1,3,dividend,20210204800658 | 20210208800586 | 20210215801075
same_ticker_same_quarter,R003,001040,2023Q1,3,dividend,20230213800887 | 20230213801212 | 20230313800936
same_ticker_same_quarter,R003,001430,2024Q1,3,dividend,20240206800323 | 20240206800326 | 20240206800327
same_ticker_same_quarter,R003,002020,2018Q1,3,dividend,20180208801143 | 20180221800431 | 20180221800633
same_ticker_same_quarter,R003,002020,2019Q1,3,dividend,20190219800223 | 20190221800521 | 20190226800892
same_ticker_same_quarter,R003,002020,2020Q1,3,dividend,20200218800528 | 20200221800241 | 20200225800852
same_ticker_same_quarter,R003,002020,2021Q1,3,dividend,20210224800279 | 20210224800871 | 20210225800633
same_ticker_same_quarter,R003,002020,2022Q1,3,dividend,20220224800787 | 20220225800922 | 20220225800997
same_ticker_same_quarter,R003,002020,2025Q4,3,dividend,20251113800473 | 20251113800476 | 20251205800370
same_ticker_same_quarter,R003,003000,2025Q4,3,dividend,20251021800160 | 20251021800161 | 20251216801804
same_ticker_same_quarter,R003,003090,2020Q1,3,dividend,20200227801087 | 20200227801163 | 20200323800505
same_ticker_same_quarter,R003,003090,2021Q1,3,dividend,20210311800785 | 20210311800788 | 20210318800931
same_ticker_same_quarter,R003,003090,2023Q1,3,dividend,20230308801100 | 20230308801261 | 20230308801267
same_ticker_same_quarter,R003,003480,2020Q1,3,dividend,20200123800273 | 20200219800211 | 20200303800453
same_ticker_same_quarter,R003,003480,2026Q1,3,dividend,20260224800313 | 20260226801208 | 20260310801261
same_ticker_same_quarter,R003,003550,2024Q3,3,dividend,20240724800390 | 20240725800716 | 20240725800721
same_ticker_same_quarter,R003,004990,2020Q1,3,dividend,20200207800580 | 20200213800547 | 20200213800627
same_ticker_same_quarter,R003,004990,2021Q1,3,dividend,20210205800609 | 20210208800769 | 20210209801057
same_ticker_same_quarter,R003,004990,2022Q1,3,dividend,20220208800564 | 20220208801082 | 20220210800799
same_ticker_same_quarter,R003,005380,2025Q1,3,dividend,20250123800275 | 20250123800279 | 20250320801770
same_ticker_same_quarter,R003,005490,2024Q1,3,dividend,20240131800280 | 20240131800330 | 20240131800340
same_ticker_same_quarter,R003,005490,2025Q1,3,dividend,20250205800685 | 20250205800712 | 20250206800784
same_ticker_same_quarter,R003,005490,2025Q2,3,dividend,20250513800482 | 20250513800515 | 20250619800435
same_ticker_same_quarter,R003,005490,2026Q1,3,dividend,20260202802020 | 20260203801050 | 20260203801053
same_ticker_same_quarter,R003,005740,2018Q1,3,dividend,20180208801258 | 20180222800986 | 20180222801047
same_ticker_same_quarter,R003,005740,2019Q1,3,dividend,20190214801055 | 20190221800587 | 20190228801342
same_ticker_same_quarter,R003,005740,2020Q1,3,dividend,20200213800889 | 20200220800835 | 20200227800969
same_ticker_same_quarter,R003,005740,2021Q1,3,dividend,20210205801032 | 20210224800706 | 20210225801052
same_ticker_same_quarter,R003,005740,2022Q1,3,dividend,20220210801155 | 20220223800947 | 20220224800989
same_ticker_same_quarter,R003,005740,2023Q1,3,dividend,20230216800633 | 20230223800815 | 20230302801100
same_ticker_same_quarter,R003,005740,2024Q1,3,dividend,20240215800926 | 20240228801005 | 20240229800816
same_ticker_same_quarter,R003,005740,2025Q1,3,dividend,20250213801311 | 20250226800737 | 20250227801167
same_ticker_same_quarter,R003,005740,2026Q1,3,dividend,20260211801437 | 20260225801379 | 20260225801524
same_ticker_same_quarter,R003,006040,2023Q1,3,dividend,20230213800569 | 20230214800381 | 20230214800503
same_ticker_same_quarter,R003,007860,2019Q1,3,dividend,20190305800940 | 20190307800800 | 20190312801509
same_ticker_same_quarter,R003,008060,2021Q4,3,dividend,20211213800509 | 20211213800536 | 20211213800567
same_ticker_same_quarter,R003,008930,2018Q1,3,dividend,20180131800535 | 20180221800539 | 20180221800544
same_ticker_same_quarter,R003,008930,2019Q1,3,dividend,20190220800651 | 20190225800540 | 20190225800555
same_ticker_same_quarter,R003,008930,2020Q1,3,dividend,20200226800673 | 20200304800791 | 20200304800808
same_ticker_same_quarter,R003,008930,2021Q1,3,dividend,20210308800701 | 20210309800918 | 20210309801233
same_ticker_same_quarter,R003,008930,2022Q1,3,dividend,20220304800962 | 20220308800410 | 20220308800453
same_ticker_same_quarter,R003,008930,2023Q1,3,dividend,20230307800928 | 20230309800423 | 20230309800425
same_ticker_same_quarter,R003,008930,2024Q1,3,dividend,20240311800255 | 20240311801158 | 20240311801199
same_ticker_same_quarter,R003,008930,2025Q1,3,dividend,20250305800544 | 20250305800870 | 20250305800989
same_ticker_same_quarter,R003,009440,2022Q1,3,dividend,20220224800902 | 20220302800763 | 20220316801502
same_ticker_same_quarter,R003,009440,2023Q1,3,dividend,20230224800889 | 20230303800634 | 20230310801178
same_ticker_same_quarter,R003,009540,2022Q4,3,dividend,20221209800278 | 20221209800286 | 20221209800669
same_ticker_same_quarter,R003,009540,2023Q4,3,dividend,20231207800284 | 20231208800260 | 20231213800767
same_ticker_same_quarter,R003,010770,2022Q1,3,dividend,20220310801351 | 20220310801364 | 20220314801593
same_ticker_same_quarter,R003,010770,2023Q1,3,dividend,20230308800917 | 20230308800930 | 20230314801537
same_ticker_same_quarter,R003,010770,2025Q1,3,dividend,20250306800760 | 20250306800767 | 20250310801309
same_ticker_same_quarter,R003,010770,2026Q1,3,dividend,20260223800928 | 20260224800752 | 20260224800759
same_ticker_same_quarter,R003,013570,2018Q1,3,dividend,20180207800900 | 20180207800919 | 20180207800929
same_ticker_same_quarter,R003,013570,2021Q1,3,dividend,20210209800907 | 20210209800986 | 20210209801006
same_ticker_same_quarter,R003,013570,2023Q1,3,dividend,20230208800897 | 20230208801023 | 20230208801030
same_ticker_same_quarter,R003,013570,2024Q1,3,dividend,20240206800643 | 20240206800715 | 20240206800759
same_ticker_same_quarter,R003,016450,2018Q1,3,dividend,20180214801306 | 20180226800910 | 20180228801265
same_ticker_same_quarter,R003,016450,2020Q1,3,dividend,20200220800790 | 20200221800773 | 20200313800932
same_ticker_same_quarter,R003,016450,2021Q1,3,dividend,20210218800408 | 20210218800635 | 20210222800626
same_ticker_same_quarter,R003,016450,2022Q1,3,dividend,20220218800893 | 20220222800700 | 20220225801126
same_ticker_same_quarter,R003,016450,2024Q1,3,dividend,20240213801063 | 20240221800836 | 20240222800940
same_ticker_same_quarter,R003,024110,2026Q1,3,dividend,20260306801199 | 20260306801203 | 20260320801551
same_ticker_same_quarter,R003,024720,2023Q4,3,dividend,20231122800123 | 20231130800086 | 20231214800584
same_ticker_same_quarter,R003,024720,2025Q3,3,dividend,20250731800171 | 20250731800177 | 20250814803672
same_ticker_same_quarter,R003,025530,2022Q1,3,dividend,20220222800380 | 20220222800426 | 20220222800836
same_ticker_same_quarter,R003,025530,2024Q1,3,dividend,20240220800574 | 20240220800738 | 20240220800760
same_ticker_same_quarter,R003,027410,2022Q1,3,dividend,20220210800721 | 20220210800742 | 20220214801139
same_ticker_same_quarter,R003,030200,2025Q1,3,dividend,20250213800326 | 20250213800329 | 20250314800504
same_ticker_same_quarter,R003,034730,2018Q2,3,dividend,20180518800580 | 20180614800462 | 20180615800194
same_ticker_same_quarter,R003,034730,2019Q2,3,dividend,20190529800615 | 20190610800736 | 20190614800208
same_ticker_same_quarter,R003,034730,2019Q3,3,dividend,20190723800403 | 20190725800662 | 20190726800555
same_ticker_same_quarter,R003,034730,2021Q1,3,dividend,20210202800261 | 20210209800750 | 20210216800792
same_ticker_same_quarter,R003,034730,2021Q3,3,dividend,20210721800414 | 20210723800002 | 20210915800115
same_ticker_same_quarter,R003,034730,2022Q3,3,dividend,20220721800221 | 20220728800241 | 20220915800094
same_ticker_same_quarter,R003,034730,2023Q1,3,dividend,20230206800963 | 20230208800006 | 20230214801200
same_ticker_same_quarter,R003,034730,2023Q3,3,dividend,20230726800434 | 20230726800463 | 20230727800004
same_ticker_same_quarter,R003,034730,2024Q1,3,dividend,20240205800007 | 20240207801399 | 20240304800841
same_ticker_same_quarter,R003,034730,2024Q3,3,dividend,20240726800003 | 20240730800315 | 20240730800320
same_ticker_same_quarter,R003,055550,2018Q1,3,dividend,20180207800680 | 20180207800683 | 20180207800686
same_ticker_same_quarter,R003,055550,2019Q1,3,dividend,20190212800553 | 20190212800556 | 20190212800559
same_ticker_same_quarter,R003,055550,2020Q1,3,dividend,20200205800450 | 20200205800453 | 20200205800457
same_ticker_same_quarter,R003,055550,2021Q1,3,dividend,20210205800627 | 20210205800630 | 20210303800003
same_ticker_same_quarter,R003,055550,2022Q1,3,dividend,20220209800427 | 20220209800435 | 20220209800436
same_ticker_same_quarter,R003,055550,2024Q4,3,dividend,20241022800525 | 20241025800176 | 20241206800673
same_ticker_same_quarter,R003,071050,2025Q1,3,dividend,20250213801094 | 20250213801115 | 20250313800989
same_ticker_same_quarter,R003,071050,2026Q1,3,dividend,20260211801094 | 20260211801115 | 20260312801326
same_ticker_same_quarter,R003,078930,2018Q1,3,dividend,20180130800488 | 20180208800858 | 20180308801376
same_ticker_same_quarter,R003,078930,2019Q1,3,dividend,20190130800691 | 20190131800515 | 20190305800431
same_ticker_same_quarter,R003,078930,2020Q1,3,dividend,20200205800461 | 20200206800650 | 20200214800641
same_ticker_same_quarter,R003,078930,2022Q1,3,dividend,20220209801096 | 20220210800481 | 20220216800636
same_ticker_same_quarter,R003,078930,2023Q1,3,dividend,20230208801026 | 20230213800613 | 20230216800671
same_ticker_same_quarter,R003,078930,2024Q1,3,dividend,20240206800993 | 20240214800583 | 20240222800753
same_ticker_same_quarter,R003,081660,2022Q4,3,dividend,20221031800508 | 20221031800513 | 20221109800526
same_ticker_same_quarter,R003,081660,2023Q4,3,dividend,20231016800370 | 20231016800373 | 20231114801725
same_ticker_same_quarter,R003,081660,2025Q3,3,dividend,20250724800434 | 20250724800443 | 20250915800385
same_ticker_same_quarter,R003,081660,2025Q4,3,dividend,20251015800383 | 20251015800389 | 20251112800867
same_ticker_same_quarter,R003,086790,2019Q3,3,dividend,20190724800577 | 20190724800581 | 20190726800339
same_ticker_same_quarter,R003,086790,2021Q1,3,dividend,20210205800598 | 20210205800603 | 20210309800613
same_ticker_same_quarter,R003,086790,2023Q1,3,dividend,20230209800624 | 20230209800633 | 20230209800635
same_ticker_same_quarter,R003,086790,2023Q3,3,dividend,20230726800282 | 20230726800296 | 20230727800309
same_ticker_same_quarter,R003,086790,2024Q1,3,dividend,20240131800397 | 20240131800400 | 20240131800404
same_ticker_same_quarter,R003,086790,2024Q3,3,dividend,20240724800515 | 20240724800523 | 20240726800382
same_ticker_same_quarter,R003,092230,2020Q2,3,dividend,20200612800307 | 20200615800267 | 20200615800310
same_ticker_same_quarter,R003,096760,2018Q1,3,dividend,20180206800354 | 20180206800372 | 20180207801031
same_ticker_same_quarter,R003,096760,2019Q1,3,dividend,20190212800963 | 20190213800478 | 20190213800484
same_ticker_same_quarter,R003,096760,2020Q1,3,dividend,20200212800653 | 20200213800408 | 20200213800461
same_ticker_same_quarter,R003,096760,2024Q1,3,dividend,20240206800594 | 20240207801214 | 20240207801246
same_ticker_same_quarter,R003,096770,2018Q1,3,dividend,20180131800286 | 20180131800289 | 20180131800850
same_ticker_same_quarter,R003,096770,2018Q3,3,dividend,20180731800536 | 20180831800409 | 20180831800421
same_ticker_same_quarter,R003,096770,2020Q1,3,dividend,20200131800360 | 20200205800826 | 20200210801328
same_ticker_same_quarter,R003,097950,2024Q1,3,dividend,20240213801232 | 20240213801237 | 20240311800995
same_ticker_same_quarter,R003,100250,2018Q1,3,dividend,20180125800631 | 20180126800272 | 20180129800619
same_ticker_same_quarter,R003,100250,2018Q3,3,dividend,20180726800231 | 20180726800236 | 20180727800102
same_ticker_same_quarter,R003,100250,2020Q1,3,dividend,20200131800271 | 20200131800281 | 20200203800469
same_ticker_same_quarter,R003,100250,2020Q3,3,dividend,20200722800261 | 20200722800273 | 20200724800134
same_ticker_same_quarter,R003,100250,2021Q1,3,dividend,20210202800101 | 20210202800316 | 20210203800175
same_ticker_same_quarter,R003,100250,2021Q3,3,dividend,20210721800242 | 20210721800245 | 20210722800127
same_ticker_same_quarter,R003,100250,2022Q1,3,dividend,20220127800245 | 20220127800375 | 20220128800598
same_ticker_same_quarter,R003,100250,2022Q3,3,dividend,20220720800237 | 20220720800240 | 20220721800080
same_ticker_same_quarter,R003,100250,2023Q1,3,dividend,20230131800232 | 20230131800286 | 20230131800398
same_ticker_same_quarter,R003,100250,2023Q3,3,dividend,20230719800239 | 20230719800242 | 20230720800068
same_ticker_same_quarter,R003,105560,2018Q1,3,dividend,20180208800745 | 20180208800762 | 20180208800768
same_ticker_same_quarter,R003,105560,2019Q1,3,dividend,20190208800517 | 20190208800520 | 20190208800523
same_ticker_same_quarter,R003,105560,2020Q1,3,dividend,20200206800492 | 20200206800503 | 20200206800507
same_ticker_same_quarter,R003,105560,2021Q1,3,dividend,20210204800558 | 20210204800561 | 20210204800564
same_ticker_same_quarter,R003,105560,2021Q3,3,dividend,20210721800360 | 20210721800377 | 20210722800286
same_ticker_same_quarter,R003,105560,2023Q1,3,dividend,20230207800492 | 20230207800498 | 20230207800500
same_ticker_same_quarter,R003,105560,2026Q1,3,dividend,20260205800604 | 20260205800608 | 20260205800620
same_ticker_same_quarter,R003,139130,2024Q1,3,dividend,20240207800763 | 20240207800791 | 20240207800808
same_ticker_same_quarter,R003,139130,2025Q1,3,dividend,20250207800766 | 20250207800776 | 20250207800815
same_ticker_same_quarter,R003,139130,2026Q1,3,dividend,20260206802296 | 20260206802393 | 20260206802481
same_ticker_same_quarter,R003,175330,2018Q1,3,dividend,20180208800937 | 20180208800942 | 20180209800783
same_ticker_same_quarter,R003,175330,2023Q1,3,dividend,20230208800903 | 20230208800933 | 20230209800410
same_ticker_same_quarter,R003,175330,2023Q3,3,dividend,20230725800448 | 20230725800451 | 20230726800236
same_ticker_same_quarter,R003,175330,2024Q2,3,dividend,20240419800547 | 20240419800574 | 20240422800321
same_ticker_same_quarter,R003,241560,2024Q1,3,dividend,20240207800728 | 20240207800742 | 20240308801120
same_ticker_same_quarter,R003,241560,2025Q4,3,dividend,20251022800303 | 20251030800567 | 20251030800591
same_ticker_same_quarter,R003,267250,2020Q1,3,dividend,20200206800272 | 20200206800294 | 20200220800957
same_ticker_same_quarter,R003,267250,2021Q1,3,dividend,20210204800379 | 20210204800400 | 20210226800868
same_ticker_same_quarter,R003,267250,2022Q1,3,dividend,20220207800702 | 20220207800712 | 20220222800253
same_ticker_same_quarter,R003,267250,2022Q4,3,dividend,20221209800285 | 20221209800328 | 20221209800386
same_ticker_same_quarter,R003,267250,2023Q1,3,dividend,20230207800302 | 20230207800640 | 20230223800448
same_ticker_same_quarter,R003,267250,2024Q1,3,dividend,20240206800293 | 20240206800644 | 20240222800706
same_ticker_same_quarter,R003,267250,2024Q3,3,dividend,20240703800498 | 20240703800538 | 20240725800354
same_ticker_same_quarter,R003,316140,2024Q1,3,dividend,20240206800470 | 20240206800496 | 20240206800818
same_ticker_same_quarter,R003,363280,2023Q1,3,dividend,20230223800534 | 20230224800783 | 20230303800498
same_ticker_same_quarter,R003,443060,2025Q1,3,dividend,20250203801125 | 20250203801236 | 20250314800891
same_ticker_same_quarter,R003,000070,2020Q1,2,dividend,20200204800556 | 20200205800493
same_ticker_same_quarter,R003,000070,2021Q1,2,dividend,20210208800903 | 20210209801207
same_ticker_same_quarter,R003,000070,2025Q1,2,dividend,20250212801044 | 20250213800986
same_ticker_same_quarter,R003,000070,2026Q1,2,dividend,20260204801075 | 20260205800693
same_ticker_same_quarter,R003,000100,2026Q1,2,dividend,20260211800902 | 20260211800925
same_ticker_same_quarter,R003,000120,2024Q1,2,dividend,20240207801291 | 20240207801516
same_ticker_same_quarter,R003,000120,2025Q1,2,dividend,20250210801373 | 20250210801401
same_ticker_same_quarter,R003,000140,2019Q1,2,dividend,20190307800406 | 20190307800415
same_ticker_same_quarter,R003,000150,2018Q2,2,dividend,20180426800995 | 20180604800026
same_ticker_same_quarter,R003,000150,2018Q3,2,dividend,20180726800361 | 20180912800312
same_ticker_same_quarter,R003,000150,2019Q2,2,dividend,20190425800609 | 20190611800117
same_ticker_same_quarter,R003,000150,2019Q3,2,dividend,20190725800517 | 20190909800176
same_ticker_same_quarter,R003,000150,2020Q1,2,dividend,20200214800785 | 20200311800894
same_ticker_same_quarter,R003,000150,2026Q1,2,dividend,20260226800471 | 20260226800477
same_ticker_same_quarter,R003,000150,2026Q2,2,dividend,20260428800631 | 20260428800644
same_ticker_same_quarter,R003,000210,2024Q1,2,dividend,20240228801488 | 20240305800912
same_ticker_same_quarter,R003,000210,2025Q1,2,dividend,20250220800637 | 20250220800821
same_ticker_same_quarter,R003,000210,2026Q1,2,dividend,20260223800946 | 20260223801191
same_ticker_same_quarter,R003,000230,2019Q1,2,dividend,20190215800437 | 20190215800505
same_ticker_same_quarter,R003,000230,2026Q1,2,dividend,20260211801553 | 20260211801560
same_ticker_same_quarter,R003,000240,2020Q1,2,dividend,20200228800991 | 20200228801015
same_ticker_same_quarter,R003,000240,2021Q1,2,dividend,20210225801194 | 20210225801199
same_ticker_same_quarter,R003,000240,2023Q1,2,dividend,20230227800980 | 20230228800846
same_ticker_same_quarter,R003,000240,2024Q1,2,dividend,20240228800455 | 20240228801173
same_ticker_same_quarter,R003,000240,2024Q3,2,dividend,20240729800313 | 20240729800327
same_ticker_same_quarter,R003,000270,2024Q1,2,dividend,20240125800154 | 20240125800161
same_ticker_same_quarter,R003,000270,2025Q1,2,dividend,20250123800401 | 20250123800434
same_ticker_same_quarter,R003,000270,2026Q1,2,dividend,20260128800336 | 20260128800342
same_ticker_same_quarter,R003,000320,2021Q1,2,dividend,20210310800438 | 20210311800871
same_ticker_same_quarter,R003,000320,2022Q1,2,dividend,20220307800480 | 20220308800830
same_ticker_same_quarter,R003,000320,2023Q1,2,dividend,20230308800579 | 20230309800677
same_ticker_same_quarter,R003,000370,2024Q1,2,dividend,20240227800226 | 20240227800229
same_ticker_same_quarter,R003,000390,2025Q1,2,dividend,20250203800578 | 20250203800594
same_ticker_same_quarter,R003,000390,2026Q1,2,dividend,20260202800869 | 20260202800886
same_ticker_same_quarter,R003,000430,2025Q1,2,dividend,20250211801298 | 20250211801314
same_ticker_same_quarter,R003,000430,2026Q1,2,dividend,20260211801540 | 20260211801548
same_ticker_same_quarter,R003,000490,2026Q1,2,dividend,20260310801375 | 20260310801518
same_ticker_same_quarter,R003,000500,2026Q1,2,dividend,20260209800651 | 20260209800801
same_ticker_same_quarter,R003,000590,2021Q1,2,dividend,20210311801130 | 20210311801149
same_ticker_same_quarter,R003,000640,2020Q1,2,dividend,20200225800632 | 20200228801012
same_ticker_same_quarter,R003,000640,2021Q1,2,dividend,20210225800888 | 20210226801338
same_ticker_same_quarter,R003,000660,2022Q2,2,dividend,20220427800785 | 20220615800073
same_ticker_same_quarter,R003,000660,2022Q3,2,dividend,20220727800200 | 20220914800061
same_ticker_same_quarter,R003,000660,2023Q1,2,dividend,20230201800001 | 20230315801206
same_ticker_same_quarter,R003,000660,2023Q2,2,dividend,20230419800589 | 20230615800339
same_ticker_same_quarter,R003,000660,2023Q3,2,dividend,20230727800008 | 20230915800425
same_ticker_same_quarter,R003,000660,2025Q1,2,dividend,20250123800007 | 20250123800011
same_ticker_same_quarter,R003,000660,2025Q2,2,dividend,20250423800596 | 20250423800599
same_ticker_same_quarter,R003,000660,2025Q3,2,dividend,20250723800548 | 20250723800552
same_ticker_same_quarter,R003,000660,2025Q4,2,dividend,20251029800733 | 20251029800738
same_ticker_same_quarter,R003,000660,2026Q1,2,dividend,20260128800591 | 20260128800597
same_ticker_same_quarter,R003,000660,2026Q2,2,dividend,20260422800748 | 20260422800788
same_ticker_same_quarter,R003,000720,2024Q1,2,dividend,20240221800121 | 20240221800127
same_ticker_same_quarter,R003,000720,2025Q1,2,dividend,20250219800434 | 20250219800456
same_ticker_same_quarter,R003,000720,2026Q1,2,dividend,20260204801024 | 20260204801043
same_ticker_same_quarter,R003,000810,2024Q1,2,dividend,20240131801052 | 20240221800962
same_ticker_same_quarter,R003,000810,2025Q1,2,dividend,20250204801062 | 20250221801027
same_ticker_same_quarter,R003,000810,2026Q1,2,dividend,20260130801398 | 20260213802051
same_ticker_same_quarter,R003,000880,2026Q1,2,dividend,20260225801273 | 20260225801281
same_ticker_same_quarter,R003,000990,2025Q1,2,dividend,20250219800889 | 20250219800898
same_ticker_same_quarter,R003,000990,2026Q1,2,dividend,20260223800728 | 20260223800735
same_ticker_same_quarter,R003,001040,2023Q2,2,dividend,20230508800404 | 20230602800383
same_ticker_same_quarter,R003,001040,2023Q3,2,dividend,20230807800383 | 20230911800363
same_ticker_same_quarter,R003,001040,2024Q2,2,dividend,20240513800538 | 20240513800551
same_ticker_same_quarter,R003,001040,2024Q3,2,dividend,20240812800610 | 20240909800317
same_ticker_same_quarter,R003,001040,2025Q2,2,dividend,20250512800491 | 20250512800498
