date,t1_baseline_value,t3_acceleration_value
2018-04-16,0.8430070416486162,0.9212341313824703
2018-04-17,0.84958013270396,0.9289497519458974
2018-04-18,0.8554697222972105,0.9417523133169223
2018-04-19,0.8622790236176778,0.9492249186027182
2018-04-20,0.8562973789088396,0.9399325457281643
2018-04-23,0.8481979355088237,0.9296030845700797
2018-04-24,0.8301456844215689,0.9098447413854144
2018-04-25,0.8165287769855905,0.8990478423742823
2018-04-26,0.815811848102083,0.8942813304054545
2018-04-27,0.8077412874925458,0.8917616147213534
2018-04-30,0.8398296492515037,0.9206698727052964
2018-05-02,0.8427357796708994,0.9222107750891898
2018-05-03,0.8213665376235166,0.8919539966133466
2018-05-04,0.8217145642306285,0.9067781902189518
2018-05-08,0.8059647755297986,0.8981958371494285
2018-05-09,0.8021983322892534,0.8858425061764543
2018-05-10,0.8097663551689819,0.8959006170667607
2018-05-11,0.8051269389334709,0.8937733381443199
2018-05-14,0.8236420979772595,0.9177498406700415
2018-05-15,0.8070522303621799,0.8975501317150537
2018-05-16,0.8014727990447994,0.9024812837986729
2018-05-17,0.7920054478039731,0.8963503869462074
2018-05-18,0.8001387865689327,0.9051400678215904
2018-05-21,0.7839708091049794,0.8867035339985743
2018-05-23,0.777676696135118,0.8765421439658474
2018-05-24,0.7636076011993285,0.8658362593061804
2018-05-25,0.7615191647506621,0.8664612676706636
2018-05-28,0.7524741563633551,0.8547292293066036
2018-05-29,0.7529488924651655,0.8533874254268954
2018-05-30,0.7472897656574413,0.8488542843714193
2018-05-31,0.7475093934683248,0.8491485583315332
2018-06-01,0.7740981492565633,0.8781937736370137
2018-06-04,0.7870149059811951,0.8928653232731106
2018-06-05,0.7956305158613848,0.9026504509895932
2018-06-07,0.7966350818408191,0.9037960714333331
2018-06-08,0.7998142710374936,0.9074092329161244
2018-06-11,0.8039917653707317,0.9121562215692485
2018-06-12,0.8076893370252302,0.9115566936295584
2018-06-14,0.8065845019356859,0.906751439865873
2018-06-15,0.7937945271986793,0.8944365274806749
2018-06-18,0.7832794701074544,0.8800065627752667
2018-06-19,0.7643614491141559,0.8586225027574704
2018-06-20,0.7727146767637143,0.8731472857011604
2018-06-21,0.7735302761086258,0.8778629570995399
2018-06-22,0.7864016899720414,0.8922354449533656
2018-06-25,0.7785785623510302,0.8835023661030317
2018-06-26,0.7734664770999314,0.8773854969700963
2018-06-27,0.7649801022678053,0.8678170190421766
2018-06-28,0.7790519626370191,0.8837869217358317
2018-06-29,0.7905283659926239,0.8968058571660605
2018-07-02,0.7645668839725626,0.8673544660340687
2018-07-03,0.7683486420237211,0.871644677293771
2018-07-04,0.7631772138581745,0.8657776768312776
2018-07-05,0.7456270740525826,0.8458681406318269
2018-07-06,0.7671955855637976,0.8703362235694856
2018-07-09,0.7590395526267422,0.8610837196129393
2018-07-10,0.7555648253794078,0.8571418552796782
2018-07-11,0.7526350423971226,0.8538181965879797
2018-07-12,0.756245523395938,0.8579140653230906
2018-07-13,0.7473907309908845,0.8478688475509892
2018-07-16,0.7304909181632259,0.828697048570107
2018-07-17,0.7217369745622818,0.8187662376733706
2018-07-18,0.7070366405706676,0.8020896122453705
2018-07-19,0.699948253962058,0.7940482733482326
2018-07-20,0.6996690409253737,0.793731523309714
2018-07-23,0.6943906694148086,0.7877435352908808
2018-07-24,0.6902612611487257,0.7830589754178673
2018-07-25,0.6918327177230243,0.7848416963152826
2018-07-26,0.6948975995936666,0.7883186164214573
2018-07-27,0.699954133875,0.7940549437751269
2018-07-30,0.7034984309051888,0.7980757309136337
2018-07-31,0.7010406203866428,0.795287495944137
2018-08-01,0.7043558662765406,0.7990484386420962
2018-08-02,0.693488635538829,0.78672023330005
2018-08-03,0.7076617804821769,0.8027987951178113
2018-08-06,0.7060411398123912,0.800960277886972
2018-08-07,0.7111874925549657,0.80679849876443
2018-08-08,0.7104003281381635,0.8059055091148575
2018-08-09,0.7135188439342941,0.8094432736130106
2018-08-10,0.711871626851285,0.8085076217764822
2018-08-13,0.6878982823873471,0.784559609355582
2018-08-14,0.6905128223391865,0.7910183596452519
2018-08-16,0.6856363073222107,0.7880407784991461
2018-08-17,0.6963088850453314,0.7972428640468897
2018-08-20,0.704504285143932,0.7947190233013103
2018-08-21,0.703177021754103,0.7924300775860791
2018-08-22,0.7071500469271432,0.7938037952636348
2018-08-23,0.7086377556859623,0.7938162499095056
2018-08-24,0.7114659254042103,0.7938373275028733
2018-08-27,0.7190048701194054,0.7948825685052262
2018-08-28,0.7180972131206965,0.7926539808034802
2018-08-29,0.7337146049887113,0.8098887522861266
2018-08-30,0.7364413002496086,0.8129545602705675
2018-08-31,0.7490993032504685,0.8268554112305913
2018-09-03,0.7547372867845321,0.8330410567773452
2018-09-04,0.753145228977901,0.8311938234290278
2018-09-05,0.7537145111934263,0.8319573327521996
2018-09-06,0.7546778160540495,0.8330462317158948
2018-09-07,0.756140499581311,0.834499500903763
2018-09-10,0.7508996674433581,0.8287710113563922
2018-09-11,0.7551142746103825,0.8334228676773308
2018-09-12,0.761833601887518,0.8408385688979547
2018-09-13,0.7685065697448412,0.8482031947621591
2018-09-14,0.7711051430103137,0.8510711478168888
2018-09-17,0.7701645848418173,0.8500329580701147
2018-09-18,0.775561306447022,0.8559894791604141
2018-09-19,0.7643883416847247,0.8436581617067546
2018-09-20,0.7737402551404969,0.8539799759674119
2018-09-21,0.7757282661664666,0.8539605490789118
2018-09-27,0.7863468500711197,0.8674343140204688
2018-09-28,0.7948097244481112,0.877395394218666
2018-10-01,0.7971114564095194,0.879935597613794
2018-10-02,0.7947265728315688,0.877306002630516
2018-10-04,0.7859379652953018,0.8676032091450416
2018-10-05,0.7744686434380599,0.8549437819479541
2018-10-08,0.7500606625655489,0.8280025334856164
2018-10-10,0.7485894661706413,0.8263774185942723
2018-10-11,0.7079030114047773,0.7816777482067152
2018-10-12,0.7102538880726192,0.7825127118677975
2018-10-15,0.7149178885551941,0.7837134172578272
2018-10-16,0.7125549819669443,0.7916176177972751
2018-10-17,0.7118634873847247,0.7990099448779273
2018-10-18,0.6974855668812984,0.7896097863129293
2018-10-19,0.6982846843270627,0.7923818470427054
2018-10-22,0.6878409234946956,0.7767097938079305
2018-10-23,0.6755458808053001,0.7627835905689258
2018-10-24,0.6754997502012192,0.7627310509863275
2018-10-25,0.6776921542159768,0.7654769176204657
2018-10-26,0.6568245578477483,0.7391241929090673
2018-10-29,0.6440761916538168,0.727801243996252
2018-10-30,0.6522680288507245,0.7380000720327352
2018-10-31,0.6651253686406449,0.7427606080742145
2018-11-01,0.6523053968242374,0.7313881385818728
2018-11-02,0.6715716893406753,0.7530170793399509
2018-11-05,0.6664870429497668,0.7473159336176254
2018-11-06,0.668257260212765,0.7488658617773579
2018-11-07,0.6665780680917877,0.7462907263253076
2018-11-08,0.6751783320773385,0.7596709371738561
2018-11-09,0.6836507527777966,0.7680229966084892
2018-11-12,0.686168430697329,0.7677138777209481
2018-11-13,0.6868938602369806,0.7685107334859562
2018-11-14,0.6947590461690172,0.7773382052395629
2018-11-15,0.6858534224569454,0.7673784934748769
2018-11-16,0.6911689326277916,0.7733374532119293
2018-11-19,0.6952832634804681,0.7779318077149402
2018-11-20,0.6968779176382206,0.7797194196529413
2018-11-21,0.6989042156394376,0.7819928275020559
2018-11-22,0.6849053666739993,0.7666896462963647
2018-11-23,0.6830427106708011,0.7626528737228503
2018-11-26,0.6890107038888391,0.7721725533629227
2018-11-27,0.6809272990064156,0.7595925700076771
2018-11-28,0.6904235976751949,0.768953341398448
2018-11-29,0.6865736788030204,0.7647302337876122
2018-11-30,0.6910345401461496,0.7697887585440695
2018-12-03,0.6951773547815535,0.7744050728452827
2018-12-04,0.6878701638362557,0.7662496619887664
2018-12-05,0.6780384353287189,0.755305618120664
2018-12-06,0.6705425270355747,0.7469672092168772
2018-12-07,0.6808455576717063,0.7584104057816516
2018-12-10,0.6701549462651586,0.7537631842033612
2018-12-11,0.6659691463392261,0.7456655191770729
2018-12-12,0.6728891051339387,0.7541371193604594
2018-12-13,0.6860937098355206,0.7669430765394262
2018-12-14,0.6749281976199919,0.7567200623059838
2018-12-17,0.6778177430601522,0.7611475303556428
2018-12-18,0.6763485729224109,0.767858600214911
2018-12-19,0.6662755691221347,0.7601235171179705
2018-12-20,0.6703713329346171,0.7637825786854651
2018-12-21,0.6535782639586953,0.748871765828949
2018-12-24,0.6417857061311886,0.7389639976026701
2018-12-26,0.6274468137035989,0.7257784013415648
2018-12-27,0.6349196701268257,0.7336046447159885
2018-12-28,0.62182350520231,0.716409468186365
2019-01-02,0.6180389333245537,0.7121038179491923
2019-01-03,0.6058945588482076,0.6982551461845738
2019-01-04,0.6128382562005614,0.7062830816809944
2019-01-07,0.6083573192845015,0.7010793271354789
2019-01-08,0.6108820779485907,0.7039888883562342
2019-01-09,0.6119159426183133,0.7051802088102808
2019-01-10,0.6107715845897689,0.7038614333455326
2019-01-11,0.6137136904226882,0.707251868436845
2019-01-14,0.6167045254576788,0.7106986025842572
2019-01-15,0.6238916636713183,0.7214871710688756
2019-01-16,0.6329154621051836,0.726429452152961
2019-01-17,0.6329439117451495,0.7243379719040126
2019-01-18,0.6344027059664711,0.7242037492129665
2019-01-21,0.6359650428454859,0.7251780960274171
2019-01-22,0.6316779329252051,0.7225155873321902
2019-01-23,0.6337470707693377,0.7241479215336536
2019-01-24,0.6378668493118962,0.7263078452947375
2019-01-25,0.6319396466183957,0.7195216572826216
2019-01-28,0.6286359401574285,0.7157249735258107
2019-01-29,0.6227886896128052,0.7091008625623464
2019-01-30,0.6313204185863317,0.7187495261348802
2019-01-31,0.6334157367326344,0.7211677823647173
2019-02-01,0.6273851284000643,0.7143819309453951
2019-02-07,0.6338045172969259,0.7217033392537766
2019-02-08,0.6296173772356414,0.7169361269591814
2019-02-11,0.6363205032546537,0.7245409733272841
2019-02-12,0.6277319264783753,0.7147424199686562
2019-02-13,0.631240838254287,0.7187257916590819
2019-02-14,0.6352874629391809,0.7233189017812125
2019-02-15,0.6320866457181982,0.719674340385515
2019-02-18,0.6436969524926504,0.7328936176338381
2019-02-19,0.6452156957517848,0.736891285957241
2019-02-20,0.6511461031035364,0.743113429459766
2019-02-21,0.6482752791517541,0.7403946007428239
2019-02-22,0.6512736378470769,0.7410901840613027
2019-02-25,0.6585532875853057,0.7446373916277755
2019-02-26,0.6616033513892294,0.750161175258933
2019-02-27,0.6659028885457541,0.7562056874446597
2019-02-28,0.6644832369500827,0.7586249940774029
2019-03-04,0.6669918971877996,0.7620791917276084
2019-03-05,0.6641221314860197,0.7582885234951149
2019-03-06,0.6589769141980084,0.754797022680394
2019-03-07,0.6534745829689595,0.7417290898518372
2019-03-08,0.6655161671596613,0.7347203648245985
2019-03-11,0.6841738781984257,0.7636454093648068
2019-03-12,0.67891828599281,0.7540306821797389
2019-03-13,0.6756777964705485,0.7534120483968649
2019-03-14,0.6737099604261076,0.7524730418198369
2019-03-15,0.6802676165819399,0.7597877122621393
2019-03-18,0.6921376449510614,0.7730049160932667
2019-03-19,0.685870548249589,0.7660466319252739
2019-03-20,0.6917598291957767,0.7725966960064526
2019-03-21,0.6785452433277828,0.7578638856207747
2019-03-22,0.6608485777622328,0.7381312028602343
2019-03-25,0.650117312569853,0.7261486659458289
2019-03-26,0.657168930167392,0.7340252107065469
2019-03-27,0.6523462715585153,0.7286385483988413
2019-03-28,0.653496147384153,0.7299229227541034
2019-03-29,0.6574850491990403,0.7343783280140495
2019-04-01,0.6543314692074038,0.7308559343894492
2019-04-02,0.6536483035698453,0.7300928736141264
2019-04-03,0.6623525398422409,0.7398150747749219
2019-04-04,0.6618534784239964,0.7392576475017144
2019-04-05,0.666212674141022,0.744126653218854
2019-04-08,0.6606804841919008,0.737947470807935
2019-04-09,0.6641761651673596,0.7418519738266289
2019-04-10,0.6736434194828044,0.7524264293399153
2019-04-11,0.6778429541403217,0.7571171021784744
2019-04-12,0.6761813316334343,0.7552611519713808
2019-04-15,0.674792413607743,0.7537097991305421
2019-04-16,0.6746715743598133,0.7535748276588108
2019-04-17,0.6882074304614019,0.7686937104084872
2019-04-18,0.6768076927089643,0.7559607663561958
2019-04-19,0.676027736895764,0.7550895942342075
2019-04-22,0.6770351342401297,0.7562148073138779
2019-04-23,0.67724423152619,0.7564483586573034
2019-04-24,0.6755686258419382,0.7545767898625954
2019-04-25,0.6639535026336469,0.7416032708904293
2019-04-26,0.6660307116367497,0.7439234107570214
2019-04-29,0.6809373825576608,0.7605734259601497
2019-04-30,0.6838159294260049,0.7637886206454788
2019-05-02,0.6865165826032954,0.7668051168637666
2019-05-03,0.689431226597576,0.7700606302559839
2019-05-07,0.6817053746750525,0.7614312352254127
2019-05-08,0.6843153730736021,0.7643464745331408
2019-05-09,0.6630818415944217,0.7406296685594567
2019-05-10,0.6694524649529102,0.7477453402164631
2019-05-13,0.6578597529164136,0.73479685341633
2019-05-14,0.6679048064333504,0.7460166820863671
2019-05-15,0.6630694613099357,0.7406158403931143
2019-05-16,0.6600043954587735,0.7371923132158311
2019-05-17,0.6536189277377606,0.7367759434535146
2019-05-20,0.6514279951896542,0.7302093501301001
2019-05-21,0.6476289568078897,0.7235351031436921
2019-05-22,0.6520551169956309,0.7284812788606057
2019-05-23,0.655960213938423,0.7335655189085751
2019-05-24,0.6559403195780045,0.7313433904374985
2019-05-27,0.6414241264286874,0.7198527405660846
2019-05-28,0.6531235564622699,0.731027682136075
2019-05-29,0.6461761909201065,0.7232873923471956
2019-05-30,0.6454047795477844,0.7223357154132408
2019-05-31,0.6470078468031389,0.7241069926982432
2019-06-03,0.656542271444961,0.7346086287014278
2019-06-04,0.65590084559617,0.7340586805089995
2019-06-05,0.6528078330189988,0.7306669077273407
2019-06-07,0.6508821451863116,0.7284622511289451
2019-06-10,0.6559946098705155,0.7335924528010778
2019-06-11,0.6654186245316789,0.7430164667523416
2019-06-12,0.6646981248979928,0.7405458549592173
2019-06-13,0.6707643533500169,0.7496420930089478
2019-06-14,0.6647280137674461,0.7435950987603296
2019-06-17,0.6586192533123993,0.7373090938996509
2019-06-18,0.6564519296882457,0.7348791848293185
2019-06-19,0.6608893632019995,0.7398127692055027
2019-06-20,0.6601578419023006,0.7412408095411478
2019-06-21,0.6587029990825386,0.7405756691805672
2019-06-24,0.6504721231644306,0.7376605529940266
2019-06-25,0.6532213319873148,0.7370014546159005
2019-06-26,0.6554922106400476,0.7364551852398249
2019-06-27,0.65193794258834,0.7341021924298363
2019-06-28,0.6516268892199943,0.7326334916238961
2019-07-01,0.6510868058558705,0.7329763599461636
2019-07-02,0.650849481418539,0.7327219303761459
2019-07-03,0.6423411265471295,0.7231107701172586
2019-07-04,0.6472634624905521,0.7171254793085424
2019-07-05,0.648146977902922,0.7229019763277402
2019-07-08,0.6325622440027774,0.696417970355417
2019-07-09,0.6214058427054165,0.6945601930443859
2019-07-10,0.6267452043014272,0.7072140798496778
2019-07-11,0.6346231620995805,0.7193029475005259
2019-07-12,0.6384223203949677,0.7220456523553078
2019-07-15,0.6413803502175984,0.7231239790479993
2019-07-16,0.63541294921572,0.7250945959038722
2019-07-17,0.6331648479353258,0.7200910597241688
2019-07-18,0.6332418485607881,0.7203553978538728
2019-07-19,0.642479157606418,0.7309103069121907
2019-07-22,0.6423897138713904,0.7280736064903485
2019-07-23,0.6440350081654238,0.7309810132602731
2019-07-24,0.6316133831322867,0.7234262098093457
2019-07-25,0.6200160525636461,0.7067543588579418
2019-07-26,0.6202717318401596,0.7153280510094373
2019-07-29,0.6093329203633654,0.7001183387791188
2019-07-30,0.6185622865102286,0.7113288334723405
2019-07-31,0.6194102229925352,0.7121521135458561
2019-08-01,0.6176880323783686,0.7106182114110443
2019-08-02,0.6190487816402337,0.7120956337772988
2019-08-05,0.6033394624556321,0.693765700556005
2019-08-06,0.592801754812477,0.6816543093599009
2019-08-07,0.5885393149846255,0.6766816986908964
2019-08-08,0.6015409492477211,0.6919134145866734
2019-08-09,0.605246132775056,0.6961910010058316
2019-08-12,0.6082959932591486,0.6997407194030897
2019-08-13,0.6053008307236493,0.7033166786950988
2019-08-14,0.6020814731928773,0.701610297970481
2019-08-16,0.6040285596935981,0.7045875045213497
2019-08-19,0.5974552274277749,0.6995806840331575
2019-08-20,0.5999876478245391,0.7019323422010288
2019-08-21,0.6013849227644504,0.6992488281332578
2019-08-22,0.5998731014550225,0.6958830096004353
2019-08-23,0.6014120703885584,0.6977103560211364
2019-08-26,0.5910830483237238,0.6857106548221579
2019-08-27,0.5923659955610572,0.6872188980947673
2019-08-28,0.5964460684290969,0.6919522387578187
2019-08-29,0.592984354105782,0.6879361238931734
2019-08-30,0.595799372350068,0.6912018906375398
2019-09-02,0.5954804279467155,0.690831875049178
2019-09-03,0.6004003405772406,0.6965395913012131
2019-09-04,0.6121586177666895,0.7101806664375028
2019-09-05,0.6152670306868165,0.7137868142852215
2019-09-06,0.6215976343290881,0.7211311080618794
2019-09-09,0.6253319292854125,0.7254633577573619
2019-09-10,0.6192746583799629,0.7184361649786825
2019-09-11,0.623396780848839,0.7232183433206593
2019-09-16,0.6193056927415304,0.7184721687298857
2019-09-17,0.6228082149894143,0.7225355332139821
2019-09-18,0.6179582875119105,0.7169090099071372
2019-09-19,0.6196567328739309,0.7188794192496931
2019-09-20,0.6246362916483387,0.7246563310944907
2019-09-23,0.6107226934958295,0.7148195797772712
2019-09-24,0.6061464795979726,0.7078106976253509
2019-09-25,0.5967738858947864,0.6977872246121479
2019-09-26,0.6027153278865589,0.7081629165185688
2019-09-27,0.59979269854293,0.7046611047768954
2019-09-30,0.60094203897494,0.7101034685163563
2019-10-01,0.6131924393941399,0.7238760528174737
2019-10-02,0.6030423099868002,0.7171886793069191
2019-10-04,0.599762343832421,0.7135886379019638
2019-10-07,0.6117463001784487,0.7191654785371198
2019-10-08,0.6166816132069035,0.7309082592741095
2019-10-10,0.5999963075325545,0.7120442205526938
2019-10-11,0.5958265434398855,0.703761372064303
2019-10-14,0.5975869725376362,0.7078138160829848
2019-10-15,0.5900738495553921,0.7006630400240506
2019-10-16,0.5963129716535756,0.7144019060278908
2019-10-17,0.5879402285623108,0.7103753572780376
2019-10-18,0.5835805287879616,0.7054992234875191
2019-10-21,0.5841067368761965,0.7060144209076578
2019-10-22,0.5895581899694615,0.7174077754400712
2019-10-23,0.5983275403349781,0.7273367041879593
2019-10-24,0.595619479707999,0.7267968739885067
2019-10-25,0.6058072929491796,0.7319840683707866
2019-10-28,0.6019778347200074,0.734798957259365
2019-10-29,0.603460649533348,0.7337428824707289
2019-10-30,0.601521081576615,0.7295324170169143
2019-10-31,0.6000015964060347,0.7277398392060804
2019-11-01,0.6087975405493791,0.7384296393805498
2019-11-04,0.6142154354490146,0.7450062917579545
2019-11-05,0.6197453587759078,0.7517240498016946
2019-11-06,0.6320022501838126,0.7666036736967505
2019-11-07,0.6273181298407111,0.7557036418927867
2019-11-08,0.6299936143634499,0.7557028156259643
2019-11-11,0.6256982274047269,0.7566748573002277
2019-11-12,0.624368907468023,0.7511568447073862
2019-11-13,0.6186255570033952,0.7546008750456227
2019-11-14,0.614880771125647,0.7524536420068484
2019-11-15,0.61428964426926,0.751143914239898
2019-11-18,0.6192629124386007,0.7575626916463596
2019-11-19,0.6107421410167337,0.7496370661552657
2019-11-20,0.5981336152375054,0.7349026703991077
2019-11-21,0.5872745127523877,0.7181924547867286
2019-11-22,0.584299285869539,0.7137693383940306
2019-11-25,0.5946556483886523,0.7264367688856356
2019-11-26,0.5964682385708788,0.7286504559149467
2019-11-27,0.5894400594536513,0.7200645435516232
2019-11-28,0.586689132576268,0.7152006104273168
2019-11-29,0.5817629930569486,0.705580126707037
2019-12-02,0.579690954097462,0.7032328488200366
2019-12-03,0.576667160460962,0.6910610137866673
2019-12-04,0.5647772567514826,0.6693625844338114
2019-12-05,0.56514096634505,0.6695472184620792
2019-12-06,0.5577102300983696,0.6634986451897033
2019-12-09,0.5578296628687446,0.6608460463334931
2019-12-10,0.5603972358938424,0.6655533718504361
2019-12-11,0.5627559620091643,0.6682551189045205
2019-12-12,0.569017889631818,0.6762352043930061
2019-12-13,0.5681289952804256,0.681839078484248
2019-12-16,0.5631070474206175,0.6749043295523587
2019-12-17,0.5598535498338318,0.6677980327637505
2019-12-18,0.5567887631321939,0.6637072984208776
2019-12-19,0.5590141996267786,0.6642791581527596
2019-12-20,0.5633468651985115,0.6696296602170437
2019-12-23,0.5683062183552534,0.6691588840165561
2019-12-24,0.5661135511136172,0.6654764892342457
2019-12-26,0.5647868825128105,0.6658637944618124
2019-12-27,0.5677151959321532,0.6696363868642008
2019-12-30,0.5724217720289069,0.6719766148371211
2020-01-02,0.5671105090180928,0.664096000686123
2020-01-03,0.5646023088824963,0.6586803643734613
2020-01-06,0.5632036594693177,0.6583302724389888
2020-01-07,0.5792944646294583,0.6766720214135966
2020-01-08,0.5636887089680607,0.6653486001236749
2020-01-09,0.5766760767908936,0.6747626893195073
2020-01-10,0.5886749366659279,0.6855679184110386
2020-01-13,0.6011137272618239,0.7001689839650158
2020-01-14,0.6061638462124437,0.7060279526648198
2020-01-15,0.601546494614347,0.7006276204463563
2020-01-16,0.6049817628843333,0.7046260596147467
2020-01-17,0.6067214974461104,0.706653642605745
2020-01-20,0.6003816075427182,0.6992553974123652
2020-01-21,0.5947475063063433,0.6926934167928427
2020-01-22,0.5944812100968391,0.6923833048616921
2020-01-23,0.589665452238081,0.6867743811972421
2020-01-28,0.5649940284021155,0.6580397225520469
2020-01-29,0.5620808781543706,0.6546468281108557
2020-01-30,0.5526022166648727,0.6436071790307587
2020-01-31,0.5450412984543435,0.6331587037708869
2020-02-03,0.5434231230114714,0.637667255573091
2020-02-04,0.5530371478514715,0.6452943371412078
2020-02-05,0.5492997005993226,0.6409861161438004
2020-02-06,0.5531151574002393,0.6427720890819599
2020-02-07,0.5444425861836008,0.6352956786590747
2020-02-10,0.5439974366917716,0.6158881130754481
2020-02-11,0.5622826934806103,0.6197878410408839
2020-02-12,0.5679930130783043,0.6192546458002703
2020-02-13,0.560568340472541,0.613975628641501
2020-02-14,0.546501563318204,0.6099531611477244
2020-02-17,0.5477352732466315,0.6155983505188396
2020-02-18,0.5462614598396958,0.6140227607997228
2020-02-19,0.5515370278591842,0.6131203967957926
2020-02-20,0.5459556961787069,0.6000339210148071
2020-02-21,0.5483639140200156,0.5857047247927236
2020-02-24,0.519916675334038,0.5638507110993712
2020-02-25,0.5337816459011966,0.5849093281498361
2020-02-26,0.5417371311842493,0.592064432989834
2020-02-27,0.5333884691157788,0.576474602972119
2020-02-28,0.5041369842873065,0.5433764739677897
2020-03-02,0.5026659882748965,0.541830703814854
2020-03-03,0.4993669793024521,0.538260929958234
2020-03-04,0.5174078375943071,0.5530996370063559
2020-03-05,0.5230968700692757,0.5584966481756127
2020-03-06,0.5124854492203027,0.5468628241393455
2020-03-09,0.4871096758910213,0.5206709331763242
2020-03-10,0.4850941592331549,0.5255138407867013
2020-03-11,0.4732480254785443,0.5188939809682962
2020-03-12,0.4591388982294899,0.5036721778789304
2020-03-13,0.43235579974671157,0.4745595896628092
2020-03-16,0.4127989067334741,0.45969601426947543
2020-03-17,0.40818596860785344,0.4584863498464036
2020-03-18,0.37771951309388874,0.42207518969026836
2020-03-19,0.3237794616258041,0.3681835247315379
2020-03-20,0.346081634223724,0.39310490663445746
2020-03-23,0.3296997681566717,0.3798752326359407
2020-03-24,0.3528312832080708,0.4057515832132793
2020-03-25,0.362658431532162,0.41629343709396216
2020-03-26,0.3625791621685812,0.4149184391366023
2020-03-27,0.36069360406802475,0.4153829877497371
2020-03-30,0.3585934718685644,0.4215211676141953
2020-03-31,0.3667381769339382,0.43044699300174705
2020-04-01,0.3503765406018947,0.4124315349913392
2020-04-02,0.35371281566740276,0.4197559050498414
2020-04-03,0.34479929656922187,0.432910249485598
2020-04-06,0.3581545630985513,0.4640994820563484
2020-04-07,0.362980991972209,0.4665875400479437
2020-04-08,0.35949691104229076,0.4523515229056295
2020-04-09,0.3655161985650665,0.460818941511992
2020-04-10,0.371213051810668,0.4633920390058325
2020-04-13,0.35689742397143714,0.44888949788307575
2020-04-14,0.3626913254752727,0.4489949173042257
2020-04-16,0.3591263801586594,0.43560936496979064
2020-04-17,0.39226143922963597,0.49222671218274816
2020-04-20,0.36804830542083533,0.46264783338574356
2020-04-21,0.36754450889354945,0.4620521980926008
2020-04-22,0.3738314528745534,0.4699283847617044
2020-04-23,0.37883291963032073,0.47554560776648697
2020-04-24,0.3746252217073891,0.4697319483324442
2020-04-27,0.3777095204773121,0.47426735320991853
2020-04-28,0.3751798702986944,0.4705755530220095
