variant,entry_date,signal_date,exit_date,종목코드,entry_price,exit_price,shares,notional_at_entry,buy_cost,sell_cost,exit_reason
absolute_baseline,2018-01-30,2018-01-29,2018-02-01,016360,43600.0,43650.0,4.587155963302753e-06,0.2,0.00013000000000000002,0.0005306077981651377,signal_reversal
absolute_baseline,2018-01-30,2018-01-29,2018-02-02,010130,533000.0,512000.0,3.75234521575985e-07,0.2,0.00013000000000000002,0.0005091181988742965,signal_reversal
absolute_baseline,2018-01-30,2018-01-29,2018-02-05,267250,484000.0,443000.0,4.132231404958678e-07,0.2,0.00013000000000000002,0.000485103305785124,signal_reversal
absolute_baseline,2018-01-30,2018-01-29,2018-02-06,096770,209500.0,195000.0,9.54653937947494e-07,0.2,0.00013000000000000002,0.0004933174224343675,signal_reversal
absolute_baseline,2018-01-30,2018-01-29,2018-02-06,003490,38400.0,34600.0,5.208333333333334e-06,0.2,0.00013000000000000002,0.0004775520833333334,signal_reversal
absolute_baseline,2018-02-02,2018-02-01,2018-02-08,010950,124000.0,115000.0,1.5625422757246663e-06,0.19375524218985862,0.00012594090742340812,0.0004761847585270921,signal_reversal
absolute_baseline,2018-02-01,2018-01-31,2018-02-08,023530,242500.0,241500.0,8.075567634813908e-07,0.19583251514423727,0.00012729113484375422,0.0005168161397090031,signal_reversal
absolute_baseline,2018-02-06,2018-02-05,2018-02-08,139130,12800.0,12400.0,1.4724821617271846e-05,0.18847771670107963,0.00012251051585570176,0.00048385763834355285,signal_reversal
absolute_baseline,2018-02-06,2018-02-05,2018-02-09,024110,16800.0,15500.0,1.1218911708397596e-05,0.18847771670107963,0.00012251051585570176,0.00046081679842243127,signal_reversal
absolute_baseline,2018-02-05,2018-02-02,2018-02-12,086280,142000.0,136500.0,1.3430987341843834e-06,0.19072002025418244,0.0001239680131652186,0.0004858323896228461,signal_reversal
absolute_baseline,2018-02-08,2018-02-07,2018-02-12,000270,34050.0,33100.0,5.311114642820506e-06,0.18084345358803822,0.00011754824483222484,0.0004658644208950006,signal_reversal
absolute_baseline,2018-02-08,2018-02-07,2018-02-13,016360,40700.0,41700.0,4.443328097986197e-06,0.18084345358803822,0.00011754824483222484,0.0004910099714679647,signal_reversal
absolute_baseline,2018-02-08,2018-02-07,2018-02-13,161390,54200.0,53400.0,3.3365950846501515e-06,0.18084345358803822,0.00011754824483222484,0.0004721615704288429,signal_reversal
absolute_baseline,2018-02-09,2018-02-08,2018-02-13,018880,12650.0,12150.0,1.4090666356674231e-05,0.17824692941192902,0.00011586050411775385,0.0004536842300190186,signal_reversal
absolute_baseline,2018-02-12,2018-02-09,2018-02-14,009450,71400.0,62100.0,2.466245483755566e-06,0.1760899275401474,0.00011445845290109583,0.0004058576880342347,signal_reversal
absolute_baseline,2018-02-13,2018-02-12,2018-02-19,003490,36400.0,35900.0,4.683903887834806e-06,0.17049410151718697,0.00011082116598617153,0.00044560319636916435,signal_reversal
absolute_baseline,2018-02-13,2018-02-12,2018-02-19,012510,52500.0,49500.0,3.247506695565466e-06,0.17049410151718697,0.00011082116598617153,0.0004259916907908,signal_reversal
absolute_baseline,2018-02-14,2018-02-13,2018-02-20,145720,69300.0,72900.0,2.4229832400253755e-06,0.16791273853375852,0.00010914328004694303,0.00046808401722430224,signal_reversal
absolute_baseline,2018-02-12,2018-02-09,2018-02-22,089590,43950.0,42500.0,4.00659675859266e-06,0.1760899275401474,0.00011445845290109583,0.0004512429599364983,signal_reversal
absolute_baseline,2018-02-13,2018-02-12,2018-02-23,000660,75900.0,76100.0,2.2462990977231484e-06,0.17049410151718697,0.00011082116598617153,0.00045299990754233874,signal_reversal
absolute_baseline,2018-02-20,2018-02-19,2018-02-23,011170,447000.0,448000.0,3.7515176610269477e-07,0.16769283944790456,0.00010900034564113796,0.0004453801767171193,signal_reversal
absolute_baseline,2018-02-22,2018-02-21,2018-02-26,010140,8920.0,9000.0,1.8950300683040918e-05,0.169036682092725,0.00010987384336027124,0.0004519646712905259,signal_reversal
absolute_baseline,2018-02-23,2018-02-22,2018-02-27,000270,33900.0,34400.0,5.019398763499322e-06,0.17015761808262703,0.00011060245175370757,0.00045756839128059825,signal_reversal
absolute_baseline,2018-02-23,2018-02-22,2018-03-06,028670,6050.0,5760.0,2.8125226129359838e-05,0.17015761808262703,0.00011060245175370757,0.0004293034516385485,signal_reversal
absolute_baseline,2018-02-19,2018-02-14,2018-03-06,010060,159000.0,154500.0,1.06780985578594e-06,0.16978176706996448,0.0001103581485954769,0.00043718805020515853,signal_reversal
absolute_baseline,2018-02-26,2018-02-23,2018-03-07,047810,51700.0,48550.0,3.348233670551863e-06,0.17310368076753133,0.00011251739249889536,0.0004307753734690263,signal_reversal
absolute_baseline,2018-02-27,2018-02-26,2018-03-07,081660,99600.0,99500.0,1.7351246438960453e-06,0.1728184145320461,0.00011233196944582997,0.00045750899047928976,signal_reversal
absolute_baseline,2018-02-19,2018-02-14,2018-03-07,207940,436500.0,442000.0,3.8896166568147645e-07,0.16978176706996448,0.0001103581485954769,0.0004555907990127134,signal_reversal
absolute_baseline,2018-03-06,2018-03-05,2018-03-08,145720,85000.0,82400.0,1.9509921546646297e-06,0.1658343331464935,0.0001077923165452208,0.0004260186468925685,signal_reversal
absolute_baseline,2018-03-06,2018-03-05,2018-03-08,267250,427500.0,431500.0,3.879165687637275e-07,0.1658343331464935,0.0001077923165452208,0.0004435728984671033,signal_reversal
absolute_baseline,2018-03-07,2018-03-06,2018-03-09,086280,141000.0,140500.0,1.1640456345521206e-06,0.164130434471849,0.00010668478240670186,0.00043340329088461827,signal_reversal
absolute_baseline,2018-03-08,2018-03-07,2018-03-12,081000,27600.0,28750.0,5.940874430676819e-06,0.1639681342866802,0.00010657928728634212,0.00045262037068719013,signal_reversal
absolute_baseline,2018-03-09,2018-03-08,2018-03-14,004430,30600.0,28900.0,5.433802582260715e-06,0.16627435901717788,0.00010807833336116561,0.00041614777076243685,signal_reversal
absolute_baseline,2018-03-08,2018-03-07,2018-03-14,020150,34400.0,35050.0,4.7665155315895406e-06,0.1639681342866802,0.00010657928728634212,0.0004427258788628655,signal_reversal
absolute_baseline,2018-03-07,2018-03-06,2018-03-21,000660,83600.0,89600.0,1.963282708993409e-06,0.164130434471849,0.00010668478240670186,0.00046616184642339495,signal_reversal
absolute_baseline,2018-03-07,2018-03-06,2018-03-21,066570,106500.0,109500.0,1.5411308401112582e-06,0.164130434471849,0.00010668478240670186,0.0004471976415292843,signal_reversal
absolute_baseline,2018-03-14,2018-03-13,2018-03-21,018260,255000.0,258500.0,6.62168702545963e-07,0.16885301914922057,0.00010975446244699336,0.0004536021154615483,signal_reversal
absolute_baseline,2018-03-14,2018-03-13,2018-03-22,192820,137000.0,140000.0,1.2325037894103692e-06,0.16885301914922057,0.00010975446244699336,0.00045725890587124693,signal_reversal
absolute_baseline,2018-03-12,2018-03-09,2018-03-23,006400,202000.0,202000.0,8.193300798856769e-07,0.16550467613690673,0.00010757803948898937,0.0004385873917628028,signal_reversal
absolute_baseline,2018-03-21,2018-03-20,2018-03-26,000120,137500.0,129500.0,1.2184039887720256e-06,0.1675305484561535,0.00010889485649649977,0.0004181257888468398,signal_reversal
absolute_baseline,2018-03-21,2018-03-20,2018-03-28,036570,420500.0,417500.0,3.9840796303484784e-07,0.1675305484561535,0.00010889485649649977,0.0004407886101026798,signal_reversal
absolute_baseline,2018-03-22,2018-03-21,2018-03-29,069620,205500.0,199000.0,8.166436442845208e-07,0.16782026890046903,0.00010908317478530487,0.000430657025813442,signal_reversal
absolute_baseline,2018-03-23,2018-03-22,2018-03-30,207940,468000.0,490000.0,3.464264958747422e-07,0.16212760006937935,0.00010538294004509659,0.00044983480489335274,signal_reversal
absolute_baseline,2018-03-30,2018-03-29,2018-04-03,039130,119500.0,120000.0,1.3856266046402835e-06,0.16558237925451388,0.00010762854651543403,0.00044062926027561015,signal_reversal
absolute_baseline,2018-03-29,2018-03-28,2018-04-04,011210,58000.0,55300.0,2.871955122245705e-06,0.1665733970902509,0.00010827270810866309,0.0004208706633894969,signal_reversal
absolute_baseline,2018-03-28,2018-03-27,2018-04-04,004170,351000.0,378500.0,4.696492044487852e-07,0.1648468707615236,0.00010715046599499035,0.0004710698932922428,signal_reversal
absolute_baseline,2018-04-04,2018-04-03,2018-04-06,004990,68800.0,67800.0,2.4281914314526144e-06,0.16705957048393988,0.00010858872081456092,0.0004362731544890912,signal_reversal
absolute_baseline,2018-03-21,2018-03-20,2018-04-11,088980,8760.0,8900.0,1.9124491832894234e-05,0.1675305484561535,0.00010889485649649977,0.00045105113987881047,signal_reversal
absolute_baseline,2018-04-03,2018-04-02,2018-04-13,090430,333000.0,325000.0,5.035443247633327e-07,0.1676802601461898,0.00010899216909502339,0.00043367754970242034,signal_reversal
absolute_baseline,2018-04-04,2018-04-03,2018-04-17,180640,22900.0,22200.0,7.295177750390387e-06,0.16705957048393988,0.00010858872081456092,0.0004291753070554664,signal_reversal
absolute_baseline,2018-04-11,2018-04-10,2018-04-18,128940,560000.0,516000.0,3.0180362836228975e-07,0.16901003188288227,0.00010985652072387348,0.00041268628142259497,signal_reversal
absolute_baseline,2018-04-13,2018-04-12,2018-04-19,028260,139000.0,141000.0,1.2030207925878457e-06,0.16721989016971056,0.00010869292861031185,0.0004495087191504486,signal_reversal
absolute_baseline,2018-04-06,2018-04-05,2018-04-19,010060,167500.0,165500.0,9.954807294901904e-07,0.16674302218960688,0.00010838296442324446,0.00043659296093616026,signal_reversal
absolute_baseline,2018-04-18,2018-04-17,2018-04-20,006360,34050.0,36950.0,4.988805463755901e-06,0.16986882604088843,0.00011041473692657749,0.0004884913589973184,signal_reversal
absolute_baseline,2018-03-26,2018-03-23,2018-04-25,009150,101500.0,115500.0,1.6309977183243195e-06,0.16554626840991843,0.00010760507446644698,0.000499207626636116,signal_reversal
absolute_baseline,2018-04-17,2018-04-16,2018-04-25,011070,131000.0,120500.0,1.2864340235595247e-06,0.16852285708629774,0.00010953985710609353,0.0004107905445731452,signal_reversal
absolute_baseline,2018-04-20,2018-04-19,2018-04-26,047040,6370.0,6170.0,2.696501975986006e-05,0.17176717587030857,0.00011164866431570058,0.0004408915555835919,signal_reversal
absolute_baseline,2018-04-25,2018-04-24,2018-04-27,002380,391500.0,380500.0,4.196955574706098e-07,0.16431081074974374,0.00010680202698733343,0.00042318952298655264,signal_reversal
absolute_baseline,2018-04-19,2018-04-18,2018-04-30,000210,81700.0,84500.0,2.1102988065377847e-06,0.172411412494137,0.00011206741812118905,0.0004725486602539734,signal_reversal
absolute_baseline,2018-04-27,2018-04-26,2018-05-02,097950,332500.0,343000.0,4.853386490285775e-07,0.16137510080200201,0.0001048938155213013,0.0004411485650345255,signal_reversal
absolute_baseline,2018-04-30,2018-04-27,2018-05-03,086790,47950.0,47000.0,3.506319901803562e-06,0.1681280392914808,0.0001092832255394625,0.0004367121437696336,signal_reversal
