date,absolute_baseline_value,relative_zscore_value,relative_median_diff_value
2018-06-12,0.8076893370252302,0.8036141171019602,0.8685246603153294
2018-06-14,0.8065845019356859,0.7992074168743828,0.8527276656931795
2018-06-15,0.7937945271986793,0.7843874791544525,0.8373867362583611
2018-06-18,0.7832794701074544,0.7580909510945337,0.8172430556482932
2018-06-19,0.7643614491141559,0.7323516731959212,0.7935488765281953
2018-06-20,0.7727146767637143,0.7583707347206198,0.8002743225799942
2018-06-21,0.7735302761086258,0.7458925205241431,0.8002753507707001
2018-06-22,0.7864016899720414,0.7490531227684382,0.8043170447341932
2018-06-25,0.7785785623510302,0.7374295815660498,0.7968384581866597
2018-06-26,0.7734664770999314,0.7397397380881346,0.7890069409443126
2018-06-27,0.7649801022678053,0.7312030819809148,0.7804016819646351
2018-06-28,0.7790519626370191,0.7323548802586366,0.7864321496527213
2018-06-29,0.7905283659926239,0.7409420132973381,0.793564476891568
2018-07-02,0.7645668839725626,0.7266420384385484,0.7680750285920355
2018-07-03,0.7683486420237211,0.7330358851636147,0.774881976968296
2018-07-04,0.7631772138581745,0.7353573952426775,0.7769321993589213
2018-07-05,0.7456270740525826,0.7177921194569081,0.7584144937993414
2018-07-06,0.7671955855637976,0.7315091920861654,0.7728384109481121
2018-07-09,0.7590395526267422,0.7310347938336397,0.7723966345349796
2018-07-10,0.7555648253794078,0.7299666592467355,0.7712480476658374
2018-07-11,0.7526350423971226,0.7266018206924625,0.7676930350912117
2018-07-12,0.756245523395938,0.7320769734061161,0.7734777074468545
2018-07-13,0.7473907309908845,0.724238042226826,0.7651954121412263
2018-07-16,0.7304909181632259,0.7152629089355081,0.7557126076763926
2018-07-17,0.7217369745622818,0.708227637563217,0.7465055790874536
2018-07-18,0.7070366405706676,0.6946243677182793,0.7300648109048644
2018-07-19,0.699948253962058,0.6900318087813588,0.7354713455482862
2018-07-20,0.6996690409253737,0.6921229202436034,0.730331595743781
2018-07-23,0.6943906694148086,0.6871509133854317,0.7134044051924091
2018-07-24,0.6902612611487257,0.6851905226266516,0.7094158257558575
2018-07-25,0.6918327177230243,0.6881846997419576,0.7111093831973486
2018-07-26,0.6948975995936666,0.693243385389843,0.7105527316408247
2018-07-27,0.699954133875,0.6921391228824405,0.7145942688628556
2018-07-30,0.7034984309051888,0.6965745734178682,0.7231575790570363
2018-07-31,0.7010406203866428,0.691454315398101,0.722136690176729
2018-08-01,0.7043558662765406,0.6945783504710243,0.7248194671307202
2018-08-02,0.693488635538829,0.6817538848036161,0.7206893090681562
2018-08-03,0.7076617804821769,0.6974976230231216,0.7305484922859897
2018-08-06,0.7060411398123912,0.6949507766951788,0.7293806104323155
2018-08-07,0.7111874925549657,0.6948133268810532,0.7261361923436961
2018-08-08,0.7104003281381635,0.6960365227033063,0.7241559659876184
2018-08-09,0.7135188439342941,0.6928077152329704,0.723015823077013
2018-08-10,0.711871626851285,0.6921562454545034,0.7201536906752414
2018-08-13,0.6878982823873471,0.6818064816084527,0.7037794214723191
2018-08-14,0.6905128223391865,0.685020004771569,0.7053092584924372
2018-08-16,0.6856363073222107,0.6810538493161729,0.7007808517240968
2018-08-17,0.6963088850453314,0.6882247271982065,0.7081893895071341
2018-08-20,0.704504285143932,0.6933969578232151,0.7135523619864386
2018-08-21,0.703177021754103,0.6883850839999672,0.7082803682188096
2018-08-22,0.7071500469271432,0.6889653509596546,0.7088295503587724
2018-08-23,0.7086377556859623,0.6869111275519582,0.7067246257221222
2018-08-24,0.7114659254042103,0.6805122174778668,0.7001343117520744
2018-08-27,0.7190048701194054,0.6826919468632398,0.7023769048858767
2018-08-28,0.7180972131206965,0.6764843910767303,0.700127329229324
2018-08-29,0.7337146049887113,0.6943233180325435,0.7107382805637672
2018-08-30,0.7364413002496086,0.6931316566016874,0.7070584608224922
2018-08-31,0.7490993032504685,0.6892004309997,0.7045776526325706
2018-09-03,0.7547372867845321,0.6849439567848021,0.7039747756949077
2018-09-04,0.753145228977901,0.6925849997528981,0.7118267262581581
2018-09-05,0.7537145111934263,0.6823808394209873,0.703968905676299
2018-09-06,0.7546778160540495,0.6823878907325005,0.7020388933969366
2018-09-07,0.756140499581311,0.6803985738568674,0.6955787340452232
2018-09-10,0.7508996674433581,0.6761564784623743,0.6923755217511873
2018-09-11,0.7551142746103825,0.6674677058686852,0.6834822652151638
2018-09-12,0.761833601887518,0.6707741806316347,0.6868628138924158
2018-09-13,0.7685065697448412,0.6758198165624654,0.6920242153079788
2018-09-14,0.7711051430103137,0.6780658097792192,0.6943223400917078
2018-09-17,0.7701645848418173,0.6771954783653874,0.6934311277154404
2018-09-18,0.775561306447022,0.6819523332484637,0.6983020507730173
2018-09-19,0.7643883416847247,0.6720368958346358,0.6881488382019122
2018-09-20,0.7737402551404969,0.6757118527628381,0.6919118910538399
2018-09-21,0.7757282661664666,0.6770959831175154,0.6933292042223895
2018-09-27,0.7863468500711197,0.6865789139529694,0.7055333710167146
2018-09-28,0.7948097244481112,0.6868114642135577,0.7131440806211118
2018-10-01,0.7971114564095194,0.6882423712799463,0.7169529817103364
2018-10-02,0.7947265728315688,0.6800757210479398,0.7164196241665255
2018-10-04,0.7859379652953018,0.6791030396270883,0.7170371040442862
2018-10-05,0.7744686434380599,0.6739947468504388,0.7061131897884598
2018-10-08,0.7500606625655489,0.6594367773192586,0.6873691642610844
2018-10-10,0.7485894661706413,0.6576121256132518,0.685402876149421
2018-10-11,0.7079030114047773,0.6226545198795124,0.6503340489339803
2018-10-12,0.7102538880726192,0.621864159133342,0.6508793436046572
2018-10-15,0.7149178885551941,0.6250562613057099,0.654227149851486
2018-10-16,0.7125549819669443,0.6240757767526915,0.6531942101388137
2018-10-17,0.7118634873847247,0.6251074216227946,0.6542813559054211
2018-10-18,0.6974855668812984,0.6172648402213252,0.641277259476092
2018-10-19,0.6982846843270627,0.620433223348526,0.6471302575612836
2018-10-22,0.6878409234946956,0.6203490703429517,0.6358202152160932
2018-10-23,0.6755458808053001,0.6050758168546997,0.6175627590769944
2018-10-24,0.6754997502012192,0.603753267435678,0.612086059798563
2018-10-25,0.6776921542159768,0.605839605284958,0.6138839072870486
2018-10-26,0.6568245578477483,0.5823300318618327,0.5951345019470166
2018-10-29,0.6440761916538168,0.5726252593861713,0.5888016971433451
2018-10-30,0.6522680288507245,0.5686289140563867,0.5849007826379586
2018-10-31,0.6651253686406449,0.5666008484510128,0.581106523977085
2018-11-01,0.6523053968242374,0.5667118211311872,0.5820191916918522
2018-11-02,0.6715716893406753,0.5793938650610176,0.595486699491212
2018-11-05,0.6664870429497668,0.5750071446840602,0.5911462703175315
2018-11-06,0.668257260212765,0.5798276661451743,0.6032481202608571
2018-11-07,0.6665780680917877,0.5758505156318041,0.6006042977523901
2018-11-08,0.6751783320773385,0.5808088586084451,0.6041466380543946
2018-11-09,0.6836507527777966,0.584298386905158,0.6084947686926411
2018-11-12,0.686168430697329,0.5867302935378274,0.6107217901277382
2018-11-13,0.6868938602369806,0.5835972629929449,0.604600755054485
2018-11-14,0.6947590461690172,0.5780853538581059,0.60342692888489
2018-11-15,0.6858534224569454,0.5692896557491346,0.5938825524328482
2018-11-16,0.6911689326277916,0.5750998475628314,0.5999495740144138
2018-11-19,0.6952832634804681,0.5766769141336447,0.6015939542504829
2018-11-20,0.6968779176382206,0.5765688224914176,0.6014905174708784
2018-11-21,0.6989042156394376,0.5742303074490418,0.599058455297921
2018-11-22,0.6849053666739993,0.5600125693592788,0.5835795760779601
2018-11-23,0.6830427106708011,0.5584003215676214,0.5824299976439377
2018-11-26,0.6890107038888391,0.5638453799336496,0.5872775930392826
2018-11-27,0.6809272990064156,0.5610509975880841,0.5816764489520403
2018-11-28,0.6904235976751949,0.5619660210349535,0.5790529509880205
2018-11-29,0.6865736788030204,0.5596124801439327,0.5754446018888759
2018-11-30,0.6910345401461496,0.5587377583170708,0.5733934149140115
2018-12-03,0.6951773547815535,0.565299335428915,0.5810412540026029
2018-12-04,0.6878701638362557,0.5536980773136058,0.5764649691230803
2018-12-05,0.6780384353287189,0.5386966606445287,0.5700618183793967
2018-12-06,0.6705425270355747,0.5291983849745966,0.5649079908510166
2018-12-07,0.6808455576717063,0.5350512483690764,0.5733480215706969
2018-12-10,0.6701549462651586,0.5347328724846314,0.5641203710349538
2018-12-11,0.6659691463392261,0.5310376544542014,0.5605789177241219
2018-12-12,0.6728891051339387,0.5323708843133446,0.5616465709731344
2018-12-13,0.6860937098355206,0.5376180874119767,0.571241345221102
2018-12-14,0.6749281976199919,0.5266916864822708,0.5615697801797266
2018-12-17,0.6778177430601522,0.5312760688378653,0.5633586023878683
2018-12-18,0.6763485729224109,0.5274937576676956,0.564952440423824
2018-12-19,0.6662755691221347,0.5235017099751526,0.5597757204103462
2018-12-20,0.6703713329346171,0.522954869559176,0.5624292770840449
2018-12-21,0.6535782639586953,0.5147081877844131,0.552849885899544
2018-12-24,0.6417857061311886,0.5119830978123108,0.5450936142140383
2018-12-26,0.6274468137035989,0.5071257909362447,0.538342525081796
2018-12-27,0.6349196701268257,0.502650212701506,0.5372471362617783
2018-12-28,0.62182350520231,0.49406151206839843,0.5273704282830003
2019-01-02,0.6180389333245537,0.4856469653378146,0.5183143706974261
2019-01-03,0.6058945588482076,0.4712120496575555,0.5027877541590937
2019-01-04,0.6128382562005614,0.47662212384543295,0.5085609016595873
2019-01-07,0.6083573192845015,0.46670235995602505,0.5004300867785098
2019-01-08,0.6108820779485907,0.4715112377805737,0.5033998458394584
2019-01-09,0.6119159426183133,0.4715700461077573,0.5024935338187988
2019-01-10,0.6107715845897689,0.47473835596860015,0.5059013025915717
2019-01-11,0.6137136904226882,0.4751487075231929,0.506347126861272
2019-01-14,0.6167045254576788,0.4771968679435814,0.5087886103163092
2019-01-15,0.6238916636713183,0.4820367875746,0.514736969487337
2019-01-16,0.6329154621051836,0.48697992320334677,0.5191606802391902
2019-01-17,0.6329439117451495,0.48228346402128086,0.515967103412826
2019-01-18,0.6344027059664711,0.4832224089876981,0.5164795571459376
2019-01-21,0.6359650428454859,0.48400460079472474,0.5166314271729706
2019-01-22,0.6316779329252051,0.4804470165644962,0.5106631071650963
2019-01-23,0.6337470707693377,0.4827572644400682,0.5152861141305367
2019-01-24,0.6378668493118962,0.48221520602113127,0.5154777216446671
2019-01-25,0.6319396466183957,0.4826905697902422,0.5154621474068604
2019-01-28,0.6286359401574285,0.4818115418246396,0.5130244698006033
2019-01-29,0.6227886896128052,0.4873033456992638,0.5136526400308273
2019-01-30,0.6313204185863317,0.49982288709542505,0.524506301505043
2019-01-31,0.6334157367326344,0.4984556685525074,0.5227200418504697
2019-02-01,0.6273851284000643,0.4904095070479001,0.514854867729534
2019-02-07,0.6338045172969259,0.49404396725802074,0.5192133966517315
2019-02-08,0.6296173772356414,0.48868402197329897,0.5133455322941196
2019-02-11,0.6363205032546537,0.49398997975162484,0.5190359186100438
2019-02-12,0.6277319264783753,0.49011897983218866,0.509368170277384
2019-02-13,0.631240838254287,0.49432741671025715,0.5142746610300206
2019-02-14,0.6352874629391809,0.49446484637294646,0.5143853100281455
2019-02-15,0.6320866457181982,0.4919059250967178,0.5117028262576431
2019-02-18,0.6436969524926504,0.496374695955353,0.5163604950908445
2019-02-19,0.6452156957517848,0.49904550798546543,0.5191484956937522
2019-02-20,0.6511461031035364,0.5028154432939995,0.5230702584363413
2019-02-21,0.6482752791517541,0.5010689356482279,0.5212533959944072
2019-02-22,0.6512736378470769,0.5013178079929856,0.5215122937420746
2019-02-25,0.6585532875853057,0.50287996262687,0.5231373763710703
2019-02-26,0.6616033513892294,0.5076526129944077,0.5281022824654598
2019-02-27,0.6659028885457541,0.5085651243687832,0.5290515523546272
2019-02-28,0.6644832369500827,0.4994077424643298,0.5195252854529016
2019-03-04,0.6669918971877996,0.4976166416402782,0.5196361667827899
2019-03-05,0.6641221314860197,0.49510653391815695,0.5156230137936861
2019-03-06,0.6589769141980084,0.49349842622463536,0.513936853459011
2019-03-07,0.6534745829689595,0.48494655123403446,0.5050083752941368
2019-03-08,0.6655161671596613,0.48021139719529743,0.5000866453189985
2019-03-11,0.6841738781984257,0.4990513397183742,0.5197240793230786
2019-03-12,0.67891828599281,0.49605593463787057,0.5133979536283215
2019-03-13,0.6756777964705485,0.4922507884405609,0.5115218071080769
2019-03-14,0.6737099604261076,0.49428902370241323,0.5122861939222525
2019-03-15,0.6802676165819399,0.49824442167802185,0.5161780674529407
2019-03-18,0.6921376449510614,0.5036327302231305,0.5212288623783368
2019-03-19,0.685870548249589,0.5007937284120424,0.5173477319110601
2019-03-20,0.6917598291957767,0.4972228578499255,0.5139215357831938
2019-03-21,0.6785452433277828,0.49305095479486477,0.5085845987371187
2019-03-22,0.6608485777622328,0.4886492428064975,0.5085982508967997
2019-03-25,0.650117312569853,0.4765601171838326,0.4976154240457713
2019-03-26,0.657168930167392,0.4811816809470343,0.5024003055235163
2019-03-27,0.6523462715585153,0.48008964767851814,0.5013049626607131
2019-03-28,0.653496147384153,0.4777788082692862,0.49883549568173774
2019-03-29,0.6574850491990403,0.4795748949630449,0.5007809685914242
2019-04-01,0.6543314692074038,0.47717196243495164,0.49831712204270373
2019-04-02,0.6536483035698453,0.4741126057165985,0.4951582249829656
2019-04-03,0.6623525398422409,0.4829072676926948,0.5043342481324171
2019-04-04,0.6618534784239964,0.4817866595765027,0.5031568497977256
2019-04-05,0.666212674141022,0.48612732779536805,0.5076803319227667
2019-04-08,0.6606804841919008,0.4846138331009857,0.5061029255132458
2019-04-09,0.6641761651673596,0.48194963185398254,0.5033237946764443
2019-04-10,0.6736434194828044,0.4841171543500259,0.505589032167886
2019-04-11,0.6778429541403217,0.485218797462555,0.5067427983651435
2019-04-12,0.6761813316334343,0.4825371677689913,0.5039486536473841
2019-04-15,0.674792413607743,0.4822028283407477,0.5035992833043048
2019-04-16,0.6746715743598133,0.48485133417590554,0.5009789518800131
2019-04-17,0.6882074304614019,0.492900091175163,0.5101440395114252
2019-04-18,0.6768076927089643,0.48614688730822914,0.5018916978348265
2019-04-19,0.676027736895764,0.48945952841821655,0.5047738209393163
2019-04-22,0.6770351342401297,0.49048789950244515,0.5050539245976114
2019-04-23,0.67724423152619,0.48810670970960535,0.5050977946819883
2019-04-24,0.6755686258419382,0.4853774782112821,0.5029737512518092
2019-04-25,0.6639535026336469,0.4719825890015399,0.49296905917607925
2019-04-26,0.6660307116367497,0.47209399727753343,0.49639608180340666
2019-04-29,0.6809373825576608,0.482104409457651,0.5104185144178246
2019-04-30,0.6838159294260049,0.4841240889241881,0.5120399271989996
2019-05-02,0.6865165826032954,0.48690124493289916,0.5151023818757152
2019-05-03,0.689431226597576,0.48608856955715696,0.5157384151401984
2019-05-07,0.6817053746750525,0.48038594822508884,0.509876458101716
2019-05-08,0.6843153730736021,0.4822558003352738,0.5118432933736776
2019-05-09,0.6630818415944217,0.46613792954371025,0.4959153119522878
2019-05-10,0.6694524649529102,0.46923669284374664,0.5020216315791758
2019-05-13,0.6578597529164136,0.46087356177597705,0.491416578762365
2019-05-14,0.6679048064333504,0.4680913163876229,0.4994354074886561
2019-05-15,0.6630694613099357,0.4642239326512039,0.4958722348791782
2019-05-16,0.6600043954587735,0.46237148895153274,0.4938537077247446
2019-05-17,0.6536189277377606,0.4544161514148948,0.4855939872886518
2019-05-20,0.6514279951896542,0.45847517400907745,0.4898245687143263
2019-05-21,0.6476289568078897,0.45530222096182404,0.49068836226679835
2019-05-22,0.6520551169956309,0.45223408246482355,0.4915671227833288
2019-05-23,0.655960213938423,0.4633707042680608,0.5030514639502413
2019-05-24,0.6559403195780045,0.4628252439427718,0.5000051700226964
2019-05-27,0.6414241264286874,0.45369107828982635,0.4899998593194192
2019-05-28,0.6531235564622699,0.45957772057113333,0.4988414981766215
2019-05-29,0.6461761909201065,0.4526593013028135,0.49354910784480344
2019-05-30,0.6454047795477844,0.4556300992178141,0.497497753083438
2019-05-31,0.6470078468031389,0.45753851182191674,0.4957163846357081
2019-06-03,0.656542271444961,0.46499924065811665,0.504651218056662
2019-06-04,0.65590084559617,0.4635665667515785,0.5038607316417262
2019-06-05,0.6528078330189988,0.46437909118750786,0.5029049755735702
2019-06-07,0.6508821451863116,0.46443463622859626,0.5002066982203642
2019-06-10,0.6559946098705155,0.4706805915153006,0.5029119238453301
2019-06-11,0.6654186245316789,0.47458027113388346,0.5064558810230987
2019-06-12,0.6646981248979928,0.47232440949519383,0.5040739676397441
2019-06-13,0.6707643533500169,0.47295804117529616,0.5047393048625894
2019-06-14,0.6647280137674461,0.4708177358486767,0.5024326150067905
2019-06-17,0.6586192533123993,0.4649304151808309,0.4961266041240494
2019-06-18,0.6564519296882457,0.4649920865835411,0.49620779621735356
2019-06-19,0.6608893632019995,0.4700025988988829,0.5007076974170739
2019-06-20,0.6601578419023006,0.4697566328359898,0.4998379753179647
2019-06-21,0.6587029990825386,0.4693280313851085,0.49746968236147626
2019-06-24,0.6504721231644306,0.467270986731442,0.49323572947048344
2019-06-25,0.6532213319873148,0.4668488059577911,0.49252282817636583
2019-06-26,0.6554922106400476,0.4693042199660057,0.49508766521052394
2019-06-27,0.65193794258834,0.4658500525219734,0.4907911391482319
2019-06-28,0.6516268892199943,0.4666546603067077,0.4915671678077857
2019-07-01,0.6510868058558705,0.4673200082545165,0.4911433458509887
2019-07-02,0.650849481418539,0.46872698083507564,0.48847313930088426
2019-07-03,0.6423411265471295,0.4615190347258171,0.4817791417241615
2019-07-04,0.6472634624905521,0.468252204233764,0.4868914776702423
2019-07-05,0.648146977902922,0.4676798188382352,0.483263630336832
2019-07-08,0.6325622440027774,0.4557566044568332,0.47317739190958386
2019-07-09,0.6214058427054165,0.4499540051066706,0.46388598706756934
2019-07-10,0.6267452043014272,0.4540838221710373,0.4681482332082093
2019-07-11,0.6346231620995805,0.4591395120292243,0.47621205785556253
2019-07-12,0.6384223203949677,0.46025592779806634,0.47668053716710906
2019-07-15,0.6413803502175984,0.459942595812078,0.47635634082207695
2019-07-16,0.63541294921572,0.45501308625729103,0.47125451436243787
2019-07-17,0.6331648479353258,0.45336656601462244,0.4695496956891467
2019-07-18,0.6332418485607881,0.4534093572962474,0.4695949198781351
2019-07-19,0.642479157606418,0.4601008440174702,0.476520913519249
2019-07-22,0.6423897138713904,0.4579666138490995,0.4764889993569795
2019-07-23,0.6440350081654238,0.4607391856094944,0.4777190621231322
2019-07-24,0.6316133831322867,0.45578448873630684,0.4684982480197915
2019-07-25,0.6200160525636461,0.44522912936509285,0.4598939050255806
2019-07-26,0.6202717318401596,0.45247641274622763,0.462001890331024
2019-07-29,0.6093329203633654,0.44300364696380806,0.45503517352852163
2019-07-30,0.6185622865102286,0.445643793745209,0.4622111430817038
2019-07-31,0.6194102229925352,0.4445751431025527,0.4628258997381602
2019-08-01,0.6176880323783686,0.44353306351604727,0.4615663070097027
2019-08-02,0.6190487816402337,0.4444530594289429,0.4625883677594117
2019-08-05,0.6033394624556321,0.43319729113554145,0.4517408226150611
2019-08-06,0.592801754812477,0.4268737079670683,0.4418630726459689
2019-08-07,0.5885393149846255,0.42355915782263936,0.44165387635610465
2019-08-08,0.6015409492477211,0.4330980479122651,0.4513246878622186
2019-08-09,0.605246132775056,0.43162545384783385,0.4548530956887648
2019-08-12,0.6082959932591486,0.43473182917018716,0.4519033598173683
2019-08-13,0.6053008307236493,0.4331068259855264,0.4515352064479232
2019-08-14,0.6020814731928773,0.43281216630180996,0.4500203818304057
2019-08-16,0.6040285596935981,0.4300759578321329,0.4469100816474091
2019-08-19,0.5974552274277749,0.43544393491632427,0.4524926212691505
2019-08-20,0.5999876478245391,0.4367994999541843,0.45337960172030145
2019-08-21,0.6013849227644504,0.4384772861725429,0.45356833815548325
2019-08-22,0.5998731014550225,0.43581489548055113,0.4521293580324076
2019-08-23,0.6014120703885584,0.4335949158076827,0.4533810333743566
2019-08-26,0.5910830483237238,0.42561578469904926,0.4455631601830431
2019-08-27,0.5923659955610572,0.42550124102191994,0.44679122469336713
2019-08-28,0.5964460684290969,0.42609778310743224,0.45084085983384825
2019-08-29,0.592984354105782,0.424508450830523,0.4471697826179727
2019-08-30,0.595799372350068,0.4232035203545358,0.4486983304980149
2019-09-02,0.5954804279467155,0.4260410614501432,0.4515708791727372
2019-09-03,0.6004003405772406,0.42809294594599934,0.45487574669649944
2019-09-04,0.6121586177666895,0.436227599711253,0.4635461055069574
2019-09-05,0.6152670306868165,0.43983238227386257,0.4652568064779775
2019-09-06,0.6215976343290881,0.44246951253216305,0.46474570744784005
2019-09-09,0.6253319292854125,0.4469423565264028,0.4709180180416674
2019-09-10,0.6192746583799629,0.44525691743161566,0.46982936363983274
2019-09-11,0.623396780848839,0.44614592582298485,0.4734782945269046
2019-09-16,0.6193056927415304,0.45677847818053735,0.47669531997978287
2019-09-17,0.6228082149894143,0.4633462767949397,0.4823278735919384
2019-09-18,0.6179582875119105,0.4570225982744412,0.4787656145650273
2019-09-19,0.6196567328739309,0.45641164154553754,0.47904520272432466
2019-09-20,0.6246362916483387,0.46494458204300454,0.48181426432239594
