signal_date,mode,n_stocks,rank_ic,rank_ic_mean_quarterly,rank_ic_std_quarterly,rank_ic_t_stat,n_quarters
2017-03-31 00:00:00,within_sector,43,-0.09038461538461545,,,,
2017-06-30 00:00:00,within_sector,34,0.2276785714285714,,,,
2017-12-28 00:00:00,within_sector,34,-0.002941176470588216,,,,
2019-06-28 00:00:00,within_sector,23,0.16250000000000003,,,,
2019-09-30 00:00:00,within_sector,33,-0.0679487179487179,,,,
2019-12-30 00:00:00,within_sector,37,0.0866758241758242,,,,
2020-03-31 00:00:00,within_sector,29,0.38543956043956046,,,,
2020-06-30 00:00:00,within_sector,26,-0.28165584415584416,,,,
2020-09-29 00:00:00,within_sector,35,0.11492673992673991,,,,
2020-12-30 00:00:00,within_sector,26,-0.2879120879120879,,,,
2021-03-31 00:00:00,within_sector,32,0.3416083916083917,,,,
2021-06-30 00:00:00,within_sector,47,0.32100926034749566,,,,
2021-09-30 00:00:00,within_sector,56,-0.18909340659340657,,,,
2021-12-30 00:00:00,within_sector,36,0.3470238095238095,,,,
2023-09-27 00:00:00,within_sector,30,0.0025890775890775528,,,,
2023-12-28 00:00:00,within_sector,33,-0.03962287712287713,,,,
2024-03-29 00:00:00,within_sector,44,0.3199282335311747,,,,
2024-09-30 00:00:00,within_sector,57,0.08052254762781075,,,,
2025-06-30 00:00:00,within_sector,39,-0.19171486408328514,,,,
2025-09-30 00:00:00,within_sector,54,0.2099714075913766,,,,
2025-12-30 00:00:00,within_sector,38,-0.006525337407690318,,,,
2026-03-31 00:00:00,within_sector,47,-0.06330931710188675,,,,
ALL,within_sector,833,0.06743117689935603,0.06267114452767422,0.20786567116928845,1.4141523336933082,22.0
