carrier,rank_ic_pooled,rank_ic_mean,rank_ic_t_stat,rank_ic_n_quarters,spread,spread_t_stat,positive_spread_ratio
F007-B E014,0.06743117689935603,0.06267114452767422,1.4141523336933082,22.0,0.1365430468235032,3.004854963280505,0.7727272727272727
