year,factor_macro_gate_mcap_net_total_return,kospi_buy_and_hold_net_total_return,cash_net_total_return,d001_factor_macro_gate_mcap_net_total_return,d009_minus_d001_factor_macro_gate_mcap_return
2010,0.0,0.3293489579737485,0.0,0.0,0.0
2011,0.0,0.004079681302652238,0.0,0.0,0.0
2012,0.0,0.18731018909741426,0.0,0.0,0.0
2013,0.0,0.06125736750042954,0.0,0.0,0.0
2014,0.0,0.05769800682302639,0.0,0.0,0.0
2015,0.0,0.16501292442133764,0.0,0.0,0.0
2017,-0.07033739563062968,0.31675953872996554,0.0,0.0,-0.07033739563062968
2018,0.06152914557216227,-0.08401784948302582,0.0,0.0,0.06152914557216227
2019,-0.2670195335332465,0.17019485930094325,0.0,0.0277493483052602,-0.2947688818385067
2020,0.2517237243459609,0.5251287429311848,0.0,0.2461360848272729,0.0055876395186880146
2021,-0.40158864093147895,0.13170240063376726,0.0,-0.035316520549102,-0.36627212038237694
2022,-0.074772449334497,-0.18442405395793493,0.0,0.0,-0.074772449334497
2023,-0.032419985458852274,0.3279894204214897,0.0,-0.0177293971971159,-0.014690588261736373
2024,-0.04867213851702912,0.034981455283805474,0.0,0.0422472179791628,-0.09091935649619193
2025,0.22335137292241303,1.047004780803555,0.0,0.7666554035490463,-0.5433040306266332
2026,0.010595810423248864,0.7344109727369705,0.0,0.0,0.010595810423248864
