date,carrier_t3_f3_value,t3_f1_baseline_value,cash_value
2010-01-04,1.0,1.0,1.0
2010-01-05,1.0,1.0,1.0
2010-01-06,1.0,1.0,1.0
2010-01-07,1.0,1.0,1.0
2010-01-08,1.0,1.0,1.0
2010-01-11,1.0,1.0,1.0
2010-01-12,1.0,1.0,1.0
2010-01-13,1.0,1.0,1.0
2010-01-14,1.0,1.0,1.0
2010-01-15,1.0,1.0,1.0
2010-01-18,1.0,1.0,1.0
2010-01-19,1.0,1.0,1.0
2010-01-20,1.0,1.0,1.0
2010-01-21,1.0,1.0,1.0
2010-01-22,1.0,1.0,1.0
2010-01-25,1.0,1.0,1.0
2010-01-26,1.0,1.0,1.0
2010-01-27,1.0,1.0,1.0
2010-01-28,1.0,1.0,1.0
2010-01-29,1.0,1.0,1.0
2010-02-01,1.008780980019067,1.0111402102400222,1.0
2010-02-02,1.0055289321399274,0.9991818188113459,1.0
2010-02-03,1.01519031201229,0.9913830826709796,1.0
2010-02-04,1.0055125190359129,0.9902340044453998,1.0
2010-02-05,0.99073651616877,0.9786712500831698,1.0
2010-02-08,0.9966497779447343,0.9851906816092492,1.0
2010-02-09,0.9912384521104305,0.9799052692418885,1.0
2010-02-10,0.996714257386818,0.9853090303023468,1.0
2010-02-11,1.0112543783015284,0.9996781152988772,1.0
2010-02-12,1.0110105271266758,0.9994255794270133,1.0
2010-02-16,1.011528491489194,0.9999347808185046,1.0
2010-02-17,1.0212132708815402,1.0068775431718846,1.0
2010-02-18,1.0214672492088757,1.0091710971893755,1.0
2010-02-19,0.9990086616255066,0.9810793874826208,1.0
2010-02-22,1.0225089200296726,1.0080603082124067,1.0
2010-02-23,1.0181679639278132,1.0037946250661873,1.0
2010-02-24,1.0045728158430225,0.9934717980494556,1.0
2010-02-25,0.9875337499292789,0.9699926179772402,1.0
2010-02-26,0.9956860956162213,0.9819177224582345,1.0
2010-03-02,0.9932439543868854,0.9824077498407713,1.0
2010-03-03,0.9980277315847131,0.9884703511110429,1.0
2010-03-04,0.9925733907141959,0.9825152991277948,1.0
2010-03-05,0.999409009590432,0.989309349801675,1.0
2010-03-08,1.0041528494262517,0.9939993022418789,1.0
2010-03-09,1.0104276538609254,1.0002019626749554,1.0
2010-03-10,1.006441910693384,0.9962018377295199,1.0
2010-03-11,1.0012913149868798,0.9911651235940859,1.0
2010-03-12,0.9988215859724261,0.9885957774981758,1.0
2010-03-15,0.9935293282940416,0.9833945495627754,1.0
2010-03-16,0.986944384474225,0.9768840700668139,1.0
2010-03-17,0.9901677566119744,0.980074351880492,1.0
2010-03-18,0.9927435829963824,0.9826240189293859,1.0
2010-03-19,1.0025996928827814,0.992379628100504,1.0
2010-03-22,0.9962268564125994,0.98607169950228,1.0
2010-03-23,1.0105616660688344,1.0002604341274908,1.0
2010-03-24,0.9940286864086185,0.9838959999359596,1.0
2010-03-25,0.9955204396231401,0.9853725859511775,1.0
2010-03-26,1.0005605163241649,0.9903612863468907,1.0
2010-03-29,0.9884946081532366,0.9811065295468445,1.0
2010-03-30,0.9930589910978698,0.9859824178798059,1.0
2010-03-31,1.0009484457388387,0.984238052569977,1.0
2010-04-01,0.9984609433499108,0.9813706902014045,1.0
2010-04-02,0.9988870605913065,0.9871882654441463,1.0
2010-04-05,0.9692179511881391,0.9728034719805664,1.0
2010-04-06,0.9835561689872034,0.9809863133072118,1.0
2010-04-07,0.9977845533653645,0.9934815564490256,1.0
2010-04-08,1.0186654044714865,1.01438572324946,1.0
2010-04-09,1.0108234231049888,1.0071369650223747,1.0
2010-04-12,1.0098867050206373,1.0020026676870437,1.0
2010-04-13,0.9975352085843732,0.989816832605667,1.0
2010-04-14,1.0433971102389683,1.038997627248256,1.0
2010-04-15,1.0492103319426502,1.0412193526025066,1.0
2010-04-16,1.055436478446598,1.0434498651555988,1.0
2010-04-19,1.0351405875632458,1.0224472593067504,1.0
2010-04-20,1.0458956068399992,1.033137537373489,1.0
2010-04-21,1.0692012861145799,1.0562520205589576,1.0
2010-04-22,1.0806282736406183,1.067607657138557,1.0
2010-04-23,1.081095428341753,1.0680232696342247,1.0
2010-04-26,1.0953809866620152,1.0821715031204637,1.0
2010-04-27,1.0984303714326078,1.0852472653374539,1.0
2010-04-28,1.1145525961027647,1.1012367742420757,1.0
2010-04-29,1.1090059087149085,1.0957657759122241,1.0
2010-04-30,1.136067800129608,1.1225035384013384,1.0
2010-05-03,1.1293138955887305,1.1158326668544423,1.0
2010-05-04,1.130327108877183,1.1230050734551245,1.0
2010-05-06,1.126041128256672,1.1149094894646487,1.0
2010-05-07,1.0999436882887854,1.0993775034572089,1.0
2010-05-10,1.1516814387703806,1.1196121555421232,1.0
2010-05-11,1.1461244066399363,1.1020579977666196,1.0
2010-05-12,1.147175041628999,1.1101994265388717,1.0
2010-05-13,1.1836366987925433,1.1437285684134337,1.0
2010-05-14,1.263811118894097,1.193196349748837,1.0
2010-05-17,1.2761813785751124,1.1940737673887496,1.0
2010-05-18,1.202156266857699,1.1212566647808637,1.0
2010-05-19,1.2091460649955625,1.1273315739426373,1.0
2010-05-20,1.17233827646358,1.092518358242221,1.0
2010-05-24,1.1508864071026546,1.0724094699508806,1.0
2010-05-25,1.1265031764582059,1.0493820605579645,1.0
2010-05-26,1.1569179709535367,1.073955725814689,1.0
2010-05-27,1.1585051875252734,1.0742189468107322,1.0
2010-05-28,1.1652633865362596,1.0751918349432479,1.0
2010-05-31,1.1770470022189636,1.087295402204337,1.0
2010-06-01,1.18120247624699,1.102238350086334,1.0
2010-06-03,1.1768871960366107,1.0997810288383922,1.0
2010-06-04,1.1531603473908552,1.0796322336986288,1.0
2010-06-07,1.1393818733478016,1.069106350402933,1.0
2010-06-08,1.1548874869055585,1.081871802978517,1.0
2010-06-09,1.1653368022987483,1.08875183064287,1.0
2010-06-10,1.1691862071573518,1.0870480407288534,1.0
2010-06-11,1.1624468624800062,1.07774885199882,1.0
2010-06-14,1.1660058410839371,1.0835394081831846,1.0
2010-06-15,1.1809812676782891,1.0948198642139801,1.0
2010-06-16,1.1806177742792179,1.0958695971311236,1.0
2010-06-17,1.174382298499249,1.0977165292546907,1.0
2010-06-18,1.1766940513924067,1.1045538659772265,1.0
2010-06-21,1.2234225841774002,1.1481054515110958,1.0
2010-06-22,1.2175704215322274,1.1425734268829788,1.0
2010-06-23,1.2039024425678266,1.129835474755925,1.0
2010-06-24,1.2287242946880226,1.1528487279882003,1.0
2010-06-25,1.2290672745371216,1.1530235806264955,1.0
2010-06-28,1.2331270610093084,1.156860217780825,1.0
2010-06-29,1.1941609785832907,1.1263003625759958,1.0
2010-06-30,1.1955316329701944,1.1298160950634504,1.0
2010-07-01,1.2438533001463,1.1826634517236583,1.0
2010-07-02,1.2305277939423398,1.164578907271126,1.0
2010-07-05,1.2316884918254563,1.161493774739952,1.0
2010-07-06,1.2436872873456055,1.1661160050677712,1.0
2010-07-07,1.2337601534024525,1.1608796018732441,1.0
2010-07-08,1.255703520073365,1.1784160153106806,1.0
2010-07-09,1.2597091521429506,1.1721187013301293,1.0
2010-07-12,1.2492409276041183,1.164765299277212,1.0
2010-07-13,1.2557575356854345,1.1580866700934482,1.0
2010-07-14,1.2867879877679314,1.1899852659202874,1.0
2010-07-15,1.2794204384858923,1.2035131170229014,1.0
2010-07-16,1.2631089228013188,1.1812035663469749,1.0
2010-07-19,1.2577919049673805,1.173310305625191,1.0
2010-07-20,1.2613836223431858,1.16496203488917,1.0
2010-07-21,1.2538692908273936,1.1583305117882101,1.0
2010-07-22,1.2511419807237356,1.1493967105358838,1.0
2010-07-23,1.27539623088836,1.1745091539818138,1.0
2010-07-26,1.2607156731485851,1.1632861396651972,1.0
2010-07-27,1.2651388981076226,1.1613073998744727,1.0
2010-07-28,1.2571544008996427,1.152880942793876,1.0
2010-07-29,1.2612378006225238,1.1591060425184718,1.0
2010-07-30,1.2409341715533617,1.136791628468703,1.0
2010-08-02,1.2335571993278929,1.145080214638087,1.0
2010-08-03,1.2112245251887908,1.1255215599932016,1.0
2010-08-04,1.2114494449044027,1.1298305876458876,1.0
2010-08-05,1.2210264360184409,1.1299723629794207,1.0
2010-08-06,1.2275492168333366,1.122542067326257,1.0
2010-08-09,1.229409637035984,1.1217746607735144,1.0
2010-08-10,1.2386234708045,1.1333085242929044,1.0
2010-08-11,1.2185476128874415,1.1168695676348814,1.0
2010-08-12,1.1847240913561519,1.0813434811763931,1.0
2010-08-13,1.209697918171416,1.1066896143071767,1.0
2010-08-16,1.1965396885833997,1.0945269255579124,1.0
2010-08-17,1.1888849382265256,1.0887836377824063,1.0
2010-08-18,1.1846723318930703,1.0850146684989173,1.0
