variant,entry_date,signal_date,exit_date,종목코드,entry_price,exit_price,shares,notional_at_entry,buy_cost,sell_cost,exit_reason
carrier_t3_f3,2010-02-01 00:00:00,2010-01-29 00:00:00,2010-02-05 00:00:00,097950,206500.0,200000.0,9.685230024213075e-07,0.2,0.00013000000000000002,0.000513317191283293,signal_reversal
carrier_t3_f3,2010-02-01 00:00:00,2010-01-29 00:00:00,2010-02-05 00:00:00,095720,24400.0,24000.0,8.19672131147541e-06,0.2,0.00013000000000000002,0.0005213114754098362,signal_reversal
carrier_t3_f3,2010-02-01 00:00:00,2010-01-29 00:00:00,2010-02-08 00:00:00,000240,22100.0,21600.0,9.049773755656109e-06,0.2,0.00013000000000000002,0.0005180090497737557,signal_reversal
carrier_t3_f3,2010-02-01 00:00:00,2010-01-29 00:00:00,2010-02-09 00:00:00,033780,68200.0,68300.0,2.932551319648094e-06,0.2,0.00013000000000000002,0.0005307771260997067,signal_reversal
carrier_t3_f3,2010-02-08 00:00:00,2010-02-05 00:00:00,2010-02-10 00:00:00,003690,10900.0,11050.0,1.8189391419396727e-05,0.1982643664714243,0.0001288718382064258,0.0005326308542384846,signal_reversal
carrier_t3_f3,2010-02-01 00:00:00,2010-01-29 00:00:00,2010-02-10 00:00:00,005380,115000.0,117000.0,1.7391304347826088e-06,0.2,0.00013000000000000002,0.0005392173913043479,signal_reversal
carrier_t3_f3,2010-02-05 00:00:00,2010-02-04 00:00:00,2010-02-10 00:00:00,036460,52500.0,51700.0,3.7449843340512716e-06,0.19661167753769176,0.00012779759039949966,0.0005130815786866945,signal_reversal
carrier_t3_f3,2010-02-05 00:00:00,2010-02-04 00:00:00,2010-02-17 00:00:00,114090,21900.0,22300.0,8.977702170670857e-06,0.19661167753769176,0.00012779759039949966,0.0005305373097757943,signal_reversal
carrier_t3_f3,2010-02-10 00:00:00,2010-02-09 00:00:00,2010-02-17 00:00:00,000150,103000.0,107500.0,1.928948887996682e-06,0.19868173546365822,0.00012914312805137784,0.0005495093144680548,signal_reversal
carrier_t3_f3,2010-02-10 00:00:00,2010-02-09 00:00:00,2010-02-19 00:00:00,009150,98000.0,97500.0,2.027364647588349e-06,0.19868173546365822,0.00012914312805137784,0.0005238203408206398,signal_reversal
carrier_t3_f3,2010-02-17 00:00:00,2010-02-16 00:00:00,2010-02-23 00:00:00,042660,20400.0,20500.0,9.993541364846678e-06,0.20386824384287222,0.00013251435849786694,0.0005428991346452958,signal_reversal
carrier_t3_f3,2010-02-10 00:00:00,2010-02-09 00:00:00,2010-02-23 00:00:00,066570,111500.0,117000.0,1.781898972768235e-06,0.19868173546365822,0.00012914312805137784,0.0005524777765067914,signal_reversal
carrier_t3_f3,2010-02-17 00:00:00,2010-02-16 00:00:00,2010-02-24 00:00:00,052690,78000.0,77500.0,2.613695433882977e-06,0.20386824384287222,0.00013251435849786694,0.0005367876997337163,signal_reversal
carrier_t3_f3,2010-02-09 00:00:00,2010-02-08 00:00:00,2010-02-25 00:00:00,009540,208000.0,219500.0,9.546148445232643e-07,0.19855988766083899,0.00012906392697954535,0.0005552755896880698,signal_reversal
carrier_t3_f3,2010-02-23 00:00:00,2010-02-22 00:00:00,2010-02-25 00:00:00,001450,19300.0,19200.0,1.0550720967017736e-05,0.2036289146634423,0.0001323587945312375,0.0005368206828018624,signal_reversal
carrier_t3_f3,2010-02-24 00:00:00,2010-02-23 00:00:00,2010-03-04 00:00:00,004020,88700.0,89200.0,2.267953893283837e-06,0.20116751033427635,0.00013075888171727962,0.0005360989412944334,signal_reversal
carrier_t3_f3,2010-02-25 00:00:00,2010-02-24 00:00:00,2010-03-04 00:00:00,011170,126000.0,121500.0,1.5937233562288957e-06,0.20080914288484086,0.00013052594287514657,0.0005131390776217988,signal_reversal
carrier_t3_f3,2010-02-19 00:00:00,2010-02-18 00:00:00,2010-03-09 00:00:00,078930,37800.0,38350.0,5.308921901363566e-06,0.20067724787154279,0.0001304402111165028,0.0005395324605308257,signal_reversal
carrier_t3_f3,2010-02-25 00:00:00,2010-02-24 00:00:00,2010-03-12 00:00:00,025860,20450.0,19900.0,9.81951798947877e-06,0.20080914288484086,0.00013052594287514657,0.0005178322811751629,signal_reversal
carrier_t3_f3,2010-03-09 00:00:00,2010-03-08 00:00:00,2010-03-12 00:00:00,005940,16000.0,15750.0,1.260048252966626e-05,0.20160772047466016,0.0001310450183085291,0.0005259126395819456,signal_reversal
carrier_t3_f3,2010-02-23 00:00:00,2010-02-22 00:00:00,2010-03-15 00:00:00,004170,531000.0,542000.0,3.8348194851872373e-07,0.2036289146634423,0.0001323587945312375,0.0005507951226574429,signal_reversal
carrier_t3_f3,2010-03-04 00:00:00,2010-03-03 00:00:00,2010-03-15 00:00:00,086280,101000.0,98900.0,1.9663010817017754e-06,0.19859640925187932,0.00012908766601372158,0.0005153380189978098,signal_reversal
carrier_t3_f3,2010-03-04 00:00:00,2010-03-03 00:00:00,2010-03-16 00:00:00,011070,99700.0,98700.0,1.99193991225556e-06,0.19859640925187932,0.00012908766601372158,0.000521001843750003,signal_reversal
carrier_t3_f3,2010-03-15 00:00:00,2010-03-12 00:00:00,2010-03-17 00:00:00,000150,116000.0,115000.0,1.7149216218254762e-06,0.19893090813175524,0.0001293050902856409,0.0005226223642513138,signal_reversal
carrier_t3_f3,2010-03-12 00:00:00,2010-03-11 00:00:00,2010-03-18 00:00:00,008930,111500.0,110500.0,1.7827041792025282e-06,0.1987715159810819,0.00012920148538770321,0.0005220203512749803,signal_reversal
carrier_t3_f3,2010-03-12 00:00:00,2010-03-11 00:00:00,2010-03-24 00:00:00,096770,117000.0,119500.0,1.698901845992153e-06,0.1987715159810819,0.00012920148538770321,0.0005379997420795651,signal_reversal
carrier_t3_f3,2010-03-17 00:00:00,2010-03-16 00:00:00,2010-03-25 00:00:00,042660,22300.0,21400.0,8.897544712691688e-06,0.19841524709302463,0.000128969910610466,0.0005045797606567456,signal_reversal
carrier_t3_f3,2010-03-24 00:00:00,2010-03-23 00:00:00,2010-03-26 00:00:00,010060,196000.0,194000.0,1.0175622557215941e-06,0.19944220212143243,0.00012963743137893108,0.0005231287556664715,signal_reversal
carrier_t3_f3,2010-03-15 00:00:00,2010-03-12 00:00:00,2010-03-26 00:00:00,006360,93800.0,96800.0,2.120798594155173e-06,0.19893090813175524,0.0001293050902856409,0.0005440272553726849,signal_reversal
carrier_t3_f3,2010-03-18 00:00:00,2010-03-17 00:00:00,2010-03-29 00:00:00,003550,67500.0,71400.0,2.9401023985463985e-06,0.1984569119018819,0.00012899699273622323,0.0005562967748289641,signal_reversal
carrier_t3_f3,2010-03-25 00:00:00,2010-03-24 00:00:00,2010-03-29 00:00:00,009150,109000.0,107000.0,1.8235341337298803e-06,0.19876522057655696,0.00012919739337476202,0.0005170631036191075,signal_reversal
carrier_t3_f3,2010-03-26 00:00:00,2010-03-25 00:00:00,2010-03-30 00:00:00,006400,146000.0,144000.0,1.373202720083809e-06,0.20048759713223613,0.00013031693813595347,0.0005240141579839815,signal_reversal
carrier_t3_f3,2010-03-29 00:00:00,2010-03-26 00:00:00,2010-03-31 00:00:00,012330,153500.0,153000.0,1.2929556135710308e-06,0.19846868668315323,0.0001290046463440496,0.0005242288535223745,signal_reversal
carrier_t3_f3,2010-03-16 00:00:00,2010-03-15 00:00:00,2010-03-31 00:00:00,077970,20150.0,20750.0,9.787531746864446e-06,0.1972187646993186,0.0001281921970545571,0.0005381919019307088,signal_reversal
carrier_t3_f3,2010-03-31 00:00:00,2010-03-30 00:00:00,2010-04-02 00:00:00,010060,206500.0,193000.0,9.759856391444026e-07,0.20154103448331911,0.00013100167241415742,0.0004991678551404046,signal_reversal
carrier_t3_f3,2010-04-02 00:00:00,2010-04-01 00:00:00,2010-04-07 00:00:00,086790,35200.0,35350.0,5.674620255056758e-06,0.19974663297799788,0.00012983531143569862,0.0005315842389430794,signal_reversal
carrier_t3_f3,2010-03-31 00:00:00,2010-03-30 00:00:00,2010-04-07 00:00:00,097230,25400.0,24900.0,7.934686396981068e-06,0.20154103448331911,0.00013100167241415742,0.0005235702819047958,signal_reversal
carrier_t3_f3,2010-04-07 00:00:00,2010-04-06 00:00:00,2010-04-09 00:00:00,024110,14950.0,15000.0,1.3408750223931716e-05,0.20046081584777914,0.00013029953030105644,0.0005329978214012858,signal_reversal
carrier_t3_f3,2010-03-29 00:00:00,2010-03-26 00:00:00,2010-04-09 00:00:00,011810,19750.0,19900.0,1.00490474269951e-05,0.19846868668315323,0.0001290046463440496,0.0005299365160625867,signal_reversal
carrier_t3_f3,2010-03-26 00:00:00,2010-03-25 00:00:00,2010-04-09 00:00:00,011070,124000.0,141000.0,1.6168354607438398e-06,0.20048759713223613,0.00013031693813595347,0.0006041305699069357,signal_reversal
carrier_t3_f3,2010-04-09 00:00:00,2010-04-08 00:00:00,2010-04-13 00:00:00,005930,864000.0,834000.0,2.3473943355131713e-07,0.202814870588338,0.00013182966588241968,0.0005187976220917659,signal_reversal
carrier_t3_f3,2010-04-09 00:00:00,2010-04-08 00:00:00,2010-04-14 00:00:00,005940,16950.0,16750.0,1.1965479090757404e-05,0.202814870588338,0.00013182966588241968,0.0005311177031409943,signal_reversal
carrier_t3_f3,2010-04-07 00:00:00,2010-04-06 00:00:00,2010-04-14 00:00:00,066570,122000.0,121000.0,1.643121441375239e-06,0.20046081584777914,0.00013029953030105644,0.0005268668901769703,signal_reversal
carrier_t3_f3,2010-04-09 00:00:00,2010-04-08 00:00:00,2010-04-16 00:00:00,055550,46300.0,49100.0,4.380450768646609e-06,0.202814870588338,0.00013182966588241968,0.0005699623517624535,signal_reversal
carrier_t3_f3,2010-03-30 00:00:00,2010-03-29 00:00:00,2010-04-16 00:00:00,103140,23600.0,26000.0,8.3919537276557e-06,0.1980501079726745,0.00012873257018223842,0.0005782056118354777,signal_reversal
carrier_t3_f3,2010-04-16 00:00:00,2010-04-15 00:00:00,2010-04-21 00:00:00,000810,208000.0,202000.0,1.0155690895626212e-06,0.2112383706290252,0.00013730494090886638,0.0005436341336428712,signal_reversal
carrier_t3_f3,2010-04-14 00:00:00,2010-04-13 00:00:00,2010-04-26 00:00:00,001450,19000.0,21900.0,1.0832015163606741e-05,0.20580828810852808,0.00013377538727054326,0.0006286360000199172,signal_reversal
carrier_t3_f3,2010-04-21 00:00:00,2010-04-20 00:00:00,2010-04-27 00:00:00,088350,8660.0,9580.0,2.4543021316997323e-05,0.21254256460519683,0.00013815266699337793,0.0006230736821746111,signal_reversal
carrier_t3_f3,2010-04-13 00:00:00,2010-04-12 00:00:00,2010-04-29 00:00:00,097230,26450.0,26950.0,7.566668930906088e-06,0.20013839322246602,0.0001300899555946029,0.0005403925783729856,signal_reversal
carrier_t3_f3,2010-04-14 00:00:00,2010-04-13 00:00:00,2010-04-29 00:00:00,009830,14950.0,17600.0,1.3766440676155724e-05,0.20580828810852808,0.00013377538727054326,0.0006420667931359029,signal_reversal
carrier_t3_f3,2010-04-26 00:00:00,2010-04-23 00:00:00,2010-05-03 00:00:00,032640,8330.0,8330.0,2.6322044867226067e-05,0.21926263374399313,0.00014252071193359553,0.0005810459794215818,signal_reversal
carrier_t3_f3,2010-04-29 00:00:00,2010-04-28 00:00:00,2010-05-04 00:00:00,010060,206500.0,215500.0,1.076831282025355e-06,0.2223656597382358,0.00014453767882985328,0.0006149514243826296,signal_reversal
