variant,stress_window,measurement_type,total_return,baseline_total_return,delta_total_return,delta_return_pp,daily_max_drawdown,baseline_daily_max_drawdown,delta_daily_max_drawdown,delta_mdd_pp,proxy_excluded_sleeves
N001-A,dot_com_proxy_2002_07_2003_12,proxy_rescaled_missing_sleeves,0.2798274908556475,0.2798274908556464,1.1102230246251565e-15,1.1102230246251565e-13,-0.11394245684063331,-0.1139424568406335,1.942890293094024e-16,1.942890293094024e-14,H001;GLD
N001-A,gfc_proxy_2008_2009,proxy_rescaled_missing_sleeves,-0.016181717721381217,-0.0338014808439223,0.017619763122541085,1.7619763122541086,-0.2948344559871293,-0.3126571229831321,0.017822666996002767,1.7822666996002767,H001
N001-A,covid_2020_02_2020_03,exact,-0.0859128835591434,-0.0903787945228757,0.004465910963732306,0.4465910963732306,-0.1918127776810742,-0.1997684591470635,0.007955681465989323,0.7955681465989323,
N001-A,rate_shock_2022,exact,-0.1744769200112698,-0.1836134839585798,0.009136563947309995,0.9136563947309995,-0.2049214850165305,-0.210901177900133,0.005979692883602478,0.5979692883602478,
N001-B,dot_com_proxy_2002_07_2003_12,proxy_rescaled_missing_sleeves,0.2798274908556486,0.2798274908556464,2.220446049250313e-15,2.220446049250313e-13,-0.11394245684063309,-0.1139424568406335,4.163336342344337e-16,4.163336342344337e-14,H001;GLD
N001-B,gfc_proxy_2008_2009,proxy_rescaled_missing_sleeves,0.0011216241992972886,-0.0338014808439223,0.03492310504321959,3.492310504321959,-0.27810912775696817,-0.3126571229831321,0.03454799522616392,3.454799522616392,H001
N001-B,covid_2020_02_2020_03,exact,-0.08145244771760052,-0.0903787945228757,0.008926346805275182,0.8926346805275182,-0.18649916946531453,-0.1997684591470635,0.01326928968174898,1.3269289681748981,
N001-B,rate_shock_2022,exact,-0.16529387746381197,-0.1836134839585798,0.018319606494767826,1.8319606494767826,-0.19894023182425247,-0.210901177900133,0.011960946075880524,1.1960946075880523,
