year,factor_macro_gate_mcap_net_total_return,kospi_buy_and_hold_net_total_return,cash_net_total_return,d001_factor_macro_gate_mcap_net_total_return,d009_minus_d001_factor_macro_gate_mcap_return
2010,0.0,0.3293489579737485,0.0,0.0,0.0
2011,0.0,0.004079681302652238,0.0,0.0,0.0
2012,0.0,0.18731018909741426,0.0,0.0,0.0
2013,0.0,0.06125736750042954,0.0,0.0,0.0
2014,0.0,0.05769800682302639,0.0,0.0,0.0
2015,0.0,0.16501292442133764,0.0,0.0,0.0
2017,-0.18491250139761106,0.31675953872996554,0.0,0.0,-0.18491250139761106
2018,-0.02919111662939944,-0.08401784948302582,0.0,0.0,-0.02919111662939944
2019,-0.5953869374954079,0.17019485930094325,0.0,0.0277493483052602,-0.6231362858006682
2020,0.07988329806006567,0.5251287429311848,0.0,0.2461360848272729,-0.16625278676720723
2021,-0.4058710457758151,0.13170240063376726,0.0,-0.035316520549102,-0.3705545252267131
2022,-0.023412709944701682,-0.18442405395793493,0.0,0.0,-0.023412709944701682
2023,-0.007121373983692725,0.3279894204214897,0.0,-0.0177293971971159,0.010608023213423176
2024,-0.11741234668844969,0.034981455283805474,0.0,0.0422472179791628,-0.1596595646676125
2025,-0.015450429003855404,1.047004780803555,0.0,0.7666554035490463,-0.7821058325529017
2026,0.11803467635605869,0.7344109727369705,0.0,0.0,0.11803467635605869
