signal_date,mode,n_stocks,rank_ic,rank_ic_mean_quarterly,rank_ic_std_quarterly,rank_ic_t_stat,n_quarters
2017-03-31 00:00:00,universe,89,-0.14506298944501195,,,,
2017-06-30 00:00:00,universe,87,0.06092804549099657,,,,
2017-12-28 00:00:00,universe,88,0.049417068789405105,,,,
2019-06-28 00:00:00,universe,81,0.15505871725383918,,,,
2019-09-30 00:00:00,universe,91,-0.07437490046185699,,,,
2019-12-30 00:00:00,universe,83,0.42596868309474833,,,,
2020-03-31 00:00:00,universe,93,0.13828295186655126,,,,
2020-06-30 00:00:00,universe,84,0.1887617697681482,,,,
2020-09-29 00:00:00,universe,85,0.173343756107094,,,,
2020-12-30 00:00:00,universe,85,0.28635919484072697,,,,
2021-03-31 00:00:00,universe,83,0.28770832458754875,,,,
2021-06-30 00:00:00,universe,84,0.33265161486281264,,,,
2021-09-30 00:00:00,universe,83,0.2071281642248436,,,,
2021-12-30 00:00:00,universe,89,0.29470548178413347,,,,
2023-09-27 00:00:00,universe,90,0.057858994937646624,,,,
2023-12-28 00:00:00,universe,87,0.05706422687176496,,,,
2024-03-29 00:00:00,universe,87,0.3794196981847342,,,,
2024-09-30 00:00:00,universe,92,0.21336867900682766,,,,
2025-06-30 00:00:00,universe,96,0.013171459576776994,,,,
2025-09-30 00:00:00,universe,88,0.06303053784650066,,,,
2025-12-30 00:00:00,universe,92,0.22144475440408118,,,,
2026-03-31 00:00:00,universe,92,0.15446264815128768,,,,
ALL,universe,1929,0.14775362054502128,0.1609407673519818,0.14334456285259856,5.266185871047337,22.0
