variant,cumulative_net_total_return,sharpe,max_drawdown,trade_count,baseline_variant,f003_variant,baseline_cumulative_net_total_return,baseline_sharpe,baseline_max_drawdown,cumulative_uplift_vs_f001,sharpe_uplift_vs_f001,mdd_uplift_vs_f001,f003_cumulative_net_total_return,f003_sharpe,f003_max_drawdown,cumulative_diff_vs_f003,sharpe_diff_vs_f003,mdd_diff_vs_f003
F004-A D013 direct,-0.4790341678187421,-0.2514739653017774,-0.6403300661046598,109,F001-A D013 direct,F003-A D013 direct,2.545770290335013,0.5333654677635088,-0.3392346174957135,-3.024804458153755,-0.7848394330652861,-0.3010954486089463,0.9140249795158836,0.240954750282348,-0.4941753798241437,-1.3930591473346257,-0.4924287155841254,-0.1461546862805161
F004-B E014,0.6767651920475724,0.16539817654726655,-0.5722545087785456,109,F001-B E014 neutral,F003-B E014,3.621084739339225,0.6311872415922518,-0.3564186937144888,-2.944319547291653,-0.4657890650449853,-0.21583581506405675,3.0661868050450805,0.4657026471017708,-0.4395937873103107,-2.3894216129975083,-0.30030447055450427,-0.13266072146823488
