portfolio,label,schedule,band_pp,stress,metric,value,start_date,end_date,peak_date,trough_date
annual_band_10pp,Annual + 10pp,annual,10.0,subperiod_2010_2017,cagr,0.09085910373178407,2010-01-01,2017-12-31,,
annual_band_10pp,Annual + 10pp,annual,10.0,subperiod_2010_2017,sharpe,0.9331231687205661,2010-01-01,2017-12-31,,
annual_band_10pp,Annual + 10pp,annual,10.0,subperiod_2010_2017,max_drawdown,-0.0707736571406059,2010-01-01,2017-12-31,,
annual_band_10pp,Annual + 10pp,annual,10.0,subperiod_2018_2026,cagr,0.16998229192393,2018-01-01,2026-12-31,,
annual_band_10pp,Annual + 10pp,annual,10.0,subperiod_2018_2026,sharpe,1.1933425392897863,2018-01-01,2026-12-31,,
annual_band_10pp,Annual + 10pp,annual,10.0,subperiod_2018_2026,max_drawdown,-0.18355757607569056,2018-01-01,2026-12-31,,
annual_band_12p5pp,Annual + 12.5pp,annual,12.5,2020_covid_daily_mdd,daily_mdd,-0.16971230522487424,2020-02-01,2020-04-30,2020-02-20,2020-03-20
annual_band_12p5pp,Annual + 12.5pp,annual,12.5,2022_krw_return,calendar_year_return,-0.17805821236508101,2022-01-01,2022-12-31,,
annual_band_12p5pp,Annual + 12.5pp,annual,12.5,2025_spike_exclusion,cagr_excluding_2025_return_days,0.12179832293216442,2010-01-04,2026-05-18,,
annual_band_12p5pp,Annual + 12.5pp,annual,12.5,subperiod_2010_2017,cagr,0.09660895700639838,2010-01-01,2017-12-31,,
annual_band_12p5pp,Annual + 12.5pp,annual,12.5,subperiod_2010_2017,sharpe,0.9793830371729435,2010-01-01,2017-12-31,,
annual_band_12p5pp,Annual + 12.5pp,annual,12.5,subperiod_2010_2017,max_drawdown,-0.0707736571406059,2010-01-01,2017-12-31,,
annual_band_12p5pp,Annual + 12.5pp,annual,12.5,subperiod_2018_2026,cagr,0.16716265249719675,2018-01-01,2026-12-31,,
annual_band_12p5pp,Annual + 12.5pp,annual,12.5,subperiod_2018_2026,sharpe,1.1777367218425516,2018-01-01,2026-12-31,,
annual_band_12p5pp,Annual + 12.5pp,annual,12.5,subperiod_2018_2026,max_drawdown,-0.1841215655668006,2018-01-01,2026-12-31,,
annual_band_15pp,Annual + 15pp,annual,15.0,2020_covid_daily_mdd,daily_mdd,-0.17135919919419007,2020-02-01,2020-04-30,2020-02-20,2020-03-19
annual_band_15pp,Annual + 15pp,annual,15.0,2022_krw_return,calendar_year_return,-0.16973439423670877,2022-01-01,2022-12-31,,
annual_band_15pp,Annual + 15pp,annual,15.0,2025_spike_exclusion,cagr_excluding_2025_return_days,0.12749324380893334,2010-01-04,2026-05-18,,
annual_band_15pp,Annual + 15pp,annual,15.0,subperiod_2010_2017,cagr,0.09660895700639838,2010-01-01,2017-12-31,,
annual_band_15pp,Annual + 15pp,annual,15.0,subperiod_2010_2017,sharpe,0.9793830371729435,2010-01-01,2017-12-31,,
annual_band_15pp,Annual + 15pp,annual,15.0,subperiod_2010_2017,max_drawdown,-0.0707736571406059,2010-01-01,2017-12-31,,
annual_band_15pp,Annual + 15pp,annual,15.0,subperiod_2018_2026,cagr,0.17431988620473127,2018-01-01,2026-12-31,,
annual_band_15pp,Annual + 15pp,annual,15.0,subperiod_2018_2026,sharpe,1.196649222266714,2018-01-01,2026-12-31,,
annual_band_15pp,Annual + 15pp,annual,15.0,subperiod_2018_2026,max_drawdown,-0.17559345200685705,2018-01-01,2026-12-31,,
annual_band_20pp,Annual + 20pp,annual,20.0,2020_covid_daily_mdd,daily_mdd,-0.20907856076305742,2020-02-01,2020-04-30,2020-02-20,2020-03-16
annual_band_20pp,Annual + 20pp,annual,20.0,2022_krw_return,calendar_year_return,-0.1667521669330243,2022-01-01,2022-12-31,,
annual_band_20pp,Annual + 20pp,annual,20.0,2025_spike_exclusion,cagr_excluding_2025_return_days,0.1269001037872246,2010-01-04,2026-05-18,,
annual_band_20pp,Annual + 20pp,annual,20.0,subperiod_2010_2017,cagr,0.09660895700639838,2010-01-01,2017-12-31,,
annual_band_20pp,Annual + 20pp,annual,20.0,subperiod_2010_2017,sharpe,0.9793830371729435,2010-01-01,2017-12-31,,
annual_band_20pp,Annual + 20pp,annual,20.0,subperiod_2010_2017,max_drawdown,-0.0707736571406059,2010-01-01,2017-12-31,,
annual_band_20pp,Annual + 20pp,annual,20.0,subperiod_2018_2026,cagr,0.17129650395135587,2018-01-01,2026-12-31,,
annual_band_20pp,Annual + 20pp,annual,20.0,subperiod_2018_2026,sharpe,1.093703943636434,2018-01-01,2026-12-31,,
annual_band_20pp,Annual + 20pp,annual,20.0,subperiod_2018_2026,max_drawdown,-0.20907856076305742,2018-01-01,2026-12-31,,
