portfolio,label,schedule,band_pp,date,event_type,pre_nav_krw,pre_check_max_component_abs_drift_pp,commission_krw,capital_gains_tax_krw
quarterly_band_0pp,Quarterly + 0pp,quarterly,0.0,2013-01-02,band_trigger_rebalance,124796856.16366467,0.8795183081622637,6908.049672493702,0.0
quarterly_band_0pp,Quarterly + 0pp,quarterly,0.0,2013-04-01,band_trigger_rebalance,133388104.70124634,1.515572685421801,10153.136333214352,0.0
quarterly_band_0pp,Quarterly + 0pp,quarterly,0.0,2013-07-01,band_trigger_rebalance,136704219.45352715,1.4760880406770371,12684.808382209354,0.0
quarterly_band_0pp,Quarterly + 0pp,quarterly,0.0,2013-10-01,band_trigger_rebalance,135858036.65352803,1.5336060110594407,10638.41136048913,0.0
quarterly_band_0pp,Quarterly + 0pp,quarterly,0.0,2014-01-02,band_trigger_rebalance,139103253.81682593,1.7732138806751285,14894.451068053804,0.0
quarterly_band_0pp,Quarterly + 0pp,quarterly,0.0,2014-04-01,band_trigger_rebalance,143195694.85758993,0.4425541138026484,3413.2366230989805,0.0
quarterly_band_0pp,Quarterly + 0pp,quarterly,0.0,2014-07-01,band_trigger_rebalance,143047864.42740777,0.6738567783558858,5031.205868444396,0.0
quarterly_band_0pp,Quarterly + 0pp,quarterly,0.0,2014-10-01,band_trigger_rebalance,150270644.3045978,0.8351240814790661,8266.168189055286,0.0
quarterly_band_0pp,Quarterly + 0pp,quarterly,0.0,2015-01-02,band_trigger_rebalance,161130702.19870114,1.2382983170638266,11632.68916933014,0.0
quarterly_band_0pp,Quarterly + 0pp,quarterly,0.0,2015-04-01,band_trigger_rebalance,162808001.0728239,0.2959163882195526,3364.4045876210557,0.0
quarterly_band_0pp,Quarterly + 0pp,quarterly,0.0,2015-07-01,band_trigger_rebalance,165813899.7420979,0.9457869683713926,10295.90521458177,0.0
quarterly_band_0pp,Quarterly + 0pp,quarterly,0.0,2015-10-01,band_trigger_rebalance,169125992.17842394,2.0635687532401636,17172.3238964317,1670.7989824684244
quarterly_band_0pp,Quarterly + 0pp,quarterly,0.0,2016-01-04,band_trigger_rebalance,175125309.88012812,1.0888461188474696,15157.693023487573,0.0
quarterly_band_0pp,Quarterly + 0pp,quarterly,0.0,2016-04-01,band_trigger_rebalance,174066551.3180958,0.4374204813678645,4094.1438217539526,0.0
quarterly_band_0pp,Quarterly + 0pp,quarterly,0.0,2016-07-01,band_trigger_rebalance,175849125.92218727,0.6065910058774104,7324.1376642433925,0.0
quarterly_band_0pp,Quarterly + 0pp,quarterly,0.0,2016-10-03,band_trigger_rebalance,175278335.6883966,1.3246021276859588,11916.825461763647,0.0
quarterly_band_0pp,Quarterly + 0pp,quarterly,0.0,2017-01-02,band_trigger_rebalance,186961777.22107056,1.8673715712957395,21848.44331565181,0.0
quarterly_band_0pp,Quarterly + 0pp,quarterly,0.0,2017-04-03,band_trigger_rebalance,184585598.38659272,1.3569998765437574,14335.825185653475,292137.6272088044
quarterly_band_0pp,Quarterly + 0pp,quarterly,0.0,2017-07-03,band_trigger_rebalance,193770141.63149545,0.44982165531770035,5400.285744466931,127230.69129052853
quarterly_band_0pp,Quarterly + 0pp,quarterly,0.0,2017-10-02,band_trigger_rebalance,199554028.5322879,0.7864450392892575,11238.369808490817,352424.4349799328
quarterly_band_0pp,Quarterly + 0pp,quarterly,0.0,2018-01-02,band_trigger_rebalance,194722223.3342501,1.726000802128974,17985.756632488108,0.0
quarterly_band_0pp,Quarterly + 0pp,quarterly,0.0,2018-04-02,band_trigger_rebalance,188970606.48269695,0.35021605935289246,4848.581724054013,0.0
quarterly_band_0pp,Quarterly + 0pp,quarterly,0.0,2018-07-02,band_trigger_rebalance,206196574.67216468,1.7153933101747203,26432.225884285403,559650.6832970844
quarterly_band_0pp,Quarterly + 0pp,quarterly,0.0,2018-10-01,band_trigger_rebalance,212146286.1911457,1.2828398588160705,20470.104055307656,691694.2649742992
quarterly_band_0pp,Quarterly + 0pp,quarterly,0.0,2019-01-02,band_trigger_rebalance,199342645.7748765,3.5094489106036573,46582.25779322144,0.0
quarterly_band_0pp,Quarterly + 0pp,quarterly,0.0,2019-04-01,band_trigger_rebalance,218625910.07622683,1.8263307503805422,38338.10025619282,0.0
quarterly_band_0pp,Quarterly + 0pp,quarterly,0.0,2019-07-01,band_trigger_rebalance,229678918.88778728,1.0295958104614673,12252.45983253289,0.0
quarterly_band_0pp,Quarterly + 0pp,quarterly,0.0,2019-10-01,band_trigger_rebalance,235642135.40035743,1.3085396651699637,15795.929456876424,0.0
quarterly_band_0pp,Quarterly + 0pp,quarterly,0.0,2020-01-02,band_trigger_rebalance,246179928.9056437,2.610655279474261,32507.753027180228,285428.88180752454
quarterly_band_0pp,Quarterly + 0pp,quarterly,0.0,2020-04-01,band_trigger_rebalance,231842221.86438286,7.357609226170486,84119.20078955118,799814.7870787249
quarterly_band_0pp,Quarterly + 0pp,quarterly,0.0,2020-07-01,band_trigger_rebalance,280828752.1525231,5.773348868572937,83630.26529435614,888434.8107667017
quarterly_band_0pp,Quarterly + 0pp,quarterly,0.0,2020-10-01,band_trigger_rebalance,286890549.0636013,1.4632163407732268,30899.551831759847,901435.2754044019
quarterly_band_0pp,Quarterly + 0pp,quarterly,0.0,2021-01-04,band_trigger_rebalance,297725426.0681452,4.617270154668443,66008.0488511131,0.0
quarterly_band_0pp,Quarterly + 0pp,quarterly,0.0,2021-04-01,band_trigger_rebalance,313226335.5556486,2.430266150835841,52206.128887887564,325567.28249715676
quarterly_band_0pp,Quarterly + 0pp,quarterly,0.0,2021-07-01,band_trigger_rebalance,329131973.4248391,0.910631299737516,27101.2632343228,814487.2583861852
quarterly_band_0pp,Quarterly + 0pp,quarterly,0.0,2021-10-01,band_trigger_rebalance,333826416.94870204,3.106760835699246,54453.69751177244,1350432.3823281168
