year,factor_macro_gate_mcap_net_total_return,kospi_buy_and_hold_net_total_return,cash_net_total_return,d001_factor_macro_gate_mcap_net_total_return,d009_minus_d001_factor_macro_gate_mcap_return
2010,0.0,0.3293489579737485,0.0,0.0,0.0
2011,0.0,0.004079681302652238,0.0,0.0,0.0
2012,0.0,0.18731018909741426,0.0,0.0,0.0
2013,0.0,0.06125736750042954,0.0,0.0,0.0
2014,0.0,0.05769800682302639,0.0,0.0,0.0
2015,0.0,0.16501292442133764,0.0,0.0,0.0
2017,0.10914832056180179,0.31675953872996554,0.0,0.0,0.10914832056180179
2018,-0.0024154889474214958,-0.08401784948302582,0.0,0.0,-0.0024154889474214958
2019,0.09429314261214672,0.17019485930094325,0.0,0.0277493483052602,0.06654379430688652
2020,0.26951291465345917,0.5251287429311848,0.0,0.2461360848272729,0.023376829826186274
2021,-0.20967086124630385,0.13170240063376726,0.0,-0.035316520549102,-0.17435434069720185
2022,0.006991112393258225,-0.18442405395793493,0.0,0.0,0.006991112393258225
2023,0.007567655443008414,0.3279894204214897,0.0,-0.0177293971971159,0.025297052640124315
2024,0.10400988544907785,0.034981455283805474,0.0,0.0422472179791628,0.06176266746991505
2025,0.294603287997224,1.047004780803555,0.0,0.7666554035490463,-0.47205211555182225
2026,0.6678469567053653,0.7344109727369705,0.0,0.0,0.6678469567053653
