year,factor_macro_gate_mcap_net_total_return,kospi_buy_and_hold_net_total_return,cash_net_total_return,d001_factor_macro_gate_mcap_net_total_return,d009_minus_d001_factor_macro_gate_mcap_return
2010,0.0,0.3293489579737485,0.0,0.0,0.0
2011,0.0,0.004079681302652238,0.0,0.0,0.0
2012,0.0,0.18731018909741426,0.0,0.0,0.0
2013,0.0,0.06125736750042954,0.0,0.0,0.0
2014,0.0,0.05769800682302639,0.0,0.0,0.0
2015,0.0,0.16501292442133764,0.0,0.0,0.0
2017,0.0940147223548613,0.31675953872996554,0.0,0.0,0.0940147223548613
2018,-0.03586254487531926,-0.08401784948302582,0.0,0.0,-0.03586254487531926
2019,0.027749348305260213,0.17019485930094325,0.0,0.0277493483052602,1.3877787807814457e-17
2020,0.3847699225768004,0.5251287429311848,0.0,0.2461360848272729,0.13863383774952753
2021,-0.1363161613521925,0.13170240063376726,0.0,-0.035316520549102,-0.10099964080309048
2022,-0.09716827644733184,-0.18442405395793493,0.0,0.0,-0.09716827644733184
2023,0.08224211251730718,0.3279894204214897,0.0,-0.0177293971971159,0.09997150971442308
2024,0.04224721797916331,0.034981455283805474,0.0,0.0422472179791628,5.065392549852277e-16
2025,0.567009224531813,1.047004780803555,0.0,0.7666554035490463,-0.19964617901723325
2026,0.41537263983788386,0.7344109727369705,0.0,0.0,0.41537263983788386
