signal_date,vix,usdkrw,USDKRW_yoy,KOSPI_realized_vol_60d,VIX_z,USDKRW_z,KOSPI_vol_z,stress_score,z_window,usdkrw_yoy_lookback_days,kospi_vol_window,exposure_scalar
2010-03-31,17.13,1131.2,,0.010786350828688555,-1.0010766564889524,,,,60,252,60,1.0
2010-06-30,34.13,1220.85,,0.011114619630080144,1.1105710192147058,,1.0935162931652935,,60,252,60,1.0
2010-09-30,23.25,1140.1,,0.007812341445380072,-0.4670285096641352,,-1.2883013457894876,,60,252,60,1.0
2010-12-30,17.28,1130.6,,0.008130358956006082,-1.0425273660631003,,0.29356456598248165,,60,252,60,1.0
2011-03-31,17.71,1097.25,-0.03325991189427313,0.010396870633497111,-0.3205279193312227,,1.8024347717214777,,60,252,60,1.0
2011-06-30,17.27,1066.3,-0.11352205179365671,0.011497458594934762,-0.08910309068302409,-1.1732247375437164,1.3284224878493367,0.022031553207532067,60,252,60,1.0
2011-09-30,38.84,1180.9,0.030903535573985286,0.02334831850609818,0.9719229517037399,2.456878404355927,1.8109610153611104,1.746587457140259,60,252,60,0.6267062714298705
2011-12-29,23.52,1156.5,0.00399340220505251,0.017292198204286825,-1.4225049773389498,-0.2620356470238872,-2.318793881468654,-1.3344448352771636,60,252,60,1.0
2012-03-30,15.48,1131.4,0.01726308217946415,0.0084634178848765,-1.2553992954898128,0.7314363731408462,-1.748125692406288,-0.757362871585085,60,252,60,1.0
2012-06-29,19.71,1141.17,0.05181805613161905,0.011688083382158262,-0.10383874703247263,-0.7308494621859792,1.7818907486909654,0.3157341798241712,60,252,60,1.0
2012-09-28,14.84,1111.21,-0.051787695195835814,0.011002666770273152,-0.835748263496221,-2.54974350088433,-1.0202947243252014,-1.4685954962352508,60,252,60,1.0
2012-12-28,19.47,1070.4,-0.06840731070496076,0.006844732727014694,2.1008242118049107,-1.2100099887166462,-1.46905192309646,-0.19274590000273184,60,252,60,1.0
2013-03-29,12.7,1112.48,-0.019841409691629952,0.006471585254528068,-0.6197856542208119,0.8051790849776544,-0.988830643064646,-0.26781240410260115,60,252,60,1.0
2013-06-28,16.86,1141.45,-0.018740597464001696,0.009401836878242566,0.9735630770468064,0.3408498170963364,3.8268900801679337,1.7137676581036922,60,252,60,0.6431161709481539
2013-09-30,15.46,1073.33,-0.04273801560758084,0.008090388932821617,0.819511271745821,-1.5170367039067647,-3.0315182304813266,-1.24301455421409,60,252,60,1.0
2013-12-30,12.46,1054.52,-0.018411989202271273,0.006863694535242012,-0.9362328485259723,1.1615268456364969,-0.20805185640355595,0.005747380235656204,60,252,60,1.0
2014-03-31,14.41,1064.65,-0.04874017155110788,0.0071152855769009565,-0.15300802712741257,-2.3824242211879345,-0.9535119581838437,-1.162981402166397,60,252,60,1.0
2014-06-30,11.26,1011.6,-0.10497677504976777,0.005485266532679701,-1.051875327127874,-1.6350815398092944,-0.953701833140914,-1.2135529000260277,60,252,60,1.0
2014-09-30,15.98,1054.55,-0.02477481643146462,0.005128554193687882,1.7518301379273309,2.4497018181462957,-2.62500612540605,0.5255086102225256,60,252,60,1.0
2014-12-30,15.06,1096.06,0.04212978369384346,0.007008200396462093,-0.25217261796979534,0.742569542323109,1.4072357733641816,0.6325442325724985,60,252,60,1.0
2015-03-31,14.51,1107.71,0.03473046061296747,0.0062419946232197725,-0.8428122779192001,0.2629348225370926,-1.6240610202237302,-0.7346461585352793,60,252,60,1.0
2015-06-30,18.85,1117.34,0.09456216142083251,0.006555350141235391,4.6776822000035985,1.1923784756268159,1.0378783701707854,2.3026463486004,60,252,60,0.5
2015-09-30,26.83,1184.62,0.13916722761804,0.010960672397055329,1.0828925467131618,-0.2217942291860708,1.797890570593523,0.8863296293735381,60,252,60,1.0
2015-12-30,16.08,1177.53,0.06579233192136424,0.007544051341123075,-0.33664974389141405,0.07836313823062908,-1.7107035347565873,-0.6563300468057908,60,252,60,1.0
2017-03-31,11.54,1117.48,0.012577020659659377,0.00477936657738495,-0.259240285063137,-1.0689780085340161,-0.8638733920016453,-0.7306972285329328,60,252,60,1.0
2017-06-30,11.44,1143.75,0.029783824178198692,0.005886945328827843,-0.07709822079974778,-0.04497413668146577,0.6506688774125091,0.1761988399770985,60,252,60,1.0
2017-09-29,9.55,1142.57,-0.04304164293611179,0.00610795441961172,-0.9167347823530402,-0.5528505647043965,1.5816342229411984,0.03734962529458722,60,252,60,1.0
2017-12-28,10.47,1068.64,-0.09221111290445883,0.006459704943350791,0.17756227386874607,-1.8478202911367234,0.9358556627558375,-0.2448007848373799,60,252,60,1.0
2018-03-30,19.97,1060.99,-0.05996438285769978,0.009885350187147177,0.4404610256325652,0.8441267578278434,1.4745728126651718,0.9197201987085268,60,252,60,1.0
2018-06-29,16.85,1111.79,-0.018893399223438134,0.00747773893814706,0.4614785161007697,1.3067223349116832,-1.4881951299038332,0.09333524036953993,60,252,60,1.0
2018-09-28,12.41,1109.76,-0.014912654452492458,0.00590849246415139,-0.4723767852935677,-0.4515921577131907,-3.3941718701795076,-1.4393802710620889,60,252,60,1.0
2018-12-28,29.96,1114.9,0.02624287778790313,0.01148351677802144,2.285655740989835,0.7355700753590546,0.8390044067796922,1.2867434077095272,60,252,60,0.8566282961452364
2019-03-29,14.43,1136.3,0.06355297641332824,0.007914619754534514,-0.7162159815561909,1.330760333211327,-0.9078131427111459,-0.09775626368533663,60,252,60,1.0
2019-06-28,15.82,1154.58,0.03956277461643731,0.007445841299975076,0.2778782682968333,-2.434327533179287,-0.3244865613826076,-0.8269786087550205,60,252,60,1.0
2019-09-30,17.22,1195.85,0.0632518604795902,0.008683946282925216,0.43858057458740946,-0.24242587353321374,1.7101209808793687,0.6354252273111881,60,252,60,1.0
2019-12-30,13.43,1155.75,0.031035897801884094,0.007127696911416693,-0.12603439757441762,-0.7092751540093366,-1.4316192689008762,-0.7556429401615435,60,252,60,1.0
2020-03-31,57.08,1218.92,0.07531207269198537,0.027513963598067136,1.1644856602214448,0.590031276260463,2.512234632723358,1.4222505230684217,60,252,60,0.7888747384657891
2020-06-30,31.78,1200.5,0.0383690556506997,0.01616676712786727,-0.3958620382800735,-0.32573004147776,-2.7340339109954974,-1.1518753302511102,60,252,60,1.0
2020-09-29,26.19,1169.67,-0.025413066482248392,0.011618495846356857,0.11459897053853606,-1.0852370948742516,-1.5274879244796467,-0.832708682938454,60,252,60,1.0
2020-12-30,23.08,1086.62,-0.06618885565982624,0.010121989684185699,-0.5308814364480602,-0.8220276060696516,-1.7239016619681207,-1.0256035681619442,60,252,60,1.0
2021-03-31,19.61,1126.72,-0.11089366739001771,0.015328510747265862,-1.0443344430260062,-3.582669697564456,0.814953109768003,-1.2706836769408199,60,252,60,1.0
2021-06-30,16.02,1130.42,-0.05762994456254422,0.006792319367067942,-0.9482918918055988,1.918484105375533,-1.2359955324171388,-0.08860110628240152,60,252,60,1.0
2021-09-30,22.56,1183.7,0.014527533747589416,0.00781574752546164,2.476796154966205,2.3369899773928626,1.5642840105150728,2.126023380958047,60,252,60,0.5
2021-12-30,16.95,1188.59,0.07378130307519948,0.00926975481911893,-0.5834329501067091,0.7376295887848706,-0.3126490851053051,-0.05281748214238121,60,252,60,1.0
2022-03-31,19.33,1211.55,0.06899898530903958,0.012491251841473677,-1.0836594698581061,-1.3806982684046747,0.9544071681063442,-0.5033168567188122,60,252,60,1.0
2022-06-30,28.16,1298.95,0.14236590535323246,0.011938511448562871,0.1581457695099458,0.6485726639829202,0.9439724059490205,0.5835636131472955,60,252,60,1.0
2022-09-30,31.84,1431.67,0.22002079285543852,0.01113122618984768,2.2902371322987993,2.010193193367969,-1.6454804133900174,0.8849833040922505,60,252,60,1.0
2022-12-29,22.14,1265.58,0.0633249594609353,0.011511599446833328,-0.6702300713816493,-1.658569836602282,-1.1229827974045443,-1.1505942351294918,60,252,60,1.0
2023-03-31,19.02,1303.8,0.06392701516165356,0.009993542112455471,-0.847995530037726,0.13250537725577122,-2.2648798261343788,-0.9934566596387778,60,252,60,1.0
2023-06-30,13.54,1317.8,0.014699201515349758,0.00658111421025194,-1.4833448508451974,-1.149337772065507,-1.363949252333937,-1.332210625081547,60,252,60,1.0
2023-09-27,18.94,1349.05,-0.04283322217649821,0.008407361376687926,2.7352956596200704,-1.3273791243840383,1.2927971103041764,0.9002378818467361,60,252,60,1.0
2023-12-28,12.43,1288.45,-0.0015188970947218605,0.013150188324379825,-0.9816905583968139,1.3366531791956564,0.7274322718780555,0.36079829755896603,60,252,60,1.0
2024-03-29,13.01,1347.08,0.027795368710181734,0.010301477536853907,-0.964724415718437,-0.6272291961273241,-0.3734023137404488,-0.6551186418620699,60,252,60,1.0
2024-06-28,12.24,1376.55,0.08161517427790166,0.01035445903325188,-0.8984625313010086,2.003657726236559,-0.5965739176679283,0.169540425755874,60,252,60,1.0
2024-09-30,16.96,1314.94,-0.008251123781941039,0.016764978987016267,-0.04619183524330774,-1.3503897721728222,1.072653952823454,-0.10797588486422531,60,252,60,1.0
2024-12-30,15.95,1472.32,0.13611951355021912,0.01142692118526564,-0.4021878267487871,2.062932095032387,-0.7577384959582395,0.30100192410845344,60,252,60,1.0
2025-03-31,21.65,1474.44,0.11852526172052791,0.011080017804458149,0.9957729376023816,1.0556772767664189,-0.6210829684790999,0.4767890819632335,60,252,60,1.0
2025-06-30,16.32,1353.5,-0.016430372571960006,0.014943813209819148,-0.9494972461938248,-1.2690414446099483,-0.07170444680983797,-0.763414379204537,60,252,60,1.0
2025-09-30,16.12,1404.63,0.05670072070174381,0.01019509150895384,0.16795734317647343,1.933951536553648,-0.5843339279382354,0.505858317263962,60,252,60,1.0
2025-12-30,14.2,1439.42,0.0032059770563555023,0.017047972627630005,-1.3057629470477154,-2.9444643976594076,1.1067365711629988,-1.0478302578480414,60,252,60,1.0
2026-03-31,30.61,1523.5,0.04976296786285217,0.03393804885940891,2.255045592147219,2.0625960544256507,1.75872080476298,2.025454150445283,60,252,60,0.5
