candidate,period,weights,start_date,end_date,n_observations,total_return,cagr,annualized_volatility,sharpe,max_drawdown,mdd_peak_date,mdd_trough_date
QQQ_buy_hold,full_history,QQQ:1.00,1999-03-10,2026-05-18,6840,15.387488270119999,0.10832792654014867,0.26941331711585365,0.5169462325621449,-0.8296391886597259,2000-03-27,2002-10-09
SPY_buy_hold,full_history,SPY:1.00,1993-01-29,2026-05-18,8382,29.553818705203103,0.10815264312297623,0.18583870895257376,0.6462690023890333,-0.5518945430726727,2007-10-09,2009-03-09
IEF_buy_hold,full_history,IEF:1.00,2002-07-30,2026-05-18,5989,1.2970842219528786,0.0355603497237309,0.06810896004388964,0.5478535571819778,-0.2392474456188618,2020-08-04,2023-10-19
SPY50_QQQ50,full_history,SPY:0.50;QQQ:0.50,1999-03-10,2026-05-18,6840,12.189926197541634,0.09951495372344099,0.222610266532401,0.5381833897656414,-0.6886506395426468,2000-03-24,2002-10-09
SPY40_QQQ30_IEF30_P08_IEF30_PROXY,full_history,SPY:0.40;QQQ:0.30;IEF:0.30,2002-07-30,2026-05-18,5989,10.803002614876874,0.10928066383335144,0.13397034181952666,0.8423607683157472,-0.3704673376125933,2007-10-31,2009-03-09
