variant,cumulative_net_total_return,sharpe,max_drawdown,trade_count,cumulative_diff_vs_e014,sharpe_diff_vs_e014,mdd_diff_vs_e014
E014_rs_breadth_top4,3.621084739339225,0.6311872415922518,-0.35641869371448887,110,0.0,0.0,0.0
D013,2.5457702903350135,0.5333654677635088,-0.3392346174957135,110,-1.0753144490042117,-0.09782177382874302,0.01718407621877538
E011,2.9652796624027413,0.5660027769289406,-0.41474162966818906,110,-0.6558050769364838,-0.06518446466331118,-0.058322935953700195
