carrier,year,net_total_return
SPY,2013,0.3131357867658986
TLT,2013,-0.14032297297595986
UUP,2013,-0.020711368238832684
D013,2014,0.0
DBC,2014,-0.25669793013094944
GLD,2014,0.011161286450311225
H001,2014,0.02605601609044994
IEF,2014,0.12751850573282164
IWM,2014,0.08583782735042012
P01_QQQ_100,2014,0.23206649210663843
P02_SPY_100,2014,0.172958877353663
P03_QQQ50_SPY50,2014,0.20250704912179263
P04_QQQ50_H00150,2014,0.12628209803564028
P05_SPY50_H00150,2014,0.09819168645838117
P06_SPY35_QQQ35_H00130,2014,0.1478488390047792
P07_QQQ50_H00130_IEF20,2014,0.14748586359006866
P08_SPY40_QQQ30_H00120_IEF10,2014,0.15560346628143296
QQQ,2014,0.23206649210663843
SHY,2014,0.03839563949131852
SPY,2014,0.172958877353663
TLT,2014,0.3160147313756507
UUP,2014,0.1514664505086718
D013,2015,0.0
DBC,2015,-0.22385976387400264
GLD,2015,-0.04253454242125676
H001,2015,0.01860663686493269
IEF,2015,0.08800212816451691
IWM,2015,0.02383379289983245
P01_QQQ_100,2015,0.17297834064568662
P02_SPY_100,2015,0.08506989482896388
P03_QQQ50_SPY50,2015,0.1284033927499093
P04_QQQ50_H00150,2015,0.0941833683707396
P05_SPY50_H00150,2015,0.05172252611951511
P06_SPY35_QQQ35_H00130,2015,0.09487244557712105
P07_QQQ50_H00130_IEF20,2015,0.10975918712890986
P08_SPY40_QQQ30_H00120_IEF10,2015,0.09843135772517675
QQQ,2015,0.17297834064568662
SHY,2015,0.07644731163334906
SPY,2015,0.08506989482896388
TLT,2015,0.052659140423992
UUP,2015,0.14696315491720835
D013,2016,0.0
DBC,2016,0.22058131895857058
GLD,2016,0.11217548413243272
H001,2016,0.0
IEF,2016,0.039791389631299356
IWM,2016,0.2517586502563298
P01_QQQ_100,2016,0.102551738857245
P02_SPY_100,2016,0.15299607331453902
P03_QQQ50_SPY50,2016,0.1286353226197403
P04_QQQ50_H00150,2016,0.051801883799257986
P05_SPY50_H00150,2016,0.07630609276430689
P06_SPY35_QQQ35_H00130,2016,0.09000162239243581
P07_QQQ50_H00130_IEF20,2016,0.06064375833103197
P08_SPY40_QQQ30_H00120_IEF10,2016,0.09680494464526346
QQQ,2016,0.102551738857245
SHY,2016,0.0379486455357223
SPY,2016,0.15299607331453902
TLT,2016,0.04154171841870302
UUP,2016,0.06198996595245787
D013,2017,0.09401472235486086
DBC,2017,-0.07013316679258241
GLD,2017,0.0003459019358091897
H001,2017,0.09858859322284319
IEF,2017,-0.09060160389941652
IWM,2017,0.016072525614351685
P01_QQQ_100,2017,0.17640777447465084
P02_SPY_100,2017,0.0792354972478635
P03_QQQ50_SPY50,2017,0.12725867498051957
P04_QQQ50_H00150,2017,0.13738652301802823
P05_SPY50_H00150,2017,0.0891785425630558
P06_SPY35_QQQ35_H00130,2017,0.11884119643361446
P07_QQQ50_H00130_IEF20,2017,0.09647275719926096
P08_SPY40_QQQ30_H00120_IEF10,2017,0.09368952571281075
QQQ,2017,0.17640777447465084
SHY,2017,-0.11091029763807858
SPY,2017,0.0792354972478635
TLT,2017,-0.0318123531793113
UUP,2017,-0.19391783231085102
D013,2018,-0.03547555543763814
DBC,2018,-0.07869240621900153
GLD,2018,0.02232484545318658
H001,2018,-0.023473706435673924
IEF,2018,0.05285831973779409
IWM,2018,-0.07338520300747409
P01_QQQ_100,2018,0.04124424415239547
P02_SPY_100,2018,-0.005074106947077883
P03_QQQ50_SPY50,2018,0.01837727682287671
P04_QQQ50_H00150,2018,0.01553913641805127
P05_SPY50_H00150,2018,-0.010232991795973256
P06_SPY35_QQQ35_H00130,2018,0.010317490825168196
P07_QQQ50_H00130_IEF20,2018,0.03144246760977598
P08_SPY40_QQQ30_H00120_IEF10,2018,0.01579205980938614
QQQ,2018,0.04124424415239547
SHY,2018,0.05781527027985578
SPY,2018,-0.005074106947077883
TLT,2018,0.025755791514178172
UUP,2018,0.11604312323852772
D013,2019,0.02774934830526088
DBC,2019,0.1612146161268353
GLD,2019,0.2236824977394407
H001,2019,0.037577594461454256
IEF,2019,0.12165862592687748
IWM,2019,0.3019080115302051
P01_QQQ_100,2019,0.4428229746268515
P02_SPY_100,2019,0.36248252334434317
P03_QQQ50_SPY50,2019,0.40242474030577546
P04_QQQ50_H00150,2019,0.22982951954526865
P05_SPY50_H00150,2019,0.19402133284611311
P06_SPY35_QQQ35_H00130,2019,0.28611055576983313
P07_QQQ50_H00130_IEF20,2019,0.24985709284179602
P08_SPY40_QQQ30_H00120_IEF10,2019,0.292304792378538
QQQ,2019,0.4428229746268515
SHY,2019,0.07339113519371177
SPY,2019,0.36248252334434317
TLT,2019,0.1848793253372205
UUP,2019,0.08071451904218496
D013,2020,0.4403676178453948
DBC,2020,-0.13368562954575502
GLD,2020,0.1732326802563704
H001,2020,0.44036761784539524
IEF,2020,0.03404175040930579
IWM,2020,0.1282661752230163
P01_QQQ_100,2020,0.3949889380677234
P02_SPY_100,2020,0.11229486689261914
P03_QQQ50_SPY50,2020,0.24862475671756812
P04_QQQ50_H00150,2020,0.4248184124257943
P05_SPY50_H00150,2020,0.27366219499570477
P06_SPY35_QQQ35_H00130,2020,0.308960194386259
P07_QQQ50_H00130_IEF20,2020,0.34963061982927757
P08_SPY40_QQQ30_H00120_IEF10,2020,0.2597159658936121
QQQ,2020,0.3949889380677234
SHY,2020,-0.03149966031211793
SPY,2020,0.11229486689261914
TLT,2020,0.11060845323147483
UUP,2020,-0.12263640873234438
D013,2021,-0.09857688227984285
DBC,2021,0.5469864046217452
GLD,2021,0.04895128853544306
H001,2021,-0.09857688227984185
IEF,2021,0.05793700061341456
IWM,2021,0.2534310898541645
P01_QQQ_100,2021,0.39442427586760553
P02_SPY_100,2021,0.40874953422236815
P03_QQQ50_SPY50,2021,0.40201902469683826
P04_QQQ50_H00150,2021,0.1298940148756711
P05_SPY50_H00150,2021,0.1361078330417249
P06_SPY35_QQQ35_H00130,2021,0.23600211119519798
P07_QQQ50_H00130_IEF20,2021,0.1657276597199937
P08_SPY40_QQQ30_H00120_IEF10,2021,0.2554690731503244
QQQ,2021,0.39442427586760553
SHY,2021,0.08652402969330275
SPY,2021,0.40874953422236815
TLT,2021,0.044023691653288566
UUP,2021,0.157108851972388
D013,2022,-0.0989008798022174
DBC,2022,0.2652788292399815
GLD,2022,0.05204483052328701
H001,2022,-0.08415294640415116
IEF,2022,-0.10044939064301239
IWM,2022,-0.15695529106443606
P01_QQQ_100,2022,-0.28516054540261815
P02_SPY_100,2022,-0.13246972980032423
P03_QQQ50_SPY50,2022,-0.21114178616200852
P04_QQQ50_H00150,2022,-0.18534577043259126
P05_SPY50_H00150,2022,-0.10631656839222059
P06_SPY35_QQQ35_H00130,2022,-0.17203431194489172
P07_QQQ50_H00130_IEF20,2022,-0.18811445632584878
P08_SPY40_QQQ30_H00120_IEF10,2022,-0.1656285121213361
QQQ,2022,-0.28516054540261815
SHY,2022,0.019093399374081832
SPY,2022,-0.13246972980032423
TLT,2022,-0.2709270158734335
UUP,2022,0.16053612461218547
D013,2023,0.08224211251730695
DBC,2023,-0.039025542947029646
GLD,2023,0.1544497688360138
H001,2023,0.11342400552454546
IEF,2023,0.06176795830394344
IWM,2023,0.1968210505957786
P01_QQQ_100,2023,0.5863919002103941
P02_SPY_100,2023,0.2925862887478583
P03_QQQ50_SPY50,2023,0.43514036297471925
P04_QQQ50_H00150,2023,0.34005091486811745
P05_SPY50_H00150,2023,0.2022073855122799
P06_SPY35_QQQ35_H00130,2023,0.33509705668545076
P07_QQQ50_H00130_IEF20,2023,0.3269042355746534
P08_SPY40_QQQ30_H00120_IEF10,2023,0.3145302248799966
QQQ,2023,0.5863919002103941
SHY,2023,0.06708728087757931
SPY,2023,0.2925862887478583
TLT,2023,0.05278843779330944
UUP,2023,0.061630163234227986
D013,2024,0.04847424237179676
DBC,2024,0.16977174640127246
GLD,2024,0.44992660636984594
H001,2024,0.057938847666489934
IEF,2024,0.13750675817816216
IWM,2024,0.27509008714336614
P01_QQQ_100,2024,0.43757855447872585
P02_SPY_100,2024,0.4296592125801386
P03_QQQ50_SPY50,2024,0.43421039487390756
P04_QQQ50_H00150,2024,0.24345824442075092
P05_SPY50_H00150,2024,0.23801996235515155
P06_SPY35_QQQ35_H00130,2024,0.3169501725288326
P07_QQQ50_H00130_IEF20,2024,0.25999221982297693
P08_SPY40_QQQ30_H00120_IEF10,2024,0.3247217643801028
QQQ,2024,0.43757855447872585
SHY,2024,0.1895713943654831
SPY,2024,0.4296592125801386
TLT,2024,0.05257781192352873
UUP,2024,0.29933378801683386
D013,2025,0.554126229685785
DBC,2025,0.05667017421168685
GLD,2025,0.5998737084204813
H001,2025,0.5783317277484292
IEF,2025,0.0559699817218966
IWM,2025,0.10118375973811888
P01_QQQ_100,2025,0.18050413976814772
P02_SPY_100,2025,0.1506575048452541
P03_QQQ50_SPY50,2025,0.16628945505464499
P04_QQQ50_H00150,2025,0.3795849049654736
P05_SPY50_H00150,2025,0.3600926454496238
P06_SPY35_QQQ35_H00130,2025,0.28795707937791026
P07_QQQ50_H00130_IEF20,2025,0.2742244943435521
P08_SPY40_QQQ30_H00120_IEF10,2025,0.23457243070329836
QQQ,2025,0.18050413976814772
SHY,2025,0.025848017924434474
SPY,2025,0.1506575048452541
TLT,2025,0.01897582352503724
UUP,2025,-0.07127474737413797
D013,2026,0.5846884399441428
DBC,2026,0.43578090003220593
GLD,2026,0.08022828882644717
H001,2026,0.5846884399441417
IEF,2026,0.007453931888948162
IWM,2026,0.15407562598687163
P01_QQQ_100,2026,0.17884843317943355
P02_SPY_100,2026,0.11181854889380505
P03_QQQ50_SPY50,2026,0.14568522666742467
P04_QQQ50_H00150,2026,0.37525617431135627
P05_SPY50_H00150,2026,0.33782738982782345
P06_SPY35_QQQ35_H00130,2026,0.27019821209450634
P07_QQQ50_H00130_IEF20,2026,0.2604681702338394
P08_SPY40_QQQ30_H00120_IEF10,2026,0.21089924167782992
QQQ,2026,0.17884843317943355
SHY,2026,0.025206859044501595
SPY,2026,0.11181854889380505
TLT,2026,-0.00460567715729876
UUP,2026,0.04752632462070028
