hypothesis,description,value,threshold,passes
H1,V1 cumulative net total return > 0,0.6922915902629894,0.0,True
H2,V1 cumulative net >= V2 cumulative net - 30pp,-19.402886036186338,-0.3,False
H3,"V1 positive in at least 2 of 2010, 2025, 2026",2.0,2.0,True
H4,V1 max drawdown improves on V2 by at least 5pp,-0.30281277226470826,-0.05,True
H5,V1 positive in >= 8 of 16 years,8.0,8.0,True
H6,V1 net / V1 cost-0 >= 0.7,0.6863210647409003,0.7,False
H7,V1 v14 cumulative net improves on C014 v11 by >= 5pp,-0.421313564835194,0.05,False
H8,C017 V1 subperiod cumulative net is >= 0 in both 2010-2017 and 2018-2026,-0.08160168142041113,0.0,False
H9,"KR exports yoy correlations with Brent, USDKRW, US CPI, and US PPI are descriptive checks",0.7235905593886023,0.7,
