year,factor_macro_gate_mcap_net_total_return,kospi_buy_and_hold_net_total_return,cash_net_total_return,d001_factor_macro_gate_mcap_net_total_return,d009_minus_d001_factor_macro_gate_mcap_return
2010,0.0,0.3293489579737485,0.0,0.0,0.0
2011,0.0,0.004079681302652238,0.0,0.0,0.0
2012,0.0,0.18731018909741426,0.0,0.0,0.0
2013,0.0,0.06125736750042954,0.0,0.0,0.0
2014,0.0,0.05769800682302639,0.0,0.0,0.0
2015,0.0,0.16501292442133764,0.0,0.0,0.0
2017,0.2350094093796693,0.31675953872996554,0.0,0.0,0.2350094093796693
2018,0.02891507508957436,-0.08401784948302582,0.0,0.0,0.02891507508957436
2019,-0.024530849702172453,0.17019485930094325,0.0,0.0277493483052602,-0.05228019800743265
2020,0.5005346765716581,0.5251287429311848,0.0,0.2461360848272729,0.25439859174438517
2021,-0.226415578412676,0.13170240063376726,0.0,-0.035316520549102,-0.191099057863574
2022,0.017919080597861736,-0.18442405395793493,0.0,0.0,0.017919080597861736
2023,0.055207509618289796,0.3279894204214897,0.0,-0.0177293971971159,0.0729369068154057
2024,0.1283451696450144,0.034981455283805474,0.0,0.0422472179791628,0.0860979516658516
2025,0.40313411544605326,1.047004780803555,0.0,0.7666554035490463,-0.363521288102993
2026,0.4767704214043562,0.7344109727369705,0.0,0.0,0.4767704214043562
