year,flow_bucket,ticker,date,panel_foreign,panel_institution,panel_trading_value,year_month,krx_foreign,krx_institution,foreign_diff_pct,institution_diff_pct,foreign_sign_match,institution_sign_match,foreign_within_5pct,institution_within_5pct
2021,1억-10억,005090,2021-11-22,48504000.0,-74025000.0,1093998950.0,2021-11,47980550,-73219050,0.010909629005920107,-0.011007381275774542,True,True,True,True
2023,<1억,005110,2023-11-08,-10215336.0,3729429.0,192405432.0,2023-11,-10188020,3759173,-0.0026811882976279983,-0.007912378600293203,True,True,True,True
2019,10억-100억,005300,2019-07-11,814117500.0,-1501132500.0,3137225000.0,2019-07,815415000,-1501867500,-0.0015912142896561874,0.000489390708567833,True,True,True,True
2025,<1억,005360,2025-11-11,10541872.0,-144892.0,124292560.0,2025-11,10520263,-144892,0.0020540361015689438,0.0,True,True,True,True
2026,<1억,005360,2026-01-13,-7963704.0,121716.0,133265761.0,2026-01,-7906185,121716,-0.007275190246623372,0.0,True,True,True,True
2026,<1억,005360,2026-01-16,-17744988.0,26782.0,95512825.0,2026-01,-17733409,26782,-0.0006529483417429779,0.0,True,True,True,True
2018,100억-1000억,005380,2018-03-27,-12031866000.0,22932602000.0,104230720500.0,2018-03,-11889174500,22838477500,-0.012001800461419757,0.004121312377324627,True,True,True,True
2020,>1000억,005380,2020-07-17,84872130000.0,25742370000.0,489190771000.0,2020-07,82776347500,24853347500,0.025318615320638543,0.035770734706863934,True,True,True,True
2020,100억-1000억,005380,2020-08-20,-59368565000.0,-23545275000.0,575205955500.0,2020-08,-60832142000,-24201478000,0.02405927116621999,0.02711417046512614,True,True,True,True
2021,100억-1000억,005380,2021-04-12,-12094842000.0,-27925238000.0,149366093500.0,2021-04,-12141943000,-27940587000,0.003879197917499695,0.0005493442210072394,True,True,True,True
2021,>1000억,005380,2021-05-13,-18764149500.0,84725892000.0,364552243000.0,2021-05,-18398278500,84662633000,-0.019886154022508137,0.0007471891406920926,True,True,True,True
2022,100억-1000억,005380,2022-02-23,-36710451000.0,1751030500.0,99201730500.0,2022-02,-36704788000,1764260500,-0.00015428504858821143,-0.007498892595509564,True,True,True,True
2024,>1000억,005380,2024-02-13,150180366000.0,-27658422000.0,682532483254.0,2024-02,152802677000,-28108263500,-0.017161420542390105,0.016003887966967438,True,True,True,True
2024,>1000억,005380,2024-03-04,109804957500.0,5203257500.0,474689895500.0,2024-03,110157863000,5134289500,-0.0032036342244584027,0.01343282259405123,True,True,True,True
2025,>1000억,005380,2025-09-15,-140792105000.0,-82056255000.0,369367327860.0,2025-09,-141052172000,-82500809750,0.001843764589459849,0.005388489535401196,True,True,True,True
2026,>1000억,005380,2026-01-26,-160378685000.0,-20483075000.0,1838776025766.0,2026-01,-161475684750,-21135726000,0.0067935909465155556,0.03087904337896886,True,True,True,True
2026,>1000억,005380,2026-01-07,428645026500.0,84520972000.0,2655729376500.0,2026-01,402497865250,80289344500,0.0649622358462931,0.05270472098573429,True,True,False,False
2026,>1000억,005380,2026-02-25,442831532000.0,118516684000.0,2343545128000.0,2026-02,436125393500,116000111000,0.015376629290447405,0.02169457406812309,True,True,True,True
2026,>1000억,005380,2026-02-20,-112147970000.0,87327603000.0,637092330500.0,2026-02,-112149761000,87345026000,1.5969717492309234e-05,-0.00019947329341913527,True,True,True,True
2026,>1000억,005380,2026-03-24,-152363544000.0,19547652000.0,534253804750.0,2026-03,-152623971750,19427506500,0.0017063358200806356,0.006184298535687017,True,True,True,True
2018,<1억,005390,2018-12-03,19394620.0,718794.0,350478859.0,2018-12,19291904,720373,0.005324305988667578,-0.0021919200192122693,True,True,True,True
2020,1억-10억,005390,2020-09-18,-118779390.0,1681500.0,4547040600.0,2020-09,-123046650,1681500,0.0346800177006038,0.0,True,True,True,True
2023,100억-1000억,005420,2023-04-28,-20398168800.0,1270215000.0,162648763500.0,2023-04,-21735618400,1384093500,0.061532622416668854,-0.08227659475317238,True,True,False,False
2020,1억-10억,005430,2020-05-07,-103114000.0,-115648500.0,29362092300.0,2020-05,-107162550,-120523200,0.037779522790377794,0.040446154765223626,True,True,True,True
2021,1억-10억,005440,2021-05-18,-339009000.0,-101002000.0,13579703000.0,2021-05,-344457650,-97925900,0.01581805484651016,-0.031412527227219766,True,True,True,True
2022,1억-10억,005440,2022-06-13,-241665720.0,4123230.0,1658197600.0,2022-06,-244482770,5772140,0.01152248888541307,-0.28566701431358216,True,True,True,False
2018,<1억,005450,2018-12-12,-3934800.0,0.0,19284760.0,2018-12,-3973310,0,0.009692171011071374,0.0,True,True,True,True
2019,100억-1000억,005490,2019-03-15,5057386000.0,17085282000.0,89122016000.0,2019-03,5015853000,16974774500,0.008280346333913693,0.006510101209297361,True,True,True,True
2020,100억-1000억,005490,2020-03-05,3594659000.0,-13036475000.0,82557860920.0,2020-03,3587246000,-12912882000,0.0020664877736291296,-0.009571294773699628,True,True,True,True
2021,>1000억,005490,2021-07-27,66230743500.0,34256803500.0,274045812000.0,2021-07,66129651000,34057174500,0.001528701550231983,0.005861584319039737,True,True,True,True
2021,100억-1000억,005490,2021-09-06,15359141000.0,2649608000.0,95486619000.0,2021-09,15340197000,2697819000,0.0012349254706442165,-0.017870361206589472,True,True,True,True
2022,100억-1000억,005490,2022-12-07,14125030000.0,1761460000.0,95222258000.0,2022-12,14086867500,1700833500,0.0027090834779272253,0.03564517044143357,True,True,True,True
2023,100억-1000억,005490,2023-07-14,-73427349000.0,23576121000.0,975833588000.0,2023-07,-72389853000,23479078500,-0.014332063915090421,0.0041331477297969765,True,True,True,True
2023,>1000억,005490,2023-09-13,58096896000.0,-49719652000.0,715812038000.0,2023-09,58209925000,-50325773000,-0.0019417479063922518,0.012043948137666956,True,True,True,True
2023,100억-1000억,005490,2023-11-14,-31893674500.0,22663119000.0,420871301500.0,2023-11,-32073650000,22705977500,0.005611319572296885,-0.0018875426085487841,True,True,True,True
2024,100억-1000억,005490,2024-02-29,-12921699000.0,-4017696500.0,184865090000.0,2024-02,-12963082000,-4030724500,0.003192373542032674,0.0032321732730679065,True,True,True,True
2024,100억-1000억,005490,2024-11-22,-8604832000.0,10206705000.0,68585980500.0,2024-11,-8668571000,10316923000,0.007352884345066793,-0.010683224058180913,True,True,True,True
2026,>1000억,005490,2026-01-16,-48526959000.0,-71410072500.0,368542369500.0,2026-01,-49440921500,-71972941000,0.018485951965923612,0.007820557173007562,True,True,True,True
2018,1억-10억,005610,2018-10-01,228242000.0,298660000.0,1323911500.0,2018-10,224526000,299312000,0.01655042177743335,-0.0021783289677660767,True,True,True,True
2025,<1억,005610,2025-08-12,30635600.0,45953400.0,250407500.0,2025-08,30897850,46154600,-0.008487645580517738,-0.0043592621320518435,True,True,True,True
2021,<1억,005750,2021-02-09,-7102200.0,-4269300.0,321144550.0,2021-02,-6959180,-4257370,-0.020551271845246136,-0.002802199479960633,True,True,True,True
2022,<1억,005750,2022-08-26,7340790.0,-144990.0,193907870.0,2022-08,7369550,-145240,-0.0039025449315087083,0.0017212889011291655,True,True,True,True
2026,1억-10억,005810,2026-01-29,552436300.0,-22208700.0,2207823250.0,2026-01,541047775,-21892000,0.021049019192436378,-0.014466471770509776,True,True,True,True
2022,10억-100억,005850,2022-10-31,-2348777250.0,-49323000.0,6571181100.0,2022-10,-2380327350,-48744900,0.013254521484198381,-0.011859702245773405,True,True,True,True
2019,1억-10억,005870,2019-09-17,6438000.0,-134139800.0,360678040.0,2019-09,6281180,-134189840,0.02496664639446728,0.00037290453584265396,True,True,True,True
2026,10억-100억,005880,2026-03-26,-3372350580.0,1461180945.0,30930904533.0,2026-03,-3418431942,1465851127,0.013480263109476876,-0.003185986567106552,True,True,True,True
2018,>1000억,005930,2018-02-28,56227288000.0,-55987282000.0,718972454932.0,2018-02,57439171000,-56654196000,-0.021098546147192827,0.011771661184636704,True,True,True,True
2018,>1000억,005930,2018-02-14,130616850000.0,53843650000.0,922638233330.0,2018-02,130233563000,53705916000,0.0029430738986999843,0.002564596421742439,True,True,True,True
2018,>1000억,005930,2018-03-07,288212067000.0,11756316000.0,1036655011000.0,2018-03,286608077000,12139535000,0.005596457771844301,-0.031567848356629805,True,True,True,True
2018,>1000억,005930,2018-03-28,-100969710000.0,-91205360000.0,737578798000.0,2018-03,-100755382000,-91214948000,-0.0021272114277726623,0.00010511435033652598,True,True,True,True
2018,>1000억,005930,2018-04-20,-190973352000.0,67235050000.0,609151778944.0,2018-04,-191431629000,67409771000,0.0023939460913222446,-0.0025919239512028603,True,True,True,True
2018,>1000억,005930,2018-05-04,-51400722000.0,-584423064000.0,2078017927600.0,2018-05,-52721756700,-591577541700,0.025056727671595207,0.012093896734890199,True,True,True,True
2018,>1000억,005930,2018-06-14,-323856233800.0,47745088400.0,1015090960043.0,2018-06,-326197829400,47916807500,0.007178452426575221,-0.003583692423582268,True,True,True,True
2018,>1000억,005930,2018-06-28,-146268532800.0,35766478800.0,598306028303.0,2018-06,-146309938150,35816884200,0.0002829975224071954,-0.001407308344258488,True,True,True,True
2018,>1000억,005930,2018-06-08,-88657274250.0,-280164523500.0,845302641812.0,2018-06,-89117092300,-281250920200,0.005159706607707621,0.003862731184052496,True,True,True,True
2018,>1000억,005930,2018-08-10,-65010257600.0,-190897556800.0,757074407100.0,2018-08,-65683633950,-190433033100,0.010251813267709742,-0.002439302112864367,True,True,True,True
2018,>1000억,005930,2018-09-03,-82747390700.0,28044705650.0,409459975273.0,2018-09,-83010995400,28044300750,0.0031755395623168253,1.4437871124313913e-05,True,True,True,True
2018,>1000억,005930,2018-10-25,-271069122000.0,215099448000.0,793655503846.0,2018-10,-271115067200,215279266750,0.00016946752710761919,-0.0008352813195374747,True,True,True,True
2019,>1000억,005930,2019-01-17,130710998200.0,-35015832800.0,491376805142.0,2019-01,130298541850,-34656211650,0.0031654717247321215,-0.01037681653239788,True,True,True,True
2019,>1000억,005930,2019-02-20,145177730600.0,-29324694000.0,538847352577.0,2019-02,144975768150,-29198147050,0.001393077288550997,-0.004334074685742772,True,True,True,True
2019,>1000억,005930,2019-03-21,194753101900.0,40366156600.0,966296342038.0,2019-03,194447046850,40056309300,0.0015739763342155382,0.00773529327625798,True,True,True,True
2019,>1000억,005930,2019-05-30,68993548500.0,-33480765350.0,499609785843.0,2019-05,68877708050,-33427891700,0.0016818278842250182,-0.001581722546983123,True,True,True,True
2019,>1000억,005930,2019-05-14,-97849378650.0,67316670150.0,491109676200.0,2019-05,-96595190000,66531452650,-0.012983965868279776,0.0118021998426935,True,True,True,True
2019,>1000억,005930,2019-06-10,56534240000.0,50286880000.0,391890812549.0,2019-06,56497126300,49828040700,0.0006569130578947695,0.009208455591552088,True,True,True,True
2019,>1000억,005930,2019-06-19,111090856550.0,20762817250.0,471407748782.0,2019-06,110961201300,20675902850,0.0011684737411003499,0.004203656818787964,True,True,True,True
2019,>1000억,005930,2019-06-03,142694443200.0,-50125596000.0,673362393454.0,2019-06,141563090350,-49544822950,0.007991863184131174,-0.011722174294297281,True,True,True,True
2019,>1000억,005930,2019-07-16,119796808650.0,-19488241350.0,345958239250.0,2019-07,119448345150,-19403776650,0.0029172735676028746,-0.0043530031046816854,True,True,True,True
2019,>1000억,005930,2019-07-18,48665833800.0,-52694190100.0,236877510134.0,2019-07,48651272700,-52622710600,0.000299295356357656,-0.0013583393782835656,True,True,True,True
2019,>1000억,005930,2019-08-02,-96716577600.0,85233740500.0,544793370731.0,2019-08,-96320459700,84966830050,-0.00411250009846039,0.00314134880450327,True,True,True,True
2019,>1000억,005930,2019-08-29,-85704670800.0,30718346400.0,470572328400.0,2019-08,-86038989950,30793727000,0.0038856703245154726,-0.0024479206430582435,True,True,True,True
2019,>1000억,005930,2019-08-19,-79273694400.0,58262505600.0,263401487628.0,2019-08,-79436520250,58368897800,0.002049760607432952,-0.0018227549946985635,True,True,True,True
2019,>1000억,005930,2019-08-13,-113589402000.0,63250119000.0,314190574087.0,2019-08,-113944030800,63421272050,0.0031123069590408064,-0.002698669460068012,True,True,True,True
2019,>1000억,005930,2019-09-19,242695917300.0,-54730294400.0,803291510354.0,2019-09,240970209850,-54224085300,0.007161497062538247,-0.009335502797315052,True,True,True,True
2019,>1000억,005930,2019-09-18,116215421400.0,2571220800.0,494000382350.0,2019-09,115654137550,2619066200,0.004853123821509142,-0.018268114032398263,True,True,True,True
2019,>1000억,005930,2019-11-29,-141033051400.0,-14776077700.0,564595695520.0,2019-11,-141875121400,-14599352900,0.005935290075459276,-0.012104974871865725,True,True,True,True
2019,>1000억,005930,2019-11-28,-83014532100.0,27349158600.0,353450137280.0,2019-11,-83588798700,27409240100,0.006870138211473064,-0.0021920162609688695,True,True,True,True
2019,>1000억,005930,2019-12-03,-170756602400.0,85177453700.0,602054578125.0,2019-12,-170838985700,85325193400,0.00048222775183568654,-0.0017314897759141792,True,True,True,True
2019,>1000억,005930,2019-12-19,81167688000.0,-59390632000.0,799290537431.0,2019-12,82696909400,-60241696000,-0.01849188090697861,0.014127490700129027,True,True,True,True
2020,>1000억,005930,2020-01-08,241921708000.0,4169858400.0,1330939275000.0,2020-01,242001549100,4221083100,-0.00032991978893080564,-0.012135439835335153,True,True,True,True
2020,>1000억,005930,2020-01-06,43131048000.0,-66580797000.0,567461518576.0,2020-01,43009120100,-66328642600,0.002834931282400265,-0.00380159144098028,True,True,True,True
2020,>1000억,005930,2020-02-11,-99663417000.0,113165895300.0,665611292200.0,2020-02,-99782725700,113615848300,0.001195684916031513,-0.003960301372849935,True,True,True,True
2020,>1000억,005930,2020-02-17,-72617355000.0,28969452000.0,538520786200.0,2020-02,-72662442600,28989320500,0.0006205076293430301,-0.0006853730842018183,True,True,True,True
2020,>1000억,005930,2020-03-13,-592464592350.0,201645802350.0,2902883152100.0,2020-03,-572116530900,197036462050,-0.035566288248987214,0.023393336705519678,True,True,True,True
2020,>1000억,005930,2020-03-02,-386154285000.0,121864380000.0,1665341867719.0,2020-03,-383898254000,121011164400,-0.00587663782393759,0.007050718041020684,True,True,True,True
2020,>1000억,005930,2020-03-12,-462747563200.0,177340006000.0,2436965909150.0,2020-03,-460288353600,178280384350,-0.00534275868760543,-0.005274715743005408,True,True,True,True
2020,>1000억,005930,2020-04-06,-11683032600.0,291266177500.0,1123253804353.0,2020-04,-11256341050,286949607800,-0.03790677166804572,0.015042953824173165,True,True,True,True
2020,>1000억,005930,2020-04-14,23526713000.0,129426983000.0,694513122356.0,2020-04,23781017950,129311375400,-0.01069361078380583,0.0008940249815021301,True,True,True,True
2020,>1000억,005930,2020-05-27,151019805100.0,6197480200.0,969951903266.0,2020-05,150497239500,7338981750,0.0034722603666095817,-0.15553949974054643,True,True,True,False
2020,>1000억,005930,2020-06-25,84236243100.0,-198785200200.0,970494909540.0,2020-06,85027646900,-200057474700,-0.009307605571288602,0.0063595449353135314,True,True,True,True
2020,>1000억,005930,2020-07-21,314176498300.0,84753720100.0,1009862822645.0,2020-07,313325965600,84770107000,0.0027145298934012126,-0.00019330988929859436,True,True,True,True
2020,>1000억,005930,2020-07-03,86752243200.0,53153244000.0,633333112600.0,2020-07,86300170800,53038056500,0.005238372019537185,0.0021717896092214467,True,True,True,True
2020,>1000억,005930,2020-07-06,74178555000.0,239962470000.0,1084003637100.0,2020-07,74001300300,237963648000,0.0023952916946244525,0.008399694729843778,True,True,True,True
2020,>1000억,005930,2020-09-15,253664169000.0,-113887366000.0,1086697538650.0,2020-09,252955890400,-113556723500,0.0028000083290410697,-0.0029116946122525276,True,True,True,True
2020,>1000억,005930,2020-10-12,192650571600.0,45838526400.0,972249295640.0,2020-10,192224298300,45699473700,0.0022175828122141207,0.003042763706926454,True,True,True,True
2020,>1000억,005930,2020-12-01,-55640951400.0,99199129200.0,1513603485956.0,2020-12,-55013889000,98940972300,-0.011398256174908849,0.002609201163065587,True,True,True,True
2020,>1000억,005930,2020-12-15,-98075329200.0,-51273361800.0,1538015446864.0,2020-12,-97937577300,-51307303200,-0.0014065275433355038,0.0006615315536599866,True,True,True,True
2021,>1000억,005930,2021-01-12,-220838768400.0,-533227930800.0,4362546108950.0,2021-01,-219249717700,-526532755100,-0.007247675010347345,-0.0127155920218647,True,True,True,True
2021,>1000억,005930,2021-02-15,299298835600.0,-34419191800.0,1978336504100.0,2021-02,298930886600,-34603154100,0.0012308831790016842,0.005316344847303963,True,True,True,True
2021,>1000억,005930,2021-02-04,-288496560000.0,-603517530000.0,2000202343000.0,2021-02,-289415512500,-605385672200,0.0031752012601605106,0.003085871182268129,True,True,True,True
2021,>1000억,005930,2021-04-09,-168483928800.0,-263344430800.0,1527078831700.0,2021-04,-168905202000,-264288396400,0.002494139878533759,0.0035717254819288766,True,True,True,True
2021,>1000억,005930,2021-05-28,-24745693500.0,157519854000.0,988665902752.0,2021-05,-24655531400,157493235400,-0.0036568710905983555,0.00016901424326190456,True,True,True,True
2021,>1000억,005930,2021-05-06,-211507543400.0,-9359732100.0,1397109294200.0,2021-05,-210147432600,-9405386100,-0.006472174240590746,0.004854027204688599,True,True,True,True
2022,>1000억,005930,2022-02-03,-122012614500.0,13893721800.0,1314506070081.0,2022-02,-122961298800,14237037800,0.007715308062442164,-0.024114285908547632,True,True,True,True
2022,>1000억,005930,2022-02-09,104888660400.0,70019820900.0,722221184750.0,2022-02,104603947600,69757463900,0.002721816972804189,0.0037609882202153853,True,True,True,True
2022,>1000억,005930,2022-03-16,-90206124800.0,81113472000.0,713364992981.0,2022-03,-89551962800,80772718100,-0.007304831513977715,0.004218675661974535,True,True,True,True
2022,>1000억,005930,2022-04-14,-186029730000.0,-133681117500.0,1112667612000.0,2022-04,-186569266700,-134373736700,0.002891884121877186,0.005154423900157865,True,True,True,True
2022,>1000억,005930,2022-04-15,-202281915600.0,-240189703200.0,878858388800.0,2022-04,-202721477100,-241856405300,0.002168302571035282,0.006891287819864079,True,True,True,True
2022,>1000억,005930,2022-05-20,-98752456000.0,167866092000.0,824048609800.0,2022-05,-98838861300,168087797800,0.0008742037176828544,-0.001318988069935913,True,True,True,True
2022,>1000억,005930,2022-06-09,-417635014000.0,29269910000.0,1673763680952.0,2022-06,-415124435200,29499668900,-0.006047774081982057,-0.007788524704424734,True,True,True,True
2022,>1000억,005930,2022-08-10,-115742799300.0,-147165855600.0,1065592854894.0,2022-08,-114886360900,-147083281400,-0.007454656873895289,-0.0005614111897288688,True,True,True,True
2022,>1000억,005930,2022-08-31,183347296800.0,-129092295000.0,841319635900.0,2022-08,182147338200,-127930310600,0.006587845926589554,-0.009082948322021818,True,True,True,True
2022,>1000억,005930,2022-09-21,-167084691900.0,-13390784400.0,655017421100.0,2022-09,-166677609800,-13487204500,-0.00244233223939596,0.0071490055630134474,True,True,True,True
2022,>1000억,005930,2022-10-31,246456005400.0,15142188600.0,1126467842000.0,2022-10,246152506100,15310560400,0.0012329726185144048,-0.010997102366024433,True,True,True,True
2022,>1000억,005930,2022-10-04,242484657600.0,-15754908000.0,1056852669700.0,2022-10,242449500200,-15727255300,0.00014500916673780795,-0.0017582661101711752,True,True,True,True
2023,>1000억,005930,2023-01-31,-416858872000.0,91163890000.0,1835768640685.0,2023-01,-415709034300,94237196900,-0.0027659675521273606,-0.032612460908204285,True,True,True,True
2023,>1000억,005930,2023-02-08,188259354800.0,-43132699100.0,770472521000.0,2023-02,187855243800,-42946447500,0.0021511829631449446,-0.00433683368106291,True,True,True,True
2023,>1000억,005930,2023-02-06,-139253760800.0,-108933378400.0,967890468300.0,2023-02,-140263151200,-110454249100,0.007196404696203631,0.013769236696571775,True,True,True,True
2023,>1000억,005930,2023-03-31,319732608000.0,26463808000.0,900711556583.0,2023-03,319414024600,26255576100,0.0009973995362256237,0.00793095909253349,True,True,True,True
2023,>1000억,005930,2023-03-06,78687774000.0,139384584000.0,835007952600.0,2023-03,78415913700,138752525000,0.003466902152541009,0.004555297281977391,True,True,True,True
2023,>1000억,005930,2023-03-08,94014393300.0,-198870364800.0,851969121700.0,2023-03,93911364500,-198447131200,0.0010970855396313618,-0.0021327272278552343,True,True,True,True
2023,>1000억,005930,2023-04-11,75235130400.0,81720547100.0,1074396316840.0,2023-04,75406036800,81435524800,-0.0022664816671547974,0.00349997498880243,True,True,True,True
2023,>1000억,005930,2023-04-24,88123081200.0,22250347600.0,846720734506.0,2023-04,88263524300,22155572600,-0.0015911793814469292,0.004277704833500895,True,True,True,True
2023,>1000억,005930,2023-05-31,141614688600.0,-50839513200.0,1840726217336.0,2023-05,143596954000,-51860467400,-0.01380436941580251,0.019686559940260005,True,True,True,True
2023,>1000억,005930,2023-05-18,362500475600.0,-64449407200.0,952251371400.0,2023-05,361320697600,-64219037100,0.0032651824482694677,-0.0035872555927812253,True,True,True,True
2023,>1000억,005930,2023-06-01,88658606600.0,-104557931600.0,1041791411900.0,2023-06,89094553700,-105035463900,-0.0048930836049521625,0.0045463911165722,True,True,True,True
2023,>1000억,005930,2023-06-13,131604408000.0,70180776000.0,950995107900.0,2023-06,131625948200,69978826800,-0.00016364706423440602,0.0028858614703154753,True,True,True,True
2023,>1000억,005930,2023-07-04,164008881000.0,-88750042000.0,747624440200.0,2023-07,164570850200,-89000427000,-0.0034147554036273674,0.0028133011092182736,True,True,True,True
2023,>1000억,005930,2023-07-18,-56119536000.0,-46967760000.0,847564074902.0,2023-07,-56555294200,-46930727800,0.00770499395616264,-0.0007890821586619417,True,True,True,True
2023,>1000억,005930,2023-07-19,33402448800.0,-86091552300.0,782147498048.0,2023-07,33581119900,-86228195400,-0.005320581938066932,0.0015846684412926958,True,True,True,True
2023,>1000억,005930,2023-07-17,112526348400.0,7078947500.0,736819227400.0,2023-07,112479324200,7086270500,0.00041806972378662284,-0.001033406782876832,True,True,True,True
2023,>1000억,005930,2023-07-06,75533775600.0,-102058640000.0,1061491980700.0,2023-07,75913844000,-102480023600,-0.005006575612216397,0.004111860879782233,True,True,True,True
2023,>1000억,005930,2023-08-31,-123166713300.0,74965062600.0,1066351061800.0,2023-08,-122795538700,74718225400,-0.003022704276796336,0.003303574177231463,True,True,True,True
2023,>1000억,005930,2023-09-06,61791870000.0,-59204740000.0,799882288000.0,2023-09,61791174100,-59255465000,1.1262126187694498e-05,0.0008560391855839795,True,True,True,True
2023,>1000억,005930,2023-11-22,162592684800.0,-116633680800.0,803720395300.0,2023-11,161829002700,-115854800400,0.00471906819703833,-0.006722901401675541,True,True,True,True
2023,>1000억,005930,2023-12-04,110684362800.0,28784593200.0,743359507480.0,2023-12,110906129300,28767012400,-0.0019995874114416504,0.000611144450996239,True,True,True,True
2024,>1000억,005930,2024-01-31,-97852309800.0,-92849241200.0,1148592184077.0,2024-01,-98442017000,-93194906600,0.005990401436004709,0.0037090589240421,True,True,True,True
2024,>1000억,005930,2024-01-04,48583013800.0,-190834652400.0,1173912901977.0,2024-01,48848576400,-190981455800,-0.005436445021967928,0.0007686788195485103,True,True,True,True
2024,>1000억,005930,2024-04-12,64700602200.0,-168105674700.0,1429686717552.0,2024-04,64758282300,-168569670700,-0.0008906984242230279,0.0027525473477714993,True,True,True,True
2024,>1000억,005930,2024-04-11,564721492100.0,-490426711100.0,2138954129378.0,2024-04,562618484400,-488364920900,0.003737893009759066,-0.004221822886460312,True,True,True,True
2024,>1000억,005930,2024-04-08,197857595000.0,-126600942000.0,1614571568700.0,2024-04,199937656800,-127683215200,-0.010403551953600768,0.008476237055158367,True,True,True,True
2024,>1000억,005930,2024-05-28,-65300865600.0,193116368800.0,1436714901191.0,2024-05,-65187086400,193409472000,-0.001745425455922816,-0.0015154542172577774,True,True,True,True
2024,>1000억,005930,2024-10-30,-183958087800.0,51936311700.0,1173730435406.0,2024-10,-184204710300,51957796500,0.0013388501281989204,-0.0004135048336778485,True,True,True,True
2024,>1000억,005930,2024-11-19,-127348348000.0,131599166900.0,1786885263500.0,2024-11,-127724587700,132204202600,0.0029457108202510956,-0.004576523953861055,True,True,True,True
2024,>1000억,005930,2024-12-16,-168948272800.0,10033854000.0,853550523900.0,2024-12,-169873143600,10045177700,0.005444479217843827,-0.0011272772207902306,True,True,True,True
2024,>1000억,005930,2024-12-30,-142409590400.0,-3233602400.0,675489909100.0,2024-12,-143037494300,-3277287800,0.004389785371121395,0.013329741745598296,True,True,True,True
2024,>1000억,005930,2024-12-06,-70945603900.0,170136114500.0,1232013102000.0,2024-12,-70955896200,169663401500,0.00014505207531999292,0.0027861813203126193,True,True,True,True
2025,>1000억,005930,2025-01-14,-200991105700.0,-186278400.0,944534229000.0,2025-01,-200614063100,-212138700,-0.0018794425185040778,0.12190279284260722,True,True,True,False
2025,>1000억,005930,2025-02-12,384730230600.0,-360458625600.0,1460112004958.0,2025-02,381646656084,-356133811484,0.008079658151966904,-0.012143789712014751,True,True,True,True
2025,>1000억,005930,2025-02-10,45442992000.0,158700025200.0,1505750553500.0,2025-02,41573797900,157326703800,0.09306809325688284,0.008729105529000475,True,True,False,True
2025,>1000억,005930,2025-04-25,-87052304600.0,42919356500.0,681776346900.0,2025-04,-87539266200,43227306600,0.005562779094897188,-0.0071239714944442084,True,True,True,True
2025,>1000억,005930,2025-04-16,-266287258000.0,-26700109300.0,795695286400.0,2025-04,-267635741800,-26900377050,0.005038504165888654,0.007444793417867725,True,True,True,True
2025,>1000억,005930,2025-05-07,-129564162000.0,8506461600.0,934599688925.0,2025-05,-128718876100,8326490500,-0.006566914858262968,0.021614280350166735,True,True,True,True
2025,>1000억,005930,2025-08-20,5714166000.0,134413749000.0,1224601970500.0,2025-08,5757552400,133535930450,-0.007535563202169033,0.006573650605060805,True,True,True,True
2025,>1000억,005930,2025-09-23,160234020100.0,-110133885400.0,2000621182255.0,2025-09,163068934650,-110857650500,-0.017384761580031577,0.0065287789948245386,True,True,True,True
2025,>1000억,005930,2025-11-14,-581266886400.0,-320462179200.0,2147749334700.0,2025-11,-585912464600,-324774960700,0.007928792235494626,0.013279291884769983,True,True,True,True
2025,>1000억,005930,2025-12-30,-149102004700.0,-32979214400.0,2375903831735.0,2025-12,-148468849150,-33616846650,-0.004264568316012975,0.01896764014301145,True,True,True,True
2026,>1000억,005930,2026-01-08,-525410327600.0,-712082031200.0,5840279078975.0,2026-01,-525045594850,-717839555400,-0.0006946687174933832,0.008020628226305736,True,True,True,True
2026,>1000억,005930,2026-01-21,994189053000.0,63756966000.0,4679612359030.0,2026-01,973521410850,63422202000,0.021229776684577168,0.005278340856093265,True,True,True,True
2026,>1000억,005930,2026-01-14,22679074100.0,265881547900.0,2569043127288.0,2026-01,22727796150,264047932650,-0.0021437208288230796,0.006944251490999129,True,True,True,True
2026,>1000억,005930,2026-01-22,204414470900.0,20728182300.0,4953546934392.0,2026-01,208374401000,20237900550,-0.01900391833639872,0.02422591952108392,True,True,True,True
2026,>1000억,005930,2026-01-15,38554263600.0,575827074200.0,3498249940400.0,2026-01,37795272850,568346762050,0.02008163171654415,0.013161528576355157,True,True,True,True
2026,>1000억,005930,2026-02-06,-907730447000.0,198697886400.0,5664674804196.0,2026-02,-889137101400,197645874850,-0.020911674443371733,0.005322709369969934,True,True,True,True
2026,>1000억,005930,2026-03-19,-430200018000.0,-224846514500.0,4004086336015.0,2026-03,-428151636150,-224799972850,-0.004784243891765401,-0.00020703583461309123,True,True,True,True
2026,>1000억,005930,2026-04-23,743700925500.0,152050707000.0,7739982934106.0,2026-04,748672544250,155735536000,-0.006640578432030567,-0.023660810465249243,True,True,True,True
2026,>1000억,005930,2026-05-06,3158884862000.0,-591149622000.0,13873584000000.0,2026-05,3084937366750,-587966300500,0.023970501329141775,-0.005414122369416306,True,True,True,True
2018,10억-100억,005940,2018-02-08,-901299350.0,-3633702100.0,19760814700.0,2018-02,-896860250,-3637632300,-0.004949600564859464,0.0010804280575582089,True,True,True,True
