year,flow_bucket,ticker,date,panel_foreign,panel_institution,panel_trading_value,year_month,krx_foreign,krx_institution,foreign_diff_pct,institution_diff_pct,foreign_sign_match,institution_sign_match,foreign_within_5pct,institution_within_5pct
2018,100억-1000억,000030,2018-03-06,-10542137350.0,-3678876800.0,29768990200.0,2018-03,-10639430500,-3682505600,0.009144582503734575,0.0009854160167468585,True,True,True,True
2021,<1억,000040,2021-02-10,-86276630.0,1484820.0,11754688125.0,2021-02,-90928500,1425780,0.051159647415276836,0.041408913016033326,True,True,False,True
2022,<1억,000040,2022-02-09,17927431.0,-430559.0,82399542.0,2022-02,17878298,-428494,0.002748192249620182,-0.004819204002856516,True,True,True,True
2023,<1억,000040,2023-11-03,25212803.0,539.0,193377777.0,2023-11,24696050,539,0.020924520318026565,0.0,True,True,True,True
2020,1억-10억,000070,2020-09-15,-532910000.0,-171656600.0,1018196900.0,2020-09,-534221300,-172950900,0.00245460074317516,0.0074836268559458205,True,True,True,True
2026,1억-10억,000070,2026-03-27,322114500.0,-180057000.0,857846700.0,2026-03,317755700,-177500100,0.01371745652398997,-0.01440506230700715,True,True,True,True
2021,10억-100억,000080,2021-07-07,-2682984450.0,-6514319750.0,30039676950.0,2021-07,-2694465550,-6520993100,0.004260993427806119,0.0010233640639797641,True,True,True,True
2025,10억-100억,000100,2025-09-16,-4820197200.0,785590500.0,29922828050.0,2025-09,-4817379050,779137600,-0.0005849965241991908,0.00828210575384887,True,True,True,True
2026,100억-1000억,000100,2026-01-19,-4923820500.0,-11686806300.0,54308535350.0,2026-01,-4915040700,-11704834500,-0.0017863127766164786,0.0015402353617216887,True,True,True,True
2019,10억-100억,000120,2019-04-24,2249218000.0,-4613307000.0,8881832500.0,2019-04,2246321500,-4617738000,0.0012894414267948732,0.0009595607199888777,True,True,True,True
2020,10억-100억,000120,2020-04-06,3741438000.0,-147674500.0,9667544000.0,2020-04,3702948000,-145926500,0.010394420877635873,-0.011978633078981542,True,True,True,True
2019,1억-10억,000140,2019-11-28,221756850.0,282726300.0,966542300.0,2019-11,217954400,279997000,0.017446080464537536,0.009747604438618985,True,True,True,True
2019,10억-100억,000150,2019-01-30,3000129000.0,-2684910500.0,7593370500.0,2019-01,3000124500,-2676080500,1.4999377525832677e-06,-0.0032996017870164968,True,True,True,True
2021,100억-1000억,000150,2021-04-28,6155195200.0,4620431200.0,66173059300.0,2021-04,6085060500,4563047200,0.011525719423824956,0.012575806798579685,True,True,True,True
2022,100억-1000억,000150,2022-12-02,-1239203100.0,-10907727000.0,33486806100.0,2022-12,-1259496800,-10908658500,0.016112545899282953,8.539088468119155e-05,True,True,True,True
2025,10억-100억,000150,2025-07-16,-6305330000.0,-165790000.0,57813526500.0,2025-07,-6310646500,-145883500,0.000842465189580814,-0.13645477384351212,True,True,True,False
2019,10억-100억,000210,2019-12-11,1186360000.0,1140154400.0,10344030700.0,2019-12,1176377800,1137688800,0.008485539254481,0.0021672007318697343,True,True,True,True
2020,10억-100억,000210,2020-08-14,2331640800.0,677369600.0,14900182500.0,2020-08,2340422800,681937000,-0.0037523134708822696,-0.006697686149893612,True,True,True,True
2026,1억-10억,000230,2026-01-12,271646370.0,724140.0,1292721680.0,2026-01,274006440,722160,-0.008613191719143536,0.0027417746759720836,True,True,True,True
2018,10억-100억,000270,2018-01-25,3084628800.0,-4417644600.0,31227488500.0,2018-01,3067197000,-4358060150,0.005683299768485689,-0.013672241306719917,True,True,True,True
2018,10억-100억,000270,2018-12-10,-556202000.0,3328687000.0,15007221250.0,2018-12,-550446050,3314011300,-0.010456883104166157,0.00442837958941178,True,True,True,True
2020,100억-1000억,000270,2020-07-24,8158405500.0,15022432800.0,101082907550.0,2020-07,8276772800,15219477450,-0.01430114162370145,-0.012946873547225499,True,True,True,True
2021,>1000억,000270,2021-01-20,-157409841600.0,-172158615600.0,2443858816100.0,2021-01,-169261679900,-187104414400,0.07002080037845589,0.07987945579973446,True,True,False,False
2021,>1000억,000270,2021-06-04,81903852000.0,41784343000.0,411953747800.0,2021-06,81693119500,41576882700,0.0025795624073334596,0.004989799295366605,True,True,True,True
2021,>1000억,000270,2021-09-09,57014216000.0,-59005632000.0,210678121000.0,2021-09,57368703900,-59152956500,-0.006179116415422451,0.0024905686666734906,True,True,True,True
2022,100억-1000억,000270,2022-06-08,-9309494400.0,-22420725600.0,122744077000.0,2022-06,-9320200900,-22548716400,0.0011487413323890904,0.005676190064637116,True,True,True,True
2023,100억-1000억,000270,2023-05-16,-25673096700.0,-15032885400.0,164090822064.0,2023-05,-25760539400,-15114073300,0.0033944436737997808,0.00537167568189576,True,True,True,True
2023,100억-1000억,000270,2023-10-04,19015869600.0,1601472600.0,141860688748.0,2023-10,18985423200,1695436900,0.0016036724427612443,-0.05542187975264665,True,True,True,False
2024,>1000억,000270,2024-02-02,284759418000.0,-59087850500.0,967704336100.0,2024-02,271024009500,-56741450400,0.0506796741932194,-0.04135248717575961,True,True,False,True
2024,100억-1000억,000270,2024-09-13,-18350295000.0,22595214000.0,105736844300.0,2024-09,-18358484000,22640503200,0.00044606079674116883,-0.0020003619000835637,True,True,True,True
2025,100억-1000억,000270,2025-01-17,-9447315500.0,-5359606000.0,93229606900.0,2025-01,-9442345100,-5333901000,-0.0005263946559208051,-0.004819174559107865,True,True,True,True
2025,100억-1000억,000270,2025-08-07,-13392299000.0,-806561400.0,66221958950.0,2025-08,-13337050850,-810820850,-0.004142456276231413,0.005253256622594251,True,True,True,True
2019,<1억,000300,2019-12-13,38312280.0,-3882192.0,148746199.0,2019-12,38120616,-3896490,0.0050278306100824816,0.0036694563568750336,True,True,True,True
2021,<1억,000300,2021-04-13,96148674.0,-358091.0,385696381.0,2021-04,95865580,-356819,0.0029530306915161834,-0.003564832590192787,True,True,True,True
2023,<1억,000300,2023-11-29,16573960.0,5460.0,585359512.0,2023-11,17167255,5460,-0.03455968936210244,0.0,True,True,True,True
2022,10억-100억,000370,2022-03-02,-1875482760.0,-651895260.0,8256820245.0,2022-03,-1863073890,-648657680,-0.006660428266750064,-0.004991199672529893,True,True,True,True
2020,<1억,000390,2020-05-18,-19319625.0,-6240000.0,81784710.0,2020-05,-19287170,-6200990,-0.0016827248372882078,-0.006290930964249257,True,True,True,True
2020,<1억,000430,2020-08-31,5715840.0,8530080.0,124979445.0,2020-08,5806825,8550060,-0.01566863130884778,-0.0023368257064862704,True,True,True,True
2024,1억-10억,000490,2024-06-13,-127124670.0,44881230.0,1286292900.0,2024-06,-126582760,44890340,-0.004281072714799393,-0.0002029389842001642,True,True,True,True
2023,<1억,000500,2023-04-25,-74842120.0,-165800.0,548172330.0,2023-04,-73707400,-239570,-0.015394926425297866,0.3079267020077639,True,True,True,False
2024,1억-10억,000520,2024-04-05,481140000.0,-24310000.0,5874843770.0,2024-04,461470610,-24365220,0.04262327778577275,0.002266345224873816,True,True,True,True
2025,<1억,000540,2025-06-27,-34765060.0,397100.0,269539295.0,2025-06,-34508420,395150,-0.007437025514352729,0.004934834872833102,True,True,True,True
2018,100억-1000억,000660,2018-01-26,-2955976000.0,9697824000.0,323615824500.0,2018-01,-2891244800,9624664700,-0.022388695692595797,0.007601231033014584,True,True,True,True
2018,>1000억,000660,2018-03-23,10156980600.0,-162758413500.0,618805886356.0,2018-03,10138065100,-166138951100,0.001865789952364776,0.020347652236983454,True,True,True,True
2018,>1000억,000660,2018-03-06,150625140000.0,147408408800.0,619123491100.0,2018-03,149496736900,145332549600,0.007548011571348217,0.014283511888516405,True,True,True,True
2018,>1000억,000660,2018-05-23,306365293800.0,77260186500.0,970733836900.0,2018-05,300428112900,75467200800,0.01976240120369907,0.02375847627834634,True,True,True,True
2018,>1000억,000660,2018-06-14,28358870400.0,-103019330500.0,404542255508.0,2018-06,28426851000,-103561230500,-0.002391422110032518,0.005232653159716947,True,True,True,True
2018,>1000억,000660,2018-07-23,-36324882100.0,-122965444500.0,588793840200.0,2018-07,-37212179900,-125370766200,0.02384428438173814,0.0191856664269154,True,True,True,True
2018,>1000억,000660,2018-07-13,107159755200.0,36673867200.0,403597606800.0,2018-07,107464304900,36590252000,-0.002833961474774309,0.0022851769372891993,True,True,True,True
2018,>1000억,000660,2018-09-27,-118031550000.0,-37085775000.0,439298015100.0,2018-09,-118397814500,-37069824100,0.003093507270778212,-0.00043029338248195246,True,True,True,True
2018,>1000억,000660,2018-09-12,-68377648800.0,-42328162400.0,325308949615.0,2018-09,-68412854700,-42344561700,0.0005146094276343654,0.0003872823177669117,True,True,True,True
2018,>1000억,000660,2018-10-30,-24811910200.0,76693764400.0,422638767500.0,2018-10,-25484994400,78380231300,0.026411000506243,-0.021516482817523913,True,True,True,True
2019,100억-1000억,000660,2019-03-28,9745100100.0,-9435150000.0,201485730800.0,2019-03,9919093200,-9472193500,-0.017541230482641296,0.003910762591579237,True,True,True,True
2019,>1000억,000660,2019-03-06,-95141011800.0,30973854900.0,337546057000.0,2019-03,-95218202700,31031514600,0.0008106737767693656,-0.0018581013767210706,True,True,True,True
2019,>1000억,000660,2019-04-25,72575626600.0,-32191798800.0,448430949700.0,2019-04,73027054100,-32350222800,-0.006181647412229381,0.00489715328946668,True,True,True,True
2019,100억-1000억,000660,2019-05-07,20123614000.0,-16587000300.0,214873218154.0,2019-05,20002012100,-16424295300,0.006079483373575201,-0.00990636109666148,True,True,True,True
2019,>1000억,000660,2019-05-09,-66529488000.0,-60825840000.0,456492298302.0,2019-05,-67479956500,-61275733400,0.014085197283729724,0.007342113672685964,True,True,True,True
2019,>1000억,000660,2019-06-13,-109805089000.0,-28726955500.0,379232731504.0,2019-06,-110452851800,-28795855200,0.00586460910192633,0.002392695043139403,True,True,True,True
2019,100억-1000억,000660,2019-10-07,-9314880300.0,2118073100.0,98747080400.0,2019-10,-9313775200,2172343800,-0.00011865220882720038,-0.02498255570780279,True,True,True,True
2019,>1000억,000660,2019-11-25,-64575026400.0,45782229000.0,213925218900.0,2019-11,-64948231800,46142645100,0.005746198005039453,-0.007810911126115741,True,True,True,True
2019,>1000억,000660,2019-12-12,104299789800.0,20764681800.0,435755313568.0,2019-12,103671243600,20399701200,0.006062878944764582,0.017891467939736293,True,True,True,True
2020,>1000억,000660,2020-02-28,-115181874600.0,94268179200.0,730619364864.0,2020-02,-116948225700,95903480000,0.015103701569026882,-0.017051527222995452,True,True,True,True
2020,>1000억,000660,2020-04-01,-39891723200.0,-146692907200.0,552936384600.0,2020-04,-40943772100,-150112206500,0.025694967660295276,0.022778289519047208,True,True,True,True
2020,>1000억,000660,2020-05-20,109438909500.0,13860773300.0,327323761395.0,2020-05,108877837100,13674737900,0.005153228746495737,0.013604311933466747,True,True,True,True
2020,>1000억,000660,2020-11-13,87178353600.0,39476162700.0,337060042300.0,2020-11,86768596400,39634186000,0.004722413603546548,-0.0039870454258856235,True,True,True,True
2021,>1000억,000660,2021-01-08,75565626000.0,-182970198000.0,1181148895500.0,2021-01,75614462000,-179402925000,-0.0006458552862546321,-0.019884140684997192,True,True,True,True
2021,>1000억,000660,2021-05-25,82101885000.0,35623137000.0,397750334250.0,2021-05,81623822500,35358143500,0.005856899191409469,0.007494553553129847,True,True,True,True
2021,>1000억,000660,2021-09-16,-90965264000.0,-37079328000.0,377545296500.0,2021-09,-91904897500,-37166431000,0.010223976366439014,0.00234359333560976,True,True,True,True
2021,>1000억,000660,2021-09-08,102018110000.0,-12600750000.0,306049902100.0,2021-09,102188634500,-12574963500,-0.0016687227580088665,-0.002050622254291235,True,True,True,True
2022,>1000억,000660,2022-03-10,-73431840000.0,62898960000.0,470385190000.0,2022-03,-73419762000,63093039500,-0.00016450611757635498,-0.0030760841693163316,True,True,True,True
2022,>1000억,000660,2022-07-15,85089664800.0,31076385900.0,434627155600.0,2022-07,83609015000,30750933200,0.017709212337927913,0.010583506454366724,True,True,True,True
2022,>1000억,000660,2022-08-16,67505689800.0,52904279900.0,411907055726.0,2022-08,67543765700,52637149500,-0.0005637219009836758,0.005074940465763633,True,True,True,True
2022,100억-1000억,000660,2022-10-21,14887883500.0,7043705500.0,200305713600.0,2022-10,14901809000,7112700700,-0.0009344838603152141,-0.009700281638449935,True,True,True,True
2022,>1000억,000660,2022-10-11,85163412400.0,-55307032000.0,344912165400.0,2022-10,84806466900,-55044105300,0.004208941995200604,-0.004776654985434017,True,True,True,True
2023,>1000억,000660,2023-03-17,-26818932000.0,134911980000.0,519703504600.0,2023-03,-26382806200,133295143400,-0.016530682774753506,0.012129748757222914,True,True,True,True
2023,>1000억,000660,2023-03-09,-82773830400.0,35566029600.0,284818757400.0,2023-03,-83198219200,35750997000,0.005100936102728507,-0.00517376900006453,True,True,True,True
2023,>1000억,000660,2023-06-08,-73336205200.0,98196309500.0,473500652270.0,2023-06,-73300096600,97859175600,-0.0004926132662149862,0.0034450923782358128,True,True,True,True
2023,100억-1000억,000660,2023-10-04,52472149200.0,-18769002200.0,510143127671.0,2023-10,52186983900,-18460935800,0.005464299307781992,-0.01668747474870694,True,True,True,True
2023,>1000억,000660,2023-10-18,-60351330000.0,70460000000.0,616161822200.0,2023-10,-59840862500,70187416900,-0.008530416820111842,0.0038836462722137877,True,True,True,True
2024,>1000억,000660,2024-02-27,-43557082800.0,-75313706800.0,951985016400.0,2024-02,-43924474300,-76858785800,0.008364163848399206,0.020102828634589228,True,True,True,True
2024,>1000억,000660,2024-03-26,123131524400.0,97451058800.0,1156363933615.0,2024-03,122763703500,97075765100,0.0029961697921568487,0.003865987557382641,True,True,True,True
2024,>1000억,000660,2024-05-23,252631000000.0,-118864800000.0,942514526000.0,2024-05,254576506700,-119505466000,-0.0076421297676640635,0.005360976543114773,True,True,True,True
2024,>1000억,000660,2024-06-18,150836497000.0,-63808857000.0,725327503114.0,2024-06,149265469500,-63273561000,0.010525056500090264,-0.008460026455599678,True,True,True,True
2024,>1000억,000660,2024-06-11,110847862500.0,-47243637500.0,647746581000.0,2024-06,110213108500,-47068824000,0.005759333065177088,-0.003713997613367183,True,True,True,True
2024,>1000억,000660,2024-08-28,-186426995700.0,103355333400.0,990245614800.0,2024-08,-184097687500,102394241400,-0.01265256631754269,0.009386191907467952,True,True,True,True
2024,>1000억,000660,2024-11-26,70201908700.0,-42995806700.0,352917053292.0,2024-11,70100940700,-42829871800,0.0014403230397734164,-0.003874279633029394,True,True,True,True
2024,>1000억,000660,2024-11-04,83263248000.0,19103762000.0,678440543400.0,2024-11,81762600500,19265379200,0.018353715400722854,-0.008388996568518102,True,True,True,True
2025,>1000억,000660,2025-02-26,65571436000.0,-62243657000.0,780860303269.0,2025-02,66457108900,-62500768100,-0.013326985098504638,0.004113727043940121,True,True,True,True
2025,>1000억,000660,2025-03-14,180565524500.0,58626264500.0,689837704000.0,2025-03,177806626900,58100904550,0.015516281075123416,0.009042199154539668,True,True,True,True
2025,>1000억,000660,2025-08-18,-98644102500.0,3824180000.0,535405923324.0,2025-08,-98299724250,3742058250,-0.0035033490951018615,0.021945609745652676,True,True,True,True
2025,>1000억,000660,2025-09-08,147639615000.0,707181000.0,559185136772.0,2025-09,147637553250,535204250,1.3964942893010183e-05,0.32132919348080663,True,True,True,False
2025,>1000억,000660,2025-09-02,111261113000.0,-39937776000.0,411934878000.0,2025-09,111177168750,-39936119500,0.0007550493589988997,-4.147874206956938e-05,True,True,True,True
2025,>1000억,000660,2025-11-27,258343424000.0,203464160000.0,1988027003500.0,2025-11,255921458500,203198922000,0.009463706225322251,0.0013053120429447947,True,True,True,True
2026,>1000억,000660,2026-02-05,-1364205032000.0,-535229088000.0,4675605487500.0,2026-02,-1374939005000,-541841150000,0.00780687213102955,0.012202952839591457,True,True,True,True
2026,>1000억,000660,2026-03-20,-724681508000.0,88652252000.0,3465653176172.0,2026-03,-727183609000,89986041000,0.0034408105037472044,-0.014822176697383543,True,True,True,True
2026,>1000억,000660,2026-04-01,-406289103000.0,912418285000.0,5505302416615.0,2026-04,-405157118000,908229984000,-0.0027939407940995374,0.004611498270024082,True,True,True,True
2021,<1억,000680,2021-09-17,-48470470.0,-723625.0,1548403370.0,2021-09,-48347140,-723645,-0.0025509264870683147,2.7637861105929014e-05,True,True,True,True
2018,100억-1000억,000720,2018-05-09,-50553734400.0,5805009600.0,368240324000.0,2018-05,-50875922600,5740529600,0.006332822748653211,0.011232413120907869,True,True,True,True
2026,100억-1000억,000720,2026-01-15,30807461700.0,13219367400.0,226567613600.0,2026-01,30010434650,12893009000,0.026558330770460867,0.025312818753170808,True,True,True,True
2023,<1억,000760,2023-09-11,-4420200.0,-15900.0,26391060.0,2023-09,-4418770,-15930,-0.0003236194687661951,0.0018832391713747645,True,True,True,True
2019,100억-1000억,000810,2019-12-27,7658631000.0,-9316620000.0,30326407500.0,2019-12,7600229000,-9237873000,0.007684242145861658,-0.008524364861911394,True,True,True,True
2021,100억-1000억,000810,2021-05-07,11275888000.0,-1768832000.0,30637370500.0,2021-05,11224622000,-1757248500,0.004567280751191443,-0.006591839458107376,True,True,True,True
2021,1억-10억,000810,2021-12-01,-26390000.0,-504455000.0,21003847500.0,2021-12,-24838500,-499304500,-0.06246351430239346,-0.010315348649972111,True,True,False,True
2026,100억-1000억,000810,2026-04-01,-7058792000.0,9032784000.0,47584692000.0,2026-04,-7041581750,9048706750,-0.0024440886452820063,-0.0017596713475105158,True,True,True,True
2026,<1억,000850,2026-03-27,-31691000.0,-3058550.0,195865600.0,2026-03,-31398750,-3036350,-0.009307695370038616,-0.0073114100811829995,True,True,True,True
2026,<1억,000850,2026-04-16,46537200.0,-1860000.0,329990450.0,2026-04,47191900,-1876100,-0.01387314348436914,0.008581632109162624,True,True,True,True
2021,10억-100억,000860,2021-04-01,-527294400.0,534812800.0,2228969700.0,2021-04,-526917400,533818900,-0.0007154821609610918,0.0018618673861116569,True,True,True,True
2020,10억-100억,000880,2020-07-17,896027550.0,-894584900.0,4497828350.0,2020-07,894640100,-892465550,0.0015508470948261764,-0.0023747135113506624,True,True,True,True
2023,1억-10억,000880,2023-01-20,175928450.0,348264250.0,2164346600.0,2023-01,173521350,348550250,0.013872068192184997,-0.0008205416579101578,True,True,True,True
2025,10억-100억,000880,2025-02-04,775880100.0,-350584200.0,5449195850.0,2025-02,816973150,-345788550,-0.050299143858032545,-0.013868735676759685,True,True,False,True
2025,10억-100억,000880,2025-12-24,-1120645800.0,742093200.0,13685297750.0,2025-12,-1315282000,739189300,0.14798058515208146,0.003928493012547665,True,True,False,True
2021,<1억,000890,2021-11-18,-21852760.0,-1365280.0,440219185.0,2021-11,-21791832,-1365136,-0.002795909953784519,-0.00010548399573375839,True,True,True,True
2023,1억-10억,000910,2023-09-19,-128896980.0,-13959690.0,1629950400.0,2023-09,-130860740,-14150460,0.015006487048751214,0.013481540529424485,True,True,True,True
2026,1억-10억,000910,2026-04-14,120508395.0,-195580.0,506000801.0,2026-04,119846353,-195560,0.005524089665039703,-0.00010227040294538761,True,True,True,True
2020,1억-10억,000970,2020-06-15,-170190720.0,3987840.0,1289500430.0,2020-06,-183030220,4069580,0.07014961791555514,-0.020085610800131708,True,True,False,True
2020,100억-1000억,000990,2020-12-22,19732011000.0,22081371000.0,273056238850.0,2020-12,19889557500,22137828950,-0.007921066117232624,-0.00255029299067739,True,True,True,True
2026,100억-1000억,000990,2026-01-30,-7006816600.0,21773111000.0,80938603750.0,2026-01,-7213128000,21937882500,0.02860220974866937,-0.007510820609053768,True,True,True,True
2026,100억-1000억,000990,2026-03-05,-8630940000.0,21106055000.0,48556885550.0,2026-03,-8386498350,20413918400,-0.029147045620059056,0.03390513209850001,True,True,True,True
2022,1억-10억,001020,2022-06-13,288069040.0,10320.0,1213602345.0,2022-06,284474010,10320,0.012637463787992442,0.0,True,True,True,True
2018,100억-1000억,001040,2018-05-30,-5051308000.0,-7262186000.0,30335297500.0,2018-05,-5138926500,-7345896000,0.01704996169919924,0.011395478509360873,True,True,True,True
2019,1억-10억,001040,2019-03-06,398164000.0,-600704000.0,4370028500.0,2019-03,398676000,-597988000,-0.001284250870380961,-0.004541897161815956,True,True,True,True
2020,10억-100억,001040,2020-09-16,3255186000.0,1600202000.0,25653570600.0,2020-09,3244162600,1601871600,0.0033979184643827655,-0.0010422807920435072,True,True,True,True
2024,1억-10억,001040,2024-09-24,-605633000.0,-163518500.0,6158444900.0,2024-09,-607490300,-162877000,0.00305733276728863,-0.003938554860416142,True,True,True,True
2020,10억-100억,001060,2020-12-18,2072945000.0,-222985000.0,11193325250.0,2020-12,2045053750,-215556450,0.013638394589873249,-0.03446220236044897,True,True,True,True
2023,10억-100억,001060,2023-10-23,5070436800.0,358367400.0,26088153850.0,2023-10,4917962300,349690450,0.031003592687158257,0.02481323124494821,True,True,True,True
2024,1억-10억,001060,2024-06-17,-2794800.0,-995907800.0,5835314850.0,2024-06,424800,-996196000,-7.5790960451977405,0.00028930049909857094,False,True,False,True
2026,1억-10억,001060,2026-02-11,188095250.0,177056250.0,3417092275.0,2026-02,191563750,177248175,-0.018106244004933082,-0.0010828038144821519,True,True,True,True
2020,<1억,001080,2020-07-29,27434750.0,-1235250.0,114401050.0,2020-07,25816150,-1169950,0.06269718761318012,-0.055814351040642765,True,True,False,False
2021,1억-10억,001120,2021-08-31,260628000.0,285159000.0,2725885350.0,2021-08,257292350,289862350,0.012964435203767232,-0.016226150101936315,True,True,True,True
2021,10억-100억,001120,2021-09-29,-929613500.0,5080883100.0,49405319800.0,2021-09,-970453800,5060946600,0.04208371382542889,0.003939282821122831,True,True,True,True
2023,1억-10억,001120,2023-08-28,-153039950.0,-783952050.0,12248984400.0,2023-08,-158635400,-782030650,0.03527239191252394,-0.0024569369499776,True,True,True,True
2019,<1억,001140,2019-09-16,35617680.0,-28650.0,4293500470.0,2019-09,36246650,-42640,-0.017352500162083943,0.3280956848030019,True,True,True,False
2021,<1억,001140,2021-05-07,81512280.0,238680.0,1361562535.0,2021-05,80902690,238290,0.0075348545270868,0.0016366612111292963,True,True,True,True
2022,<1억,001210,2022-07-14,28297350.0,0.0,133699980.0,2022-07,27662030,0,0.022967222579109343,0.0,True,True,True,True
2023,<1억,001210,2023-02-06,10744579.0,207077.0,38122081.0,2023-02,10764000,207119,-0.0018042549238201412,-0.00020278197557925637,True,True,True,True
2020,1억-10억,001230,2020-07-09,515634350.0,51111610.0,4198590440.0,2020-07,513228970,51159970,0.004686758037060925,-0.0009452702962882895,True,True,True,True
2026,<1억,001250,2026-03-31,41858550.0,-23271450.0,2027202088.0,2026-03,42306205,-23073208,-0.010581308344721537,-0.00859186984315315,True,True,True,True
2023,1억-10억,001260,2023-01-13,375220800.0,104998350.0,10944486350.0,2023-01,371473400,106779150,0.010087936309840758,-0.016677413146667677,True,True,True,True
2021,10억-100억,001340,2021-06-18,936433440.0,69148960.0,14209386020.0,2021-06,923031060,68822090,0.014519966424531803,0.004749492495796045,True,True,True,True
2021,<1억,001340,2021-12-14,-15409720.0,11842560.0,2364157060.0,2021-12,-16295470,12064700,0.05435559698492894,-0.01841239318010394,True,True,False,True
2019,1억-10억,001360,2019-12-02,614532480.0,68134600.0,12611840585.0,2019-12,597680575,67494145,0.028195503927829678,0.00948904530904125,True,True,True,True
2025,<1억,001360,2025-03-12,-92958008.0,-173030.0,305715679.0,2025-03,-93692202,-173030,0.007836233798838457,0.0,True,True,True,True
2019,<1억,001420,2019-02-12,12555840.0,19140.0,206928760.0,2019-02,12519730,19180,0.0028842475037400965,-0.0020855057351407717,True,True,True,True
2020,1억-10억,001420,2020-12-28,5574030.0,-164902710.0,314055445.0,2020-12,5465100,-164760435,0.019931931712137016,-0.0008635264892326851,True,True,True,True
2019,<1억,001440,2019-10-25,-62797385.0,7439705.0,248055262.0,2019-10,-62834738,7440250,0.0005944641640743374,-7.325022680689493e-05,True,True,True,True
2021,100억-1000억,001440,2021-06-11,-12497103360.0,-2592112995.0,341146406035.0,2021-06,-11943854005,-2446821705,-0.04632084038940829,-0.059379598318546056,True,True,True,False
2019,10억-100억,001450,2019-01-10,1067125600.0,-1462940800.0,9841366600.0,2019-01,1065653900,-1458008400,0.001381029994822897,-0.003382970907437845,True,True,True,True
2020,10억-100억,001450,2020-05-04,-5048059500.0,2088504000.0,11031058650.0,2020-05,-5088738850,2110012850,0.007993994425553985,-0.010193705692361069,True,True,True,True
2022,10억-100억,001450,2022-11-03,3601809600.0,-3697336200.0,11146598250.0,2022-11,3616471050,-3702498450,-0.004054076417948928,0.001394261218394298,True,True,True,True
2024,10억-100억,001450,2024-09-12,397028250.0,-5438203000.0,18943542200.0,2024-09,416607150,-5408253200,-0.046996072919055755,-0.005537795456765967,True,True,True,True
2026,10억-100억,001450,2026-02-03,1107912400.0,-619574400.0,14779936200.0,2026-02,1106475650,-613803775,0.0012984921990827362,-0.00940141660093244,True,True,True,True
2021,1억-10억,001470,2021-09-28,-106526695.0,-133428570.0,11768218205.0,2021-09,-105380915,-139513755,-0.010872746739767822,0.04361709710988712,True,True,True,True
2021,1억-10억,001510,2021-03-16,-235869300.0,-5872500.0,10847256333.0,2021-03,-239170028,-5914547,0.013800759349327835,0.007109082064949353,True,True,True,True
2024,<1억,001510,2024-11-05,41994810.0,-1102725.0,269400519.0,2024-11,41912942,-1102842,0.001953286886899994,0.00010608953957139826,True,True,True,True
2018,<1억,001530,2018-11-19,17068100.0,25766900.0,312486400.0,2018-11,16979700,25700300,0.005206216835397563,0.0025914094388003253,True,True,True,True
2025,10억-100억,001530,2025-09-02,-980852400.0,-157123350.0,3964368625.0,2025-09,-941553200,-143992575,-0.041738693044641555,-0.09119063951735011,True,True,True,False
2018,<1억,001620,2018-01-09,27232055.0,-30645.0,375240770.0,2018-01,27186060,-30510,0.001691859725167972,-0.004424778761061947,True,True,True,True
2021,<1억,001620,2021-04-01,23972130.0,-1820.0,499616948.0,2021-04,23855226,-26162,0.004900561411574973,0.9304334530999159,True,True,True,False
2022,<1억,001630,2022-11-11,36005200.0,12019700.0,161239600.0,2022-11,35868900,12010000,0.003799949259665058,0.0008076602830974189,True,True,True,True
2021,10억-100억,001680,2021-08-26,-1210758700.0,-889766400.0,3878883750.0,2021-08,-1222964350,-895297000,0.009980380867193717,0.006177391413128828,True,True,True,True
2025,10억-100억,001680,2025-07-22,427045200.0,641523800.0,2430343675.0,2025-07,423077700,640743850,0.00937771005184154,0.0012172570989171414,True,True,True,True
2025,1억-10억,001720,2025-11-20,-134799000.0,-597114000.0,3950115850.0,2025-11,-117628650,-596407900,-0.1459708157833997,-0.0011839212726726122,True,True,False,True
2018,10억-100억,001740,2018-10-10,2451839040.0,854042140.0,10188213640.0,2018-10,2445820460,854451200,0.0024607611631476825,-0.0004787400380501543,True,True,True,True
2025,<1억,001780,2025-09-30,-93048000.0,-828000.0,275174342.0,2025-09,-93515847,-826825,0.005002863311498424,-0.0014210987814833851,True,True,True,True
2026,1억-10억,001780,2026-04-14,588604800.0,-8168100.0,38609780965.0,2026-04,685625589,-8138559,-0.1415069544611177,-0.003629758044390905,True,True,False,True
2025,1억-10억,001800,2025-01-07,71042330.0,-190581970.0,727826350.0,2025-01,72017390,-190888290,-0.013539229899889458,0.0016047081777515006,True,True,True,True
2021,10억-100억,001820,2021-07-09,-393538500.0,-723732000.0,8351491500.0,2021-07,-388545000,-716520100,-0.012851793228583562,-0.01006517472433781,True,True,True,True
2022,1억-10억,002140,2022-08-23,-131297400.0,-162570200.0,35912042440.0,2022-08,-163406480,-171839780,0.19649820496714696,0.0539431556534814,True,True,False,False
2024,1억-10억,002140,2024-05-30,-103909430.0,50720.0,358601770.0,2024-05,-104588860,51120,0.006496198543516011,-0.00782472613458529,True,True,True,True
2019,10억-100억,002210,2019-03-14,639089400.0,721423500.0,10366018550.0,2019-03,631194000,718999150,0.012508674036825445,0.003371839869351723,True,True,True,True
