date,mismatch_type,ticker,tv_rank,trade_value,name
2022-11-02,in_actual_not_tv_top100,267270,101,12035412750.0,현대건설기계
2022-11-02,in_tv_top100_not_actual,108320,60,28655884200.0,LX세미콘
2023-01-04,in_actual_not_tv_top100,020120,101,11677848690.0,다우인큐브
2023-01-04,in_tv_top100_not_actual,090460,73,17882122800.0,비에이치
2023-01-05,in_actual_not_tv_top100,000990,101,13755413450.0,DB하이텍
2023-01-05,in_actual_not_tv_top100,003550,102,13714533700.0,LG
2023-01-05,in_tv_top100_not_actual,100090,88,16818570250.0,삼강엠앤티
2023-01-05,in_tv_top100_not_actual,090460,51,31981526600.0,비에이치
2023-01-12,in_actual_not_tv_top100,006650,101,15161287000.0,대한유화
2023-01-12,in_tv_top100_not_actual,100090,79,19653194100.0,삼강엠앤티
2023-01-25,in_actual_not_tv_top100,016360,101,11135008300.0,삼성증권
2023-01-25,in_tv_top100_not_actual,090460,85,14807688550.0,비에이치
2023-01-30,in_actual_not_tv_top100,000150,101,12035159000.0,두산
2023-01-30,in_tv_top100_not_actual,090460,93,13827170450.0,비에이치
2023-02-02,in_actual_not_tv_top100,071050,101,16545555500.0,한국금융지주
2023-02-02,in_tv_top100_not_actual,090460,100,16840400600.0,비에이치
2023-02-07,in_actual_not_tv_top100,302440,101,14472338400.0,SK바이오사이언스
2023-02-07,in_tv_top100_not_actual,090460,34,47470984950.0,비에이치
2023-02-08,in_actual_not_tv_top100,042660,101,14282374450.0,대우조선해양
2023-02-08,in_tv_top100_not_actual,090460,57,26513443500.0,비에이치
2023-02-14,in_actual_not_tv_top100,006360,101,11942767700.0,GS건설
2023-02-14,in_tv_top100_not_actual,090460,85,15177009850.0,비에이치
2023-02-15,in_actual_not_tv_top100,032830,101,14144527000.0,삼성생명
2023-02-15,in_tv_top100_not_actual,090460,98,14416238200.0,비에이치
2023-02-16,in_actual_not_tv_top100,011210,101,14273375600.0,현대위아
2023-02-16,in_tv_top100_not_actual,090460,79,19361744400.0,비에이치
2023-02-20,in_actual_not_tv_top100,042700,101,12344332980.0,한미반도체
2023-02-20,in_tv_top100_not_actual,090460,68,19223223850.0,비에이치
2023-02-21,in_actual_not_tv_top100,042660,101,15907936000.0,대우조선해양
2023-02-21,in_tv_top100_not_actual,090460,49,35221058300.0,비에이치
2023-03-06,in_actual_not_tv_top100,010620,101,14726200100.0,현대미포조선
2023-03-06,in_tv_top100_not_actual,090460,55,34128161300.0,비에이치
2023-03-07,in_actual_not_tv_top100,047050,101,16799203750.0,포스코대우
2023-03-07,in_actual_not_tv_top100,005810,102,16783955150.0,풍산홀딩스
2023-03-07,in_tv_top100_not_actual,100090,49,36246586390.0,삼강엠앤티
2023-03-07,in_tv_top100_not_actual,090460,74,24990360250.0,비에이치
2023-03-08,in_actual_not_tv_top100,009420,101,16624668520.0,한올바이오파마
2023-03-08,in_actual_not_tv_top100,017040,102,16438499655.0,광명전기
2023-03-08,in_tv_top100_not_actual,100090,65,28995653300.0,삼강엠앤티
2023-03-08,in_tv_top100_not_actual,090460,52,39780739900.0,비에이치
2023-03-09,in_actual_not_tv_top100,088350,101,18223552970.0,한화생명
2023-03-09,in_tv_top100_not_actual,090460,84,25654877550.0,비에이치
2023-03-10,in_actual_not_tv_top100,028670,101,14324633530.0,팬오션
2023-03-10,in_tv_top100_not_actual,090460,64,22811777950.0,비에이치
2023-03-13,in_actual_not_tv_top100,402340,101,12943595900.0,SK스퀘어
2023-03-13,in_tv_top100_not_actual,090460,59,23667603650.0,비에이치
2023-03-14,in_actual_not_tv_top100,032640,101,14346409860.0,LG유플러스
2023-03-14,in_actual_not_tv_top100,018260,102,14092136300.0,삼성에스디에스
2023-03-14,in_tv_top100_not_actual,100090,95,15286240540.0,삼강엠앤티
2023-03-14,in_tv_top100_not_actual,090460,54,30359227850.0,비에이치
2023-03-15,in_actual_not_tv_top100,010690,101,14164631720.0,화신
2023-03-15,in_tv_top100_not_actual,090460,71,21230696750.0,비에이치
2023-03-16,in_actual_not_tv_top100,042700,101,12558719950.0,한미반도체
2023-03-16,in_tv_top100_not_actual,090460,37,43146958700.0,비에이치
2023-03-17,in_actual_not_tv_top100,086280,101,15661303200.0,현대글로비스
2023-03-17,in_actual_not_tv_top100,006220,102,15350811590.0,제주은행
2023-03-17,in_tv_top100_not_actual,100090,90,16812239620.0,삼강엠앤티
2023-03-17,in_tv_top100_not_actual,090460,31,57071361950.0,비에이치
2023-03-20,in_actual_not_tv_top100,108320,101,10825919000.0,LX세미콘
2023-03-20,in_tv_top100_not_actual,090460,21,63670474750.0,비에이치
2023-03-21,in_actual_not_tv_top100,017390,101,10220194000.0,서울가스
2023-03-21,in_tv_top100_not_actual,090460,96,11461901450.0,비에이치
2023-03-23,in_actual_not_tv_top100,006650,101,14042973900.0,대한유화
2023-03-23,in_tv_top100_not_actual,090460,74,19924565600.0,비에이치
2023-03-24,in_actual_not_tv_top100,298020,101,11794949000.0,효성티앤씨
2023-03-24,in_tv_top100_not_actual,090460,39,44139290450.0,비에이치
2023-03-27,in_actual_not_tv_top100,251270,101,12040102100.0,넷마블게임즈
2023-03-27,in_tv_top100_not_actual,090460,65,20065812450.0,비에이치
2023-03-28,in_actual_not_tv_top100,052690,101,12831147700.0,한전기술
2023-03-28,in_actual_not_tv_top100,161390,102,12811420150.0,한국타이어
2023-03-28,in_tv_top100_not_actual,100090,95,14348903160.0,삼강엠앤티
2023-03-28,in_tv_top100_not_actual,090460,31,63352073950.0,비에이치
2023-03-29,in_actual_not_tv_top100,192650,101,14100069780.0,드림텍
2023-03-29,in_tv_top100_not_actual,090460,55,30744632950.0,비에이치
2023-03-30,in_actual_not_tv_top100,010140,101,16704537820.0,삼성중공업
2023-03-30,in_tv_top100_not_actual,090460,64,29081959450.0,비에이치
2023-03-31,in_actual_not_tv_top100,005010,101,17887676010.0,휴스틸
2023-03-31,in_tv_top100_not_actual,090460,74,27765637900.0,비에이치
2023-04-03,in_actual_not_tv_top100,383220,101,15293432300.0,F&F
2023-04-03,in_tv_top100_not_actual,090460,73,23633636850.0,비에이치
2023-04-05,in_actual_not_tv_top100,028260,101,16072860800.0,삼성물산
2023-04-05,in_tv_top100_not_actual,090460,72,23297516750.0,비에이치
2023-04-06,in_actual_not_tv_top100,001390,101,18699083150.0,KG케미칼
2023-04-06,in_actual_not_tv_top100,034220,102,18571220300.0,LG디스플레이
2023-04-06,in_tv_top100_not_actual,100090,91,21970009780.0,삼강엠앤티
2023-04-06,in_tv_top100_not_actual,090460,78,27853512000.0,비에이치
2023-04-07,in_actual_not_tv_top100,377300,101,14085564500.0,카카오페이
2023-04-07,in_tv_top100_not_actual,090460,100,14657616700.0,비에이치
2023-04-11,in_actual_not_tv_top100,000720,101,20002652100.0,현대건설
2023-04-11,in_tv_top100_not_actual,090460,67,31172787250.0,비에이치
2023-04-17,in_actual_not_tv_top100,130660,101,23518417520.0,한전산업
2023-04-17,in_tv_top100_not_actual,100090,85,27698497700.0,삼강엠앤티
2023-04-18,in_actual_not_tv_top100,011170,101,20719718300.0,롯데케미칼
2023-04-18,in_tv_top100_not_actual,100090,63,37532265950.0,삼강엠앤티
2023-05-04,in_actual_not_tv_top100,326030,101,16853344100.0,SK바이오팜
2023-05-04,in_tv_top100_not_actual,090460,79,22657727200.0,비에이치
2023-05-08,in_actual_not_tv_top100,016360,101,18477239250.0,삼성증권
2023-05-08,in_tv_top100_not_actual,090460,51,39655470450.0,비에이치
2023-05-12,in_actual_not_tv_top100,004370,101,17132803000.0,농심
2023-05-12,in_tv_top100_not_actual,090460,63,28328516450.0,비에이치
2023-05-16,in_actual_not_tv_top100,271560,101,13222956375.0,오리온
2023-05-16,in_tv_top100_not_actual,090460,79,20121733900.0,비에이치
2023-05-17,in_actual_not_tv_top100,017800,101,14002832400.0,현대엘리베이
2023-05-17,in_tv_top100_not_actual,090460,92,15103826450.0,비에이치
2023-05-19,in_actual_not_tv_top100,298020,101,16533176000.0,효성티앤씨
2023-05-19,in_tv_top100_not_actual,090460,79,22071610800.0,비에이치
2023-05-25,in_actual_not_tv_top100,014680,101,14530085500.0,한솔케미칼
2023-05-25,in_tv_top100_not_actual,090460,95,16103026700.0,비에이치
2023-05-26,in_actual_not_tv_top100,000810,101,12386130500.0,삼성화재
2023-05-26,in_tv_top100_not_actual,090460,91,14874645350.0,비에이치
2023-05-30,in_actual_not_tv_top100,017670,101,14491073200.0,SK텔레콤
2023-05-30,in_tv_top100_not_actual,090460,59,32850066750.0,비에이치
2023-06-02,in_actual_not_tv_top100,034220,101,15537706780.0,LG디스플레이
2023-06-02,in_tv_top100_not_actual,090460,56,30136069900.0,비에이치
2023-06-05,in_actual_not_tv_top100,003490,101,14284908900.0,대한항공
2023-06-05,in_tv_top100_not_actual,090460,90,17262008100.0,비에이치
2023-06-07,in_actual_not_tv_top100,011210,101,15856633600.0,현대위아
2023-06-07,in_tv_top100_not_actual,090460,32,60581415700.0,비에이치
2023-06-08,in_actual_not_tv_top100,004020,101,19022303350.0,현대제철
2023-06-08,in_tv_top100_not_actual,090460,86,22981203000.0,비에이치
2023-06-12,in_actual_not_tv_top100,000810,101,14179594500.0,삼성화재
2023-06-12,in_tv_top100_not_actual,090460,85,17847113350.0,비에이치
2023-06-14,in_actual_not_tv_top100,030200,101,19353348500.0,KT
2023-06-14,in_tv_top100_not_actual,090460,77,27055405550.0,비에이치
2023-06-19,in_actual_not_tv_top100,145720,101,17966103200.0,덴티움
2023-06-19,in_tv_top100_not_actual,090460,43,50305133550.0,비에이치
2024-01-02,in_actual_not_tv_top100,298040,101,12768892200.0,효성중공업
2024-01-02,in_tv_top100_not_actual,066970,8,184673306500.0,엘앤에프
2024-01-03,in_actual_not_tv_top100,088980,101,16178764360.0,맥쿼리인프라
2024-01-03,in_tv_top100_not_actual,066970,15,116959079700.0,엘앤에프
2024-01-04,in_actual_not_tv_top100,267250,101,14112620200.0,현대로보틱스
2024-01-04,in_tv_top100_not_actual,066970,11,163698201400.0,엘앤에프
2024-01-05,in_actual_not_tv_top100,042660,101,11789391750.0,대우조선해양
2024-01-05,in_tv_top100_not_actual,066970,8,169101272500.0,엘앤에프
2024-01-08,in_actual_not_tv_top100,015760,101,11035450360.0,한국전력
2024-01-08,in_tv_top100_not_actual,066970,12,98842323500.0,엘앤에프
2024-01-09,in_actual_not_tv_top100,007810,101,11380975900.0,코리아써키트
2024-01-09,in_tv_top100_not_actual,066970,20,83529866500.0,엘앤에프
2024-01-10,in_actual_not_tv_top100,267260,101,12562330300.0,현대일렉트릭
2024-01-10,in_tv_top100_not_actual,066970,22,71821476500.0,엘앤에프
2024-01-11,in_actual_not_tv_top100,282330,101,13664004400.0,BGF리테일
2024-01-11,in_tv_top100_not_actual,066970,25,115891358500.0,엘앤에프
2024-01-12,in_actual_not_tv_top100,042670,101,11822325150.0,두산인프라코어
2024-01-12,in_tv_top100_not_actual,066970,15,141489622800.0,엘앤에프
2024-01-15,in_actual_not_tv_top100,282330,101,11794717004.0,BGF리테일
2024-01-15,in_tv_top100_not_actual,066970,12,123320821000.0,엘앤에프
2024-01-16,in_actual_not_tv_top100,005070,101,12101815400.0,코스모신소재
2024-01-16,in_tv_top100_not_actual,066970,4,399639158000.0,엘앤에프
2024-01-17,in_actual_not_tv_top100,011170,101,16521541200.0,롯데케미칼
2024-01-17,in_tv_top100_not_actual,066970,5,381392606900.0,엘앤에프
2024-01-18,in_actual_not_tv_top100,100220,101,14336503360.0,비상교육
2024-01-18,in_tv_top100_not_actual,066970,8,176688689100.0,엘앤에프
2024-01-19,in_actual_not_tv_top100,028050,101,14096840100.0,삼성엔지니어링
2024-01-19,in_tv_top100_not_actual,066970,8,157594519200.0,엘앤에프
2024-01-22,in_actual_not_tv_top100,090460,101,11586734080.0,비에이치
2024-01-22,in_tv_top100_not_actual,066970,10,152894524800.0,엘앤에프
2024-01-23,in_actual_not_tv_top100,003850,101,11612439310.0,보령제약
2024-01-23,in_tv_top100_not_actual,066970,9,137483394300.0,엘앤에프
2024-01-24,in_actual_not_tv_top100,004560,101,11906008570.0,현대비앤지스틸
2024-01-24,in_tv_top100_not_actual,066970,26,72964568100.0,엘앤에프
2024-01-25,in_actual_not_tv_top100,090430,101,12860776300.0,아모레퍼시픽
2024-01-25,in_tv_top100_not_actual,066970,8,180640622100.0,엘앤에프
2024-01-26,in_actual_not_tv_top100,011170,101,11768422000.0,롯데케미칼
2024-01-26,in_tv_top100_not_actual,066970,6,263326790500.0,엘앤에프
2024-03-07,in_actual_not_tv_top100,010130,101,14926545500.0,고려아연
2024-03-07,in_tv_top100_not_actual,034230,50,34831958260.0,파라다이스
2024-04-01,in_actual_not_tv_top100,004020,101,16546357200.0,현대제철
2024-04-01,in_tv_top100_not_actual,034230,61,33157076560.0,파라다이스
2024-04-09,in_actual_not_tv_top100,316140,101,16273799600.0,우리금융지주
2024-04-09,in_tv_top100_not_actual,034230,88,19256553620.0,파라다이스
2024-05-02,in_actual_not_tv_top100,018260,101,14365714750.0,삼성에스디에스
2024-05-02,in_tv_top100_not_actual,034230,76,20030940670.0,파라다이스
2024-05-07,in_actual_not_tv_top100,361610,101,17069088500.0,SK아이이테크놀로지
2024-05-07,in_tv_top100_not_actual,034230,84,21181898180.0,파라다이스
2024-06-21,in_actual_not_tv_top100,022100,101,21643323800.0,포스코DX
2024-06-21,in_tv_top100_not_actual,034230,100,22415730230.0,파라다이스
