period,start,end,v1_net_total_return,v1_cost_0_total_return,v1_annualized_return,v1_cost_0_annualized_return,v1_max_drawdown,v1_cost_0_max_drawdown,v1_trade_count,v1_cost_0_trade_count
2010-2017,2010-01-04,2017-12-31,0.10737751595905931,0.11476852778069024,0.014967934172923414,0.01595190015666903,-0.06507270672497778,-0.06505749049292908,10,10
2018-2026,2018-01-01,2026-05-04,1.3206485030210882,1.475821170881742,0.10931040246683899,0.1181935836844401,-0.44655883164336885,-0.4355443744520555,100,100
