year,factor_macro_gate_mcap_net_total_return,kospi_buy_and_hold_net_total_return,cash_net_total_return
2022,0.0,-0.18442405395793393,0.0
2023,-0.01772939719711608,0.32798942042148904,0.0
2024,0.04224721797916309,0.0349814552838037,0.0
2025,0.766655403549046,1.0470047808035599,0.0
2026,0.0,0.7344109727369708,0.0
