period,start,end,v1_net_total_return,v1_cost_0_total_return,v1_annualized_return,v1_cost_0_annualized_return,v1_max_drawdown,v1_cost_0_max_drawdown,v1_trade_count,v1_cost_0_trade_count
2010-2017,2010-01-04,2017-12-31,0.09401472235486108,0.10111100738801637,0.013174613461145235,0.014129268394949213,-0.11120123654025105,-0.10825712142713284,10,10
2018-2026,2018-01-01,2026-05-04,1.012098804017063,1.0788891484174128,0.08997844406553313,0.09437338767078662,-0.33368186647060516,-0.3249118089570774,50,50
