strategy,total_return,cagr,sharpe,mdd,excess_cagr_vs_spy,information_ratio_vs_spy,avg_max_sector_weight,max_sector_weight,max_sector_name
Q004_shareholder_yield_top30,8.980837171281227,0.178210316762218,1.1090662350740783,-0.30804412628776434,0.030633772051437802,0.378744831461292,0.1175438596491228,0.16666666666666666,Pharmaceutical Preparations
SPY_100,5.897025841594173,0.1475765447107802,0.9094998275902398,-0.337172402602658,0.0,,,,
