year,factor_macro_gate_mcap_net_total_return,kospi_buy_and_hold_net_total_return,cash_net_total_return
2021,-0.03531652054910228,0.13170240063376726,0.0
2022,0.0,-0.18442405395793326,0.0
2023,-0.017729397197116303,0.32798942042148993,0.0
2024,0.04224721797916309,0.03498145528380325,0.0
2025,0.766655403549046,1.0470047808035554,0.0
2026,0.0,0.7344109727369705,0.0
