ticker,name,date,close,prev_close,daily_return,abs_return,open_vs_prev_close_pct,open_limit_move_29p,open,volume,trading_value,trade_value_zero_or_na,estimated_trade_value_flag,estimated_market_cap_flag,market_cap,shares_outstanding,in_dynamic_universe,source_panel,ratio,extreme_class_candidate
298690,에어부산,2022-08-10,4035.0,1385.0,1.9133574007220215,1.9133574007220215,1.953068592057762,True,4090.0,415740.0,1681104525.0,False,False,False,260822400000.0,64640000,False,2018_2024,2.9133574007220218,large_jump_split_candidate
7460,에이프로젠,2023-01-19,1645.0,572.0,1.8758741258741256,1.8758741258741256,2.006993006993007,True,1720.0,4053780.0,6799415735.0,False,False,False,417285266475.0,253668855,False,2018_2024,2.875874125874126,large_jump_split_candidate
16380,동부제철,2019-09-19,16600.0,6000.0,1.7666666666666666,1.7666666666666666,2.333333333333333,True,20000.0,68869.0,1229797550.0,False,False,False,1660147690200.0,100008897,False,2018_2024,2.7666666666666666,large_jump_split_candidate
2420,세기상사,2021-12-22,16050.0,6160.0,1.6055194805194803,1.6055194805194803,1.0048701298701297,True,12350.0,158080.0,2485169400.0,False,False,False,65418516000.0,4075920,False,2018_2024,2.6055194805194803,large_jump_split_candidate
13000,세우글로벌,2021-09-27,6420.0,2470.0,1.5991902834008096,1.5991902834008096,1.0,True,4940.0,9669716.0,57785084500.0,False,False,False,184286299020.0,28705031,True,2018_2024,2.5991902834008096,large_jump_split_candidate
1070,대한방직,2023-01-02,51400.0,20150.0,1.5508684863523574,1.5508684863523574,1.5508684863523574,True,51400.0,22320.0,1141752500.0,False,False,False,272420000000.0,5300000,False,2018_2024,2.5508684863523574,large_jump_split_candidate
1020,페이퍼코리아,2020-03-24,1010.0,434.0,1.327188940092166,1.327188940092166,1.7419354838709675,True,1190.0,753595.0,810611509.0,False,False,False,35517942800.0,35166280,False,2018_2024,2.327188940092166,large_jump_split_candidate
2630,오리엔트바이오,2020-02-21,676.0,306.0,1.2091503267973858,1.2091503267973858,1.450980392156863,True,750.0,9751042.0,6921612530.0,False,False,False,68816121296.0,101798996,False,2018_2024,2.2091503267973858,large_jump_split_candidate
44380,주연테크,2020-05-07,1170.0,537.0,1.1787709497206702,1.1787709497206702,1.3091247672253257,True,1240.0,5660336.0,6746879845.0,False,False,False,62449915320.0,53375996,False,2018_2024,2.17877094972067,large_jump_split_candidate
1530,DI동일,2021-01-04,155500.0,74100.0,1.098515519568151,1.098515519568151,1.0242914979757085,True,150000.0,37133.0,5617274000.0,False,False,False,383402199500.0,2465609,False,2018_2024,2.098515519568151,large_jump_split_candidate
3030,세아제강지주,2022-01-03,100000.0,49300.0,1.028397565922921,1.028397565922921,1.1399594320486814,True,105500.0,7501.0,758544500.0,False,False,False,414165700000.0,4141657,False,2018_2024,2.028397565922921,large_jump_split_candidate
9410,태영건설,2024-07-12,4620.0,2310.0,1.0,1.0,-1.0,True,0.0,0.0,0.0,True,False,False,53010161820.0,11474061,False,2018_2024,2.0,possible_corporate_event
11690,와이투솔루션,2022-01-03,2440.0,1220.0,1.0,1.0,-1.0,True,0.0,0.0,0.0,True,False,False,388534954280.0,159235637,False,2018_2024,2.0,possible_corporate_event
5930,삼성전자,2018-05-04,51900.0,2650000.0,-0.9804150943396226,0.9804150943396226,-0.98,True,53000.0,39565391.0,2078017927600.0,False,False,False,333162951930000.0,6419324700,True,2018_2024,0.01958490566037736,likely_reverse_split_or_loss_artifact
40,KR모터스,2018-01-12,635.0,325.0,0.9538461538461538,0.9538461538461538,0.5046153846153847,True,489.0,20035740.0,12451534414.0,False,False,False,76047388545.0,119759667,False,2018_2024,1.9538461538461538,possible_corporate_event
3280,흥아해운,2021-09-15,2020.0,1035.0,0.9516908212560388,0.9516908212560388,0.5024154589371981,True,1555.0,513895.0,1024983265.0,False,False,False,483032556560.0,239125028,False,2018_2024,1.9516908212560387,possible_corporate_event
1530,DI동일,2023-01-02,14650.0,277000.0,-0.9471119133574007,0.9471119133574007,-0.9456678700361012,True,15050.0,60378.0,896097400.0,False,False,False,374575155500.0,25568270,False,2018_2024,0.05288808664259928,likely_reverse_split_or_loss_artifact
4090,한국석유,2021-04-15,18900.0,281000.0,-0.9327402135231316,0.9327402135231316,-0.9398576512455517,True,16900.0,1469499.0,26805240200.0,False,False,False,123832800000.0,6552000,False,2018_2024,0.06725978647686832,likely_reverse_split_or_loss_artifact
480,조선내화,2023-04-13,8800.0,100400.0,-0.9123505976095616,0.9123505976095616,-0.9053784860557768,True,9500.0,387352.0,3529947930.0,False,False,False,352000000000.0,40000000,False,2018_2024,0.08764940239043825,likely_reverse_split_or_loss_artifact
10660,화천기계,2019-05-15,2020.0,22500.0,-0.9102222222222224,0.9102222222222224,-0.9084444444444444,True,2060.0,702931.0,1461977900.0,False,False,False,44440000000.0,22000000,False,2018_2024,0.08977777777777778,likely_reverse_split_or_loss_artifact
13700,까뮤이앤씨,2018-05-08,1465.0,16200.0,-0.909567901234568,0.909567901234568,-0.9015432098765432,True,1595.0,831645.0,1244107800.0,False,False,False,66148090200.0,45152280,False,2018_2024,0.0904320987654321,likely_reverse_split_or_loss_artifact
16710,대성홀딩스,2022-01-03,47250.0,24750.0,0.9090909090909092,0.9090909090909092,0.896969696969697,True,46950.0,72419.0,3406268900.0,False,False,False,760226937750.0,16089459,False,2018_2024,1.9090909090909092,possible_corporate_event
14130,한익스프레스,2018-04-30,6010.0,66000.0,-0.908939393939394,0.908939393939394,-0.9037878787878788,True,6350.0,363058.0,2242337980.0,False,False,False,72120000000.0,12000000,False,2018_2024,0.09106060606060606,likely_reverse_split_or_loss_artifact
300720,한일시멘트,2021-09-13,21700.0,238000.0,-0.9088235294117648,0.9088235294117648,-0.9050420168067228,True,22600.0,652105.0,14108950600.0,False,False,False,1502975418000.0,69261540,False,2018_2024,0.09117647058823529,likely_reverse_split_or_loss_artifact
1140,국보,2019-05-03,2205.0,23550.0,-0.9063694267515924,0.9063694267515924,-0.9021231422505308,True,2305.0,1232100.0,2737865475.0,False,False,False,37094803200.0,16823040,False,2018_2024,0.09363057324840764,likely_reverse_split_or_loss_artifact
71090,하이스틸,2021-04-05,2685.0,28650.0,-0.906282722513089,0.906282722513089,-0.9040139616055848,True,2750.0,1609339.0,4507471110.0,False,False,False,53698496400.0,19999440,False,2018_2024,0.093717277486911,likely_reverse_split_or_loss_artifact
2070,남영비비안,2020-02-06,1535.0,16350.0,-0.9061162079510704,0.9061162079510704,-0.8957186544342508,True,1705.0,7440731.0,11838701785.0,False,False,False,105422955750.0,68679450,False,2018_2024,0.09388379204892966,likely_reverse_split_or_loss_artifact
5880,대한해운,2020-10-12,1725.0,18100.0,-0.9046961325966852,0.9046961325966852,-0.9005524861878453,True,1800.0,2893741.0,5098842880.0,False,False,False,421367630250.0,244271090,False,2018_2024,0.09530386740331492,likely_reverse_split_or_loss_artifact
5300,롯데칠성,2019-05-03,165500.0,1731000.0,-0.9043905257076834,0.9043905257076834,-0.8983246678220682,True,176000.0,42702.0,7310748000.0,False,False,False,1322917630000.0,7993460,False,2018_2024,0.09560947429231657,likely_reverse_split_or_loss_artifact
35510,신세계 I&C,2024-01-02,12000.0,125500.0,-0.904382470119522,0.904382470119522,-0.9035059760956176,True,12110.0,37265.0,445564050.0,False,False,False,206400000000.0,17200000,False,2018_2024,0.09561752988047809,likely_reverse_split_or_loss_artifact
183190,아세아시멘트,2022-04-06,16550.0,172500.0,-0.9040579710144928,0.9040579710144928,-0.9028985507246376,True,16750.0,581218.0,9751307200.0,False,False,False,644756389500.0,38958090,False,2018_2024,0.09594202898550724,likely_reverse_split_or_loss_artifact
3920,남양유업,2024-11-20,67700.0,687000.0,-0.9014556040756914,0.9014556040756914,-0.9005822416302766,True,68300.0,77451.0,5059237400.0,False,False,False,460177887000.0,6797310,False,2018_2024,0.0985443959243086,likely_reverse_split_or_loss_artifact
3200,일신방직,2023-04-14,13070.0,130700.0,-0.9,0.9,-0.9007651109410864,True,12970.0,82211.0,1063337610.0,False,False,False,304269600000.0,23280000,False,2018_2024,0.1,large_drop_candidate
2420,세기상사,2021-04-21,6160.0,61600.0,-0.9,0.9,-1.0,True,0.0,0.0,0.0,True,False,False,25107667200.0,4075920,False,2018_2024,0.1,large_drop_candidate
16590,신대양제지,2023-04-24,8530.0,85200.0,-0.8998826291079812,0.8998826291079812,-0.9014084507042254,True,8400.0,30723.0,256984900.0,False,False,False,343740404600.0,40297820,False,2018_2024,0.10011737089201878,large_drop_candidate
17810,풀무원,2019-05-07,13150.0,129000.0,-0.898062015503876,0.898062015503876,-0.9007751937984496,True,12800.0,364387.0,4694877900.0,False,False,False,500895992500.0,38090950,False,2018_2024,0.10193798449612403,large_drop_candidate
2200,한국수출포장,2023-04-17,3615.0,35200.0,-0.8973011363636364,0.8973011363636364,-0.9005681818181819,True,3500.0,642768.0,2289237480.0,False,False,False,144600000000.0,40000000,False,2018_2024,0.10269886363636363,large_drop_candidate
5980,성지건설,2018-09-19,1190.0,8770.0,-0.8643101482326112,0.8643101482326112,-0.902394526795895,True,856.0,9046080.0,8392618105.0,False,False,False,16909161010.0,14209379,False,2018_2024,0.13568985176738882,large_drop_candidate
457190,이수스페셜티케미컬,2024-05-02,61000.0,339500.0,-0.8203240058910162,0.8203240058910162,-0.8026509572901326,True,67000.0,1325618.0,82435706200.0,False,False,False,1842705080000.0,30208280,True,2018_2024,0.1796759941089838,large_drop_candidate
3120,일성신약,2023-04-17,28550.0,155800.0,-0.8167522464698331,0.8167522464698331,-0.7974967907573812,True,31550.0,150761.0,4395371250.0,False,False,False,379715000000.0,13300000,False,2018_2024,0.18324775353016687,large_drop_candidate
1390,KG케미칼,2023-08-28,8470.0,45650.0,-0.8144578313253013,0.8144578313253013,-0.7734939759036145,True,10340.0,7247104.0,68589378210.0,False,False,False,579932768800.0,68469040,True,2018_2024,0.1855421686746988,large_drop_candidate
17670,SK텔레콤,2021-11-29,57900.0,309500.0,-0.812924071082391,0.812924071082391,-0.8274636510500808,True,53400.0,11028540.0,619519600200.0,False,False,False,12670439037600.0,218833144,True,2018_2024,0.18707592891760905,large_drop_candidate
1070,대한방직,2018-01-18,14650.0,78000.0,-0.8121794871794872,0.8121794871794872,-0.8166666666666667,True,14300.0,67841.0,993005750.0,False,False,False,77645000000.0,5300000,False,2018_2024,0.18782051282051282,large_drop_candidate
278470,에이피알,2024-10-31,50100.0,266500.0,-0.8120075046904315,0.8120075046904315,-0.7977485928705441,True,53900.0,706639.0,35827289250.0,False,False,False,1909480839000.0,38113390,True,2018_2024,0.1879924953095685,large_drop_candidate
31430,신세계인터내셔날,2022-04-11,31400.0,167000.0,-0.8119760479041916,0.8119760479041916,-0.805688622754491,True,32450.0,498665.0,15815205500.0,False,False,False,1120980000000.0,35700000,True,2018_2024,0.18802395209580838,large_drop_candidate
7340,DN오토모티브,2024-10-08,19200.0,102100.0,-0.811949069539667,0.811949069539667,-0.8050930460333007,True,19900.0,423837.0,8032298420.0,False,False,False,1162847328000.0,60564965,False,2018_2024,0.188050930460333,large_drop_candidate
383220,F&F,2022-04-13,146000.0,770000.0,-0.8103896103896104,0.8103896103896104,-0.811038961038961,True,145500.0,327841.0,48445956500.0,False,False,False,5592832950000.0,38307075,True,2018_2024,0.18961038961038962,large_drop_candidate
14280,금강공업,2019-05-07,4625.0,24350.0,-0.8100616016427105,0.8100616016427105,-0.8102669404517454,True,4620.0,275997.0,1281713505.0,False,False,False,112294167500.0,24279820,False,2018_2024,0.18993839835728954,large_drop_candidate
81660,휠라코리아,2018-05-09,24850.0,129500.0,-0.8081081081081081,0.8081081081081081,-0.8084942084942085,True,24800.0,510568.0,12465386950.0,False,False,False,1518709489500.0,61115070,False,2018_2024,0.1918918918918919,large_drop_candidate
5010,휴스틸,2022-07-13,4245.0,21950.0,-0.8066059225512529,0.8066059225512529,-0.8009111617312072,True,4370.0,818540.0,3427307975.0,False,False,False,166353378375.0,39188075,False,2018_2024,0.19339407744874715,large_drop_candidate
192400,쿠쿠홀딩스,2021-08-27,25850.0,132000.0,-0.8041666666666667,0.8041666666666667,-0.809469696969697,True,25150.0,128644.0,3247947300.0,False,False,False,919282482250.0,35562185,False,2018_2024,0.19583333333333333,large_drop_candidate
6040,동원산업,2022-11-28,48100.0,245000.0,-0.8036734693877551,0.8036734693877551,-0.8083673469387755,True,46950.0,37679.0,1791342700.0,False,False,False,2404166186500.0,49982665,False,2018_2024,0.1963265306122449,large_drop_candidate
204320,만도,2018-05-08,45250.0,227000.0,-0.8006607929515419,0.8006607929515419,-0.8004405286343612,True,45300.0,215006.0,9732863450.0,False,False,False,2124809680000.0,46957120,False,2018_2024,0.19933920704845814,large_drop_candidate
1790,대한제당,2021-04-14,7290.0,36450.0,-0.8,0.8,-0.8041152263374486,True,7140.0,973408.0,6979775540.0,False,False,False,326944034100.0,44848290,False,2018_2024,0.2,large_drop_candidate
10100,한국프랜지,2018-05-04,2200.0,11000.0,-0.8,0.8,-0.8077272727272727,True,2115.0,182507.0,392591205.0,False,False,False,66990924000.0,30450420,False,2018_2024,0.2,large_drop_candidate
3850,보령제약,2018-04-30,12100.0,60100.0,-0.7986688851913477,0.7986688851913477,-0.7986688851913477,True,12100.0,401080.0,4842740900.0,False,False,False,534820000000.0,44200000,False,2018_2024,0.20133111480865223,large_drop_candidate
35420,NAVER,2018-10-12,142000.0,704000.0,-0.7982954545454546,0.7982954545454546,-0.8039772727272727,True,138000.0,654013.0,89381904500.0,False,False,False,23403502090000.0,164813395,True,2018_2024,0.20170454545454544,large_drop_candidate
3280,흥아해운,2019-06-24,636.0,354.0,0.7966101694915255,0.7966101694915255,0.9548022598870056,True,692.0,5309347.0,3565180340.0,False,False,False,52397326188.0,82385733,False,2018_2024,1.7966101694915255,possible_corporate_event
284740,쿠쿠홈시스,2019-05-07,43700.0,214500.0,-0.7962703962703963,0.7962703962703963,-0.8004662004662004,True,42800.0,17665.0,758125150.0,False,False,False,980511321000.0,22437330,False,2018_2024,0.20372960372960372,large_drop_candidate
100,유한양행,2020-04-08,46550.0,224500.0,-0.7926503340757238,0.7926503340757238,-0.7728285077951003,True,51000.0,2612972.0,128555088600.0,False,False,False,3112184505500.0,66856810,True,2018_2024,0.20734966592427617,large_drop_candidate
267250,현대중공업지주,2021-04-13,58700.0,283000.0,-0.7925795053003534,0.7925795053003534,-0.7957597173144877,True,57800.0,736003.0,43270221800.0,False,False,False,4636894089500.0,78993085,True,2018_2024,0.20742049469964666,large_drop_candidate
1470,삼부토건,2019-05-02,976.0,4685.0,-0.791675560298826,0.791675560298826,-0.8057630736392742,True,910.0,3500464.0,3483743665.0,False,False,False,121039279280.0,124015655,False,2018_2024,0.20832443970117395,large_drop_candidate
3410,쌍용양회,2018-07-11,5700.0,26750.0,-0.7869158878504673,0.7869158878504673,-0.8093457943925233,True,5100.0,5465456.0,30442118460.0,False,False,False,2871999691500.0,503859595,True,2018_2024,0.2130841121495327,large_drop_candidate
35720,카카오,2021-04-15,120500.0,558000.0,-0.7840501792114696,0.7840501792114696,-0.7840501792114696,True,120500.0,17115015.0,2099371759000.0,False,False,False,53479021252500.0,443809305,True,2018_2024,0.21594982078853048,large_drop_candidate
25560,미래산업,2023-08-17,6230.0,28650.0,-0.7825479930191972,0.7825479930191972,-0.7825479930191972,True,6230.0,613069.0,3819389735.0,False,False,False,31706307850.0,5089295,False,2018_2024,0.2174520069808028,large_drop_candidate
900140,엘브이엠씨홀딩스,2020-01-02,4145.0,2330.0,0.7789699570815452,0.7789699570815452,0.7854077253218885,True,4160.0,46653.0,193338720.0,False,False,False,211894219655.0,51120439,False,2018_2024,1.7789699570815452,possible_corporate_event
10580,에스엠벡셀,2022-09-08,2700.0,1530.0,0.7647058823529411,0.7647058823529411,0.5,True,2295.0,11847192.0,34244825590.0,False,False,False,300379752000.0,111251760,True,2018_2024,1.7647058823529411,possible_corporate_event
9810,엔케이물산,2020-11-24,696.0,397.0,0.7531486146095718,0.7531486146095718,0.8639798488664987,True,740.0,3245796.0,2267362941.0,False,False,False,29085290160.0,41789210,False,2018_2024,1.7531486146095718,possible_corporate_event
4920,씨아이테크,2021-01-04,880.0,506.0,0.7391304347826086,0.7391304347826086,0.7766798418972332,True,899.0,299172.0,262431671.0,False,False,False,22062279360.0,25070772,False,2018_2024,1.7391304347826086,possible_corporate_event
27740,마니커,2022-01-03,1180.0,683.0,0.7276720351390922,0.7276720351390922,0.698389458272328,True,1160.0,434623.0,510380450.0,False,False,False,74943249040.0,63511228,False,2018_2024,1.7276720351390922,possible_corporate_event
306200,세아제강,2022-01-03,95900.0,57000.0,0.6824561403508771,0.6824561403508771,0.6771929824561405,True,95600.0,3973.0,381252600.0,False,False,False,272001170000.0,2836300,False,2018_2024,1.682456140350877,possible_corporate_event
96300,베트남개발1,2022-09-08,71.0,218.0,-0.6743119266055047,0.6743119266055047,-0.6972477064220184,True,66.0,11648238.0,813171956.0,False,False,False,9775294981.0,137680211,False,2018_2024,0.3256880733944954,large_drop_candidate
97230,한진중공업,2019-04-23,1990.0,1190.0,0.6722689075630253,0.6722689075630253,0.8487394957983194,True,2200.0,34028484.0,76774875630.0,False,False,False,211044490920.0,106052508,True,2018_2024,1.6722689075630253,possible_corporate_event
1080,만호제강,2023-01-02,29150.0,17500.0,0.6657142857142857,0.6657142857142857,0.7142857142857142,True,30000.0,5961.0,171452900.0,False,False,False,120972500000.0,4150000,False,2018_2024,1.6657142857142857,possible_corporate_event
3960,사조대림,2022-01-03,26550.0,16000.0,0.659375,0.659375,0.6125,True,25800.0,61418.0,1616784150.0,False,False,False,243316598850.0,9164467,False,2018_2024,1.659375,possible_corporate_event
100840,SNT에너지,2024-04-16,11470.0,33200.0,-0.6545180722891566,0.6545180722891566,-0.5653614457831325,True,14430.0,828326.0,10568087710.0,False,False,False,86101975170.0,7506711,False,2018_2024,0.34548192771084335,large_drop_candidate
23450,동남합성,2019-03-04,25500.0,72900.0,-0.6502057613168724,0.6502057613168724,-0.6145404663923182,True,28100.0,9813.0,259928450.0,False,False,False,33683511000.0,1320922,False,2018_2024,0.3497942386831276,large_drop_candidate
7700,F&F홀딩스,2021-05-21,63000.0,180000.0,-0.65,0.65,-0.5,True,90000.0,1058680.0,67010145400.0,False,False,False,487530855000.0,7738585,True,2018_2024,0.35,large_drop_candidate
77500,유니퀘스트,2023-10-23,6440.0,18400.0,-0.65,0.65,-0.5,True,9200.0,2984612.0,20381916610.0,False,False,False,140353456600.0,21794015,True,2018_2024,0.35,large_drop_candidate
11690,와이투솔루션,2022-06-16,880.0,2440.0,-0.639344262295082,0.639344262295082,-0.5081967213114754,True,1200.0,36024318.0,34608103326.0,False,False,False,140127360560.0,159235637,True,2018_2024,0.36065573770491804,large_drop_candidate
363280,티와이홀딩스,2023-01-02,10400.0,28200.0,-0.6312056737588653,0.6312056737588653,-0.6329787234042553,True,10350.0,33850.0,349410100.0,False,False,False,529664387200.0,50929268,False,2018_2024,0.36879432624113473,large_drop_candidate
20760,일진디스플,2022-01-03,2540.0,6740.0,-0.6231454005934718,0.6231454005934718,-0.6201780415430267,True,2560.0,108129.0,272644395.0,False,False,False,87549446440.0,34468286,False,2018_2024,0.3768545994065282,large_drop_candidate
1290,골든브릿지증권,2018-02-20,2235.0,1380.0,0.6195652173913044,0.6195652173913044,0.2463768115942028,False,1720.0,8311050.0,18439824365.0,False,False,False,113300171415.0,50693589,True,2018_2024,1.6195652173913044,possible_corporate_event
8600,윌비스,2023-01-02,665.0,1685.0,-0.6053412462908012,0.6053412462908012,-0.5976261127596438,True,678.0,109604.0,73283128.0,False,False,False,44711965935.0,67236039,False,2018_2024,0.39465875370919884,large_drop_candidate
