signal_id,family,horizon_d,regime,ic_mean_pred,ic_tstat,ic_hit_rate,n_dates,decile_ls_exec_netcost,longonly_topdecile_exec_netcost,placebo_ic_5d,status,caveat,execution_note,label_note
sig_sector_breadth,C_sector,1,PAST,0.001827130751460989,0.39054000211392986,0.5172413793103449,986,-0.0005846680845127077,-0.0006043208493632361,,measured_with_caveat,PIT sector mapping (E014 closed on PIT-sector look-ahead; caveat not veto),long-only executable view; long-short statistical only,ic=close-to-close prediction; decile=T+1-open executability net cost
sig_sector_breadth,C_sector,3,PAST,0.005284821724617771,1.0901735403246096,0.5081135902636917,986,0.0006717274964002633,-5.366774946332572e-05,,measured_with_caveat,PIT sector mapping (E014 closed on PIT-sector look-ahead; caveat not veto),long-only executable view; long-short statistical only,ic=close-to-close prediction; decile=T+1-open executability net cost
sig_sector_breadth,C_sector,5,PAST,0.0017398251440844624,0.3421760107520331,0.5060851926977687,986,0.0008458849272623536,0.00039224207358742343,-0.0031777966295346762,measured_with_caveat,PIT sector mapping (E014 closed on PIT-sector look-ahead; caveat not veto),long-only executable view; long-short statistical only,ic=close-to-close prediction; decile=T+1-open executability net cost
sig_sector_breadth,C_sector,10,PAST,0.006605615261186445,1.2146927454124394,0.5253549695740365,986,0.002711376291274937,0.0007608564683734271,,measured_with_caveat,PIT sector mapping (E014 closed on PIT-sector look-ahead; caveat not veto),long-only executable view; long-short statistical only,ic=close-to-close prediction; decile=T+1-open executability net cost
sig_sector_breadth,C_sector,20,PAST,0.006981900028610426,1.205843840492935,0.5202839756592292,986,0.006765818235449677,0.0024765020708574273,,measured_with_caveat,PIT sector mapping (E014 closed on PIT-sector look-ahead; caveat not veto),long-only executable view; long-short statistical only,ic=close-to-close prediction; decile=T+1-open executability net cost
sig_sector_breadth,C_sector,1,PRESENT,0.006394499221332241,1.4332357256981652,0.5151228733459358,1058,-0.0002578498132066551,0.0001689622863807883,,measured_with_caveat,PIT sector mapping (E014 closed on PIT-sector look-ahead; caveat not veto),long-only executable view; long-short statistical only,ic=close-to-close prediction; decile=T+1-open executability net cost
sig_sector_breadth,C_sector,3,PRESENT,0.0033953521698311343,0.7011049825020214,0.4933712121212121,1056,0.00024883441162233113,0.00017069017020767367,,measured_with_caveat,PIT sector mapping (E014 closed on PIT-sector look-ahead; caveat not veto),long-only executable view; long-short statistical only,ic=close-to-close prediction; decile=T+1-open executability net cost
sig_sector_breadth,C_sector,5,PRESENT,0.0030361163257743525,0.6118867111790112,0.49620493358633777,1054,0.0018793310055994841,0.0011085142076511017,0.002331530068675384,measured_with_caveat,PIT sector mapping (E014 closed on PIT-sector look-ahead; caveat not veto),long-only executable view; long-short statistical only,ic=close-to-close prediction; decile=T+1-open executability net cost
sig_sector_breadth,C_sector,10,PRESENT,0.00623877092128682,1.2031691461299547,0.5042897998093422,1049,0.002514889972910138,-0.00020969626131486153,,measured_with_caveat,PIT sector mapping (E014 closed on PIT-sector look-ahead; caveat not veto),long-only executable view; long-short statistical only,ic=close-to-close prediction; decile=T+1-open executability net cost
sig_sector_breadth,C_sector,20,PRESENT,0.0036099759078782115,0.6583587368369254,0.5110683349374399,1039,0.00239632426177399,-0.0016606829303626618,,measured_with_caveat,PIT sector mapping (E014 closed on PIT-sector look-ahead; caveat not veto),long-only executable view; long-short statistical only,ic=close-to-close prediction; decile=T+1-open executability net cost
sig_within_sector_rs,C_sector,1,FULL,-0.029960632121573978,-9.098477816899855,0.41291585127201563,2044,-0.00570066766142784,0.00038290338045113276,,measured_with_caveat,PIT sector mapping (E014 closed on PIT-sector look-ahead; caveat not veto),long-only executable view; long-short statistical only,ic=close-to-close prediction; decile=T+1-open executability net cost
sig_within_sector_rs,C_sector,3,FULL,-0.032598581003148,-9.291930158208064,0.41723800195886385,2042,-0.008280823921968078,0.003346593783753566,,measured_with_caveat,PIT sector mapping (E014 closed on PIT-sector look-ahead; caveat not veto),long-only executable view; long-short statistical only,ic=close-to-close prediction; decile=T+1-open executability net cost
sig_within_sector_rs,C_sector,5,FULL,-0.027138621924468757,-7.522662101584017,0.43186274509803924,2040,-0.006269217653793976,0.006712536960811651,0.0013521249904581386,measured_with_caveat,PIT sector mapping (E014 closed on PIT-sector look-ahead; caveat not veto),long-only executable view; long-short statistical only,ic=close-to-close prediction; decile=T+1-open executability net cost
sig_within_sector_rs,C_sector,10,FULL,-0.01964448901613187,-5.257269637907839,0.4565110565110565,2035,-0.0013952119264160096,0.013078925110657426,,measured_with_caveat,PIT sector mapping (E014 closed on PIT-sector look-ahead; caveat not veto),long-only executable view; long-short statistical only,ic=close-to-close prediction; decile=T+1-open executability net cost
sig_within_sector_rs,C_sector,20,FULL,-0.003538019352588166,-0.9052825266845885,0.48790123456790124,2025,0.017671005421503332,0.030705704513809513,,measured_with_caveat,PIT sector mapping (E014 closed on PIT-sector look-ahead; caveat not veto),long-only executable view; long-short statistical only,ic=close-to-close prediction; decile=T+1-open executability net cost
sig_within_sector_rs,C_sector,1,PAST,-0.028508916291391403,-6.195894890330955,0.4107505070993915,986,-0.005130933600784265,0.0005332337498938464,,measured_with_caveat,PIT sector mapping (E014 closed on PIT-sector look-ahead; caveat not veto),long-only executable view; long-short statistical only,ic=close-to-close prediction; decile=T+1-open executability net cost
sig_within_sector_rs,C_sector,3,PAST,-0.028552345733291212,-5.636905826072161,0.4208924949290061,986,-0.005893251145988768,0.005020355962949991,,measured_with_caveat,PIT sector mapping (E014 closed on PIT-sector look-ahead; caveat not veto),long-only executable view; long-short statistical only,ic=close-to-close prediction; decile=T+1-open executability net cost
sig_within_sector_rs,C_sector,5,PAST,-0.023031090528324808,-4.401406834962681,0.4513184584178499,986,-0.002290113629741276,0.00962212052347843,-0.0026875421675144557,measured_with_caveat,PIT sector mapping (E014 closed on PIT-sector look-ahead; caveat not veto),long-only executable view; long-short statistical only,ic=close-to-close prediction; decile=T+1-open executability net cost
sig_within_sector_rs,C_sector,10,PAST,-0.019827500167186724,-3.77065668037676,0.4543610547667343,986,-5.9759617248690516e-05,0.016629041977481895,,measured_with_caveat,PIT sector mapping (E014 closed on PIT-sector look-ahead; caveat not veto),long-only executable view; long-short statistical only,ic=close-to-close prediction; decile=T+1-open executability net cost
sig_within_sector_rs,C_sector,20,PAST,-0.014901070912075803,-2.787396857425094,0.46551724137931033,986,0.011670003999618409,0.029024683845673305,,measured_with_caveat,PIT sector mapping (E014 closed on PIT-sector look-ahead; caveat not veto),long-only executable view; long-short statistical only,ic=close-to-close prediction; decile=T+1-open executability net cost
sig_within_sector_rs,C_sector,1,PRESENT,-0.03131355443590292,-6.660933221788468,0.41493383742911155,1058,-0.006231629649891513,0.00024280343312550385,,measured_with_caveat,PIT sector mapping (E014 closed on PIT-sector look-ahead; caveat not veto),long-only executable view; long-short statistical only,ic=close-to-close prediction; decile=T+1-open executability net cost
sig_within_sector_rs,C_sector,3,PRESENT,-0.036376599919889285,-7.480259871534821,0.41382575757575757,1056,-0.010510129563176034,0.00178378174901145,,measured_with_caveat,PIT sector mapping (E014 closed on PIT-sector look-ahead; caveat not veto),long-only executable view; long-short statistical only,ic=close-to-close prediction; decile=T+1-open executability net cost
sig_within_sector_rs,C_sector,5,PRESENT,-0.03098115129505502,-6.22275419849416,0.41366223908918404,1054,-0.009991605289198114,0.003990668466704017,0.0015212912926135952,measured_with_caveat,PIT sector mapping (E014 closed on PIT-sector look-ahead; caveat not veto),long-only executable view; long-short statistical only,ic=close-to-close prediction; decile=T+1-open executability net cost
sig_within_sector_rs,C_sector,10,PRESENT,-0.01947246900188966,-3.670610882939167,0.45853193517635843,1049,-0.0026504607127258097,0.0097420183130512,,measured_with_caveat,PIT sector mapping (E014 closed on PIT-sector look-ahead; caveat not veto),long-only executable view; long-short statistical only,ic=close-to-close prediction; decile=T+1-open executability net cost
sig_within_sector_rs,C_sector,20,PRESENT,0.007245396275568522,1.2792099557089431,0.5091434071222329,1039,0.023365892237652064,0.03230097533073185,,measured_with_caveat,PIT sector mapping (E014 closed on PIT-sector look-ahead; caveat not veto),long-only executable view; long-short statistical only,ic=close-to-close prediction; decile=T+1-open executability net cost
sig_borrow_ratio,E_borrow,1,FULL,-0.03055799304013773,-9.18969610847498,0.40496277915632756,2015,-0.008152129923844509,-0.00198191153513225,,measured_with_caveat,borrow BALANCE only (no fee/rebate/restriction); W000 item6; 2018+ coverage,long-only executable view; long-short statistical only,ic=close-to-close prediction; decile=T+1-open executability net cost
sig_borrow_ratio,E_borrow,3,FULL,-0.03600512479181263,-10.79799824018485,0.39940387481371087,2013,-0.018666676767407315,-0.004181023437303743,,measured_with_caveat,borrow BALANCE only (no fee/rebate/restriction); W000 item6; 2018+ coverage,long-only executable view; long-short statistical only,ic=close-to-close prediction; decile=T+1-open executability net cost
sig_borrow_ratio,E_borrow,5,FULL,-0.0387061271619667,-11.243748347051119,0.39880656389855795,2011,-0.02587032956519862,-0.005618435595377596,-0.002797044179949935,measured_with_caveat,borrow BALANCE only (no fee/rebate/restriction); W000 item6; 2018+ coverage,long-only executable view; long-short statistical only,ic=close-to-close prediction; decile=T+1-open executability net cost
sig_borrow_ratio,E_borrow,10,FULL,-0.04155511571029666,-11.546398102075855,0.3983050847457627,2006,-0.04004925915403374,-0.008275317291173914,,measured_with_caveat,borrow BALANCE only (no fee/rebate/restriction); W000 item6; 2018+ coverage,long-only executable view; long-short statistical only,ic=close-to-close prediction; decile=T+1-open executability net cost
sig_borrow_ratio,E_borrow,20,FULL,-0.05122268335627072,-13.558911108587127,0.3867735470941884,1996,-0.055341954717212725,-0.012264149235596706,,measured_with_caveat,borrow BALANCE only (no fee/rebate/restriction); W000 item6; 2018+ coverage,long-only executable view; long-short statistical only,ic=close-to-close prediction; decile=T+1-open executability net cost
sig_borrow_ratio,E_borrow,1,PAST,-0.034423581532935336,-7.565143805804105,0.3900414937759336,964,-0.008970940718335723,-0.002382555018414466,,measured_with_caveat,borrow BALANCE only (no fee/rebate/restriction); W000 item6; 2018+ coverage,long-only executable view; long-short statistical only,ic=close-to-close prediction; decile=T+1-open executability net cost
sig_borrow_ratio,E_borrow,3,PAST,-0.03805487143971006,-8.390599307973742,0.37655601659751037,964,-0.02030859903762987,-0.004962375024245135,,measured_with_caveat,borrow BALANCE only (no fee/rebate/restriction); W000 item6; 2018+ coverage,long-only executable view; long-short statistical only,ic=close-to-close prediction; decile=T+1-open executability net cost
sig_borrow_ratio,E_borrow,5,PAST,-0.03741751156284809,-7.950511415838451,0.4045643153526971,964,-0.028175253191563537,-0.006724502088149744,-8.324726217577048e-06,measured_with_caveat,borrow BALANCE only (no fee/rebate/restriction); W000 item6; 2018+ coverage,long-only executable view; long-short statistical only,ic=close-to-close prediction; decile=T+1-open executability net cost
sig_borrow_ratio,E_borrow,10,PAST,-0.034671833738263824,-7.281328019369499,0.40767634854771784,964,-0.0423473813921616,-0.009623251208571977,,measured_with_caveat,borrow BALANCE only (no fee/rebate/restriction); W000 item6; 2018+ coverage,long-only executable view; long-short statistical only,ic=close-to-close prediction; decile=T+1-open executability net cost
sig_borrow_ratio,E_borrow,20,PAST,-0.0304180321347354,-6.197306588429827,0.42323651452282157,964,-0.046412852342405705,-0.01311580956946395,,measured_with_caveat,borrow BALANCE only (no fee/rebate/restriction); W000 item6; 2018+ coverage,long-only executable view; long-short statistical only,ic=close-to-close prediction; decile=T+1-open executability net cost
sig_borrow_ratio,E_borrow,1,PRESENT,-0.02701239141591614,-5.605793164036606,0.4186489058039962,1051,-0.00740109890016275,-0.001614432640856269,,measured_with_caveat,borrow BALANCE only (no fee/rebate/restriction); W000 item6; 2018+ coverage,long-only executable view; long-short statistical only,ic=close-to-close prediction; decile=T+1-open executability net cost
sig_borrow_ratio,E_borrow,3,PRESENT,-0.03412146819641404,-7.026101048867813,0.4204003813155386,1049,-0.017157798723084577,-0.003462984419370949,,measured_with_caveat,borrow BALANCE only (no fee/rebate/restriction); W000 item6; 2018+ coverage,long-only executable view; long-short statistical only,ic=close-to-close prediction; decile=T+1-open executability net cost
sig_borrow_ratio,E_borrow,5,PRESENT,-0.039892588897926906,-7.984780221711085,0.39350525310410694,1047,-0.0237481267229677,-0.004600051546636095,-0.0013570008372564472,measured_with_caveat,borrow BALANCE only (no fee/rebate/restriction); W000 item6; 2018+ coverage,long-only executable view; long-short statistical only,ic=close-to-close prediction; decile=T+1-open executability net cost
sig_borrow_ratio,E_borrow,10,PRESENT,-0.047923142409950846,-8.970458583264566,0.3896353166986564,1042,-0.03792316526002679,-0.007028284377189523,,measured_with_caveat,borrow BALANCE only (no fee/rebate/restriction); W000 item6; 2018+ coverage,long-only executable view; long-short statistical only,ic=close-to-close prediction; decile=T+1-open executability net cost
sig_borrow_ratio,E_borrow,20,PRESENT,-0.0706564854663095,-12.562421099315218,0.35271317829457366,1032,-0.06368270538515262,-0.011468606055511412,,measured_with_caveat,borrow BALANCE only (no fee/rebate/restriction); W000 item6; 2018+ coverage,long-only executable view; long-short statistical only,ic=close-to-close prediction; decile=T+1-open executability net cost
sig_borrow_chg5,E_borrow,1,FULL,-0.012099656425370803,-4.449506234116099,0.456857855361596,2005,-0.002335678577043123,0.002095927507989704,,measured_with_caveat,borrow BALANCE only (no fee/rebate/restriction); W000 item6; 2018+ coverage,long-only executable view; long-short statistical only,ic=close-to-close prediction; decile=T+1-open executability net cost
sig_borrow_chg5,E_borrow,3,FULL,-0.009460694024906867,-3.220775306310478,0.4724172517552658,1994,-0.0017892155120677725,0.005451695852953738,,measured_with_caveat,borrow BALANCE only (no fee/rebate/restriction); W000 item6; 2018+ coverage,long-only executable view; long-short statistical only,ic=close-to-close prediction; decile=T+1-open executability net cost
sig_borrow_chg5,E_borrow,5,FULL,-0.006970486353588713,-2.370915875157243,0.4869215291750503,1988,-0.0005783222056562595,0.00820238170595817,-0.0004781146827457028,measured_with_caveat,borrow BALANCE only (no fee/rebate/restriction); W000 item6; 2018+ coverage,long-only executable view; long-short statistical only,ic=close-to-close prediction; decile=T+1-open executability net cost
sig_borrow_chg5,E_borrow,10,FULL,0.0012107548197304418,0.39063989829821627,0.494188984335523,1979,0.004397732769624202,0.013381901497103998,,measured_with_caveat,borrow BALANCE only (no fee/rebate/restriction); W000 item6; 2018+ coverage,long-only executable view; long-short statistical only,ic=close-to-close prediction; decile=T+1-open executability net cost
sig_borrow_chg5,E_borrow,20,FULL,-0.002064868350707638,-0.645666467692031,0.4801829268292683,1968,0.001138172631169479,0.015193012220284225,,measured_with_caveat,borrow BALANCE only (no fee/rebate/restriction); W000 item6; 2018+ coverage,long-only executable view; long-short statistical only,ic=close-to-close prediction; decile=T+1-open executability net cost
sig_borrow_chg5,E_borrow,1,PAST,-0.016108647201336437,-3.919851853072624,0.4387434554973822,955,-0.0032647445673634986,0.0017171077702997403,,measured_with_caveat,borrow BALANCE only (no fee/rebate/restriction); W000 item6; 2018+ coverage,long-only executable view; long-short statistical only,ic=close-to-close prediction; decile=T+1-open executability net cost
sig_borrow_chg5,E_borrow,3,PAST,-0.008186733486132388,-1.8040640419401175,0.47839831401475236,949,-0.0022883796457294457,0.005756663740525412,,measured_with_caveat,borrow BALANCE only (no fee/rebate/restriction); W000 item6; 2018+ coverage,long-only executable view; long-short statistical only,ic=close-to-close prediction; decile=T+1-open executability net cost
sig_borrow_chg5,E_borrow,5,PAST,-0.007727814301368469,-1.779984180772936,0.48414376321353064,946,-0.0006465913992191809,0.00891320326873768,-0.002363894384327365,measured_with_caveat,borrow BALANCE only (no fee/rebate/restriction); W000 item6; 2018+ coverage,long-only executable view; long-short statistical only,ic=close-to-close prediction; decile=T+1-open executability net cost
sig_borrow_chg5,E_borrow,10,PAST,-0.012130926692599901,-2.6810969959760027,0.45493107104984093,943,-0.00042915805079762876,0.010662482327470494,,measured_with_caveat,borrow BALANCE only (no fee/rebate/restriction); W000 item6; 2018+ coverage,long-only executable view; long-short statistical only,ic=close-to-close prediction; decile=T+1-open executability net cost
sig_borrow_chg5,E_borrow,20,PAST,-0.014678029841097923,-3.1482366695390835,0.4369034994697773,943,-0.00619812475254505,0.011858220752910638,,measured_with_caveat,borrow BALANCE only (no fee/rebate/restriction); W000 item6; 2018+ coverage,long-only executable view; long-short statistical only,ic=close-to-close prediction; decile=T+1-open executability net cost
sig_borrow_chg5,E_borrow,1,PRESENT,-0.00845338386246873,-2.346362329289946,0.47333333333333333,1050,-0.0014935738733047872,0.002439289428780321,,measured_with_caveat,borrow BALANCE only (no fee/rebate/restriction); W000 item6; 2018+ coverage,long-only executable view; long-short statistical only,ic=close-to-close prediction; decile=T+1-open executability net cost
sig_borrow_chg5,E_borrow,3,PRESENT,-0.010617620868253264,-2.7935708850929575,0.46698564593301434,1045,-0.0013379098763602378,0.005175967456040901,,measured_with_caveat,borrow BALANCE only (no fee/rebate/restriction); W000 item6; 2018+ coverage,long-only executable view; long-short statistical only,ic=close-to-close prediction; decile=T+1-open executability net cost
sig_borrow_chg5,E_borrow,5,PRESENT,-0.006282931422111127,-1.5736024157685657,0.4894433781190019,1042,-0.0005164204272621858,0.007557857923553289,-0.003376206942032244,measured_with_caveat,borrow BALANCE only (no fee/rebate/restriction); W000 item6; 2018+ coverage,long-only executable view; long-short statistical only,ic=close-to-close prediction; decile=T+1-open executability net cost
sig_borrow_chg5,E_borrow,10,PRESENT,0.013354775732980939,3.1644419502136154,0.5299227799227799,1036,0.008795566628230759,0.015859594518325634,,measured_with_caveat,borrow BALANCE only (no fee/rebate/restriction); W000 item6; 2018+ coverage,long-only executable view; long-short statistical only,ic=close-to-close prediction; decile=T+1-open executability net cost
sig_borrow_chg5,E_borrow,20,PRESENT,0.009539240220451429,2.1856309993248852,0.52,1025,0.007887566224186845,0.018261020370267923,,measured_with_caveat,borrow BALANCE only (no fee/rebate/restriction); W000 item6; 2018+ coverage,long-only executable view; long-short statistical only,ic=close-to-close prediction; decile=T+1-open executability net cost
sig_borrow_chg20,E_borrow,1,FULL,-0.011067692642809992,-3.9638898783142755,0.4631578947368421,1995,-0.0020770222874928372,0.0019429752015159606,,measured_with_caveat,borrow BALANCE only (no fee/rebate/restriction); W000 item6; 2018+ coverage,long-only executable view; long-short statistical only,ic=close-to-close prediction; decile=T+1-open executability net cost
sig_borrow_chg20,E_borrow,3,FULL,-0.012496128304855064,-4.264718329227113,0.4570998494731561,1993,-0.004041491840899523,0.004613617846193612,,measured_with_caveat,borrow BALANCE only (no fee/rebate/restriction); W000 item6; 2018+ coverage,long-only executable view; long-short statistical only,ic=close-to-close prediction; decile=T+1-open executability net cost
sig_borrow_chg20,E_borrow,5,FULL,-0.013925131751416908,-4.464213358410414,0.4479638009049774,1989,-0.005220715810930556,0.0071353966615624095,-0.000785695040747403,measured_with_caveat,borrow BALANCE only (no fee/rebate/restriction); W000 item6; 2018+ coverage,long-only executable view; long-short statistical only,ic=close-to-close prediction; decile=T+1-open executability net cost
sig_borrow_chg20,E_borrow,10,FULL,-0.009013452456741166,-2.714553390079407,0.46906693711967545,1972,-0.0035378836744439663,0.01231660254689091,,measured_with_caveat,borrow BALANCE only (no fee/rebate/restriction); W000 item6; 2018+ coverage,long-only executable view; long-short statistical only,ic=close-to-close prediction; decile=T+1-open executability net cost
sig_borrow_chg20,E_borrow,20,FULL,-0.006223459255590981,-1.781896075100403,0.48360655737704916,1952,0.00012685722788171954,0.0207989506748279,,measured_with_caveat,borrow BALANCE only (no fee/rebate/restriction); W000 item6; 2018+ coverage,long-only executable view; long-short statistical only,ic=close-to-close prediction; decile=T+1-open executability net cost
sig_borrow_chg20,E_borrow,1,PAST,-0.020785444391885625,-5.000832359130233,0.4375,944,-0.003912155419221831,0.000565979445396326,,measured_with_caveat,borrow BALANCE only (no fee/rebate/restriction); W000 item6; 2018+ coverage,long-only executable view; long-short statistical only,ic=close-to-close prediction; decile=T+1-open executability net cost
sig_borrow_chg20,E_borrow,3,PAST,-0.02760485918724183,-6.266692475349292,0.4120762711864407,944,-0.008739113941657049,0.001399768345192394,,measured_with_caveat,borrow BALANCE only (no fee/rebate/restriction); W000 item6; 2018+ coverage,long-only executable view; long-short statistical only,ic=close-to-close prediction; decile=T+1-open executability net cost
sig_borrow_chg20,E_borrow,5,PAST,-0.032465095514511995,-7.239598553228441,0.3828207847295864,943,-0.011947094952719924,0.0030544883139890892,-0.002196651466726508,measured_with_caveat,borrow BALANCE only (no fee/rebate/restriction); W000 item6; 2018+ coverage,long-only executable view; long-short statistical only,ic=close-to-close prediction; decile=T+1-open executability net cost
sig_borrow_chg20,E_borrow,10,PAST,-0.03230678489353419,-6.745409767822064,0.40728831725616294,933,-0.0184010745194589,0.003168166637283168,,measured_with_caveat,borrow BALANCE only (no fee/rebate/restriction); W000 item6; 2018+ coverage,long-only executable view; long-short statistical only,ic=close-to-close prediction; decile=T+1-open executability net cost
sig_borrow_chg20,E_borrow,20,PAST,-0.02713175243739062,-5.492312563243938,0.4410810810810811,925,-0.018462589820366835,0.010263976247083912,,measured_with_caveat,borrow BALANCE only (no fee/rebate/restriction); W000 item6; 2018+ coverage,long-only executable view; long-short statistical only,ic=close-to-close prediction; decile=T+1-open executability net cost
