year,factor_macro_gate_mcap_net_total_return,kospi_buy_and_hold_net_total_return,cash_net_total_return,d001_factor_macro_gate_mcap_net_total_return,d009_minus_d001_factor_macro_gate_mcap_return
2010,0.0,0.3293489579737485,0.0,0.0,0.0
2011,0.0,0.004079681302652238,0.0,0.0,0.0
2012,0.0,0.18731018909741426,0.0,0.0,0.0
2013,0.0,0.06125736750042954,0.0,0.0,0.0
2014,0.0,0.05769800682302639,0.0,0.0,0.0
2015,0.0,0.16501292442133764,0.0,0.0,0.0
2017,0.08987955412387216,0.31675953872996554,0.0,0.0,0.08987955412387216
2018,-0.03674641705380932,-0.08401784948302582,0.0,0.0,-0.03674641705380932
2019,0.024862430545345315,0.17019485930094325,0.0,0.0277493483052602,-0.0028869177599148838
2020,0.4545564306729326,0.5251287429311848,0.0,0.2461360848272729,0.20842034584565972
2021,-0.12935131886996243,0.13170240063376726,0.0,-0.035316520549102,-0.09403479832086042
2022,-0.09808983419608175,-0.18442405395793493,0.0,0.0,-0.09808983419608175
2023,0.08130004587641082,0.3279894204214897,0.0,-0.0177293971971159,0.09902944307352672
2024,0.03784014308206429,0.034981455283805474,0.0,0.0422472179791628,-0.0044070748970985105
2025,0.5632032349588154,1.047004780803555,0.0,0.7666554035490463,-0.20345216859023085
2026,0.5574543715038358,0.7344109727369705,0.0,0.0,0.5574543715038358
