carrier,rank_ic_pooled,rank_ic_mean,rank_ic_t_stat,rank_ic_n_quarters,spread,spread_t_stat,positive_spread_ratio
F009-B E014,0.09028507950180714,0.08085455314223255,2.4193163566517786,22.0,0.09732575210601448,2.1762561870395216,0.8181818181818182
