period,start,end,v1_net_total_return,v1_cost_0_total_return,v1_annualized_return,v1_cost_0_annualized_return,v1_max_drawdown,v1_cost_0_max_drawdown,v1_trade_count,v1_cost_0_trade_count
2010-2017,2010-01-04,2017-12-31,-0.17012453577838105,-0.16461959834342021,-0.026797897007098226,-0.025860184704395217,-0.23154729718330647,-0.2309594439937619,10,10
2018-2026,2018-01-01,2026-05-04,-0.18403495125770575,-0.12967880799566966,-0.024750992554550266,-0.016969778123113066,-0.7087357590268362,-0.7011636094446032,99,99
