variant,cumulative_net_total_return,sharpe,max_drawdown,trade_count,baseline_variant,f002_variant,baseline_cumulative_net_total_return,baseline_sharpe,baseline_max_drawdown,cumulative_uplift_vs_f001,sharpe_uplift_vs_f001,mdd_uplift_vs_f001,f002_cumulative_net_total_return,f002_sharpe,f002_max_drawdown,cumulative_diff_vs_f002,sharpe_diff_vs_f002,mdd_diff_vs_f002
F007-A D013 direct,-0.5062702035430413,-0.1777109799724661,-0.7871676067715438,110,F001-A D013 direct,F002-A D013 direct,2.545770290335013,0.5333654677635088,-0.3392346174957135,-3.0520404938780543,-0.7110764477359749,-0.44793298927583036,-0.8529580972033175,-0.4072782866963429,-0.9069895495190158,0.3466878936602762,0.22956730672387682,0.11982194274747193
F007-B E014,-0.503619405765684,-0.19335270941395133,-0.6923655104295494,108,F001-B E014 neutral,F002-B E014,3.621084739339225,0.6311872415922518,-0.3564186937144888,-4.124704145104909,-0.8245399510062031,-0.3359468167150606,-0.5751596013669438,-0.2248055930760276,-0.7864378005494476,0.07154019560125979,0.03145288366207627,0.09407229011989815
