carrier,rank_ic_pooled,rank_ic_mean,rank_ic_t_stat,rank_ic_n_quarters,spread,spread_t_stat,positive_spread_ratio
F006-A D013 direct,0.0636960497931207,0.0909407681848286,2.616870280718191,22.0,0.1081126741135054,3.009347858962799,0.8181818181818182
F006-B E014,0.0765631324241297,0.0479778780886999,1.3394144338404237,22.0,0.1057198174490632,1.9458546092647344,0.6818181818181818
