variant,cumulative_net_total_return,sharpe,max_drawdown,trade_count,baseline_variant,f002_variant,baseline_cumulative_net_total_return,baseline_sharpe,baseline_max_drawdown,cumulative_uplift_vs_f001,sharpe_uplift_vs_f001,mdd_uplift_vs_f001,f002_cumulative_net_total_return,f002_sharpe,f002_max_drawdown,cumulative_diff_vs_f002,sharpe_diff_vs_f002,mdd_diff_vs_f002
F006-A D013 direct,-0.0650793161695471,-0.019315476801235607,-0.7166816287411188,110,F001-A D013 direct,F002-A D013 direct,2.545770290335013,0.5333654677635088,-0.3392346174957135,-2.6108496065045603,-0.5526809445647444,-0.37744701124540536,-0.8529580972033175,-0.4072782866963429,-0.9069895495190158,0.7878787810337704,0.3879628098951073,0.19030792077789693
F006-B E014,0.2333211655670544,0.05824950119472223,-0.6485745390768336,109,F001-B E014 neutral,F002-B E014,3.621084739339225,0.6311872415922518,-0.3564186937144888,-3.3877635737721707,-0.5729377403975295,-0.2921558453623448,-0.5751596013669438,-0.2248055930760276,-0.7864378005494476,0.8084807669339982,0.2830550942707498,0.13786326147261396
