regime,quarter_count,mean_basket_quarter_return,compounded_basket_return,sum_kr_carry_contribution,sum_usdkrw_contribution,sum_treasury_contribution,positive_quarter_rate
rate_fall,19,0.016937304200935747,0.36833608391857076,0.06689172388849218,0.04833352796464355,0.20658352796464352,0.6842105263157895
rate_rise,19,-0.0035707021010297824,-0.07011801802781359,0.060651056515879875,-0.024903448217722862,-0.10359094821772287,0.42105263157894735
KRW_strengthening,17,-0.015242012167670418,-0.23093078282132473,0.05944537534485406,-0.1665391660976256,-0.15202041609762557,0.0
KRW_weakening,21,0.02443236413088622,0.6544558555938811,0.068097405059518,0.18996924584454628,0.25501299584454623,1.0
