signal_date,mode,n_stocks,rank_ic,rank_ic_mean_quarterly,rank_ic_std_quarterly,rank_ic_t_stat,n_quarters
2017-03-31 00:00:00,universe,89,-0.20051072522982638,,,,
2017-06-30 00:00:00,universe,87,0.02402128745352482,,,,
2017-12-28 00:00:00,universe,88,0.12665985699693566,,,,
2019-06-28 00:00:00,universe,81,0.08568202348690153,,,,
2019-09-30 00:00:00,universe,91,-0.02876254180602007,,,,
2019-12-30 00:00:00,universe,81,0.24927732610659434,,,,
2020-03-31 00:00:00,universe,93,0.0942824744113873,,,,
2020-06-30 00:00:00,universe,84,0.020026323782525057,,,,
2020-09-29 00:00:00,universe,85,-0.0022474105921438344,,,,
2020-12-30 00:00:00,universe,85,0.08012507328512801,,,,
2021-03-31 00:00:00,universe,81,0.13803071364046973,,,,
2021-06-30 00:00:00,universe,84,0.4009922041105599,,,,
2021-09-30 00:00:00,universe,83,-0.08660425674824734,,,,
2021-12-30 00:00:00,universe,87,0.2923197492163009,,,,
2023-09-27 00:00:00,universe,90,0.2750380705436885,,,,
2023-12-28 00:00:00,universe,85,0.06470588235294117,,,,
2024-03-29 00:00:00,universe,87,0.284464533061165,,,,
2024-09-30 00:00:00,universe,92,0.10765531803399965,,,,
2025-06-30 00:00:00,universe,96,-0.0959034183396636,,,,
2025-09-30 00:00:00,universe,88,0.1953259835863478,,,,
2025-12-30 00:00:00,universe,92,0.20842131220812848,,,,
2026-03-31 00:00:00,universe,92,0.1390502905229413,,,,
ALL,universe,1921,0.08152029725402082,0.10782045773107446,0.1451365504512166,3.484461857478083,22.0
