period,start,end,v1_net_total_return,v1_cost_0_total_return,v1_annualized_return,v1_cost_0_annualized_return,v1_max_drawdown,v1_cost_0_max_drawdown,v1_trade_count,v1_cost_0_trade_count
2010-2017,2010-01-04,2017-12-31,-0.2933946165322108,-0.2884673867980687,-0.04932866636340405,-0.04836590042953581,-0.3082992620022348,-0.30539874852060866,10,10
2018-2026,2018-01-01,2026-05-04,-0.31711049737977326,-0.2711450445853395,-0.04591418780525969,-0.03822469121090255,-0.7871676067715438,-0.7814486444576833,100,100
