signal_date,ticker,sector_code,sector_name,combined_variant,stock_rs_score,stock_foreign_flow_score,stock_institution_flow_score,stock_liquidity_score,foreign_flow_20,foreign_flow_60,institution_flow_20,institution_flow_60,liquidity_change,turnover_change,volatility_60d,sector_volatility_mean,sector_volatility_std,extreme_volatility,flow_confirm_bonus,flow_confirm_penalty,alignment_adjustment,liquidity_confirm_bonus,extreme_volatility_penalty,raw_stock_combined_score,stock_combined_score,eligible_for_score
2019-03-29,000100,07,헬스케어,F007,-0.5520157097024574,0.7982484875664834,0.4364874860857087,-0.7724575378306378,0.08329779971177288,0.007889286007313336,-0.01730575381461497,0.017050737457816833,0.532890169100578,0.4745530070025687,0.02036634553756641,0.043087354211946954,0.03324222248741956,False,1.0,0.0,0.5,0.0,0.0,0.4479842902975426,0.49692770714002216,True
2019-06-28,000100,07,헬스케어,F007,-0.4545543710825704,-0.10189067560219191,0.939012456921621,-1.4242394939256835,-0.05181375400298662,0.010896523106691598,0.08562485933490843,0.01900116573691332,0.43523154501512734,0.40621741846288,0.018366031068856925,0.04528895005674022,0.02818830366520798,False,0.0,0.0,0.0,0.0,0.0,-0.4545543710825704,-0.6874759172885166,True
2020-03-31,000100,07,헬스케어,F007,-1.0619674821945644,0.03610714431360989,1.5394345939282326,0.002986925492922962,-0.016185558159006706,-0.007629929726062815,0.03499815129392421,0.01699240612415683,1.4097992353275492,1.4534229203319058,0.026990568054208932,0.05962265939613849,0.019275607123627463,False,0.0,1.0,-0.5,1.0,0.0,-2.0619674821945644,-1.4841926215166437,True
2020-09-29,000100,07,헬스케어,F007,-0.7343219986482646,0.5275333205575535,0.3436205680650481,-0.4314077220505644,0.00348060149032911,0.005964112959894335,-0.0028523676636440145,-0.008810543554928782,0.9739516589700102,0.8330178755269857,0.032516431060140724,0.06243631634682142,0.025744040525283073,False,1.0,0.0,0.5,0.0,0.0,0.26567800135173536,0.519632366681771,True
2023-06-30,000100,07,헬스케어,F007,1.6322626184307254,0.19794857552359138,1.9546876410569196,-1.4279418640776531,0.015595639895977648,0.003260700302368035,0.18706283535323542,0.03382991992068798,0.44892600850905945,0.4827965505876,0.024031577085622535,0.030650509680441203,0.01265596465423235,False,1.0,0.0,1.0,0.0,0.0,2.632262618430725,1.3285984456372022,True
2023-09-27,000100,07,헬스케어,F007,0.12033811325780236,-0.10741438777303919,0.44296165052599484,1.4872801046870607,-0.06320159594676443,-0.00622798097343133,0.024534314621081042,0.028340348810754996,1.0287857541446195,0.9042377532358752,0.02987758450001525,0.04182485627192809,0.01999626803512486,False,0.0,1.0,-0.5,1.0,0.0,-0.8796618867421977,-0.15562483976684202,True
2023-12-28,000100,07,헬스케어,F007,-0.7515100923085944,-1.9298134967604714,-0.4145000182095228,-0.6108142814057949,-0.044429518284569626,-0.0018538445738973813,0.07990800254634811,-0.02522521547615203,0.6330261733207891,0.6603682676441438,0.03196857762797012,0.039149854368880646,0.0149262806115735,False,0.0,1.0,-0.5,0.0,0.0,-1.7515100923085944,-0.9505358740025844,True
2024-03-29,000100,07,헬스케어,F007,-0.5429772949305044,-0.5655814638016663,0.6258810180222095,-0.26902718202361503,0.0017671952503773415,-0.0025735961942077888,0.015240679686628697,0.01215629188744314,1.137893676339025,1.015719434206484,0.021977656014436225,0.05570677046720992,0.03888068048640365,False,0.0,0.0,0.0,1.0,0.0,-0.5429772949305044,-0.8753951442434839,True
2024-06-28,000100,07,헬스케어,F007,-0.5079788710336597,-0.22709584467008842,-0.22707749884315823,1.223276033536921,0.000922720303014898,-0.005244286869647653,-0.027940331282356415,-0.0152275595577918,1.8002347708760351,1.6792538737449514,0.025012424190567466,0.039421756716165185,0.025137244477298683,False,0.0,0.0,0.0,1.0,0.0,-0.5079788710336597,-0.688808510600653,True
2024-09-30,000100,07,헬스케어,F007,1.5973778487251564,-0.18234135848989652,-0.8690839512090351,2.139262354482889,-0.0023245301176932453,0.011100030456606907,-0.0066809100100987074,-0.02938183846992766,3.059424969459872,2.519442314081116,0.04797424957435206,0.03562440819646303,0.009281915456448844,True,0.0,0.0,0.0,1.0,1.0,1.5973778487251564,2.0212356454374003,True
2024-12-30,000100,07,헬스케어,F007,-0.3682294976390291,0.773897485702471,-0.7671220167546037,-1.4195898336712485,0.034142215218739766,0.012110663587783285,0.0008684417953562285,-0.001856396565883665,0.39761473081021365,0.435022429696955,0.03166871480218641,0.04807852956785235,0.025938316249133418,False,1.0,0.0,0.5,0.0,0.0,0.6317705023609709,0.40265357370981564,True
2025-03-31,000100,07,헬스케어,F007,-0.7338090571199757,-0.45821566973264155,1.2510140118950486,-0.5964136651755588,-0.015515620471867752,-0.032037661944158545,-0.006447859280294767,0.01466257569752307,0.6733850048076094,0.7219796777005182,0.03189101488751266,0.059439363669703635,0.03205688090266083,False,0.0,1.0,-0.5,0.0,0.0,-1.7338090571199758,-1.2370647827898653,True
2025-06-30,000100,07,헬스케어,F007,-0.8086212519248156,-0.749338024819928,0.6801625178742504,-1.7274282988090042,-0.038392731915074786,-0.009081220069963161,0.012517999793449117,0.006893694953130344,0.38197890000355467,0.45298719511108665,0.020367701555812946,0.05692202787818462,0.037700941117219645,False,0.0,1.0,-0.5,0.0,0.0,-1.8086212519248157,-0.9579891623427436,True
2025-09-30,000100,07,헬스케어,F007,-0.8930083888802356,-1.0046748859366892,1.3017075707504362,-0.5247834337685214,-0.062057774949509675,-0.01686240391071651,0.07230707208825447,0.007373267069819195,0.8877356175128644,0.8581040298371093,0.031309105659891034,0.056014383771897276,0.03519837324799834,False,0.0,1.0,-0.5,0.0,0.0,-1.8930083888802356,-1.3918577144425592,True
2025-12-30,000100,07,헬스케어,F007,-0.5132993308185121,-0.39925392893451517,-2.0015564856618413,-0.8902510677948796,-0.023922637959283236,0.009909549769063187,-0.09854274548139508,-0.006519233136213941,0.6601056041927325,0.6834246923675005,0.01835645655409074,0.04810230116525062,0.025389237916341772,False,0.0,0.0,0.0,0.0,0.0,-0.5132993308185121,-0.5672653211424461,True
2011-06-30,000120,05,조선/기계/산업재,F007,,,,,-0.0033699037889132998,,0.013471196832936919,,,,,0.027899701130333195,0.007941877867375326,False,0.0,0.0,0.0,0.0,0.0,,,False
2012-09-28,000120,05,조선/기계/산업재,F007,,,,,0.04363826658637204,,0.12015366247098216,,,,,0.030701904219270344,0.019520684704259068,False,0.0,0.0,0.0,0.0,0.0,,,False
2013-03-29,000120,05,조선/기계/산업재,F007,0.8174892717399544,-0.10146806204331912,0.6688597165671191,,-0.007101874644926809,0.010390438410923204,-0.06276084542291746,0.061342044774531736,,,0.05230280306382568,0.031627637608249715,0.017839428915843943,True,0.0,0.0,0.0,0.0,1.0,0.8174892717399544,0.8258292898537439,True
2013-12-30,000120,05,조선/기계/산업재,F007,2.2108747265372135,2.0192346188768644,-0.341846939057044,,0.10757468278830112,0.02036697658074944,-0.012131769292444769,0.05574769874590704,,,0.040103418252756894,0.030696261081839166,0.009152363810055525,True,1.0,0.0,0.5,0.0,1.0,3.2108747265372135,2.031587376908401,True
2014-09-30,000120,05,조선/기계/산업재,F007,1.7377150598479592,1.8194004625276612,0.5059758916986248,-0.839071590284028,0.06490039936276258,0.028549132480413943,-0.008683628898220351,0.020562473715134096,0.8699907517197507,0.6180599537270385,0.032231118331340736,0.030449511715815468,0.012913139820292147,False,1.0,0.0,0.5,0.0,0.0,2.737715059847959,2.282324776529869,True
2014-12-30,000120,05,조선/기계/산업재,F007,-0.3575325934544554,0.12296169192172399,-0.9482438708889938,-0.22614426651487696,0.07596054948036052,0.007821679095478899,-0.10119847202772393,-0.0037709140172137523,1.2753451659344468,0.9529649439485052,0.029296224396479654,0.0318840789518795,0.008364578506287279,False,1.0,0.0,0.5,1.0,0.0,0.6424674065455446,-0.01716590255220468,True
2015-09-30,000120,05,조선/기계/산업재,F007,1.1545456335402469,1.275191472904316,0.2854262175239961,-0.8404087390547992,0.027333901698056186,0.004344411320195087,0.03146417941919108,-0.007242379020937525,1.0014407629026945,0.9685359707647505,0.03441537043563853,0.040202083200594596,0.01050993234988382,False,1.0,0.0,0.5,1.0,0.0,2.1545456335402466,1.836873409069047,True
2018-03-30,000120,05,조선/기계/산업재,F007,0.24176085196243366,1.9709339092264486,-0.5841996472604728,0.012951370937157217,0.1594662789362657,0.03914371606721503,-0.00724526860163743,0.0015919580445330189,1.290104258963107,1.5786514894068178,0.028546678100184558,0.028661899045854103,0.007893695124268144,False,1.0,0.0,0.5,1.0,0.0,1.2417608519624337,1.3927807725568897,True
2018-06-29,000120,05,조선/기계/산업재,F007,1.5745008546141968,0.8235538870110922,2.269538892442418,0.4145352703377993,0.001656814058689442,0.02737529287714957,0.28850277562750554,0.04374424617069893,1.3931170051884587,1.4317111557597426,0.02894837641772373,0.05132799808683732,0.02713849562043699,False,1.0,0.0,1.0,1.0,0.0,2.5745008546141968,1.920893144408897,True
2018-09-28,000120,05,조선/기계/산업재,F007,0.2543799430586356,-1.3575020739174801,0.4193989932327185,-0.22538918168896555,-0.1292939387467924,0.002902605872982017,0.10708093287134372,0.06383011500875317,0.7987584044872383,0.8323442275381129,0.028593850300370555,0.040869603045648024,0.018109989363561126,False,0.0,0.0,0.0,0.0,0.0,0.2543799430586356,0.13751435368695786,True
2019-03-29,000120,05,조선/기계/산업재,F007,0.711605361327831,2.102648802283866,-1.1710334628494141,-0.8917306227155223,0.25533874049377725,0.01720378632914269,-0.22737470938367446,-0.006795433532459497,0.7325380266141964,0.6403614274524773,0.025843599895439433,0.036426054157697625,0.01785564221908669,False,1.0,0.0,0.5,0.0,0.0,1.711605361327831,0.8465174700274407,True
2019-06-28,000120,05,조선/기계/산업재,F007,-0.3956457039771294,0.42685877355129226,-0.5774285311465116,0.8697832074457006,-0.010047265289353687,0.03303449565771974,-0.08414348934655401,-0.04163769232108702,0.9445915618662916,1.0166931611719545,0.02679263995121714,0.03536042923805596,0.02475133078639723,False,0.0,0.0,0.0,0.0,0.0,-0.3956457039771294,-0.2027492598161334,True
2019-12-30,000120,05,조선/기계/산업재,F007,-0.5105687262144242,1.1314209342889983,0.3162167279597137,0.03860651207935994,0.0438848929881284,0.007177268276474605,0.07743985225872589,-0.010794948870522653,0.8685506067950912,0.9035381035556403,0.02661983700592894,0.04483097392147938,0.02588548012725084,False,1.0,0.0,0.5,0.0,0.0,0.4894312737855758,1.017961402991594,True
2020-09-29,000120,05,조선/기계/산업재,F007,-0.10815213676087805,2.0540435694801578,1.116901554919325,0.7685170587259764,0.0646736037580848,0.000907835897474297,0.0245613069006815,0.011606877967373563,1.596013764543277,1.5805422717347863,0.028852875073378765,0.05202411453688448,0.018581648458382304,False,1.0,0.0,1.0,1.0,0.0,0.8918478632391219,1.380789505024738,True
2010-03-31,000150,10,음식료,F007,,,,,0.060443865034290264,,0.0698536191167426,,,,,0.014039913342562575,0.0,False,0.0,0.0,0.0,0.0,0.0,,,False
2010-06-30,000150,10,음식료,F007,0.5624136149163724,-0.3615439157048806,0.36576745149158324,,-0.019006866026818302,0.029841702461256954,0.13232182836531328,-0.04131416037602087,,,0.0359655475188872,0.02404346516784313,0.008763866015493864,True,0.0,0.0,0.0,0.0,1.0,0.5624136149163724,0.4286572372155843,True
2010-09-30,000150,10,음식료,F007,1.4011110869844974,-1.0876178809799892,1.337399868941977,-0.5938017476335101,-0.02866434118209388,-0.0011906258627692157,0.13170798183178367,0.027532798187621027,0.9215876617070685,0.8031884497201818,0.029388412824331505,0.02178440541239095,0.007011624296340722,True,0.0,1.0,-0.5,0.0,1.0,0.4011110869844974,0.47062468488910253,True
2010-12-30,000150,10,음식료,F007,,,,,-0.002077355516823484,-0.028080460358328667,0.031844496844387095,-0.009026405034203502,0.9822839921414851,0.9166133781438354,0.02836522181004993,0.022528710251759072,0.005836511558290855,True,0.0,1.0,-0.5,0.0,1.0,,,False
2011-03-31,000150,10,음식료,F007,1.0,,,,0.014589801740974032,-0.007216071245245649,0.00444665718133863,0.021498073273212882,0.907473297233506,1.0040137046793458,0.024869927120922553,0.019221114234608015,0.00564881288631454,False,0.0,0.0,0.0,0.0,0.0,,,False
2011-06-30,000150,10,음식료,F007,-1.2489647367199583,-0.7185582451361406,-0.6559044778798356,-0.027373759174631015,0.0062302179354238,-0.007243430461163902,-0.04739732498489078,0.019419514666316102,0.9958245147676457,1.1872177110507194,0.02554207835448528,0.023366619511276544,0.0048785469550889065,False,0.0,0.0,0.0,0.0,0.0,-1.2489647367199583,-1.3160498694824432,True
2011-09-30,000150,10,음식료,F007,-0.8703201569775992,-0.660222764196899,1.3102043620232673,-1.4805764884251789,-0.14703474688692203,-0.005387846879915129,0.21501570227447778,0.022885050921829683,0.6709858792909914,0.6681244436971642,0.030827397401589945,0.028283212732138286,0.007253213256799367,False,0.0,1.0,-0.5,0.0,0.0,-1.8703201569775993,-1.2900981658972788,True
2011-12-29,000150,10,음식료,F007,-0.5351305250664808,-1.030437771559957,1.1941220303830478,-0.8150022107772975,-0.03721934308814891,-0.023455580308862783,0.037981749530105365,0.022959119173364413,0.6722035521300794,0.6067060257673378,0.03199392872093077,0.0425406229362133,0.027083071258814668,False,0.0,1.0,-0.5,0.0,0.0,-1.5351305250664808,-1.7081051668657445,True
2012-06-29,000150,10,음식료,F007,-1.3992785604617064,-1.2048410603806692,1.4502775718586483,0.03680532912184001,-0.07975944060164819,-0.006746250846833582,0.06232840186401744,0.0005062741099154483,0.7994837312924441,1.0275275460825515,0.021984506855207496,0.021453299876507938,0.0038828311682129572,False,0.0,1.0,-0.5,0.0,0.0,-2.399278560461706,-1.2398211869439462,True
2012-09-28,000150,10,음식료,F007,1.2421813520461915,0.37947176601167526,-1.0937723869749205,-0.9926506033650193,-0.00720869178906306,-0.020833195427980275,-0.04515322456274305,0.019405172587282506,0.9530640779535138,1.0313867634869462,0.020872513225132526,0.029896889451729015,0.021104582230195713,False,0.0,1.0,-0.5,0.0,0.0,0.2421813520461915,0.6132886885170883,True
2012-12-28,000150,10,음식료,F007,-1.6362101505403879,0.9967676964796416,-1.3074150906692197,0.9596848888612867,0.11671323537110818,0.010799790055099434,-0.1506122876909544,-0.020829879349662263,1.3809951164623389,1.5313076979497888,0.02263412977243779,0.03184887680910929,0.024751203245686637,False,1.0,0.0,0.5,1.0,0.0,-0.6362101505403879,-1.1510115140242705,True
2013-06-28,000150,10,음식료,F007,-0.05770028354526425,1.5025535457614956,-1.24228369278152,-1.714595527701526,0.08488806910513205,0.026089816305966317,-0.04487824193624801,-0.032592444358930356,0.7807697454986913,0.7764692664302018,0.02086367017888589,0.021662093366148435,0.004203049077969832,False,1.0,0.0,0.5,0.0,0.0,0.9422997164547358,0.8427927464819538,True
2013-09-30,000150,10,음식료,F007,-0.5729247798713808,-1.3168752840791924,1.367907508616116,-1.3197596451439193,-0.15251868426667142,0.01505203185623231,0.16474574765580183,-0.015516491305104447,0.7374276358806171,0.7001677179616019,0.0201568587720298,0.03325720593980668,0.029989162575273336,False,0.0,0.0,0.0,0.0,0.0,-0.5729247798713808,-0.6202668385175136,True
2014-09-30,000150,10,음식료,F007,-1.2647761403039444,-0.7122812885964624,0.5751168119016229,-0.9453561221754532,-0.09154129398120416,-0.01911156038826538,0.07682367527173563,0.01993663520777988,0.771676410757155,0.7916640889617066,0.025132398081626286,0.021681818962195634,0.006227952297818851,False,0.0,1.0,-0.5,0.0,0.0,-2.2647761403039444,-1.2618810921434351,True
2015-12-30,000150,10,음식료,F007,-1.3834854286211018,0.2814086809049776,-1.1242649878170206,1.1901009792174622,0.020756558016059815,-0.026972737053881046,-0.08520639015062106,-0.040703515092292496,0.8252707501988753,0.9793953746093647,0.03323658777110951,0.024907789210940008,0.006685056393516129,True,0.0,0.0,0.0,0.0,1.0,-1.3834854286211018,-1.3357087858580916,True
2017-12-28,000150,10,음식료,F007,-0.4854492621905937,-0.2982261107092721,-0.6993636944256127,-1.084793097733744,0.009790135173735033,-0.01638454966531251,0.015197303079161192,-0.03286036034373872,0.9182061180003328,0.9417190748012274,0.036689210342491084,0.032606236158395585,0.014489707696792602,False,0.0,0.0,0.0,0.0,0.0,-0.4854492621905937,-0.4480790583578827,True
2022-09-30,000150,10,음식료,F007,1.9101106083528383,-0.9500791231273157,1.4588059483431082,1.7813951663277943,-0.016637413190675052,-0.011621090398885613,0.070291910542383,0.08143925536207368,1.6763426599319022,1.5851602740079818,0.08085084722637245,0.04666972679746086,0.032164431374584614,True,0.0,1.0,-0.5,1.0,1.0,0.9101106083528383,1.097928006875644,True
2023-09-27,000150,10,음식료,F007,-0.6783239887118195,-0.2156091727641962,-1.565067873095082,1.968926765759905,-0.00917734017767748,-0.00690019806743577,-0.05413395513126849,-0.07447436442229992,2.6581961576236997,2.2236824290658306,0.058220407337595585,0.037015995495497916,0.01792414317585051,True,0.0,1.0,-1.0,1.0,1.0,-1.6783239887118195,-1.0331569846515347,True
2024-03-29,000150,10,음식료,F007,,,,,0.08344737657040063,0.03594155805353988,0.04805079575542815,-0.027294972808046457,1.1562735131539998,1.000260662708051,0.0665702172312981,0.0665702172312981,0.0,False,1.0,0.0,0.5,1.0,0.0,,,False
2024-12-30,000150,10,음식료,F007,0.5715462241593662,-1.0958792746649093,1.4107819759168458,0.23924494758148032,-0.09691722005113487,-0.03911868023658302,0.13973833980719083,0.044870908825069375,1.145620717594042,0.9513878517990336,0.0416533366677335,0.035706024177617056,0.0043745322947481595,True,0.0,1.0,-0.5,1.0,1.0,-0.4284537758406338,-0.054903638691008005,True
2025-03-31,000150,10,음식료,F007,0.30680587528672404,-0.8337393839483627,0.47045809686817713,0.7116012904472961,-0.14151892599361493,-0.040797213682563845,0.0735374982869741,0.0004967393656641643,1.1585693637788284,0.93736830624324,0.04662353706373348,0.03124435820815076,0.012160439105346277,True,0.0,1.0,-0.5,1.0,1.0,-0.693194124713276,-0.19874674640734372,True
2025-06-30,000150,10,음식료,F007,1.2449711892303317,0.8588737022013543,-1.3552708228169523,1.0285513369729242,0.08018435090198056,0.021814400293096194,-0.05095542771123078,-0.010670560114835446,1.7067239581793554,1.0792731218737128,0.04640524347767415,0.03245128333241918,0.01300762874045158,True,1.0,0.0,0.5,1.0,1.0,2.2449711892303315,1.1092478059258581,True
2025-09-30,000150,10,음식료,F007,-0.5938595525073878,0.9405553175436266,1.2236128720022466,-0.5646969170982896,-0.04716029301095566,0.009830042145465233,0.036482574888885504,0.004568798359478641,0.9007381262016958,0.7758950605706572,0.035906881845808994,0.02625784386153691,0.0071545996990928,True,0.0,0.0,0.0,0.0,1.0,-0.5938595525073878,0.08009414592550147,True
2025-12-30,000150,10,음식료,F007,1.3046722243313675,-0.4615543716389812,0.22439807063987352,0.17001269467282612,0.0013932733884575998,-0.014261023687881867,-0.07556708608586382,0.012536391143907392,0.9186240876616434,0.788495790046673,0.047340205487044026,0.030825301032571018,0.012476717708191263,True,0.0,0.0,0.0,0.0,1.0,1.3046722243313675,0.8608686427421466,True
2026-03-31,000150,10,음식료,F007,1.3895340179760265,0.6200045954991391,-0.08722041422635807,-1.058605852778947,-0.03894740066437978,0.029741406999752213,0.06295610806839215,0.005640414967655209,0.7834849781212422,0.6373135277530665,0.05511298082625866,0.036360668121145814,0.014316010005849849,True,0.0,0.0,0.0,0.0,1.0,1.3895340179760265,1.2710572112518796,True
2026-05-04,000150,10,음식료,F007,1.4072448102157944,0.1459012561376996,0.8437741221666326,-0.9682268450257374,0.012252775476523215,0.007489533938862819,0.05790926780940741,0.014583934958188494,0.974750866188729,0.6905389579998534,0.05809968062639319,0.03846005896882387,0.015198731039981634,True,1.0,0.0,1.0,0.0,1.0,2.4072448102157944,1.1995814450547968,True
