carrier,rank_ic_pooled,rank_ic_mean,rank_ic_t_stat,rank_ic_n_quarters,spread,spread_t_stat,positive_spread_ratio
F007-A D013 direct,0.08152029725402082,0.10782045773107446,3.484461857478083,22.0,0.12315292754807591,2.7322366235088094,0.8636363636363636
