period,start,end,v1_net_total_return,v1_cost_0_total_return,v1_annualized_return,v1_cost_0_annualized_return,v1_max_drawdown,v1_cost_0_max_drawdown,v1_trade_count,v1_cost_0_trade_count
2010-2017,2010-01-04,2017-12-31,-0.038746384844015824,-0.016311214112985306,-0.0057396977620735035,-0.0023926924908275193,-0.20603497913434277,-0.19818363962490138,35,35
2018-2026,2018-01-01,2026-05-04,1.154522854629282,1.2770507742529924,0.09920320147533279,0.10672088265008561,-0.3336818664706048,-0.3249118089570776,85,85
