period,strategy,total_return,cagr,sharpe,mdd,excess_cagr_vs_spy,information_ratio_vs_spy
2010_2015,Q003_value_top30,0.8569805345367834,0.18482668661378154,1.3784883437764144,-0.12118173971970292,0.046104901547097565,1.0948211743500607
2010_2015,SPY_100,0.6065684968621825,0.13872178506668398,1.0741373143123445,-0.11910251118366189,0.0,
2016_2020,Q003_value_top30,1.787233252296736,0.22798593272942957,1.1650042774912368,-0.28525915021914705,0.07347399800883037,1.3215439897989916
2016_2020,SPY_100,1.048504450161301,0.1545119347205992,0.8567256647584708,-0.3371724026026579,0.0,
2021_2026,Q003_value_top30,1.1818952202146789,0.1564913453736172,0.9552045679286849,-0.2388966186279775,0.002696912180165212,0.027649062488579162
2021_2026,SPY_100,1.1547299922550294,0.15379443319345198,0.9338963540075906,-0.24496367371052574,0.0,
