strategy,total_return,cagr,sharpe,mdd,excess_cagr_vs_spy,information_ratio_vs_spy,avg_max_sector_weight,max_sector_weight,max_sector_name
Q003_value_top30,10.081484586531557,0.18702875948853714,1.1071173178824074,-0.28525915021914705,0.039452214777756955,0.5904836466605949,0.10292397660818714,0.2,Pharmaceutical Preparations
SPY_100,5.897025841594173,0.1475765447107802,0.9094998275902398,-0.337172402602658,0.0,,,,
