year,factor_macro_gate_mcap_net_total_return,kospi_buy_and_hold_net_total_return,cash_net_total_return,d001_factor_macro_gate_mcap_net_total_return,d009_minus_d001_factor_macro_gate_mcap_return
2020,0.5097607845023526,0.5251287429311826,0.0,0.2461360848272729,0.26362469967507973
2021,-0.2217047037329688,0.13170240063376615,0.0,-0.035316520549102,-0.1863881831838668
2022,0.01887843211983964,-0.1844240539579347,0.0,0.0,0.01887843211983964
2023,0.05642068046552984,0.3279894204214897,0.0,-0.0177293971971159,0.07415007766264574
2024,0.13293859829828114,0.034981455283805696,0.0,0.0422472179791628,0.09069138031911833
2025,0.4070580977736469,1.0470047808035559,0.0,0.7666554035490463,-0.3595973057753994
2026,0.480790775110594,0.7344109727369723,0.0,0.0,0.480790775110594
