period,start,end,v1_net_total_return,v1_cost_0_total_return,v1_annualized_return,v1_cost_0_annualized_return,v1_max_drawdown,v1_cost_0_max_drawdown,v1_trade_count,v1_cost_0_trade_count
2010-2017,2010-01-04,2017-12-31,,,,,,,0,0
2018-2026,2018-01-01,2026-05-04,2.180473882381753,2.3614588856410172,0.20623731751444296,0.21710480921839093,-0.4147416296681894,-0.40885263832983443,85,85
