year,factor_macro_gate_mcap_net_total_return,kospi_buy_and_hold_net_total_return,cash_net_total_return,d001_factor_macro_gate_mcap_net_total_return,d009_minus_d001_factor_macro_gate_mcap_return
2010,0.0,0.3293489579737485,0.0,0.0,0.0
2011,0.0,0.004079681302652238,0.0,0.0,0.0
2012,0.0,0.18731018909741426,0.0,0.0,0.0
2013,0.0,0.06125736750042954,0.0,0.0,0.0
2014,0.0,0.05769800682302639,0.0,0.0,0.0
2015,0.0,0.16501292442133764,0.0,0.0,0.0
2017,0.04898889923043526,0.31675953872996554,0.0,0.0,0.04898889923043526
2018,-0.05841109819934964,-0.08401784948302582,0.0,0.0,-0.05841109819934964
2019,0.04352885077091684,0.17019485930094325,0.0,0.0277493483052602,0.01577950246565664
2020,0.8762223165239045,0.5251287429311848,0.0,0.2461360848272729,0.6300862316966316
2021,-0.32543890353222704,0.13170240063376726,0.0,-0.035316520549102,-0.29012238298312504
2022,-0.027752142999961427,-0.18442405395793493,0.0,0.0,-0.027752142999961427
2023,-0.03514210550210606,0.3279894204214897,0.0,-0.0177293971971159,-0.017412708304990157
2024,0.000723791715060651,0.034981455283805474,0.0,0.0422472179791628,-0.04152342626410215
2025,0.27236977990947087,1.047004780803555,0.0,0.7666554035490463,-0.4942856236395754
2026,0.7052558673998968,0.7344109727369705,0.0,0.0,0.7052558673998968
