period,start,end,v1_net_total_return,v1_cost_0_total_return,v1_annualized_return,v1_cost_0_annualized_return,v1_max_drawdown,v1_cost_0_max_drawdown,v1_trade_count,v1_cost_0_trade_count
2010-2017,2010-01-04,2017-12-31,0.1119983261184081,0.12412305396897727,0.015583757837433376,0.01718930891618453,-0.058423327277772,-0.05849643220573586,10,10
2018-2026,2018-01-01,2026-05-04,1.8066243026114543,2.121665692618507,0.13560834819132506,0.15059356725311357,-0.4004858621248141,-0.3907747029788272,100,100
