ticker_panel,stock_code_padded,corp_code_dart,corp_name_dart,mapped
452260,452260,01722437,한화갤러리아,True
453340,453340,01721809,현대그린푸드,True
456040,456040,01760738,OCI,True
457190,457190,01762569,이수스페셜티케미컬,True
460850,460850,01765256,동국씨엠,True
460860,460860,01765265,동국제강,True
462520,462520,01770203,조선내화,True
092790,092790,00220613,넥스틸,True
465770,465770,01784394,STX그린로지스,True
454910,454910,01105153,두산로보틱스,True
450080,450080,01311408,에코프로머티,True
111380,111380,00367710,동인기연,True
017860,017860,00108612,DS단석,True
016610,016610,00115694,DB증권,True
019490,019490,00156150,엑시큐어하이트론,True
022100,022100,00155212,포스코DX,True
029530,029530,00135795,신도리코,True
034230,034230,00171265,파라다이스,True
036530,036530,00225159,SNT홀딩스,True
049770,049770,,,False
058650,058650,00377610,세아홀딩스,True
066970,066970,00398701,엘앤에프,True
071320,071320,00159698,지역난방공사,True
168490,168490,,,False
280360,280360,01258507,롯데웰푸드,True
278470,278470,01190568,에이피알,True
475150,475150,01817081,SK이터닉스,True
443060,443060,01194689,HD현대마린솔루션,True
462870,462870,01384787,시프트업,True
062040,062040,00366438,산일전기,True
487570,487570,01854763,HS효성,True
079900,079900,00372129,전진건설로봇,True
489790,489790,01867758,한화비전,True
475560,475560,00968607,더본코리아,True
415640,415640,01880801,KB발해인프라,True
484870,484870,01519790,엠앤씨솔루션,True
499790,499790,01882845,GS피앤엘,True
000650,000650,00151395,천일고속,True
001500,001500,00137997,현대차증권,True
001720,001720,00136721,신영증권,True
003460,003460,00145190,유화증권,True
005800,005800,00136624,신영와코루,True
008500,008500,00146542,일정실업,True
0120G0,0120G0,01965333,삼양바이오팜,True
0126Z0,0126Z0,01965324,삼성에피스홀딩스,True
031210,031210,00112998,서울보증보험,True
064400,064400,00139834,LG씨엔에스,True
072710,072710,00459871,농심홀딩스,True
085620,085620,00112332,미래에셋생명,True
217590,217590,00949161,티엠씨,True
279570,279570,01203312,케이뱅크,True
317450,317450,00179489,명인제약,True
439260,439260,00182696,대한조선,True
480370,480370,01210677,씨케이솔루션,True
483650,483650,01649204,달바글로벌,True
