entry_date,signal_date,exit_date,종목코드,entry_price,exit_price,shares,notional_at_entry,buy_cost,sell_cost,exit_reason
2018-01-30,2018-01-29,2018-03-02,267250,484000.0,426000.0,4.132231404958678e-07,0.2,0.00013000000000000002,0.0004664876033057851,holding_period
2018-01-30,2018-01-29,2018-03-02,010130,533000.0,501000.0,3.75234521575985e-07,0.2,0.00013000000000000002,0.0004981801125703564,holding_period
2018-01-30,2018-01-29,2018-03-02,016360,43600.0,39550.0,4.587155963302753e-06,0.2,0.00013000000000000002,0.00048076834862385327,holding_period
2018-01-30,2018-01-29,2018-03-02,096770,209500.0,207500.0,9.54653937947494e-07,0.2,0.00013000000000000002,0.0005249403341288783,holding_period
2018-01-30,2018-01-29,2018-03-02,003490,38400.0,32550.0,5.208333333333334e-06,0.2,0.00013000000000000002,0.00044925781250000006,holding_period
2018-03-02,2018-02-28,2018-03-30,024110,17200.0,15350.0,1.0581393946772187e-05,0.18199997588448164,0.00011829998432491307,0.0004304246522698257,holding_period
2018-03-02,2018-02-28,2018-03-30,086280,140000.0,169000.0,1.2999998277462974e-06,0.18199997588448164,0.00011829998432491307,0.0005822049228561793,holding_period
2018-03-02,2018-02-28,2018-03-30,207940,446000.0,487000.0,4.080716948082548e-07,0.18199997588448164,0.00011829998432491307,0.0005266369257347932,holding_period
2018-03-02,2018-02-28,2018-03-30,267250,431000.0,436500.0,4.222737259500734e-07,0.18199997588448164,0.00011829998432491307,0.0004884545756495986,holding_period
2018-03-02,2018-02-28,2018-03-30,011070,129500.0,126000.0,1.4054052191851863e-06,0.18199997588448164,0.00011829998432491307,0.0004692648026859337,holding_period
2018-03-30,2018-03-29,2018-04-27,009150,108000.0,121500.0,1.7392043269211422e-06,0.18783406730748337,0.0001220921437498642,0.0005599803131604348,holding_period
2018-03-30,2018-03-29,2018-04-27,039130,119500.0,114000.0,1.5718331992258022e-06,0.18783406730748337,0.0001220921437498642,0.0004748508094861148,holding_period
2018-03-30,2018-03-29,2018-04-27,025620,19650.0,25200.0,9.558985613612385e-06,0.18783406730748337,0.0001220921437498642,0.0006383490592770351,holding_period
2018-03-30,2018-03-29,2018-04-27,000100,221500.0,236000.0,8.480093332166291e-07,0.18783406730748337,0.0001220921437498642,0.0005303450369936799,holding_period
2018-03-30,2018-03-29,2018-04-27,008770,93400.0,110500.0,2.01107138444843e-06,0.18783406730748337,0.0001220921437498642,0.0005888919781511115,holding_period
2018-04-27,2018-04-26,2018-05-30,004020,54400.0,63300.0,3.861542134560848e-06,0.21006789212011015,0.0001365441298780716,0.0006477543853619095,holding_period
2018-04-27,2018-04-26,2018-05-30,097950,332500.0,340500.0,6.3178313419582e-07,0.21006789212011015,0.0001365441298780716,0.0005700737165632432,holding_period
2018-04-27,2018-04-26,2018-05-30,180640,24900.0,21700.0,8.436461530928118e-06,0.21006789212011015,0.0001365441298780716,0.0004851387203360215,holding_period
2018-04-27,2018-04-26,2018-05-30,069960,100500.0,106500.0,2.090227782289653e-06,0.21006789212011015,0.0001365441298780716,0.0005899145358566974,holding_period
2018-04-27,2018-04-26,2018-05-30,024110,16550.0,15500.0,1.269292399517282e-05,0.21006789212011015,0.0001365441298780716,0.0005213618531017236,holding_period
2018-05-30,2018-05-29,2018-06-29,011070,143000.0,144500.0,1.4803938551201894e-06,0.2116963212821871,0.0001376026088334216,0.0005668798169718985,holding_period
2018-05-30,2018-05-29,2018-06-29,006400,209000.0,214000.0,1.0129010587664455e-06,0.2116963212821871,0.0001376026088334216,0.0005744161904264512,holding_period
2018-05-30,2018-05-29,2018-06-29,079550,50600.0,40050.0,4.183721764470101e-06,0.2116963212821871,0.0001376026088334216,0.00044402885016762294,holding_period
2018-05-30,2018-05-29,2018-06-29,009150,127500.0,148500.0,1.6603633041740165e-06,0.2116963212821871,0.0001376026088334216,0.0006533944692750798,holding_period
2018-05-30,2018-05-29,2018-06-29,012450,32550.0,23450.0,6.503727228331401e-06,0.2116963212821871,0.0001376026088334216,0.00040415786928658405,holding_period
2018-06-29,2018-06-28,2018-07-27,000120,165500.0,156500.0,1.201185811772607e-06,0.19879625184836647,0.0001292175637014382,0.0004981617857873945,holding_period
2018-06-29,2018-06-28,2018-07-27,271560,151000.0,136000.0,1.31653146919448e-06,0.19879625184836647,0.0001292175637014382,0.0004744779414976906,holding_period
2018-06-29,2018-06-28,2018-07-27,161890,84700.0,67300.0,2.347063185931127e-06,0.19879625184836647,0.0001292175637014382,0.0004185869838948868,holding_period
2018-06-29,2018-06-28,2018-07-27,010140,7390.0,6450.0,2.690071066960304e-05,0.19879625184836647,0.0001292175637014382,0.00045980039712019,holding_period
2018-06-29,2018-06-28,2018-07-27,036460,63400.0,57300.0,3.135587568586222e-06,0.19879625184836647,0.0001292175637014382,0.00047612329435197493,holding_period
2018-07-27,2018-07-26,2018-08-27,018260,214000.0,233500.0,8.179408645269138e-07,0.17503934500875956,0.00011377557425569371,0.0005061213584476411,holding_period
2018-07-27,2018-07-26,2018-08-27,010620,92700.0,94500.0,1.8882345739887762e-06,0.17503934500875956,0.00011377557425569371,0.00047286114319113927,holding_period
2018-07-27,2018-07-26,2018-08-27,071050,72700.0,71500.0,2.4076938790750973e-06,0.17503934500875956,0.00011377557425569371,0.00045619779773775404,holding_period
2018-07-27,2018-07-26,2018-08-27,028260,120500.0,122000.0,1.4526086722718637e-06,0.17503934500875956,0.00011377557425569371,0.0004696283837454935,holding_period
2018-07-27,2018-07-26,2018-08-27,028050,16200.0,16200.0,1.0804897840046886e-05,0.17503934500875956,0.00011377557425569371,0.00046385426427321283,holding_period
2018-08-27,2018-08-24,2018-09-27,018250,72300.0,65200.0,2.464446842794181e-06,0.17817950673401928,0.00011581667937711253,0.0004258071254979786,holding_period
2018-08-27,2018-08-24,2018-09-27,010140,7000.0,8000.0,2.545421524771704e-05,0.17817950673401928,0.00011581667937711253,0.0005396293632516013,holding_period
2018-08-27,2018-08-24,2018-09-27,128940,462000.0,498000.0,3.8566992799571273e-07,0.17817950673401928,0.00011581667937711253,0.0005089686039759421,holding_period
2018-08-27,2018-08-24,2018-09-27,093370,11950.0,10700.0,1.4910418973558099e-05,0.17817950673401928,0.00011581667937711253,0.0004227849299952399,holding_period
2018-08-27,2018-08-24,2018-09-27,006360,47350.0,51400.0,3.7630307652379997e-06,0.17817950673401928,0.00011581667937711253,0.0005125624205330679,holding_period
2018-09-27,2018-09-21,2018-10-29,021240,87100.0,63000.0,2.081174991467158e-06,0.18127034175678944,0.00011782572214191314,0.000347452164825442,holding_period
2018-09-27,2018-09-21,2018-10-29,023530,206500.0,194000.0,8.778224782411111e-07,0.18127034175678944,0.00011782572214191314,0.00045128853606375523,holding_period
2018-09-27,2018-09-21,2018-10-29,004020,57800.0,41850.0,3.1361650822973953e-06,0.18127034175678944,0.00011782572214191314,0.0003478085480394869,holding_period
2018-09-27,2018-09-21,2018-10-29,010140,7900.0,6730.0,2.294561288060626e-05,0.18127034175678944,0.00011782572214191314,0.00040922353291917234,holding_period
2018-09-27,2018-09-21,2018-10-29,006400,262000.0,229000.0,6.918715334228604e-07,0.18127034175678944,0.00011782572214191314,0.00041986224005766283,holding_period
2018-10-29,2018-10-26,2018-11-26,012450,29650.0,34000.0,5.0115203112516195e-06,0.14859157722861052,9.658452519859683e-05,0.0004515379800437709,holding_period
2018-10-29,2018-10-26,2018-11-26,032830,92300.0,85800.0,1.6098762429968638e-06,0.14859157722861052,9.658452519859683e-05,0.0003660375613701969,holding_period
2018-10-29,2018-10-26,2018-11-26,086280,107500.0,116500.0,1.3822472300335862e-06,0.14859157722861052,9.658452519859683e-05,0.00042673427609211885,holding_period
2018-10-29,2018-10-26,2018-11-26,000210,77600.0,89700.0,1.9148399127398263e-06,0.14859157722861052,9.658452519859683e-05,0.00045516702145782036,holding_period
2018-10-29,2018-10-26,2018-11-26,011170,269000.0,291500.0,5.523850454595187e-07,0.14859157722861052,9.658452519859683e-05,0.00042670363799134173,holding_period
2018-11-26,2018-11-23,2018-12-24,012450,32300.0,32750.0,4.9518461445935756e-06,0.1599446304703725,0.00010396400980574212,0.00042975834727391495,holding_period
2018-11-26,2018-11-23,2018-12-24,010140,7600.0,7540.0,2.1045346114522696e-05,0.1599446304703725,0.00010396400980574212,0.000420507060714278,holding_period
