multiplier,is_total_return,oos_total_return,full_total_return,cost_paid_total
0.0,-0.18727934257510936,0.7158933763423496,0.329270548668003,0.0
1.0,-0.3341066902319463,0.49543032277847665,-0.05084280676431474,0.2413157278610672
2.0,-0.4547679991010962,0.3025976831758952,-0.32306892487894356,0.4144753805614617
3.0,-0.553861763198773,0.1340198114584117,-0.5177986929100896,0.5386450788123065
