date,V1_macro_gate_mcap_net_value,V2_kospi_buy_and_hold_net_value,V3_cash_net_value
2015-07-07,0.7555314140297336,2.0385201648793676,1.0
2015-07-08,0.7506167140444708,2.0159235759301564,1.0
2015-07-09,0.7555554399349007,2.028641317810415,1.0
2015-07-10,0.7495610115712565,2.03330510226107,1.0
2015-07-13,0.7590697721149314,2.0650333507340486,1.0
2015-07-14,0.7483019320548314,2.0643391213081466,1.0
2015-07-15,0.7568877094113269,2.080295228404839,1.0
2015-07-16,0.7617903605657943,2.0971416279958106,1.0
2015-07-17,0.7644330338700533,2.0877480024847914,1.0
2015-07-20,0.7624399639600827,2.0861200459150386,1.0
2015-07-21,0.7718204424321615,2.097912281360298,1.0
2015-07-22,0.7549731970312327,2.07984383243864,1.0
2015-07-23,0.7704872233600146,2.081932157958646,1.0
2015-07-24,0.761724746429616,2.0641094143853813,1.0
2015-07-27,0.7662361342158206,2.0590524196747926,1.0
2015-07-28,0.7701689619766738,2.060605529026755,1.0
2015-07-29,0.7805225884439476,2.061558344548619,1.0
2015-07-30,0.7638700988494678,2.045447474363117,1.0
2015-07-31,0.778156355256211,2.058354384988726,1.0
2015-08-03,0.770435558384015,2.038328881112968,1.0
2015-08-04,0.7737999847069069,2.0591878880567185,1.0
2015-08-05,0.7729091002064161,2.0624643595171914,1.0
2015-08-06,0.7526658294072488,2.047082806101771,1.0
2015-08-07,0.7552415321998474,2.045444766893439,1.0
2015-08-10,0.7625272899766457,2.040645651744085,1.0
2015-08-11,0.7538105424093378,2.025005778407844,1.0
2015-08-12,0.7493301237733361,2.0152124996356733,1.0
2015-08-13,0.7499700770136926,2.02460022236494,1.0
2015-08-17,0.743808089019019,2.010723047768528,1.0
2015-08-18,0.7424728665809155,2.000668579620289,1.0
2015-08-19,0.7328813042710507,1.9853147445023431,1.0
2015-08-20,0.7338347515248911,1.9613275862880046,1.0
2015-08-21,0.7159470550047791,1.9230788439145412,1.0
2015-08-24,0.6964904072358696,1.8769684592787887,1.0
2015-08-25,0.712362706467818,1.8959544192830464,1.0
2015-08-26,0.7268252146917085,1.9463371938963043,1.0
2015-08-27,0.7391569754171625,1.9618723422016624,1.0
2015-08-28,0.741155199382649,1.9934264277587233,1.0
2015-08-31,0.7396252250909783,1.9985921720395894,1.0
2015-09-01,0.7272286974153276,1.972086610493555,1.0
2015-09-02,0.7299673564050845,1.9734585117465124,1.0
2015-09-03,0.7316247544797662,1.9756883710034356,1.0
2015-09-04,0.7205947376663027,1.9468884833089748,1.0
2015-09-07,0.7221039846826441,1.9449597421579254,1.0
2015-09-08,0.7221101195626759,1.9417793583246201,1.0
2015-09-09,0.7417900253342684,2.0004633325530965,1.0
2015-09-10,0.750493680498304,2.029964720717962,1.0
2015-09-11,0.7378136571462689,2.0102232310981165,1.0
2015-09-14,0.7373938247513925,2.0016890703228034,1.0
2015-09-15,0.7357317587607423,2.008561030351346,1.0
2015-09-16,0.752590665478502,2.0486565110390127,1.0
2015-09-17,0.7557472685199615,2.0504759993720083,1.0
2015-09-18,0.7670682087753244,2.072002271090519,1.0
2015-09-21,0.748257939708161,2.0402038379434915,1.0
2015-09-22,0.7648887004785709,2.0591339077297026,1.0
2015-09-23,0.7479846069893258,2.0211843285515876,1.0
2015-09-24,0.7491658180885188,2.024207809729523,1.0
2015-09-25,0.7511444433466029,2.0207054983869,1.0
2015-09-30,0.7599900330365083,2.0426484964381864,1.0
2015-10-01,0.7674764316021632,2.060774547171236,1.0
2015-10-02,0.7634746669997963,2.0517450930832695,1.0
2015-10-05,0.7669474147181348,2.0614769463705747,1.0
2015-10-06,0.7742369617319349,2.0755874467104114,1.0
2015-10-07,0.7948858634328386,2.094949448786744,1.0
2015-10-08,0.8004437281159359,2.1100892499485355,1.0
2015-10-12,0.7938563659865053,2.1137132862227137,1.0
2015-10-13,0.7938632707489843,2.111994167460996,1.0
2015-10-14,0.7985199963481259,2.103302794668829,1.0
2015-10-15,0.8051807782641609,2.1287506440768493,1.0
2015-10-16,0.8028190397975332,2.1262161042444623,1.0
2015-10-19,0.799234324877307,2.126608516319147,1.0
2015-10-20,0.802255048026363,2.1367352809056372,1.0
2015-10-21,0.7972378827999748,2.1414846444946085,1.0
2015-10-22,0.7884747741736781,2.1218583982277472,1.0
2015-10-23,0.786012806269544,2.1409142820701677,1.0
2015-10-26,0.7915669757148746,2.149712398998687,1.0
2015-10-27,0.7919837741244818,2.1467848752066803,1.0
2015-10-28,0.7803467710787484,2.145845666083551,1.0
2015-10-29,0.7800249290152719,2.138042930486334,1.0
2015-10-30,0.7835940988206003,2.1349469272349477,1.0
2015-11-02,0.7922289746876552,2.1421162152412525,1.0
2015-11-03,0.7952219400696323,2.157137238300629,1.0
2015-11-04,0.7987418121174191,2.162634919548991,1.0
2015-11-05,0.7949097493258206,2.159775903169866,1.0
2015-11-06,0.7855086769193595,2.153846005537925,1.0
2015-11-09,0.786482769809981,2.139114506137432,1.0
2015-11-10,0.7722958650753977,2.1092061726203317,1.0
2015-11-11,0.7722516518620539,2.1105579878172778,1.0
2015-11-12,0.76202148091126,2.107238291222849,1.0
2015-11-13,0.7532357987957012,2.0869479133892095,1.0
2015-11-16,0.7445283713276414,2.056491480661796,1.0
2015-11-17,0.7471433958273199,2.079182032930912,1.0
2015-11-18,0.7569240449724003,2.0798847275524612,1.0
2015-11-19,0.762704551340742,2.1081745577424327,1.0
2015-11-20,0.7577241823493671,2.1097494713718463,1.0
2015-11-23,0.7646784258483569,2.1257865004739904,1.0
2015-11-24,0.7620361346631508,2.13989563684072,1.0
2015-11-25,0.7653868345218622,2.133435899074122,1.0
2015-11-26,0.7772414497670354,2.1564997405886777,1.0
2015-11-27,0.7706050147448718,2.1551680451496598,1.0
2015-11-30,0.7511961045356605,2.116584177792789,1.0
2015-12-01,0.7672011488944535,2.1510626960341344,1.0
2015-12-02,0.7591907208601416,2.136066975820595,1.0
2015-12-03,0.7560992892640341,2.120348805327859,1.0
2015-12-04,0.7464696433589266,2.099976378946456,1.0
2015-12-07,0.7399451753639609,2.0891339486895752,1.0
2015-12-08,0.7395128162627477,2.0755467085659274,1.0
2015-12-09,0.7466730600542396,2.075755054623076,1.0
2015-12-10,0.7474921085308943,2.0806404995769134,1.0
2015-12-11,0.7442113489370159,2.077822929287233,1.0
2015-12-14,0.7387370644944835,2.056573695068659,1.0
2015-12-15,0.7438348947551864,2.0627192094792206,1.0
2015-12-16,0.7531098849236362,2.102206825386017,1.0
2015-12-17,0.7556247718117797,2.1120628994726727,1.0
2015-12-18,0.7557948810594682,2.110051104259743,1.0
2015-12-21,0.7515997938043668,2.116965393760793,1.0
2015-12-22,0.765716318092453,2.1297393240216103,1.0
2015-12-23,0.7670278399837646,2.1372657306375107,1.0
2015-12-24,0.7591534946833656,2.1285304808355794,1.0
2015-12-28,0.7425917609995175,2.100342573611811,1.0
2015-12-29,0.7448535311495279,2.1035424195964993,1.0
2015-12-30,0.7426645892030476,2.098288381253381,1.0
2017-01-02,0.8394752829310568,2.0987136355284592,1.0
2017-01-03,0.8394752829310568,2.1175999354298924,1.0
2017-01-04,0.8394752829310568,2.119566179706438,1.0
2017-01-05,0.8394752829310568,2.1163866178609942,1.0
2017-01-06,0.8394752829310568,2.124153883937477,1.0
2017-01-09,0.8394752829310568,2.1249537849624547,1.0
2017-01-10,0.8394752829310568,2.1215751477744687,1.0
2017-01-11,0.8394752829310568,2.1530326786427443,1.0
2017-01-12,0.8394752829310568,2.165853078386927,1.0
2017-01-13,0.8394752829310568,2.156022629960627,1.0
2017-01-16,0.8394752829310568,2.1436138331019134,1.0
2017-01-17,0.8394752829310568,2.1515228142492155,1.0
2017-01-18,0.8394752829310568,2.150568862738621,1.0
2017-01-19,0.8394752829310568,2.1539165383937746,1.0
2017-01-20,0.8394752829310568,2.1469647018403197,1.0
2017-01-23,0.8394752829310568,2.1481045615740086,1.0
2017-01-24,0.8394752829310568,2.1484166385748873,1.0
2017-01-25,0.8394752829310568,2.151028441021092,1.0
2017-01-26,0.8394752829310568,2.16859055530007,1.0
2017-01-31,0.8394752829310568,2.1530563320020724,1.0
2017-02-01,0.8394752829310568,2.167098238613408,1.0
2017-02-02,0.8394752829310568,2.1584077865902915,1.0
2017-02-03,0.8394752829310568,2.161395862389523,1.0
2017-02-06,0.8394752829310568,2.166103398161925,1.0
2017-02-07,0.8394752829310568,2.164500934591984,1.0
2017-02-08,0.8394752829310568,2.154625318707977,1.0
2017-02-09,0.8394752829310568,2.1557793217753387,1.0
2017-02-10,0.8394752829310568,2.1662461344925776,1.0
2017-02-13,0.8394752829310568,2.170113501181731,1.0
2017-02-14,0.8394752829310568,2.1664088952654175,1.0
2017-02-15,0.8394752829310568,2.17672373742577,1.0
2017-02-16,0.8394752829310568,2.175376459376545,1.0
2017-02-17,0.8394752829310568,2.174578554057596,1.0
2017-02-20,0.8394752829310568,2.179699603692157,1.0
2017-02-21,0.8394752829310568,2.1990257333043117,1.0
2017-02-22,0.8394752829310568,2.2030621598897855,1.0
2017-02-23,0.8394752829310568,2.2045283641019817,1.0
2017-02-24,0.8394752829310568,2.1916268666032024,1.0
2017-02-27,0.8394752829310568,2.1831831236466157,1.0
2017-02-28,0.8394752829310568,2.1903212511930112,1.0
2017-03-02,0.8394752829310568,2.20314876181822,1.0
2017-03-03,0.8394752829310568,2.179680817127496,1.0
2017-03-06,0.8394752829310568,2.1832088250704147,1.0
2017-03-07,0.8394752829310568,2.1966052789230854,1.0
2017-03-08,0.8394752829310568,2.1987219982056856,1.0
2017-03-09,0.8394752829310568,2.194540194577252,1.0
2017-03-10,0.8394752829310568,2.201575746663083,1.0
2017-03-13,0.8394752829310568,2.223140167317953,1.0
2017-03-14,0.8394752829310568,2.241047940373992,1.0
2017-03-15,0.8394752829310568,2.240565418903161,1.0
2017-03-16,0.8394752829310568,2.258720373860834,1.0
2017-03-17,0.8394752829310568,2.2747083996609923,1.0
2017-03-20,0.8394752829310568,2.2675774536581237,1.0
2017-03-21,0.8394752829310568,2.2911535021773854,1.0
2017-03-22,0.8394752829310568,2.28180823093629,1.0
2017-03-23,0.8394752829310568,2.2870865001313065,1.0
2017-03-24,0.8394752829310568,2.2840545808809813,1.0
2017-03-27,0.8394752829310568,2.2709197132762218,1.0
2017-03-28,0.8394752829310568,2.2793283865140337,1.0
2017-03-29,0.8394752829310568,2.2838029014486834,1.0
2017-03-30,0.8394752829310568,2.2819098175905244,1.0
2017-03-31,0.8394752829310568,2.277752668472088,1.0
2017-04-03,0.8455616192448692,2.2860995723527937,1.0
