year,factor_macro_gate_mcap_net_total_return,kospi_buy_and_hold_net_total_return,cash_net_total_return,d001_factor_macro_gate_mcap_net_total_return,d009_minus_d001_factor_macro_gate_mcap_return
2010,0.0,0.3293489579737485,0.0,0.0,0.0
2011,0.0,0.004079681302652238,0.0,0.0,0.0
2012,0.0,0.18731018909741426,0.0,0.0,0.0
2013,0.0,0.06125736750042954,0.0,0.0,0.0
2014,0.0,0.05769800682302639,0.0,0.0,0.0
2015,0.0,0.16501292442133764,0.0,0.0,0.0
2017,-0.003346600801629407,0.31675953872996554,0.0,0.0,-0.003346600801629407
2018,0.11510801212210753,-0.08401784948302582,0.0,0.0,0.11510801212210753
2019,-0.11049826145055597,0.17019485930094325,0.0,0.0277493483052602,-0.13824760975581618
2020,-0.09005324793803204,0.5251287429311848,0.0,0.2461360848272729,-0.33618933276530494
2021,-0.14479269758632685,0.13170240063376726,0.0,-0.035316520549102,-0.10947617703722484
2022,-0.008515122057405233,-0.18442405395793493,0.0,0.0,-0.008515122057405233
2023,0.05530299222800017,0.3279894204214897,0.0,-0.0177293971971159,0.07303238942511607
2024,0.34488332906463626,0.034981455283805474,0.0,0.0422472179791628,0.30263611108547345
2025,0.07585856055913243,1.047004780803555,0.0,0.7666554035490463,-0.6907968429899138
2026,0.6117271329389926,0.7344109727369705,0.0,0.0,0.6117271329389926
