quarter,quarter_end_date,final_sector_code,final_sector_name,n_stocks,mcap,mcap_total,mcap_weight
2015Q2,2015-06-30,02,자동차/운송장비,7.0,83966948631800.0,871934133682122.0,0.09629964625563281
2015Q2,2015-06-30,03,2차전지/화학/소재,16.0,104263887666400.0,871934133682122.0,0.1195777107911813
2015Q2,2015-06-30,04,철강금속,3.0,37704421416800.0,871934133682122.0,0.043242281681962196
2015Q2,2015-06-30,05,조선/기계/산업재,5.0,21166020650100.0,871934133682122.0,0.02427479305199035
2015Q2,2015-06-30,06,금융,12.0,123936069497400.0,871934133682122.0,0.1421392565216204
2015Q2,2015-06-30,07,헬스케어,16.0,23258297166612.0,871934133682122.0,0.02667437397867853
2015Q2,2015-06-30,08,인터넷/게임/SW,14.0,94819721505000.0,871934133682122.0,0.10874642687123899
2015Q2,2015-06-30,09,소비재/유통,10.0,60028112746060.0,871934133682122.0,0.0688447790116498
2015Q2,2015-06-30,10,음식료,3.0,25091842807300.0,871934133682122.0,0.028777222771792125
2015Q2,2015-06-30,11,에너지/유틸리티,2.0,33389876326600.0,871934133682122.0,0.03829403510744176
2015Q2,2015-06-30,12,건설/부동산,6.0,19753756163250.0,871934133682122.0,0.022655101343298893
2015Q2,2015-06-30,99,기타,0.0,0.0,0.0,0.0
2015Q3,2015-09-30,01,반도체/IT하드웨어,11.0,222191700279970.0,884350821117292.0,0.2512483677001082
2015Q3,2015-09-30,02,자동차/운송장비,9.0,98210689054960.0,884350821117292.0,0.11105399204682172
2015Q3,2015-09-30,03,2차전지/화학/소재,12.0,92445589193800.0,884350821117292.0,0.10453497298391594
2015Q3,2015-09-30,04,철강금속,3.0,30347424625000.0,884350821117292.0,0.034316047320065754
2015Q3,2015-09-30,05,조선/기계/산업재,5.0,22087087417250.0,884350821117292.0,0.024975481324645683
2015Q3,2015-09-30,06,금융,16.0,146900170610700.0,884350821117292.0,0.1661107414646891
2015Q3,2015-09-30,07,헬스케어,7.0,16960474337802.0,884350821117292.0,0.019178445852941116
2015Q3,2015-09-30,08,인터넷/게임/SW,15.0,115113003874800.0,884350821117292.0,0.1301666726892002
2015Q3,2015-09-30,09,소비재/유통,11.0,66736171385870.0,884350821117292.0,0.07546345838358048
2015Q3,2015-09-30,10,음식료,7.0,33888658858920.0,884350821117292.0,0.03832037925413463
2015Q3,2015-09-30,11,에너지/유틸리티,1.0,31456239773000.0,884350821117292.0,0.03556986551248754
2015Q3,2015-09-30,12,건설/부동산,2.0,7916804973000.0,884350821117292.0,0.00895210903179564
2015Q3,2015-09-30,99,기타,1.0,96806732220.0,884350821117292.0,0.00010946643561397278
2015Q4,2015-12-30,01,반도체/IT하드웨어,9.0,239103612594290.0,891276830298129.0,0.2682708721535044
2015Q4,2015-12-30,02,자동차/운송장비,6.0,88358367590800.0,891276830298129.0,0.0991368389563593
2015Q4,2015-12-30,03,2차전지/화학/소재,18.0,118453338068000.0,891276830298129.0,0.13290297025715095
2015Q4,2015-12-30,04,철강금속,4.0,30102331336200.0,891276830298129.0,0.03377439008049932
2015Q4,2015-12-30,05,조선/기계/산업재,8.0,16639538350030.0,891276830298129.0,0.01866932672810998
2015Q4,2015-12-30,06,금융,15.0,143130871617720.0,891276830298129.0,0.1605908139335825
2015Q4,2015-12-30,07,헬스케어,6.0,17791589489779.0,891276830298129.0,0.019961911815690053
2015Q4,2015-12-30,08,인터넷/게임/SW,15.0,113836617446400.0,891276830298129.0,0.12772307500501506
2015Q4,2015-12-30,09,소비재/유통,9.0,55566517879980.0,891276830298129.0,0.06234484729216308
2015Q4,2015-12-30,10,음식료,6.0,29576586339780.0,891276830298129.0,0.03318451162910488
2015Q4,2015-12-30,11,에너지/유틸리티,1.0,32098203850000.0,891276830298129.0,0.03601373081724032
2015Q4,2015-12-30,12,건설/부동산,3.0,6619255735150.0,891276830298129.0,0.0074267113315802024
2015Q4,2015-12-30,99,기타,0.0,0.0,0.0,0.0
2016Q1,2016-03-31,01,반도체/IT하드웨어,9.0,243787936840725.0,933614214248585.0,0.2611227776099538
2016Q1,2016-03-31,02,자동차/운송장비,6.0,94793811363500.0,933614214248585.0,0.10153424178507646
2016Q1,2016-03-31,03,2차전지/화학/소재,16.0,119561710611650.0,933614214248585.0,0.12806329293934185
2016Q1,2016-03-31,04,철강금속,5.0,36190909016100.0,933614214248585.0,0.03876430806618351
2016Q1,2016-03-31,05,조선/기계/산업재,6.0,21646711464140.0,933614214248585.0,0.023185927478152474
2016Q1,2016-03-31,06,금융,18.0,143586155674630.0,933614214248585.0,0.15379602568518586
2016Q1,2016-03-31,07,헬스케어,8.0,24295050888840.0,933614214248585.0,0.02602258033142068
2016Q1,2016-03-31,08,인터넷/게임/SW,14.0,113950506037550.0,933614214248585.0,0.12205309677002137
2016Q1,2016-03-31,09,소비재/유통,9.0,55874025701300.0,933614214248585.0,0.0598470169461483
2016Q1,2016-03-31,10,음식료,3.0,25137490649000.0,933614214248585.0,0.026924922805756327
2016Q1,2016-03-31,11,에너지/유틸리티,1.0,38646237435400.0,933614214248585.0,0.04139422562937759
2016Q1,2016-03-31,12,건설/부동산,5.0,16143668565750.0,933614214248585.0,0.01729158395338181
2016Q1,2016-03-31,99,기타,0.0,0.0,0.0,0.0
2016Q2,2016-06-30,01,반도체/IT하드웨어,7.0,253388129981580.0,874599449488740.0,0.2897190595417157
2016Q2,2016-06-30,02,자동차/운송장비,7.0,85221813233300.0,874599449488740.0,0.09744096372701545
2016Q2,2016-06-30,03,2차전지/화학/소재,21.0,116989479678280.0,874599449488740.0,0.13376349567412593
2016Q2,2016-06-30,04,철강금속,4.0,33332564488940.0,874599449488740.0,0.038111805934047914
2016Q2,2016-06-30,05,조선/기계/산업재,5.0,15567880109830.0,874599449488740.0,0.017800011329678327
2016Q2,2016-06-30,06,금융,10.0,112062865995300.0,874599449488740.0,0.12813050140931143
2016Q2,2016-06-30,07,헬스케어,17.0,32441905765060.0,874599449488740.0,0.037093444072054234
2016Q2,2016-06-30,08,인터넷/게임/SW,12.0,108143652625280.0,874599449488740.0,0.12364934906887601
2016Q2,2016-06-30,09,소비재/유통,10.0,40560114354120.0,874599449488740.0,0.04637564587746998
2016Q2,2016-06-30,10,음식료,4.0,31757898243500.0,874599449488740.0,0.03631136317552515
2016Q2,2016-06-30,11,에너지/유틸리티,1.0,38774630250800.0,874599449488740.0,0.0443341580805548
2016Q2,2016-06-30,12,건설/부동산,2.0,6358514762750.0,874599449488740.0,0.007270202109625113
2016Q2,2016-06-30,99,기타,0.0,0.0,0.0,0.0
2016Q3,2016-09-30,01,반도체/IT하드웨어,10.0,284456960757545.0,930639068506335.0,0.30565766083095475
2016Q3,2016-09-30,02,자동차/운송장비,8.0,96085476498970.0,930639068506335.0,0.10324676853851202
2016Q3,2016-09-30,03,2차전지/화학/소재,15.0,106832110626740.0,930639068506335.0,0.11479435394669633
2016Q3,2016-09-30,04,철강금속,3.0,35646927423000.0,930639068506335.0,0.03830370831112099
2016Q3,2016-09-30,05,조선/기계/산업재,11.0,32034047530740.0,930639068506335.0,0.034421558920962
2016Q3,2016-09-30,06,금융,12.0,130708750419650.0,930639068506335.0,0.14045053000991678
2016Q3,2016-09-30,07,헬스케어,14.0,30017410832180.0,930639068506335.0,0.032254621418760766
2016Q3,2016-09-30,08,인터넷/게임/SW,13.0,107233487358800.0,930639068506335.0,0.11522564545985428
2016Q3,2016-09-30,09,소비재/유통,7.0,42356050569960.0,930639068506335.0,0.045512865302271235
2016Q3,2016-09-30,10,음식료,4.0,22363864120500.0,930639068506335.0,0.02403065256694386
2016Q3,2016-09-30,11,에너지/유틸리티,1.0,34666060158000.0,930639068506335.0,0.03724973658546125
2016Q3,2016-09-30,12,건설/부동산,2.0,8237922210250.0,930639068506335.0,0.008851898108545744
2016Q3,2016-09-30,99,기타,0.0,0.0,0.0,0.0
2016Q4,2016-12-29,01,반도체/IT하드웨어,7.0,317161771496710.0,971503541700962.0,0.326464863876261
2016Q4,2016-12-29,02,자동차/운송장비,6.0,95619911137750.0,971503541700962.0,0.09842466551417135
2016Q4,2016-12-29,03,2차전지/화학/소재,18.0,109403170694240.0,971503541700962.0,0.1126122201291113
2016Q4,2016-12-29,04,철강금속,3.0,39020269757500.0,971503541700962.0,0.04016482501873453
2016Q4,2016-12-29,05,조선/기계/산업재,9.0,26283893847829.0,971503541700962.0,0.02705486158270685
2016Q4,2016-12-29,06,금융,14.0,140713026991900.0,971503541700962.0,0.14484046732915853
2016Q4,2016-12-29,07,헬스케어,12.0,28538250145200.0,971503541700962.0,0.029375343393224958
2016Q4,2016-12-29,08,인터넷/게임/SW,14.0,111665867750595.0,971503541700962.0,0.11494128735247247
2016Q4,2016-12-29,09,소비재/유통,5.0,34374038368650.0,971503541700962.0,0.03538230885753235
2016Q4,2016-12-29,10,음식료,6.0,22905133435738.0,971503541700962.0,0.02357699426976296
2016Q4,2016-12-29,11,에너지/유틸리티,2.0,32751082441850.0,971503541700962.0,0.03371174785889879
2016Q4,2016-12-29,12,건설/부동산,4.0,13067125633000.0,971503541700962.0,0.0134504148179649
2016Q4,2016-12-29,99,기타,0.0,0.0,0.0,0.0
2017Q1,2017-03-31,01,반도체/IT하드웨어,9.0,367072042497200.0,1024471382798905.0,0.3583038517819225
2017Q1,2017-03-31,02,자동차/운송장비,8.0,88516474288850.0,1024471382798905.0,0.08640209553440013
2017Q1,2017-03-31,03,2차전지/화학/소재,15.0,106663155735150.0,1024471382798905.0,0.10411531012583401
2017Q1,2017-03-31,04,철강금속,5.0,41820347407500.0,1024471382798905.0,0.04082139150948737
2017Q1,2017-03-31,05,조선/기계/산업재,9.0,22148459336830.0,1024471382798905.0,0.021619402658490418
2017Q1,2017-03-31,06,금융,14.0,144279387156330.0,1024471382798905.0,0.14083300868995655
2017Q1,2017-03-31,07,헬스케어,7.0,21911142272670.0,1024471382798905.0,0.02138775434879177
2017Q1,2017-03-31,08,인터넷/게임/SW,13.0,122213208748800.0,1024471382798905.0,0.11929392152946981
2017Q1,2017-03-31,09,소비재/유통,9.0,42664672193425.0,1024471382798905.0,0.041645548045337356
2017Q1,2017-03-31,10,음식료,5.0,22436021581000.0,1024471382798905.0,0.02190009594968257
2017Q1,2017-03-31,11,에너지/유틸리티,2.0,33968700726650.0,1024471382798905.0,0.03315729584739193
2017Q1,2017-03-31,12,건설/부동산,4.0,10777770854500.0,1024471382798905.0,0.010520323979235625
2017Q1,2017-03-31,99,기타,0.0,0.0,0.0,0.0
2017Q2,2017-06-30,01,반도체/IT하드웨어,8.0,410635273333800.0,1169081196736205.0,0.3512461533725762
2017Q2,2017-06-30,02,자동차/운송장비,7.0,99870346083300.0,1169081196736205.0,0.08542635563903868
2017Q2,2017-06-30,03,2차전지/화학/소재,19.0,120314375086920.0,1169081196736205.0,0.10291361748252298
2017Q2,2017-06-30,04,철강금속,5.0,44530803023050.0,1169081196736205.0,0.038090427891039
2017Q2,2017-06-30,05,조선/기계/산업재,9.0,28044280685670.0,1169081196736205.0,0.023988308736778013
2017Q2,2017-06-30,06,금융,18.0,179238382405425.0,1169081196736205.0,0.15331559767261305
2017Q2,2017-06-30,07,헬스케어,6.0,36026911874450.0,1169081196736205.0,0.030816432575452003
2017Q2,2017-06-30,08,인터넷/게임/SW,12.0,131635422221300.0,1169081196736205.0,0.11259733078317793
2017Q2,2017-06-30,09,소비재/유통,6.0,50890780640050.0,1169081196736205.0,0.043530578356853984
2017Q2,2017-06-30,10,음식료,2.0,20823453426000.0,1169081196736205.0,0.01781181109073869
2017Q2,2017-06-30,11,에너지/유틸리티,2.0,31103185941600.0,1169081196736205.0,0.026604812418874458
2017Q2,2017-06-30,12,건설/부동산,6.0,15967982014640.0,1169081196736205.0,0.013658573980334971
2017Q2,2017-06-30,99,기타,0.0,0.0,0.0,0.0
2017Q3,2017-09-29,01,반도체/IT하드웨어,10.0,444415648540680.0,1180154380419460.0,0.3765741634435337
2017Q3,2017-09-29,02,자동차/운송장비,8.0,93657770473850.0,1180154380419460.0,0.07936060910993814
2017Q3,2017-09-29,03,2차전지/화학/소재,20.0,125117655842590.0,1180154380419460.0,0.10601804129907112
2017Q3,2017-09-29,04,철강금속,4.0,45471894604400.0,1180154380419460.0,0.03853046292828063
2017Q3,2017-09-29,05,조선/기계/산업재,7.0,25493167651160.0,1180154380419460.0,0.02160155321552
2017Q3,2017-09-29,06,금융,15.0,179831317919850.0,1180154380419460.0,0.15237948602616966
2017Q3,2017-09-29,07,헬스케어,9.0,41374896064830.0,1180154380419460.0,0.035058884457238725
2017Q3,2017-09-29,08,인터넷/게임/SW,13.0,123248938600850.0,1180154380419460.0,0.10443458978396018
2017Q3,2017-09-29,09,소비재/유통,6.0,36367479000000.0,1180154380419460.0,0.030815865791282305
2017Q3,2017-09-29,10,음식료,4.0,23410873264500.0,1180154380419460.0,0.01983712779694053
2017Q3,2017-09-29,11,에너지/유틸리티,1.0,25036599003000.0,1180154380419460.0,0.021214681247127422
2017Q3,2017-09-29,12,건설/부동산,2.0,6961708813750.0,1180154380419460.0,0.005898981463150281
2017Q3,2017-09-29,99,기타,1.0,9766430640000.0,1180154380419460.0,0.008275553437787297
2017Q4,2017-12-28,01,반도체/IT하드웨어,10.0,439950618397500.0,1182721384149995.0,0.37198162161723847
2017Q4,2017-12-28,02,자동차/운송장비,6.0,83671814130500.0,1182721384149995.0,0.07074516048480323
2017Q4,2017-12-28,03,2차전지/화학/소재,21.0,134273813926500.0,1182721384149995.0,0.11352953935385271
2017Q4,2017-12-28,04,철강금속,4.0,38236852069945.0,1182721384149995.0,0.03232955164451117
2017Q4,2017-12-28,05,조선/기계/산업재,8.0,26942689997760.0,1182721384149995.0,0.022780251003175468
2017Q4,2017-12-28,06,금융,13.0,168468158889000.0,1182721384149995.0,0.1424411202390457
2017Q4,2017-12-28,07,헬스케어,10.0,45683212579580.0,1182721384149995.0,0.038625506557837266
2017Q4,2017-12-28,08,인터넷/게임/SW,11.0,127046883519200.0,1182721384149995.0,0.10741911427475101
2017Q4,2017-12-28,09,소비재/유통,6.0,43615275892900.0,1182721384149995.0,0.03687705023127292
2017Q4,2017-12-28,10,음식료,6.0,32506557517000.0,1182721384149995.0,0.027484543657221517
2017Q4,2017-12-28,11,에너지/유틸리티,1.0,24490929537550.0,1182721384149995.0,0.02070726873273817
2017Q4,2017-12-28,12,건설/부동산,3.0,8531109493560.0,1182721384149995.0,0.007213118497634324
2017Q4,2017-12-28,99,기타,1.0,9303468199000.0,1182721384149995.0,0.007866153705918042
2018Q1,2018-03-30,01,반도체/IT하드웨어,12.0,429665822125500.0,1180561008940890.0,0.3639505445897825
2018Q1,2018-03-30,02,자동차/운송장비,9.0,93392657529200.0,1180561008940890.0,0.07910870918308985
2018Q1,2018-03-30,03,2차전지/화학/소재,19.0,134338603098520.0,1180561008940890.0,0.11379217345068716
2018Q1,2018-03-30,04,철강금속,4.0,44353552350900.0,1180561008940890.0,0.03756989432565679
2018Q1,2018-03-30,05,조선/기계/산업재,10.0,23758922203350.0,1180561008940890.0,0.02012511172519979
2018Q1,2018-03-30,06,금융,12.0,193375081252300.0,1180561008940890.0,0.1637993121810634
2018Q1,2018-03-30,07,헬스케어,7.0,40908519256700.0,1180561008940890.0,0.03465176212570329
2018Q1,2018-03-30,08,인터넷/게임/SW,9.0,108679648207850.0,1180561008940890.0,0.09205762970720942
2018Q1,2018-03-30,09,소비재/유통,11.0,56957174552270.0,1180561008940890.0,0.048245854403888594
2018Q1,2018-03-30,10,음식료,2.0,18568848999000.0,1180561008940890.0,0.01572883473058166
2018Q1,2018-03-30,11,에너지/유틸리티,1.0,21088519929450.0,1180561008940890.0,0.01786313436555814
2018Q1,2018-03-30,12,건설/부동산,2.0,5047538014250.0,1180561008940890.0,0.004275541861896887
2018Q1,2018-03-30,99,기타,2.0,10426121421600.0,1180561008940890.0,0.008831497349682527
2018Q2,2018-06-29,01,반도체/IT하드웨어,11.0,415201072435250.0,1115199149134520.0,0.372311145285107
2018Q2,2018-06-29,02,자동차/운송장비,9.0,79543089924790.0,1115199149134520.0,0.0713263545677214
2018Q2,2018-06-29,03,2차전지/화학/소재,18.0,125136843412150.0,1115199149134520.0,0.11221031105454643
2018Q2,2018-06-29,04,철강금속,4.0,43219527612900.0,1115199149134520.0,0.03875498618021872
2018Q2,2018-06-29,05,조선/기계/산업재,9.0,16502161904430.0,1115199149134520.0,0.014797502237368941
2018Q2,2018-06-29,06,금융,14.0,192940834296800.0,1115199149134520.0,0.17301020579735635
2018Q2,2018-06-29,07,헬스케어,2.0,28894208918100.0,1115199149134520.0,0.02590946105054341
2018Q2,2018-06-29,08,인터넷/게임/SW,10.0,92780502234810.0,1115199149134520.0,0.0831963531417817
2018Q2,2018-06-29,09,소비재/유통,11.0,53044934952500.0,1115199149134520.0,0.04756543707342938
2018Q2,2018-06-29,10,음식료,4.0,22705888833790.0,1115199149134520.0,0.02036038930930992
2018Q2,2018-06-29,11,에너지/유틸리티,1.0,20542850464000.0,1115199149134520.0,0.0184207910129261
2018Q2,2018-06-29,12,건설/부동산,6.0,15952530426000.0,1115199149134520.0,0.01430464723576985
2018Q2,2018-06-29,99,기타,1.0,8734703719000.0,1115199149134520.0,0.007832416053920772
2018Q3,2018-09-28,01,반도체/IT하드웨어,11.0,405508922936800.0,1160529958032100.0,0.3494170229128921
2018Q3,2018-09-28,02,자동차/운송장비,9.0,93069154520900.0,1160529958032100.0,0.08019539166288867
2018Q3,2018-09-28,03,2차전지/화학/소재,12.0,114225092566300.0,1160529958032100.0,0.09842494092956501
2018Q3,2018-09-28,04,철강금속,3.0,41443529760000.0,1160529958032100.0,0.035710865948066876
2018Q3,2018-09-28,05,조선/기계/산업재,7.0,23148040140900.0,1160529958032100.0,0.01994609443788243
2018Q3,2018-09-28,06,금융,14.0,202397186639250.0,1160529958032100.0,0.17440065656077766
2018Q3,2018-09-28,07,헬스케어,12.0,50221791618640.0,1160529958032100.0,0.043274877370508065
2018Q3,2018-09-28,08,인터넷/게임/SW,10.0,109582449326100.0,1160529958032100.0,0.09442448992175778
2018Q3,2018-09-28,09,소비재/유통,10.0,46597698628060.0,1160529958032100.0,0.040152085954829886
2018Q3,2018-09-28,10,음식료,5.0,25404762933500.0,1160529958032100.0,0.021890656727706213
2018Q3,2018-09-28,11,에너지/유틸리티,2.0,24445044759950.0,1160529958032100.0,0.021063691282387262
2018Q3,2018-09-28,12,건설/부동산,4.0,14563508114700.0,1160529958032100.0,0.012549015226970278
2018Q3,2018-09-28,99,기타,1.0,9922776087000.0,1160529958032100.0,0.008550211063767764
2018Q4,2018-12-28,01,반도체/IT하드웨어,12.0,319813187996350.0,978888839382450.0,0.32671042423786345
2018Q4,2018-12-28,02,자동차/운송장비,11.0,84930100322900.0,978888839382450.0,0.08676174138064513
2018Q4,2018-12-28,03,2차전지/화학/소재,15.0,101158019843720.0,978888839382450.0,0.10333963957290329
2018Q4,2018-12-28,04,철강금속,3.0,29659482729700.0,978888839382450.0,0.030299132584258728
2018Q4,2018-12-28,05,조선/기계/산업재,7.0,11765472182900.0,978888839382450.0,0.01201921169141377
2018Q4,2018-12-28,06,금융,15.0,173270061546710.0,978888839382450.0,0.1770068822686962
2018Q4,2018-12-28,07,헬스케어,5.0,37427726500100.0,978888839382450.0,0.03823490982256164
2018Q4,2018-12-28,08,인터넷/게임/SW,12.0,111866048507550.0,978888839382450.0,0.11427860243878432
2018Q4,2018-12-28,09,소비재/유통,10.0,37757840395380.0,978888839382450.0,0.038572143103807605
2018Q4,2018-12-28,10,음식료,4.0,23837190570440.0,978888839382450.0,0.024351274231993625
2018Q4,2018-12-28,11,에너지/유틸리티,2.0,25698497548700.0,978888839382450.0,0.02625272300061401
2018Q4,2018-12-28,12,건설/부동산,3.0,13116270619000.0,978888839382450.0,0.013399142059148043
2018Q4,2018-12-28,99,기타,1.0,8588940619000.0,978888839382450.0,0.008774173607310193
2019Q1,2019-03-29,01,반도체/IT하드웨어,14.0,368816892972765.0,1044289842048745.0,0.3531748353016628
2019Q1,2019-03-29,02,자동차/운송장비,9.0,83148208597700.0,1044289842048745.0,0.07962177285434022
2019Q1,2019-03-29,03,2차전지/화학/소재,13.0,108045827158410.0,1044289842048745.0,0.10346344741459879
2019Q1,2019-03-29,04,철강금속,3.0,36824535001500.0,1044289842048745.0,0.035262753230708065
2019Q1,2019-03-29,05,조선/기계/산업재,8.0,19285041487730.0,1044289842048745.0,0.018467134995678546
2019Q1,2019-03-29,06,금융,15.0,173752934248310.0,1044289842048745.0,0.1663838210926499
2019Q1,2019-03-29,07,헬스케어,5.0,30532672929240.0,1044289842048745.0,0.029237738125786353
2019Q1,2019-03-29,08,인터넷/게임/SW,14.0,110242828643290.0,1044289842048745.0,0.1055672708900525
2019Q1,2019-03-29,09,소비재/유통,9.0,45715978647300.0,1044289842048745.0,0.04377709789612804
2019Q1,2019-03-29,10,음식료,4.0,23234782725500.0,1044289842048745.0,0.0222493619969689
2019Q1,2019-03-29,11,에너지/유틸리티,2.0,23358042202300.0,1044289842048745.0,0.0223673938611477
2019Q1,2019-03-29,12,건설/부동산,3.0,12701462929200.0,1044289842048745.0,0.012162775522436926
2019Q1,2019-03-29,99,기타,1.0,8630634505500.0,1044289842048745.0,0.00826459681784125
2019Q2,2019-06-28,01,반도체/IT하드웨어,15.0,379963298550540.0,985020533724720.0,0.38574150034594806
2019Q2,2019-06-28,02,자동차/운송장비,6.0,85510924131000.0,985020533724720.0,0.08681131124003291
2019Q2,2019-06-28,03,2차전지/화학/소재,17.0,97638353507410.0,985020533724720.0,0.0991231656239733
2019Q2,2019-06-28,04,철강금속,4.0,31029062586100.0,985020533724720.0,0.03150092970018387
2019Q2,2019-06-28,05,조선/기계/산업재,10.0,19783235725920.0,985020533724720.0,0.020084084593762132
2019Q2,2019-06-28,06,금융,11.0,147625403180950.0,985020533724720.0,0.1498703815063883
2019Q2,2019-06-28,07,헬스케어,8.0,33017732682290.0,985020533724720.0,0.03351984202546314
2019Q2,2019-06-28,08,인터넷/게임/SW,10.0,94096138336800.0,985020533724720.0,0.09552708305581038
2019Q2,2019-06-28,09,소비재/유통,12.0,37792908978010.0,985020533724720.0,0.03836763568278247
2019Q2,2019-06-28,10,음식료,2.0,17994404196500.0,985020533724720.0,0.01826804983288686
2019Q2,2019-06-28,11,에너지/유틸리티,1.0,16402182167350.0,985020533724720.0,0.01665161446465222
2019Q2,2019-06-28,12,건설/부동산,3.0,13194217632350.0,985020533724720.0,0.01339486556940887
2019Q2,2019-06-28,99,기타,1.0,10972672049500.0,985020533724720.0,0.011139536358707515
2019Q3,2019-09-30,01,반도체/IT하드웨어,14.0,398235218768290.0,1014105565273435.0,0.3926960194335519
2019Q3,2019-09-30,02,자동차/운송장비,8.0,90671317672450.0,1014105565273435.0,0.08941013714681877
2019Q3,2019-09-30,03,2차전지/화학/소재,15.0,91217928116820.0,1014105565273435.0,0.08994914458656457
2019Q3,2019-09-30,04,철강금속,4.0,33792091042200.0,1014105565273435.0,0.03332206448653951
2019Q3,2019-09-30,05,조선/기계/산업재,7.0,20195406289500.0,1014105565273435.0,0.019914500995815636
2019Q3,2019-09-30,06,금융,15.0,154271411159550.0,1014105565273435.0,0.15212559366830172
2019Q3,2019-09-30,07,헬스케어,5.0,26303625163400.0,1014105565273435.0,0.025937758418974565
2019Q3,2019-09-30,08,인터넷/게임/SW,11.0,107116842054650.0,1014105565273435.0,0.10562691471451288
2019Q3,2019-09-30,09,소비재/유통,8.0,35705857948300.0,1014105565273435.0,0.03520921210867487
2019Q3,2019-09-30,10,음식료,7.0,17106377423160.0,1014105565273435.0,0.0168684385619633
2019Q3,2019-09-30,11,에너지/유틸리티,1.0,16626869594300.0,1014105565273435.0,0.01639560038290182
2019Q3,2019-09-30,12,건설/부동산,3.0,11412476063500.0,1014105565273435.0,0.011253735759178912
2019Q3,2019-09-30,99,기타,2.0,11450143977315.0,1014105565273435.0,0.011290879736201504
2019Q4,2019-12-30,01,반도체/IT하드웨어,14.0,452630418198322.0,1074294162285032.0,0.4213281930487024
2019Q4,2019-12-30,02,자동차/운송장비,8.0,83558692372800.0,1074294162285032.0,0.07778008603813877
2019Q4,2019-12-30,03,2차전지/화학/소재,11.0,90139655440900.0,1074294162285032.0,0.08390593433847975
2019Q4,2019-12-30,04,철강금속,5.0,29206188273880.0,1074294162285032.0,0.027186397635967984
2019Q4,2019-12-30,05,조선/기계/산업재,8.0,15356763805765.0,1074294162285032.0,0.014294747514126899
2019Q4,2019-12-30,06,금융,16.0,169991330729650.0,1074294162285032.0,0.15823536671564623
2019Q4,2019-12-30,07,헬스케어,6.0,36210811090750.0,1074294162285032.0,0.03370660696296564
2019Q4,2019-12-30,08,인터넷/게임/SW,13.0,100317574382960.0,1074294162285032.0,0.09337998651094198
2019Q4,2019-12-30,09,소비재/유통,11.0,37688105590065.0,1074294162285032.0,0.035081737305452824
2019Q4,2019-12-30,10,음식료,2.0,16679218183600.0,1074294162285032.0,0.015525745898239988
2019Q4,2019-12-30,11,에너지/유틸리티,2.0,21340648390600.0,1074294162285032.0,0.019864809043742986
2019Q4,2019-12-30,12,건설/부동산,3.0,7940948884740.0,1074294162285032.0,0.0073917825894627785
2019Q4,2019-12-30,99,기타,1.0,13233806941000.0,1074294162285032.0,0.012318606398131765
2020Q1,2020-03-31,01,반도체/IT하드웨어,12.0,386401707434035.0,883479796078750.0,0.4373633773506153
2020Q1,2020-03-31,02,자동차/운송장비,6.0,54681602759500.0,883479796078750.0,0.061893438879077535
2020Q1,2020-03-31,03,2차전지/화학/소재,13.0,73986038501160.0,883479796078750.0,0.08374389412133786
2020Q1,2020-03-31,04,철강금속,4.0,21451554723050.0,883479796078750.0,0.024280753015814175
2020Q1,2020-03-31,05,조선/기계/산업재,6.0,4399780438410.0,883479796078750.0,0.004980057787329208
2020Q1,2020-03-31,06,금융,15.0,128584619243480.0,883479796078750.0,0.14554336139229432
2020Q1,2020-03-31,07,헬스케어,15.0,46256414497775.0,883479796078750.0,0.052357071098943254
2020Q1,2020-03-31,08,인터넷/게임/SW,13.0,89622028516730.0,883479796078750.0,0.10144208041260226
2020Q1,2020-03-31,09,소비재/유통,8.0,28408528300710.0,883479796078750.0,0.03215526651180801
2020Q1,2020-03-31,10,음식료,3.0,16557246922900.0,883479796078750.0,0.01874094574249228
2020Q1,2020-03-31,11,에너지/유틸리티,1.0,12357808482250.0,883479796078750.0,0.013987652617636626
2020Q1,2020-03-31,12,건설/부동산,3.0,7263480731250.0,883479796078750.0,0.008221445202808646
2020Q1,2020-03-31,99,기타,1.0,13508985527500.0,883479796078750.0,0.015290655867240524
2020Q2,2020-06-30,01,반도체/IT하드웨어,11.0,431627922796130.0,1011859086440083.0,0.4265692017597835
2020Q2,2020-06-30,02,자동차/운송장비,10.0,63830572177340.0,1011859086440083.0,0.06308247169268238
2020Q2,2020-06-30,03,2차전지/화학/소재,23.0,104699324858730.0,1011859086440083.0,0.10347223863658979
2020Q2,2020-06-30,04,철강금속,4.0,16098818109050.0,1011859086440083.0,0.015910138402461523
2020Q2,2020-06-30,05,조선/기계/산업재,7.0,10670626473995.0,1011859086440083.0,0.0105455656988132
2020Q2,2020-06-30,06,금융,8.0,115583916922770.0,1011859086440083.0,0.11422926222802099
2020Q2,2020-06-30,07,헬스케어,7.0,59754581151000.0,1011859086440083.0,0.05905425167572318
2020Q2,2020-06-30,08,인터넷/게임/SW,11.0,120995449619000.0,1011859086440083.0,0.11957737123721991
2020Q2,2020-06-30,09,소비재/유통,11.0,34605123366780.0,1011859086440083.0,0.03419954797117804
2020Q2,2020-06-30,10,음식료,3.0,13955029521838.0,1011859086440083.0,0.013791475225008362
2020Q2,2020-06-30,11,에너지/유틸리티,1.0,12518299501500.0,1011859086440083.0,0.012371583819582834
