period,start,end,v1_net_total_return,v1_cost_0_total_return,v1_annualized_return,v1_cost_0_annualized_return,v1_max_drawdown,v1_cost_0_max_drawdown,v1_trade_count,v1_cost_0_trade_count
2010-2017,2010-01-04,2017-12-31,0.07991592741064135,0.10111100738801637,0.011262115794255845,0.014129268394949213,-0.11707795854849723,-0.10825712142713284,10,10
2018-2026,2018-01-01,2026-05-04,1.8452103907331256,2.4564116068862845,0.13752075057332447,0.16512737347941453,-0.3509335355882116,-0.3393494236202602,100,100
