date,ticker,signal_value,signal_date,execution_date,included_in_trade
2017-03-31,030200,2.3693800555416713,2017-03-31,2017-04-03,True
2017-03-31,078930,1.6601952989551423,2017-03-31,2017-04-03,True
2017-03-31,009150,2.0912060754779467,2017-03-31,2017-04-03,True
2017-03-31,000100,2.069049312805747,2017-03-31,2017-04-03,True
2017-03-31,006060,1.9255736507412549,2017-03-31,2017-04-03,True
2017-06-30,004020,1.172734757615476,2017-06-30,2017-07-03,True
2017-06-30,103140,0.983170721276102,2017-06-30,2017-07-03,True
2017-06-30,000100,0.8024462290841085,2017-06-30,2017-07-03,True
2017-06-30,011070,1.9952998214350313,2017-06-30,2017-07-03,True
2017-06-30,018260,1.3789661129291169,2017-06-30,2017-07-03,True
2017-12-28,128940,1.815200604066029,2017-12-28,2018-01-02,True
2017-12-28,207940,0.8304202842250873,2017-12-28,2018-01-02,True
2017-12-28,004020,1.0361807243252674,2017-12-28,2018-01-02,True
2017-12-28,139480,1.7675616747192677,2017-12-28,2018-01-02,True
2017-12-28,090430,1.6002280036830292,2017-12-28,2018-01-02,True
2019-06-28,000720,0.8027149931370041,2019-06-28,2019-07-01,True
2019-06-28,006360,0.6069760196079635,2019-06-28,2019-07-01,True
2019-06-28,017800,1.6033147389987246,2019-06-28,2019-07-01,True
2019-06-28,000270,1.3815292768070826,2019-06-28,2019-07-01,True
2019-06-28,207940,1.064453244326809,2019-06-28,2019-07-01,True
2019-09-30,207940,1.4294517743687842,2019-09-30,2019-10-01,True
2019-09-30,002210,0.15197282208459867,2019-09-30,2019-10-01,True
2019-09-30,034220,1.6265395933901794,2019-09-30,2019-10-01,True
2019-09-30,018880,1.293166431217854,2019-09-30,2019-10-01,True
2019-09-30,009540,1.9568888088559988,2019-09-30,2019-10-01,True
2019-12-30,207940,1.4497047926188564,2019-12-30,2020-01-02,True
2019-12-30,009420,0.983931750857327,2019-12-30,2020-01-02,True
2019-12-30,034220,1.7662105438180673,2019-12-30,2020-01-02,True
2019-12-30,028260,2.127935545611715,2019-12-30,2020-01-02,True
2019-12-30,003550,1.7148060458368983,2019-12-30,2020-01-02,True
2020-03-31,006280,2.1203730539613175,2020-03-31,2020-04-01,True
2020-03-31,000100,1.5394345939282326,2020-03-31,2020-04-01,True
2020-03-31,002320,0.644315585791409,2020-03-31,2020-04-01,True
2020-03-31,004370,0.9614638851294316,2020-03-31,2020-04-01,True
2020-03-31,139480,2.251887029123896,2020-03-31,2020-04-01,True
2020-06-30,086280,1.9758946246014788,2020-06-30,2020-07-01,True
2020-06-30,042670,0.1970602768906004,2020-06-30,2020-07-01,True
2020-06-30,009420,1.3996384944540008,2020-06-30,2020-07-01,True
2020-06-30,032640,2.1095621408174448,2020-06-30,2020-07-01,True
2020-06-30,000080,1.3832781466997972,2020-06-30,2020-07-01,True
2020-09-29,000120,1.116901554919325,2020-09-29,2020-10-05,True
2020-09-29,034020,0.7916568600476348,2020-09-29,2020-10-05,True
2020-09-29,009150,1.745974902469089,2020-09-29,2020-10-05,True
2020-09-29,006060,1.7397906218241457,2020-09-29,2020-10-05,True
2020-09-29,005490,1.3251194471742187,2020-09-29,2020-10-05,True
2020-12-30,006360,0.8744547584457742,2020-12-30,2021-01-04,True
2020-12-30,294870,0.6181641641165321,2020-12-30,2021-01-04,True
2020-12-30,028260,1.3104758077646779,2020-12-30,2021-01-04,True
2020-12-30,001820,3.159178407685777,2020-12-30,2021-01-04,True
2020-12-30,011200,1.0560449761988264,2020-12-30,2021-01-04,True
2021-03-31,042670,1.9035868992135003,2021-03-31,2021-04-01,True
2021-03-31,011930,0.6808454438447501,2021-03-31,2021-04-01,True
2021-03-31,088350,2.2532356824930266,2021-03-31,2021-04-01,True
2021-03-31,010620,1.806270185497273,2021-03-31,2021-04-01,True
2021-06-30,086280,2.3967276909883397,2021-06-30,2021-07-01,True
2021-06-30,028670,-0.12315540064723611,2021-06-30,2021-07-01,True
2021-06-30,007070,2.4278221571633196,2021-06-30,2021-07-01,True
2021-06-30,011210,2.340373863778037,2021-06-30,2021-07-01,True
2021-06-30,000990,1.1666130227018114,2021-06-30,2021-07-01,True
2021-09-30,000810,1.7550054514518412,2021-09-30,2021-10-01,True
2021-09-30,086790,0.9263857396242249,2021-09-30,2021-10-01,True
2021-09-30,010950,2.493444937808414,2021-09-30,2021-10-01,True
2021-09-30,001120,1.262145035334463,2021-09-30,2021-10-01,True
2021-09-30,336370,1.555294695978207,2021-09-30,2021-10-01,True
2021-12-30,006360,1.1283640602929375,2021-12-30,2022-01-03,True
2021-12-30,013700,0.42106883294957353,2021-12-30,2022-01-03,True
2021-12-30,086280,2.4850933223780185,2021-12-30,2022-01-03,True
2021-12-30,009150,1.6596644087586703,2021-12-30,2022-01-03,True
2021-12-30,383220,1.5068353558574943,2021-12-30,2022-01-03,True
2023-09-27,004370,1.2570993717812151,2023-09-27,2023-10-04,True
2023-09-27,033780,0.6936136473180052,2023-09-27,2023-10-04,True
2023-09-27,267250,1.8463527345743096,2023-09-27,2023-10-04,True
2023-09-27,008770,1.6794550332359905,2023-09-27,2023-10-04,True
2023-09-27,012330,1.4587789188982339,2023-09-27,2023-10-04,True
2023-12-28,112610,1.9077660767154234,2023-12-28,2024-01-02,True
2023-12-28,003490,1.349509806539702,2023-12-28,2024-01-02,True
2023-12-28,326030,1.8783776753716221,2023-12-28,2024-01-02,True
2023-12-28,035720,1.6411386829852752,2023-12-28,2024-01-02,True
2023-12-28,028260,1.0912823377875722,2023-12-28,2024-01-02,True
2024-03-29,003160,1.9187625793021637,2024-03-29,2024-04-01,True
2024-03-29,000100,0.6258810180222095,2024-03-29,2024-04-01,True
2024-03-29,086280,1.5900283998831828,2024-03-29,2024-04-01,True
2024-03-29,010120,1.3336122189369457,2024-03-29,2024-04-01,True
2024-03-29,042660,1.4866240455979363,2024-03-29,2024-04-01,True
2024-09-30,096770,2.0393018698952776,2024-09-30,2024-10-02,True
2024-09-30,011780,1.7689252099502386,2024-09-30,2024-10-02,True
2024-09-30,003550,1.6528658724107728,2024-09-30,2024-10-02,True
2024-09-30,018260,1.6292726468226844,2024-09-30,2024-10-02,True
2024-09-30,003490,2.5506759341064673,2024-09-30,2024-10-02,True
2025-06-30,000720,1.1251781715429372,2025-06-30,2025-07-01,True
2025-06-30,375500,0.1793546868369881,2025-06-30,2025-07-01,True
2025-06-30,003230,1.0275364654448937,2025-06-30,2025-07-01,True
2025-06-30,062040,1.490752030590074,2025-06-30,2025-07-01,True
2025-06-30,071050,2.2526010158922936,2025-06-30,2025-07-01,True
2025-09-30,353200,2.615882333008855,2025-09-30,2025-10-01,True
2025-09-30,011070,1.4726711734238778,2025-09-30,2025-10-01,True
2025-09-30,000100,1.3017075707504362,2025-09-30,2025-10-01,True
2025-09-30,042700,1.1393198532646023,2025-09-30,2025-10-01,True
2025-09-30,402340,2.2310904489346735,2025-09-30,2025-10-01,True
2025-12-30,033240,2.096229020020317,2025-12-30,2026-01-02,True
2025-12-30,007810,1.4642073485938798,2025-12-30,2026-01-02,True
2025-12-30,093240,1.0702668236784467,2025-12-30,2026-01-02,True
2025-12-30,012330,2.526946078492794,2025-12-30,2026-01-02,True
2025-12-30,006280,1.569895032990728,2025-12-30,2026-01-02,True
2026-03-31,006360,1.8476234232069983,2026-03-31,2026-04-01,True
2026-03-31,375500,-0.04591485415727409,2026-03-31,2026-04-01,True
2026-03-31,066970,1.7971583766512493,2026-03-31,2026-04-01,True
2026-03-31,112610,2.173148322435724,2026-03-31,2026-04-01,True
2026-03-31,353200,2.1476456081494026,2026-03-31,2026-04-01,True
