period,start,end,v1_net_total_return,v1_cost_0_total_return,v1_annualized_return,v1_cost_0_annualized_return,v1_max_drawdown,v1_cost_0_max_drawdown,v1_trade_count,v1_cost_0_trade_count
2010-2017,2010-01-04,2017-12-31,0.056373540282977475,0.06319644714085904,0.008020517804782079,0.00896627715152909,-0.10736520860918652,-0.10732233657898327,10,10
2018-2026,2018-01-01,2026-05-04,0.5822464743990021,0.691335899443636,0.05817142724341284,0.06690111607398608,-0.5722545087785456,-0.5649128727493293,99,99
