year,factor_macro_gate_mcap_net_total_return,kospi_buy_and_hold_net_total_return,cash_net_total_return,d001_factor_macro_gate_mcap_net_total_return,d009_minus_d001_factor_macro_gate_mcap_return
2010,0.0,0.3293489579737485,0.0,0.0,0.0
2011,0.0,0.004079681302652238,0.0,0.0,0.0
2012,0.0,0.18731018909741426,0.0,0.0,0.0
2013,0.0,0.06125736750042954,0.0,0.0,0.0
2014,0.0,0.05769800682302639,0.0,0.0,0.0
2015,0.0,0.16501292442133764,0.0,0.0,0.0
2017,0.056373540282977475,0.31675953872996554,0.0,0.0,0.056373540282977475
2018,0.016690364939014435,-0.08401784948302582,0.0,0.0,0.016690364939014435
2019,-0.011955303506999138,0.17019485930094325,0.0,0.0277493483052602,-0.03970465181225934
2020,-0.01979373658030137,0.5251287429311848,0.0,0.2461360848272729,-0.26592982140757426
2021,-0.2632074261411992,0.13170240063376726,0.0,-0.035316520549102,-0.22789090559209718
2022,-0.01495132306994773,-0.18442405395793493,0.0,0.0,-0.01495132306994773
2023,-0.06963356967142054,0.3279894204214897,0.0,-0.0177293971971159,-0.051904172474304636
2024,0.24271478954581793,0.034981455283805474,0.0,0.0422472179791628,0.20046757156665512
2025,0.35906514069725937,1.047004780803555,0.0,0.7666554035490463,-0.4075902628517869
2026,0.3343662328489443,0.7344109727369705,0.0,0.0,0.3343662328489443
