ticker,rcept_dt,official_status_category,report_nm,rcept_no,w001_tradable_state,reconciliation_class
078650,2022-04-08,delisting,기타시장안내(상장폐지관련 이의신청서 접수 및 개선기간 부여),20220408900701,PANEL_ABSENT_OR_OUT_OF_SCOPE,official_status_but_panel_absent
052420,2022-04-08,suspension_related,주권매매거래정지기간변경(개선기간 부여),20220408900698,PANEL_ABSENT_OR_OUT_OF_SCOPE,official_status_but_panel_absent
052420,2022-04-08,delisting,기타시장안내(상장폐지관련 이의신청서 접수 및 개선기간 부여),20220408900692,PANEL_ABSENT_OR_OUT_OF_SCOPE,official_status_but_panel_absent
333050,2022-04-08,suspension_related,주권매매거래정지(SPAC 합병(예비심사청구대상)),20220408900485,PANEL_ABSENT_OR_OUT_OF_SCOPE,official_status_but_panel_absent
263050,2022-04-08,suspension_related,주권매매거래정지(무상증자),20220408900443,PANEL_ABSENT_OR_OUT_OF_SCOPE,official_status_but_panel_absent
016670,2022-04-08,delisting,기타시장안내(개선기간 종료에 따른 상장폐지여부 결정 안내),20220408900386,PANEL_ABSENT_OR_OUT_OF_SCOPE,official_status_but_panel_absent
069110,2022-04-08,suspension_related,주권매매거래정지기간변경(회생절차 개시결정),20220408900310,PANEL_ABSENT_OR_OUT_OF_SCOPE,official_status_but_panel_absent
050540,2022-04-07,delisting,기타경영사항(자율공시)(상장폐지결정 효력정지 가처분신청),20220407900817,PANEL_ABSENT_OR_OUT_OF_SCOPE,official_status_but_panel_absent
014100,2022-04-07,suspension_related,주권매매거래정지기간변경(상장폐지 사유 해소),20220407900815,PANEL_ABSENT_OR_OUT_OF_SCOPE,official_status_but_panel_absent
014100,2022-04-07,suspension_related,기타시장안내(감사의견 관련 형식적 상장폐지 사유해소 및 매매거래정지 지속 안내),20220407900811,PANEL_ABSENT_OR_OUT_OF_SCOPE,official_status_but_panel_absent
141020,2022-04-07,delisting,기타시장안내(상장폐지 관련),20220407900816,PANEL_ABSENT_OR_OUT_OF_SCOPE,official_status_but_panel_absent
141020,2022-04-07,suspension_related,주권매매거래정지기간변경(사업보고서 미제출 ),20220407900807,PANEL_ABSENT_OR_OUT_OF_SCOPE,official_status_but_panel_absent
064520,2022-04-07,suspension_related,주권매매거래정지기간변경(개선기간 부여),20220407900775,PANEL_ABSENT_OR_OUT_OF_SCOPE,official_status_but_panel_absent
064520,2022-04-07,delisting,기타시장안내(상장폐지관련 이의신청서 접수 및 개선기간 부여),20220407900773,PANEL_ABSENT_OR_OUT_OF_SCOPE,official_status_but_panel_absent
068330,2022-04-07,delisting,기타시장안내(상장폐지 관련),20220407900756,PANEL_ABSENT_OR_OUT_OF_SCOPE,official_status_but_panel_absent
068330,2022-04-07,suspension_related,주권매매거래정지기간변경(상장폐지 사유 발생),20220407900768,PANEL_ABSENT_OR_OUT_OF_SCOPE,official_status_but_panel_absent
097780,2022-04-07,suspension_related,주권매매거래정지기간변경(개선기간 부여),20220407900761,PANEL_ABSENT_OR_OUT_OF_SCOPE,official_status_but_panel_absent
097780,2022-04-07,delisting,기타시장안내(상장폐지관련 이의신청서 접수 및 개선기간 부여),20220407900760,PANEL_ABSENT_OR_OUT_OF_SCOPE,official_status_but_panel_absent
271850,2022-04-07,suspension_related,주권매매거래정지기간변경,20220407600751,PANEL_ABSENT_OR_OUT_OF_SCOPE,official_status_but_panel_absent
271850,2022-04-07,delisting,기타시장안내(상장폐지 관련),20220407600725,PANEL_ABSENT_OR_OUT_OF_SCOPE,official_status_but_panel_absent
039670,2022-04-07,resumption_related,주권매매거래정지해제(상장폐지에 따른 정리매매 개시),20220407900733,PANEL_ABSENT_OR_OUT_OF_SCOPE,official_status_but_panel_absent
069640,2022-04-07,resumption_related,매매거래정지및정지해제(중요내용공시),20220407800730,panel_absence,official_status_but_panel_absent
029480,2022-04-07,suspension_related,"주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)",20220407900724,PANEL_ABSENT_OR_OUT_OF_SCOPE,official_status_but_panel_absent
271850,2022-04-07,suspension_related,주권매매거래정지(풍문 또는 보도 관련),20220407600665,PANEL_ABSENT_OR_OUT_OF_SCOPE,official_status_but_panel_absent
344860,2022-04-07,suspension_related,"주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)",20220407600613,PANEL_ABSENT_OR_OUT_OF_SCOPE,official_status_but_panel_absent
007610,2022-04-07,delisting,기타시장안내(상장폐지 이의신청서 제출),20220407800604,PANEL_ABSENT_OR_OUT_OF_SCOPE,official_status_but_panel_absent
006040,2022-04-07,resumption_related,매매거래정지및정지해제(우회상장심사),20220407800574,panel_absence,official_status_but_panel_absent
039670,2022-04-07,delisting,기타시장안내(코스닥시장위원회 개최 결과 및 상장폐지 결정),20220407900560,PANEL_ABSENT_OR_OUT_OF_SCOPE,official_status_but_panel_absent
068330,2022-04-07,suspension_related,주권매매거래정지(풍문 또는 보도 관련),20220407900389,PANEL_ABSENT_OR_OUT_OF_SCOPE,official_status_but_panel_absent
159910,2022-04-07,suspension_related,주권매매거래정지(풍문 또는 보도 관련),20220407900266,PANEL_ABSENT_OR_OUT_OF_SCOPE,official_status_but_panel_absent
053610,2022-04-06,suspension_related,주권매매거래정지기간변경(상장적격성 실질심사 대상(사유발생)),20220406900764,PANEL_ABSENT_OR_OUT_OF_SCOPE,official_status_but_panel_absent
148140,2022-04-06,suspension_related,주권매매거래정지기간변경(상장폐지 사유 발생 및 상장적격성 실질심사 대상(사유발생)),20220406900757,PANEL_ABSENT_OR_OUT_OF_SCOPE,official_status_but_panel_absent
148140,2022-04-06,delisting,기타시장안내(상장폐지 관련),20220406900754,PANEL_ABSENT_OR_OUT_OF_SCOPE,official_status_but_panel_absent
219750,2022-04-06,suspension_related,주권매매거래정지기간변경(개선기간 부여),20220406900726,PANEL_ABSENT_OR_OUT_OF_SCOPE,official_status_but_panel_absent
219750,2022-04-06,delisting,기타시장안내(상장폐지관련 이의신청서 접수 및 개선기간 부여),20220406900720,PANEL_ABSENT_OR_OUT_OF_SCOPE,official_status_but_panel_absent
053610,2022-04-06,suspension_related,주권매매거래정지(풍문 또는 보도 관련),20220406900581,PANEL_ABSENT_OR_OUT_OF_SCOPE,official_status_but_panel_absent
247540,2022-04-06,suspension_related,주권매매거래정지(무상증자),20220406900545,PANEL_ABSENT_OR_OUT_OF_SCOPE,official_status_but_panel_absent
114190,2022-04-06,delisting,기타시장안내(개선기간 종료에 따른 상장폐지 여부 결정 안내),20220406900483,PANEL_ABSENT_OR_OUT_OF_SCOPE,official_status_but_panel_absent
248020,2022-04-06,suspension_related,주권매매거래정지기간변경,20220406600473,PANEL_ABSENT_OR_OUT_OF_SCOPE,official_status_but_panel_absent
043590,2022-04-06,delisting,기타시장안내(개선기간 종료에 따른 상장폐지여부 결정 안내),20220406900484,PANEL_ABSENT_OR_OUT_OF_SCOPE,official_status_but_panel_absent
248020,2022-04-06,delisting,기타시장안내(상장폐지 관련),20220406600475,PANEL_ABSENT_OR_OUT_OF_SCOPE,official_status_but_panel_absent
337450,2022-04-06,suspension_related,주권매매거래정지(SPAC 합병(예비심사청구대상)),20220406900405,PANEL_ABSENT_OR_OUT_OF_SCOPE,official_status_but_panel_absent
248020,2022-04-06,suspension_related,주권매매거래정지(풍문 또는 보도 관련),20220406600276,PANEL_ABSENT_OR_OUT_OF_SCOPE,official_status_but_panel_absent
176440,2022-04-05,suspension_related,주권매매거래정지(투자자 보호),20220405900976,PANEL_ABSENT_OR_OUT_OF_SCOPE,official_status_but_panel_absent
058420,2022-04-05,suspension_related,주권매매거래정지기간변경(사업보고서 제출),20220405900942,PANEL_ABSENT_OR_OUT_OF_SCOPE,official_status_but_panel_absent
118990,2022-04-05,suspension_related,"주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)",20220405900938,PANEL_ABSENT_OR_OUT_OF_SCOPE,official_status_but_panel_absent
176440,2022-04-05,delisting,기타경영사항(자율공시)(상장폐지결정 등 효력정지 가처분 신청),20220405900923,PANEL_ABSENT_OR_OUT_OF_SCOPE,official_status_but_panel_absent
158310,2022-04-05,managed,기타시장안내(관리종목지정우려종목)(주식분산기준 미달),20220405900927,PANEL_ABSENT_OR_OUT_OF_SCOPE,proxy_only
176440,2022-04-05,delisting,기타시장안내(감사의견 관련 상장폐지 및 상장적격성 실질심사 관련 절차 미진행),20220405900852,PANEL_ABSENT_OR_OUT_OF_SCOPE,official_status_but_panel_absent
033790,2022-04-05,delisting,기타시장안내(개선기간 종료에 따른 상장폐지여부 결정 안내),20220405900869,PANEL_ABSENT_OR_OUT_OF_SCOPE,official_status_but_panel_absent
056730,2022-04-05,managed,[기재정정]기타시장안내(관리종목지정우려종목)(주식분산기준 미달),20220405900791,PANEL_ABSENT_OR_OUT_OF_SCOPE,proxy_only
269620,2022-04-05,delisting,기타시장안내(상장폐지관련 이의신청서 접수 및 개선기간 부여),20220405900760,PANEL_ABSENT_OR_OUT_OF_SCOPE,official_status_but_panel_absent
269620,2022-04-05,suspension_related,주권매매거래정지기간변경(개선기간 부여),20220405900759,PANEL_ABSENT_OR_OUT_OF_SCOPE,official_status_but_panel_absent
253590,2022-04-05,suspension_related,주권매매거래정지(단일판매공급계약),20220405900199,PANEL_ABSENT_OR_OUT_OF_SCOPE,official_status_but_panel_absent
176440,2022-04-04,resumption_related,주권매매거래정지해제,20220404900896,PANEL_ABSENT_OR_OUT_OF_SCOPE,official_status_but_panel_absent
159910,2022-04-04,resumption_related,주권매매거래정지해제(상장유지 결정),20220404900888,PANEL_ABSENT_OR_OUT_OF_SCOPE,official_status_but_panel_absent
176440,2022-04-04,delisting,기타시장안내(코스닥시장위원회 개최 결과 및 상장폐지 결정),20220404900885,PANEL_ABSENT_OR_OUT_OF_SCOPE,official_status_but_panel_absent
057880,2022-04-04,suspension_related,주권매매거래정지기간변경(개선기간 부여),20220404900872,PANEL_ABSENT_OR_OUT_OF_SCOPE,official_status_but_panel_absent
