period,start,end,v1_net_total_return,v1_cost_0_total_return,v1_annualized_return,v1_cost_0_annualized_return,v1_max_drawdown,v1_cost_0_max_drawdown,v1_trade_count,v1_cost_0_trade_count
2010-2017,2010-01-04,2017-12-31,0.29691099715980585,0.3053022696226284,0.038596921477497936,0.039573083526685426,-0.0566520471294778,-0.056655177364641096,10,10
2018-2026,2018-01-01,2026-05-04,1.8086745588588533,1.974090415098177,0.13571054106894986,0.14374759977600937,-0.2999204241636154,-0.2936342318985826,100,100
