period,start,end,v1_net_total_return,v1_cost_0_total_return,v1_annualized_return,v1_cost_0_annualized_return,v1_max_drawdown,v1_cost_0_max_drawdown,v1_trade_count,v1_cost_0_trade_count
2010-2017,2010-01-04,2017-12-31,0.29691099715980585,0.3053022696226284,0.038596921477497936,0.039573083526685426,-0.0566520471294778,-0.056655177364641096,10,10
2018-2026,2018-01-01,2026-05-04,1.3124761312592201,1.4481469958122064,0.10882826542814805,0.116645774246674,-0.33199697893817803,-0.32603908273151205,100,100
